#Median black hole mass (Mbh_median) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mbh_median)@log(Mpeak)=12 log10(Mbh_median)_16@log(Mpeak)=12 log10(Mbh_median)_84@log(Mpeak)=12 log10(Mbh_median)@log(Mpeak)=13 log10(Mbh_median)_16@log(Mpeak)=13 log10(Mbh_median)_84@log(Mpeak)=13 log10(Mbh_median)@log(Mpeak)=14 log10(Mbh_median)_16@log(Mpeak)=14 log10(Mbh_median)_84@log(Mpeak)=14 log10(Mbh_median)@log(Mpeak)=15 log10(Mbh_median)_16@log(Mpeak)=15 log10(Mbh_median)_84@log(Mpeak)=15
0.632419 7.430365 7.410390 7.560835 8.441808 8.400366 8.525172 8.771312 8.721746 8.839358 9.025504 8.957792 9.079765
0.628530 7.434091 7.414210 7.564500 8.442267 8.400833 8.525620 8.771443 8.722011 8.839581 9.025962 8.958184 9.079970
0.624651 7.437817 7.418029 7.568165 8.442725 8.401299 8.526068 8.771574 8.722276 8.839803 9.026420 8.958576 9.080175
0.620781 7.441543 7.421848 7.571830 8.443184 8.401766 8.526516 8.771705 8.722540 8.840026 9.026879 8.958968 9.080381
0.616921 7.445269 7.425668 7.575495 8.443642 8.402233 8.526963 8.771836 8.722805 8.840248 9.027337 8.959360 9.080586
0.613069 7.448838 7.429227 7.578995 8.444082 8.402680 8.527387 8.771971 8.723021 8.840473 9.027800 8.959861 9.080954
0.609227 7.452381 7.432741 7.582466 8.444518 8.403124 8.527806 8.772107 8.723228 8.840699 9.028264 8.960381 9.081352
0.605394 7.455923 7.436255 7.585937 8.444954 8.403567 8.528225 8.772243 8.723435 8.840924 9.028729 8.960901 9.081749
0.601570 7.459465 7.439770 7.589409 8.445390 8.404011 8.528644 8.772378 8.723642 8.841150 9.029193 8.961420 9.082146
0.597755 7.463008 7.443284 7.592880 8.445827 8.404454 8.529063 8.772514 8.723849 8.841375 9.029657 8.961940 9.082543
0.593949 7.466550 7.446798 7.596351 8.446263 8.404898 8.529482 8.772650 8.724056 8.841601 9.030121 8.962460 9.082941
0.590153 7.470029 7.450206 7.599761 8.446692 8.405333 8.529894 8.772788 8.724229 8.841825 9.030587 8.962938 9.083351
0.586365 7.473394 7.453424 7.603062 8.447107 8.405752 8.530294 8.772928 8.724339 8.842049 9.031056 8.963341 9.083786
0.582586 7.476760 7.456641 7.606364 8.447522 8.406172 8.530694 8.773069 8.724450 8.842272 9.031525 8.963743 9.084222
0.578817 7.480125 7.459859 7.609665 8.447937 8.406592 8.531093 8.773209 8.724561 8.842495 9.031994 8.964145 9.084657
0.575056 7.483490 7.463076 7.612966 8.448353 8.407011 8.531493 8.773350 8.724672 8.842719 9.032463 8.964548 9.085092
0.571304 7.486855 7.466294 7.616267 8.448768 8.407431 8.531893 8.773490 8.724783 8.842942 9.032932 8.964950 9.085527
0.567562 7.490220 7.469511 7.619568 8.449183 8.407850 8.532293 8.773631 8.724893 8.843165 9.033401 8.965353 9.085962
0.563828 7.493439 7.472589 7.622728 8.449581 8.408251 8.532677 8.773775 8.725160 8.843321 9.033874 8.965801 9.086446
0.560103 7.496633 7.475644 7.625865 8.449977 8.408649 8.533059 8.773920 8.725452 8.843467 9.034348 8.966256 9.086938
0.556387 7.499828 7.478699 7.629002 8.450372 8.409047 8.533441 8.774065 8.725743 8.843612 9.034822 8.966712 9.087430
0.552680 7.503023 7.481754 7.632139 8.450768 8.409444 8.533822 8.774210 8.726035 8.843757 9.035295 8.967167 9.087922
0.548981 7.506217 7.484809 7.635277 8.451163 8.409842 8.534204 8.774355 8.726327 8.843902 9.035769 8.967622 9.088414
0.545292 7.509412 7.487864 7.638414 8.451558 8.410240 8.534586 8.774500 8.726618 8.844048 9.036243 8.968078 9.088906
0.541611 7.512547 7.490916 7.641494 8.451947 8.410684 8.534961 8.774646 8.726941 8.844210 9.036718 8.968535 9.089412
0.537939 7.515577 7.493962 7.644473 8.452323 8.411209 8.535326 8.774795 8.727316 8.844401 9.037197 8.968996 9.089941
0.534275 7.518608 7.497009 7.647453 8.452699 8.411734 8.535690 8.774944 8.727691 8.844592 9.037675 8.969457 9.090471
0.530621 7.521639 7.500055 7.650433 8.453076 8.412259 8.536055 8.775093 8.728066 8.844783 9.038154 8.969918 9.091000
0.526975 7.524670 7.503102 7.653412 8.453452 8.412783 8.536419 8.775242 8.728442 8.844974 9.038632 8.970379 9.091530
0.523338 7.527701 7.506148 7.656392 8.453828 8.413308 8.536784 8.775391 8.728817 8.845165 9.039111 8.970839 9.092059
0.519709 7.530731 7.509195 7.659372 8.454205 8.413833 8.537148 8.775540 8.729192 8.845356 9.039589 8.971300 9.092588
0.516089 7.533625 7.512113 7.662219 8.454565 8.414362 8.537508 8.775692 8.729441 8.845552 9.040087 8.971798 9.093128
0.512478 7.536498 7.515012 7.665047 8.454924 8.414891 8.537867 8.775845 8.729671 8.845750 9.040587 8.972302 9.093670
0.508875 7.539371 7.517912 7.667874 8.455282 8.415421 8.538227 8.775997 8.729901 8.845947 9.041087 8.972805 9.094212
0.505281 7.542244 7.520811 7.670702 8.455641 8.415950 8.538586 8.776150 8.730131 8.846145 9.041588 8.973308 9.094753
0.501696 7.545117 7.523710 7.673530 8.455999 8.416480 8.538945 8.776303 8.730360 8.846343 9.042088 8.973812 9.095295
0.498119 7.547990 7.526609 7.676357 8.456358 8.417009 8.539304 8.776455 8.730590 8.846540 9.042588 8.974315 9.095836
0.494551 7.550806 7.529461 7.679130 8.456709 8.417512 8.539691 8.776609 8.730821 8.846742 9.043089 8.974752 9.096371
0.490991 7.553527 7.532235 7.681811 8.457051 8.417971 8.540124 8.776765 8.731052 8.846949 9.043591 8.975080 9.096894
0.487439 7.556248 7.535008 7.684493 8.457392 8.418430 8.540556 8.776921 8.731283 8.847157 9.044093 8.975409 9.097418
0.483896 7.558970 7.537782 7.687174 8.457733 8.418889 8.540988 8.777077 8.731514 8.847365 9.044595 8.975737 9.097941
0.480362 7.561691 7.540555 7.689855 8.458074 8.419349 8.541421 8.777233 8.731745 8.847573 9.045097 8.976065 9.098464
0.476835 7.564412 7.543329 7.692536 8.458415 8.419808 8.541853 8.777389 8.731976 8.847781 9.045599 8.976393 9.098987
0.473318 7.567133 7.546102 7.695218 8.458756 8.420267 8.542285 8.777545 8.732207 8.847989 9.046101 8.976722 9.099511
0.469808 7.569707 7.548763 7.697757 8.459082 8.420672 8.542700 8.777703 8.732438 8.848196 9.046604 8.976964 9.100032
0.466307 7.572262 7.551408 7.700277 8.459407 8.421070 8.543111 8.777862 8.732669 8.848404 9.047107 8.977195 9.100553
0.462815 7.574816 7.554053 7.702797 8.459731 8.421468 8.543523 8.778021 8.732900 8.848611 9.047610 8.977426 9.101075
0.459330 7.577370 7.556698 7.705317 8.460056 8.421866 8.543935 8.778180 8.733130 8.848818 9.048112 8.977656 9.101596
0.455854 7.579924 7.559343 7.707837 8.460380 8.422264 8.544347 8.778339 8.733361 8.849025 9.048615 8.977887 9.102117
0.452386 7.582479 7.561988 7.710357 8.460705 8.422663 8.544758 8.778498 8.733592 8.849232 9.049118 8.978118 9.102639
0.448927 7.584760 7.564363 7.712612 8.461024 8.423040 8.545163 8.778659 8.733823 8.849439 9.049622 8.978399 9.103159
0.445476 7.586607 7.566308 7.714447 8.461333 8.423385 8.545555 8.778821 8.734053 8.849646 9.050126 8.978761 9.103679
0.442033 7.588453 7.568253 7.716282 8.461643 8.423730 8.545948 8.778983 8.734284 8.849854 9.050630 8.979124 9.104199
0.438598 7.590300 7.570197 7.718117 8.461952 8.424075 8.546340 8.779145 8.734514 8.850061 9.051134 8.979486 9.104719
0.435171 7.592147 7.572142 7.719952 8.462262 8.424420 8.546733 8.779308 8.734745 8.850268 9.051639 8.979848 9.105238
0.431753 7.593994 7.574087 7.721787 8.462571 8.424764 8.547125 8.779470 8.734976 8.850475 9.052143 8.980210 9.105758
0.428342 7.595840 7.576032 7.723621 8.462881 8.425109 8.547517 8.779632 8.735206 8.850682 9.052647 8.980572 9.106278
0.424940 7.597589 7.577876 7.725359 8.463178 8.425420 8.547886 8.779798 8.735367 8.850889 9.053153 8.980891 9.106706
0.421546 7.599325 7.579708 7.727086 8.463473 8.425726 8.548251 8.779964 8.735519 8.851096 9.053659 8.981205 9.107123
0.418160 7.601062 7.581540 7.728812 8.463769 8.426032 8.548616 8.780130 8.735671 8.851304 9.054165 8.981519 9.107540
0.414782 7.602798 7.583372 7.730538 8.464064 8.426338 8.548981 8.780296 8.735822 8.851511 9.054671 8.981833 9.107957
0.411412 7.604535 7.585204 7.732264 8.464359 8.426644 8.549347 8.780462 8.735974 8.851719 9.055177 8.982147 9.108374
0.408050 7.606271 7.587037 7.733990 8.464655 8.426950 8.549712 8.780628 8.736126 8.851926 9.055683 8.982461 9.108791
0.404696 7.607966 7.588825 7.735675 8.464945 8.427252 8.550053 8.780795 8.736277 8.852133 9.056188 8.982814 9.109141
0.401350 7.609595 7.590548 7.737295 8.465226 8.427545 8.550356 8.780963 8.736426 8.852339 9.056693 8.983228 9.109386
0.398012 7.611225 7.592271 7.738916 8.465507 8.427839 8.550658 8.781131 8.736575 8.852546 9.057198 8.983642 9.109632
0.394682 7.612855 7.593994 7.740537 8.465788 8.428132 8.550961 8.781299 8.736724 8.852752 9.057703 8.984056 9.109878
0.391360 7.614484 7.595717 7.742157 8.466069 8.428426 8.551264 8.781467 8.736873 8.852958 9.058208 8.984469 9.110123
0.388046 7.616114 7.597440 7.743778 8.466350 8.428719 8.551567 8.781635 8.737022 8.853165 9.058713 8.984883 9.110369
0.384740 7.617744 7.599163 7.745399 8.466632 8.429013 8.551870 8.781804 8.737171 8.853371 9.059218 8.985297 9.110615
0.381441 7.619282 7.600793 7.746939 8.466900 8.429296 8.552158 8.781973 8.737415 8.853576 9.059721 8.985682 9.110865
0.378151 7.620810 7.602412 7.748470 8.467168 8.429578 8.552445 8.782143 8.737670 8.853781 9.060225 8.986063 9.111115
0.374868 7.622338 7.604031 7.750002 8.467436 8.429860 8.552732 8.782314 8.737925 8.853986 9.060728 8.986444 9.111365
0.371593 7.623867 7.605650 7.751533 8.467703 8.430142 8.553018 8.782484 8.738180 8.854191 9.061232 8.986826 9.111615
0.368326 7.625395 7.607269 7.753065 8.467971 8.430424 8.553305 8.782654 8.738435 8.854396 9.061735 8.987207 9.111865
0.365067 7.626923 7.608888 7.754596 8.468238 8.430706 8.553591 8.782824 8.738690 8.854601 9.062239 8.987589 9.112115
0.361815 7.628412 7.610467 7.756092 8.468490 8.430973 8.553862 8.782994 8.738940 8.854806 9.062741 8.987950 9.112381
0.358572 7.629843 7.611987 7.757536 8.468719 8.431220 8.554109 8.783166 8.739183 8.855009 9.063242 8.988282 9.112669
0.355336 7.631274 7.613506 7.758981 8.468949 8.431466 8.554356 8.783338 8.739426 8.855213 9.063743 8.988613 9.112957
0.352107 7.632705 7.615026 7.760425 8.469178 8.431712 8.554603 8.783509 8.739668 8.855417 9.064244 8.988945 9.113246
0.348887 7.634136 7.616546 7.761869 8.469407 8.431959 8.554849 8.783681 8.739911 8.855620 9.064745 8.989277 9.113534
0.345674 7.635567 7.618066 7.763313 8.469636 8.432205 8.555096 8.783853 8.740153 8.855824 9.065246 8.989608 9.113822
0.342468 7.636998 7.619586 7.764757 8.469865 8.432451 8.555343 8.784024 8.740396 8.856028 9.065747 8.989940 9.114110
0.339271 7.638345 7.621019 7.766119 8.470030 8.432637 8.555526 8.784197 8.740592 8.856230 9.066246 8.990309 9.114584
0.336081 7.639684 7.622444 7.767473 8.470189 8.432817 8.555703 8.784370 8.740783 8.856432 9.066743 8.990682 9.115075
0.332898 7.641022 7.623869 7.768827 8.470347 8.432997 8.555880 8.784543 8.740974 8.856634 9.067241 8.991055 9.115567
0.329723 7.642361 7.625294 7.770181 8.470506 8.433177 8.556057 8.784717 8.741166 8.856836 9.067739 8.991427 9.116058
0.326556 7.643700 7.626720 7.771534 8.470665 8.433357 8.556233 8.784890 8.741357 8.857038 9.068237 8.991800 9.116550
0.323396 7.645039 7.628145 7.772888 8.470823 8.433537 8.556410 8.785063 8.741548 8.857241 9.068735 8.992173 9.117041
0.320244 7.646341 7.629519 7.774226 8.470978 8.433714 8.556582 8.785236 8.741732 8.857456 9.069231 8.992534 9.117521
0.317099 7.647592 7.630824 7.775543 8.471128 8.433887 8.556748 8.785410 8.741906 8.857691 9.069726 8.992880 9.117985
0.313962 7.648844 7.632128 7.776859 8.471278 8.434060 8.556915 8.785585 8.742080 8.857925 9.070220 8.993226 9.118449
0.310832 7.650095 7.633432 7.778176 8.471428 8.434233 8.557081 8.785759 8.742254 8.858160 9.070715 8.993571 9.118912
0.307710 7.651346 7.634736 7.779492 8.471578 8.434405 8.557247 8.785933 8.742428 8.858395 9.071209 8.993917 9.119376
0.304595 7.652597 7.636040 7.780809 8.471728 8.434578 8.557413 8.786107 8.742602 8.858629 9.071703 8.994262 9.119840
0.301487 7.653849 7.637344 7.782125 8.471878 8.434751 8.557579 8.786281 8.742776 8.858864 9.072198 8.994608 9.120304
0.298387 7.655024 7.638497 7.783410 8.472021 8.434926 8.557736 8.786457 8.742960 8.859086 9.072690 8.994932 9.120761
0.295294 7.656193 7.639638 7.784691 8.472164 8.435101 8.557893 8.786633 8.743145 8.859307 9.073182 8.995253 9.121217
0.292209 7.657363 7.640778 7.785973 8.472306 8.435276 8.558050 8.786808 8.743330 8.859528 9.073674 8.995575 9.121673
0.289131 7.658532 7.641918 7.787255 8.472449 8.435451 8.558207 8.786984 8.743515 8.859749 9.074166 8.995897 9.122129
0.286061 7.659701 7.643059 7.788537 8.472592 8.435627 8.558364 8.787160 8.743700 8.859969 9.074658 8.996218 9.122586
0.282997 7.660870 7.644199 7.789819 8.472735 8.435802 8.558521 8.787336 8.743886 8.860190 9.075150 8.996540 9.123042
0.279941 7.662007 7.645308 7.791067 8.472875 8.435986 8.558675 8.787513 8.744080 8.860379 9.075642 8.996863 9.123499
0.276892 7.663100 7.646374 7.792271 8.473013 8.436184 8.558824 8.787692 8.744287 8.860524 9.076135 8.997188 9.123958
0.273851 7.664194 7.647440 7.793475 8.473151 8.436381 8.558974 8.787872 8.744493 8.860668 9.076628 8.997513 9.124417
0.270817 7.665287 7.648506 7.794679 8.473288 8.436578 8.559124 8.788051 8.744700 8.860813 9.077121 8.997838 9.124876
0.267790 7.666381 7.649572 7.795883 8.473426 8.436776 8.559274 8.788231 8.744907 8.860958 9.077614 8.998163 9.125334
0.264770 7.667474 7.650638 7.797087 8.473564 8.436973 8.559423 8.788410 8.745114 8.861103 9.078106 8.998488 9.125793
0.261757 7.668567 7.651704 7.798291 8.473701 8.437170 8.559573 8.788589 8.745320 8.861247 9.078599 8.998813 9.126252
0.258752 7.669593 7.652699 7.799426 8.473833 8.437360 8.559715 8.788769 8.745529 8.861441 9.079087 8.999148 9.126704
0.255753 7.670613 7.653688 7.800555 8.473964 8.437550 8.559857 8.788948 8.745738 8.861638 9.079575 8.999483 9.127155
0.252762 7.671634 7.654677 7.801685 8.474096 8.437740 8.559999 8.789128 8.745947 8.861836 9.080063 8.999818 9.127606
0.249778 7.672654 7.655666 7.802814 8.474227 8.437929 8.560140 8.789307 8.746156 8.862033 9.080551 9.000153 9.128057
0.246801 7.673675 7.656656 7.803944 8.474358 8.438119 8.560282 8.789487 8.746365 8.862230 9.081039 9.000488 9.128508
0.243832 7.674695 7.657645 7.805073 8.474489 8.438309 8.560424 8.789666 8.746574 8.862427 9.081527 9.000823 9.128960
0.240869 7.675686 7.658607 7.806172 8.474618 8.438496 8.560562 8.789846 8.746784 8.862624 9.082013 9.001160 9.129374
0.237913 7.676639 7.659533 7.807233 8.474744 8.438678 8.560696 8.790027 8.746995 8.862821 9.082495 9.001500 9.129740
0.234965 7.677592 7.660460 7.808293 8.474869 8.438861 8.560830 8.790208 8.747206 8.863018 9.082978 9.001840 9.130106
0.232023 7.678544 7.661386 7.809353 8.474995 8.439044 8.560964 8.790389 8.747418 8.863214 9.083461 9.002180 9.130473
0.229088 7.679497 7.662313 7.810413 8.475120 8.439227 8.561098 8.790570 8.747629 8.863411 9.083944 9.002520 9.130839
0.226161 7.680450 7.663239 7.811474 8.475246 8.439410 8.561232 8.790751 8.747840 8.863607 9.084427 9.002861 9.131205
0.223240 7.681402 7.664166 7.812534 8.475372 8.439593 8.561366 8.790932 8.748051 8.863804 9.084910 9.003201 9.131572
0.220326 7.682297 7.665041 7.813535 8.475493 8.439770 8.561495 8.791115 8.748265 8.863975 9.085394 9.003542 9.131931
0.217420 7.683188 7.665912 7.814533 8.475614 8.439948 8.561623 8.791298 8.748479 8.864145 9.085878 9.003883 9.132291
0.214520 7.684079 7.666784 7.815530 8.475735 8.440125 8.561751 8.791481 8.748692 8.864315 9.086362 9.004224 9.132650
0.211627 7.684970 7.667656 7.816528 8.475856 8.440302 8.561880 8.791663 8.748906 8.864485 9.086846 9.004565 9.133010
0.208741 7.685861 7.668527 7.817525 8.475977 8.440479 8.562008 8.791846 8.749120 8.864655 9.087330 9.004907 9.133369
0.205862 7.686752 7.669399 7.818523 8.476098 8.440657 8.562136 8.792029 8.749334 8.864824 9.087814 9.005248 9.133729
0.202989 7.687620 7.670266 7.819496 8.476218 8.440826 8.562263 8.792214 8.749520 8.864989 9.088300 9.005591 9.134070
0.200124 7.688457 7.671128 7.820439 8.476339 8.440985 8.562389 8.792402 8.749670 8.865149 9.088790 9.005938 9.134390
0.197265 7.689295 7.671990 7.821382 8.476459 8.441144 8.562515 8.792590 8.749821 8.865308 9.089279 9.006284 9.134709
0.194413 7.690133 7.672852 7.822325 8.476579 8.441303 8.562640 8.792778 8.749971 8.865467 9.089768 9.006631 9.135029
0.191568 7.690971 7.673714 7.823269 8.476699 8.441463 8.562766 8.792965 8.750121 8.865626 9.090258 9.006978 9.135348
0.188730 7.691809 7.674575 7.824212 8.476820 8.441622 8.562892 8.793153 8.750272 8.865785 9.090747 9.007324 9.135668
0.185899 7.692647 7.675437 7.825155 8.476940 8.441781 8.563018 8.793341 8.750422 8.865944 9.091237 9.007671 9.135988
0.183074 7.693437 7.676266 7.826049 8.477058 8.441915 8.563161 8.793530 8.750564 8.866099 9.091721 9.008032 9.136319
0.180256 7.694224 7.677093 7.826940 8.477176 8.442049 8.563304 8.793720 8.750705 8.866255 9.092205 9.008394 9.136650
0.177445 7.695011 7.677920 7.827831 8.477293 8.442182 8.563448 8.793909 8.750846 8.866410 9.092688 9.008755 9.136982
0.174640 7.695799 7.678746 7.828722 8.477411 8.442315 8.563592 8.794099 8.750987 8.866566 9.093172 9.009117 9.137314
0.171842 7.696586 7.679573 7.829612 8.477529 8.442449 8.563736 8.794289 8.751128 8.866721 9.093656 9.009479 9.137645
0.169051 7.697374 7.680400 7.830503 8.477647 8.442582 8.563880 8.794478 8.751270 8.866876 9.094140 9.009841 9.137977
0.166266 7.698141 7.681228 7.831371 8.477764 8.442715 8.564027 8.794669 8.751422 8.867031 9.094621 9.010191 9.138383
0.163488 7.698885 7.682057 7.832210 8.477880 8.442848 8.564179 8.794860 8.751589 8.867183 9.095099 9.010527 9.138880
0.160717 7.699628 7.682886 7.833049 8.477997 8.442980 8.564331 8.795052 8.751755 8.867336 9.095578 9.010864 9.139376
0.157952 7.700372 7.683715 7.833888 8.478113 8.443113 8.564482 8.795244 8.751921 8.867488 9.096056 9.011200 9.139872
0.155194 7.701116 7.684545 7.834727 8.478229 8.443246 8.564634 8.795435 8.752088 8.867641 9.096535 9.011536 9.140369
0.152442 7.701859 7.685374 7.835566 8.478346 8.443378 8.564786 8.795627 8.752254 8.867793 9.097013 9.011872 9.140865
0.149697 7.702603 7.686203 7.836405 8.478462 8.443511 8.564938 8.795818 8.752421 8.867946 9.097491 9.012208 9.141361
0.146959 7.703317 7.687001 7.837214 8.478582 8.443648 8.565090 8.796017 8.752570 8.868100 9.097972 9.012551 9.141856
0.144227 7.704029 7.687797 7.838021 8.478703 8.443785 8.565243 8.796215 8.752719 8.868254 9.098454 9.012895 9.142351
0.141501 7.704742 7.688593 7.838828 8.478823 8.443922 8.565396 8.796414 8.752868 8.868408 9.098935 9.013238 9.142846
0.138782 7.705454 7.689390 7.839635 8.478943 8.444059 8.565548 8.796612 8.753017 8.868562 9.099416 9.013581 9.143341
0.136070 7.706167 7.690186 7.840442 8.479063 8.444196 8.565701 8.796811 8.753166 8.868716 9.099897 9.013925 9.143836
0.133364 7.706879 7.690983 7.841250 8.479184 8.444333 8.565853 8.797009 8.753315 8.868870 9.100378 9.014268 9.144331
0.130664 7.707578 7.691782 7.842043 8.479305 8.444471 8.566006 8.797209 8.753467 8.869024 9.100857 9.014635 9.144821
0.127971 7.708261 7.692586 7.842820 8.479427 8.444611 8.566158 8.797411 8.753624 8.869176 9.101334 9.015027 9.145307
0.125284 7.708945 7.693389 7.843597 8.479550 8.444750 8.566310 8.797613 8.753781 8.869329 9.101811 9.015420 9.145793
0.122604 7.709628 7.694193 7.844375 8.479672 8.444889 8.566463 8.797815 8.753938 8.869482 9.102287 9.015813 9.146279
0.119930 7.710311 7.694996 7.845152 8.479795 8.445029 8.566615 8.798018 8.754095 8.869634 9.102764 9.016206 9.146765
0.117262 7.710995 7.695800 7.845929 8.479917 8.445168 8.566767 8.798220 8.754252 8.869787 9.103240 9.016599 9.147251
0.114601 7.711678 7.696603 7.846706 8.480040 8.445307 8.566920 8.798422 8.754409 8.869939 9.103717 9.016992 9.147737
0.111946 7.712342 7.697391 7.847464 8.480167 8.445452 8.567074 8.798628 8.754576 8.870092 9.104192 9.017395 9.148217
0.109297 7.713006 7.698178 7.848221 8.480294 8.445597 8.567228 8.798835 8.754744 8.870244 9.104667 9.017800 9.148697
0.106655 7.713670 7.698965 7.848978 8.480421 8.445741 8.567382 8.799043 8.754911 8.870396 9.105142 9.018204 9.149177
0.104019 7.714334 7.699752 7.849735 8.480548 8.445886 8.567536 8.799250 8.755078 8.870549 9.105616 9.018608 9.149657
0.101389 7.714998 7.700539 7.850492 8.480675 8.446031 8.567690 8.799457 8.755245 8.870701 9.106091 9.019012 9.150137
0.098766 7.715662 7.701326 7.851249 8.480802 8.446175 8.567845 8.799664 8.755412 8.870853 9.106566 9.019416 9.150616
0.096149 7.716319 7.702137 7.851999 8.480931 8.446322 8.568000 8.799873 8.755585 8.871015 9.107041 9.019869 9.151072
0.093538 7.716968 7.702974 7.852740 8.481063 8.446472 8.568156 8.800085 8.755762 8.871188 9.107517 9.020378 9.151500
0.090933 7.717617 7.703811 7.853482 8.481195 8.446621 8.568312 8.800298 8.755939 8.871361 9.107992 9.020886 9.151928
0.088334 7.718266 7.704648 7.854224 8.481327 8.446770 8.568468 8.800510 8.756117 8.871534 9.108468 9.021395 9.152356
0.085742 7.718916 7.705485 7.854965 8.481458 8.446920 8.568624 8.800722 8.756294 8.871706 9.108943 9.021903 9.152784
0.083156 7.719565 7.706323 7.855707 8.481590 8.447069 8.568780 8.800935 8.756472 8.871879 9.109419 9.022411 9.153212
0.080576 7.720214 7.707160 7.856449 8.481722 8.447218 8.568936 8.801147 8.756649 8.872052 9.109894 9.022920 9.153640
0.078002 7.720858 7.708016 7.857184 8.481860 8.447374 8.569096 8.801364 8.756868 8.872289 9.110365 9.023445 9.154055
0.075434 7.721502 7.708872 7.857920 8.481998 8.447530 8.569256 8.801580 8.757087 8.872528 9.110837 9.023970 9.154470
0.072872 7.722146 7.709729 7.858656 8.482137 8.447687 8.569416 8.801797 8.757306 8.872767 9.111308 9.024495 9.154885
0.070317 7.722790 7.710585 7.859391 8.482275 8.447843 8.569575 8.802014 8.757525 8.873006 9.111779 9.025021 9.155299
0.067768 7.723434 7.711442 7.860127 8.482413 8.447999 8.569735 8.802231 8.757744 8.873245 9.112251 9.025546 9.155714
0.065224 7.724078 7.712298 7.860863 8.482551 8.448155 8.569895 8.802447 8.757963 8.873484 9.112722 9.026072 9.156129
0.062687 7.724734 7.713164 7.861610 8.482698 8.448319 8.570061 8.802670 8.758196 8.873730 9.113196 9.026582 9.156544
0.060156 7.725403 7.714040 7.862369 8.482853 8.448492 8.570233 8.802900 8.758445 8.873983 9.113674 9.027076 9.156959
0.057630 7.726072 7.714916 7.863128 8.483009 8.448665 8.570406 8.803130 8.758694 8.874237 9.114151 9.027571 9.157374
0.055111 7.726741 7.715792 7.863887 8.483164 8.448838 8.570578 8.803359 8.758943 8.874490 9.114629 9.028065 9.157790
0.052598 7.727410 7.716669 7.864646 8.483320 8.449011 8.570750 8.803589 8.759192 8.874743 9.115106 9.028559 9.158205
0.050091 7.728079 7.717545 7.865406 8.483475 8.449184 8.570923 8.803819 8.759440 8.874997 9.115584 9.029054 9.158620
0.047589 7.728748 7.718421 7.866165 8.483631 8.449357 8.571095 8.804048 8.759689 8.875250 9.116061 9.029548 9.159036
0.045094 7.729441 7.719183 7.866946 8.483800 8.449544 8.571278 8.804287 8.759973 8.875515 9.116537 9.030003 9.159562
0.042605 7.730133 7.719945 7.867728 8.483970 8.449731 8.571461 8.804525 8.760258 8.875779 9.117012 9.030457 9.160089
0.040121 7.730826 7.720707 7.868510 8.484140 8.449918 8.571644 8.804764 8.760542 8.876044 9.117487 9.030911 9.160616
0.037644 7.731519 7.721468 7.869292 8.484310 8.450105 8.571827 8.805003 8.760827 8.876309 9.117962 9.031365 9.161143
0.035172 7.732212 7.722230 7.870074 8.484480 8.450292 8.572010 8.805241 8.761111 8.876574 9.118438 9.031820 9.161670
0.032706 7.732905 7.722992 7.870856 8.484650 8.450479 8.572193 8.805480 8.761396 8.876838 9.118913 9.032274 9.162197
0.030247 7.733616 7.723756 7.871655 8.484832 8.450678 8.572385 8.805726 8.761637 8.877112 9.119391 9.032739 9.162741
0.027793 7.734345 7.724524 7.872472 8.485026 8.450888 8.572587 8.805981 8.761834 8.877395 9.119872 9.033216 9.163302
0.025344 7.735075 7.725292 7.873289 8.485221 8.451099 8.572789 8.806237 8.762031 8.877677 9.120352 9.033692 9.163864
0.022902 7.735804 7.726060 7.874106 8.485415 8.451310 8.572990 8.806492 8.762228 8.877960 9.120833 9.034169 9.164425
0.020466 7.736534 7.726827 7.874923 8.485609 8.451520 8.573192 8.806747 8.762424 8.878243 9.121314 9.034645 9.164987
0.018035 7.737264 7.727595 7.875740 8.485804 8.451731 8.573394 8.807002 8.762621 8.878526 9.121794 9.035122 9.165548
0.015610 7.737993 7.728363 7.876557 8.485998 8.451942 8.573596 8.807257 8.762818 8.878809 9.122275 9.035598 9.166110
