#Black hole mass function (BHMF) from z=0-10, from Trinity
#Ref: Zhang et al. (2021)
#z log(Mbh)[Msun] log(Number Density)[Mpc^-3 dex^-1] log(16-th Percentile of Number Density)[Mpc^-3 dex^-1] log(84-th Percentile of Number Density)[Mpc^-3 dex^-1]
6.000000 5.200000 -4.120380 -4.248876 -4.010958
6.000000 5.300000 -4.181533 -4.309750 -4.072162
6.000000 5.400000 -4.243721 -4.371645 -4.134459
6.000000 5.500000 -4.307042 -4.434597 -4.200254
6.000000 5.600000 -4.372462 -4.498643 -4.264833
6.000000 5.700000 -4.439055 -4.563399 -4.330427
6.000000 5.800000 -4.507661 -4.630146 -4.396025
6.000000 5.900000 -4.578408 -4.697745 -4.463736
6.000000 6.000000 -4.648693 -4.766572 -4.533299
6.000000 6.100000 -4.718387 -4.836704 -4.602227
6.000000 6.200000 -4.788427 -4.908185 -4.672853
6.000000 6.300000 -4.859824 -4.982789 -4.745568
6.000000 6.400000 -4.932629 -5.059757 -4.819905
6.000000 6.500000 -5.005932 -5.139980 -4.895953
6.000000 6.600000 -5.081722 -5.219068 -4.973954
6.000000 6.700000 -5.162550 -5.297339 -5.052366
6.000000 6.800000 -5.247085 -5.376739 -5.131450
6.000000 6.900000 -5.332448 -5.458487 -5.211748
6.000000 7.000000 -5.415997 -5.542509 -5.300568
6.000000 7.100000 -5.505178 -5.628375 -5.389039
6.000000 7.200000 -5.595948 -5.715279 -5.477996
6.000000 7.300000 -5.685838 -5.803854 -5.569036
6.000000 7.400000 -5.781821 -5.899854 -5.663157
6.000000 7.500000 -5.877207 -5.999785 -5.757012
6.000000 7.600000 -5.971640 -6.095567 -5.853426
6.000000 7.700000 -6.066527 -6.190476 -5.948285
6.000000 7.800000 -6.163901 -6.294975 -6.049482
6.000000 7.900000 -6.268355 -6.392507 -6.156760
6.000000 8.000000 -6.377926 -6.497910 -6.267411
6.000000 8.100000 -6.490273 -6.607697 -6.378789
6.000000 8.200000 -6.601793 -6.726542 -6.493430
6.000000 8.300000 -6.716379 -6.840704 -6.611268
6.000000 8.400000 -6.838564 -6.953267 -6.734532
6.000000 8.500000 -6.962203 -7.076356 -6.862902
6.000000 8.600000 -7.087840 -7.204776 -6.986184
6.000000 8.700000 -7.212350 -7.340027 -7.114459
6.000000 8.800000 -7.346743 -7.479076 -7.242085
6.000000 8.900000 -7.481535 -7.619782 -7.372641
6.000000 9.000000 -7.620622 -7.765567 -7.510290
6.000000 9.100000 -7.759446 -7.920438 -7.653183
6.000000 9.200000 -7.909750 -8.084296 -7.799998
6.000000 9.300000 -8.062437 -8.254122 -7.952024
6.000000 9.400000 -8.229436 -8.430065 -8.111659
6.000000 9.500000 -8.395883 -8.615148 -8.277579
6.000000 9.600000 -8.571384 -8.803878 -8.454167
6.000000 9.700000 -8.761519 -8.998583 -8.629997
6.000000 9.800000 -8.959501 -9.202250 -8.817448
6.000000 9.900000 -9.158142 -9.409023 -9.012364
6.000000 10.000000 -9.355301 -9.629446 -9.221390
6.000000 10.100000 -9.567501 -9.859746 -9.428185
6.000000 10.200000 -9.796792 -10.096374 -9.647818
6.000000 10.300000 -10.029478 -10.335606 -9.869492
6.000000 10.400000 -10.273548 -10.586994 -10.111758
6.000000 10.500000 -10.538196 -10.858139 -10.362952
7.000000 4.000000 -4.232882 -4.426348 -4.082127
7.000000 4.100000 -4.292973 -4.483431 -4.139463
7.000000 4.200000 -4.351077 -4.541318 -4.197859
7.000000 4.300000 -4.410010 -4.599915 -4.257085
7.000000 4.400000 -4.470823 -4.658783 -4.317169
7.000000 4.500000 -4.532833 -4.716542 -4.378138
7.000000 4.600000 -4.593104 -4.774613 -4.440021
7.000000 4.700000 -4.654540 -4.833529 -4.502784
7.000000 4.800000 -4.719742 -4.893318 -4.566157
7.000000 4.900000 -4.783095 -4.955417 -4.630587
7.000000 5.000000 -4.851347 -5.020905 -4.696053
7.000000 5.100000 -4.920707 -5.092961 -4.762589
7.000000 5.200000 -4.987511 -5.167082 -4.830229
7.000000 5.300000 -5.055443 -5.237322 -4.898854
7.000000 5.400000 -5.123843 -5.308063 -4.966332
7.000000 5.500000 -5.190528 -5.378868 -5.034965
7.000000 5.600000 -5.257666 -5.450893 -5.104791
7.000000 5.700000 -5.330088 -5.524176 -5.175892
7.000000 5.800000 -5.403800 -5.598756 -5.251522
7.000000 5.900000 -5.480219 -5.676291 -5.332002
7.000000 6.000000 -5.558159 -5.758516 -5.414298
7.000000 6.100000 -5.637563 -5.841697 -5.492535
7.000000 6.200000 -5.719200 -5.925649 -5.569004
7.000000 6.300000 -5.805751 -6.005798 -5.646915
7.000000 6.400000 -5.892557 -6.087011 -5.727756
7.000000 6.500000 -5.977959 -6.168644 -5.815021
7.000000 6.600000 -6.070834 -6.257246 -5.910916
7.000000 6.700000 -6.159813 -6.349226 -6.004658
7.000000 6.800000 -6.248764 -6.439400 -6.083070
7.000000 6.900000 -6.342615 -6.529236 -6.173463
7.000000 7.000000 -6.438057 -6.621465 -6.269304
7.000000 7.100000 -6.536282 -6.726394 -6.367228
7.000000 7.200000 -6.640327 -6.828016 -6.469125
7.000000 7.300000 -6.743224 -6.932740 -6.574706
7.000000 7.400000 -6.848367 -7.031743 -6.682731
7.000000 7.500000 -6.953074 -7.138494 -6.786213
7.000000 7.600000 -7.058512 -7.254094 -6.891161
7.000000 7.700000 -7.168187 -7.372025 -6.997490
7.000000 7.800000 -7.277919 -7.487067 -7.115791
7.000000 7.900000 -7.398346 -7.607241 -7.239739
7.000000 8.000000 -7.523156 -7.727644 -7.353902
7.000000 8.100000 -7.650102 -7.847940 -7.474806
7.000000 8.200000 -7.773549 -7.971029 -7.602735
7.000000 8.300000 -7.897232 -8.093806 -7.728975
7.000000 8.400000 -8.015302 -8.217066 -7.852504
7.000000 8.500000 -8.130716 -8.353393 -7.985210
7.000000 8.600000 -8.262827 -8.492677 -8.121202
7.000000 8.700000 -8.403820 -8.633815 -8.254512
7.000000 8.800000 -8.546642 -8.784177 -8.384141
7.000000 8.900000 -8.689171 -8.937459 -8.519663
7.000000 9.000000 -8.837776 -9.087176 -8.667545
7.000000 9.100000 -8.998859 -9.251219 -8.812574
7.000000 9.200000 -9.154154 -9.422705 -8.964897
7.000000 9.300000 -9.317346 -9.598873 -9.110605
7.000000 9.400000 -9.482818 -9.779935 -9.276268
7.000000 9.500000 -9.653572 -9.966118 -9.447114
7.000000 9.600000 -9.831544 -10.157667 -9.611913
7.000000 9.700000 -10.015013 -10.351997 -9.788963
7.000000 9.800000 -10.204407 -10.547296 -9.969378
7.000000 9.900000 -10.397914 -10.748176 -10.157811
7.000000 10.000000 -10.600485 -10.959525 -10.347506
7.000000 10.100000 -10.807850 -11.175048 -10.549687
7.000000 10.200000 -11.021951 -11.406258 -10.753405
7.000000 10.300000 -11.237744 -11.646046 -10.964361
7.000000 10.400000 -11.456106 -11.892753 -11.171077
7.000000 10.500000 -11.692420 -12.135058 -11.378381
8.000000 4.000000 -5.265956 -5.499074 -5.042973
8.000000 4.100000 -5.329920 -5.570194 -5.107044
8.000000 4.200000 -5.395578 -5.642388 -5.172041
8.000000 4.300000 -5.460641 -5.715685 -5.237990
8.000000 4.400000 -5.528176 -5.782755 -5.304916
8.000000 4.500000 -5.597602 -5.850273 -5.372845
8.000000 4.600000 -5.668088 -5.918755 -5.441803
8.000000 4.700000 -5.739669 -5.987170 -5.511821
8.000000 4.800000 -5.809900 -6.055591 -5.582932
8.000000 4.900000 -5.880047 -6.131366 -5.655171
8.000000 5.000000 -5.951268 -6.208581 -5.728574
8.000000 5.100000 -6.023505 -6.287052 -5.803176
8.000000 5.200000 -6.094466 -6.366813 -5.878748
8.000000 5.300000 -6.166200 -6.441989 -5.955274
8.000000 5.400000 -6.241542 -6.517328 -6.033092
8.000000 5.500000 -6.321135 -6.593851 -6.112637
8.000000 5.600000 -6.402891 -6.677413 -6.192799
8.000000 5.700000 -6.488736 -6.766009 -6.275035
8.000000 5.800000 -6.573782 -6.849779 -6.358726
8.000000 5.900000 -6.654350 -6.928677 -6.443952
8.000000 6.000000 -6.736302 -7.008768 -6.532325
8.000000 6.100000 -6.819672 -7.088909 -6.618983
8.000000 6.200000 -6.906910 -7.175922 -6.708945
8.000000 6.300000 -7.005893 -7.269273 -6.798994
8.000000 6.400000 -7.106824 -7.363754 -6.893957
8.000000 6.500000 -7.209537 -7.462952 -6.989108
8.000000 6.600000 -7.307962 -7.560154 -7.086091
8.000000 6.700000 -7.412103 -7.661493 -7.184962
8.000000 6.800000 -7.515552 -7.760388 -7.285775
8.000000 6.900000 -7.616844 -7.867767 -7.389060
8.000000 7.000000 -7.722075 -7.968311 -7.495647
8.000000 7.100000 -7.829930 -8.080103 -7.601408
8.000000 7.200000 -7.944626 -8.197751 -7.708805
8.000000 7.300000 -8.060277 -8.317205 -7.817898
8.000000 7.400000 -8.179083 -8.438021 -7.932888
8.000000 7.500000 -8.298222 -8.564008 -8.048789
8.000000 7.600000 -8.419525 -8.689246 -8.161576
8.000000 7.700000 -8.536661 -8.816866 -8.281349
8.000000 7.800000 -8.652107 -8.947132 -8.404604
8.000000 7.900000 -8.776564 -9.078254 -8.529260
8.000000 8.000000 -8.902053 -9.206101 -8.657239
8.000000 8.100000 -9.023877 -9.329416 -8.788052
8.000000 8.200000 -9.149417 -9.467974 -8.920197
8.000000 8.300000 -9.276082 -9.609463 -9.046286
8.000000 8.400000 -9.416408 -9.753958 -9.185737
8.000000 8.500000 -9.557757 -9.901539 -9.322013
8.000000 8.600000 -9.695544 -10.066781 -9.464036
8.000000 8.700000 -9.840607 -10.219037 -9.601270
8.000000 8.800000 -9.990152 -10.365988 -9.734962
8.000000 8.900000 -10.148112 -10.523263 -9.871514
8.000000 9.000000 -10.300299 -10.685902 -10.011026
8.000000 9.100000 -10.457241 -10.846727 -10.153929
8.000000 9.200000 -10.625434 -11.021416 -10.309893
8.000000 9.300000 -10.796716 -11.202077 -10.471496
8.000000 9.400000 -10.973028 -11.382249 -10.632639
8.000000 9.500000 -11.154672 -11.569801 -10.803427
8.000000 9.600000 -11.339451 -11.763304 -10.973980
8.000000 9.700000 -11.522116 -11.962443 -11.152213
8.000000 9.800000 -11.722750 -12.166762 -11.336787
8.000000 9.900000 -11.921718 -12.376520 -11.534198
8.000000 10.000000 -12.125911 -12.591998 -11.725967
8.000000 10.100000 -12.333129 -12.812908 -11.923308
8.000000 10.200000 -12.544935 -13.039802 -12.124498
8.000000 10.300000 -12.766234 -13.277915 -12.329985
8.000000 10.400000 -12.983396 -13.516004 -12.541675
8.000000 10.500000 -13.221825 -13.770711 -12.758976
9.000000 4.000000 -6.581866 -6.955586 -6.309162
9.000000 4.100000 -6.647150 -7.021155 -6.378698
9.000000 4.200000 -6.715687 -7.092128 -6.452349
9.000000 4.300000 -6.786532 -7.164089 -6.521005
9.000000 4.400000 -6.858563 -7.237001 -6.597686
9.000000 4.500000 -6.934633 -7.310889 -6.677844
9.000000 4.600000 -7.015716 -7.385781 -6.756244
9.000000 4.700000 -7.096408 -7.461704 -6.835390
9.000000 4.800000 -7.178226 -7.537814 -6.913814
9.000000 4.900000 -7.258411 -7.613560 -6.993716
9.000000 5.000000 -7.339427 -7.690371 -7.075101
9.000000 5.100000 -7.422173 -7.770684 -7.157807
9.000000 5.200000 -7.505962 -7.853056 -7.239201
9.000000 5.300000 -7.591066 -7.936607 -7.320894
9.000000 5.400000 -7.677511 -8.021358 -7.403882
9.000000 5.500000 -7.767582 -8.107338 -7.490047
9.000000 5.600000 -7.861178 -8.191555 -7.579278
9.000000 5.700000 -7.956290 -8.277660 -7.670428
9.000000 5.800000 -8.053400 -8.375787 -7.763290
9.000000 5.900000 -8.152588 -8.466434 -7.858867
9.000000 6.000000 -8.248481 -8.551143 -7.955274
9.000000 6.100000 -8.341665 -8.640284 -8.051930
9.000000 6.200000 -8.436282 -8.747932 -8.152527
9.000000 6.300000 -8.536673 -8.860330 -8.253430
9.000000 6.400000 -8.642375 -8.958606 -8.353798
9.000000 6.500000 -8.752255 -9.055369 -8.454207
9.000000 6.600000 -8.869015 -9.167664 -8.557448
9.000000 6.700000 -8.977545 -9.282966 -8.662497
9.000000 6.800000 -9.084152 -9.399497 -8.769387
9.000000 6.900000 -9.195982 -9.507499 -8.878153
9.000000 7.000000 -9.307166 -9.630580 -8.986918
9.000000 7.100000 -9.417289 -9.756177 -9.096245
9.000000 7.200000 -9.530662 -9.884087 -9.210757
9.000000 7.300000 -9.648945 -10.014361 -9.327421
9.000000 7.400000 -9.770824 -10.147051 -9.446361
9.000000 7.500000 -9.896649 -10.280642 -9.558510
9.000000 7.600000 -10.023616 -10.411430 -9.673919
9.000000 7.700000 -10.149007 -10.530577 -9.800735
9.000000 7.800000 -10.277305 -10.661136 -9.924649
9.000000 7.900000 -10.393467 -10.801667 -10.043681
9.000000 8.000000 -10.521397 -10.944841 -10.164812
9.000000 8.100000 -10.658873 -11.103581 -10.288086
9.000000 8.200000 -10.803809 -11.274367 -10.413697
9.000000 8.300000 -10.953175 -11.420707 -10.543529
9.000000 8.400000 -11.098409 -11.563348 -10.679137
9.000000 8.500000 -11.248198 -11.720544 -10.836531
9.000000 8.600000 -11.400186 -11.885387 -10.982754
9.000000 8.700000 -11.563063 -12.053607 -11.110542
9.000000 8.800000 -11.731619 -12.225353 -11.255373
9.000000 8.900000 -11.890374 -12.400795 -11.409395
9.000000 9.000000 -12.049202 -12.579435 -11.568083
9.000000 9.100000 -12.226526 -12.760964 -11.720422
9.000000 9.200000 -12.406580 -12.943889 -11.869112
9.000000 9.300000 -12.586698 -13.121740 -12.022858
9.000000 9.400000 -12.768141 -13.304567 -12.189197
9.000000 9.500000 -12.952626 -13.493899 -12.371881
9.000000 9.600000 -13.128301 -13.707965 -12.557255
9.000000 9.700000 -13.307525 -13.921777 -12.730843
9.000000 9.800000 -13.497476 -14.119673 -12.927508
9.000000 9.900000 -13.694236 -14.352706 -13.112617
9.000000 10.000000 -13.896688 -14.595989 -13.296699
9.000000 10.100000 -14.105146 -14.846899 -13.496800
9.000000 10.200000 -14.320299 -15.098493 -13.705743
9.000000 10.300000 -14.542297 -15.356283 -13.921261
9.000000 10.400000 -14.784837 -15.621733 -14.143820
9.000000 10.500000 -15.039944 -15.893419 -14.358126
10.000000 4.000000 -8.253965 -8.704087 -7.886053
10.000000 4.100000 -8.338141 -8.773426 -7.966343
10.000000 4.200000 -8.423477 -8.843622 -8.046740
10.000000 4.300000 -8.506621 -8.914665 -8.128624
10.000000 4.400000 -8.589396 -8.995921 -8.211563
10.000000 4.500000 -8.677554 -9.081661 -8.295598
10.000000 4.600000 -8.768788 -9.168382 -8.380784
10.000000 4.700000 -8.859121 -9.256124 -8.467185
10.000000 4.800000 -8.948145 -9.344966 -8.554859
10.000000 4.900000 -9.031552 -9.435009 -8.640751
10.000000 5.000000 -9.116694 -9.521089 -8.720560
10.000000 5.100000 -9.207519 -9.607913 -8.809275
10.000000 5.200000 -9.299566 -9.695919 -8.901712
10.000000 5.300000 -9.385406 -9.785136 -9.000536
10.000000 5.400000 -9.480763 -9.886219 -9.101194
10.000000 5.500000 -9.578063 -9.988880 -9.196967
10.000000 5.600000 -9.681023 -10.093075 -9.287490
10.000000 5.700000 -9.786078 -10.197947 -9.377664
10.000000 5.800000 -9.892820 -10.301628 -9.474620
10.000000 5.900000 -9.999660 -10.413096 -9.572812
10.000000 6.000000 -10.107261 -10.523676 -9.671091
10.000000 6.100000 -10.213512 -10.636663 -9.771502
10.000000 6.200000 -10.317612 -10.751386 -9.873529
10.000000 6.300000 -10.420823 -10.865325 -9.977167
10.000000 6.400000 -10.523737 -10.970562 -10.082397
10.000000 6.500000 -10.632793 -11.078038 -10.189199
10.000000 6.600000 -10.736120 -11.191796 -10.298901
10.000000 6.700000 -10.841702 -11.296436 -10.412408
10.000000 6.800000 -10.953279 -11.404275 -10.523497
10.000000 6.900000 -11.068638 -11.532285 -10.629627
10.000000 7.000000 -11.188109 -11.662486 -10.742633
10.000000 7.100000 -11.310461 -11.794794 -10.857479
10.000000 7.200000 -11.436476 -11.922089 -10.974238
10.000000 7.300000 -11.564721 -12.049326 -11.092956
10.000000 7.400000 -11.689628 -12.178658 -11.213654
10.000000 7.500000 -11.814500 -12.310232 -11.330495
10.000000 7.600000 -11.941261 -12.465709 -11.436254
10.000000 7.700000 -12.077552 -12.635134 -11.543477
10.000000 7.800000 -12.219177 -12.803136 -11.660422
10.000000 7.900000 -12.359355 -12.954829 -11.795512
10.000000 8.000000 -12.498839 -13.110346 -11.933514
10.000000 8.100000 -12.648397 -13.269942 -12.073962
10.000000 8.200000 -12.799780 -13.433917 -12.217016
10.000000 8.300000 -12.954588 -13.602627 -12.362861
10.000000 8.400000 -13.117515 -13.776487 -12.507579
10.000000 8.500000 -13.290771 -13.955959 -12.655484
10.000000 8.600000 -13.462898 -14.141547 -12.807686
10.000000 8.700000 -13.636547 -14.333775 -12.963313
10.000000 8.800000 -13.809620 -14.533170 -13.122595
10.000000 8.900000 -13.976337 -14.744587 -13.284108
10.000000 9.000000 -14.155746 -14.964310 -13.444563
10.000000 9.100000 -14.332401 -15.187185 -13.593064
10.000000 9.200000 -14.518001 -15.410581 -13.751834
10.000000 9.300000 -14.715850 -15.654509 -13.909940
10.000000 9.400000 -14.920371 -15.906478 -14.094176
10.000000 9.500000 -15.127416 -16.168414 -14.291922
10.000000 9.600000 -15.350128 -16.431612 -14.489141
10.000000 9.700000 -15.591023 -16.696191 -14.680606
10.000000 9.800000 -15.841540 -16.969423 -14.878785
10.000000 9.900000 -16.104739 -17.251473 -15.084166
10.000000 10.000000 -16.374140 -17.548069 -15.299775
10.000000 10.100000 -16.645826 -17.864934 -15.524809
10.000000 10.200000 -16.919598 -18.171753 -15.757187
10.000000 10.300000 -17.209026 -18.472541 -16.013600
10.000000 10.400000 -17.524202 -18.811087 -16.278993
10.000000 10.500000 -17.849590 -19.000000 -16.508388
