#Best-fitting galaxy quenched fractions from Trinity.
#z: 2.8
#Ref: Zhang et al. (2021)
#log10(Mstar)[Msun] Quenched_Fraction
10.800000 0.150953
10.900000 0.167555
11.000000 0.184810
11.100000 0.202966
11.200000 0.219825
11.300000 0.230543
11.400000 0.258211
11.500000 0.273432
11.600000 0.295489
11.700000 0.314684
