#Best-fitting average specific star formation rates from Trinity.
#z: 4.0
#Ref: Zhang et al. (2021)
#log10(Mstar)[Msun] log10(SSFR)[yr^-1]
9.000000 -8.607830
9.100000 -8.589590
9.200000 -8.572530
9.300000 -8.554290
9.400000 -8.537540
9.500000 -8.523230
9.600000 -8.506960
9.700000 -8.491740
9.800000 -8.481170
9.900000 -8.468380
10.000000 -8.455060
10.100000 -8.447150
10.200000 -8.437850
