#Average black hole merger rate (BHMR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with the "instant merger" assumption.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHMR)[Msun]
5.943672 11.850000 -4.787338
5.943672 11.900000 -4.590469
5.943672 11.950000 -4.455502
5.943672 12.000000 -4.257477
5.943672 12.050000 -4.121974
5.943672 12.100000 -3.930598
5.943672 12.150000 -3.798214
5.943672 12.200000 -3.606259
5.943672 12.250000 -3.473600
5.943672 12.300000 -3.286585
5.943672 12.350000 -3.156286
5.943672 12.400000 -2.974089
5.943672 12.450000 -2.846130
5.943672 12.500000 -2.664204
5.943672 12.550000 -2.536377
5.943672 12.600000 -2.361010
5.943672 12.650000 -2.236434
5.920785 11.000000 -7.716711
5.920785 11.050000 -7.572393
5.920785 11.100000 -7.360743
5.920785 11.150000 -7.219060
5.920785 11.200000 -7.003918
5.920785 11.250000 -6.860696
5.920785 11.300000 -6.649424
5.920785 11.350000 -6.507909
5.920785 11.400000 -6.300554
5.920785 11.450000 -6.160788
5.920785 11.500000 -5.950746
5.920785 11.550000 -5.809778
5.920785 11.600000 -5.606184
5.920785 11.650000 -5.468121
5.920785 11.700000 -5.262450
5.920785 11.750000 -5.123444
5.920785 11.800000 -4.922332
5.920785 11.850000 -4.785403
5.920785 11.900000 -4.588819
5.920785 11.950000 -4.453986
5.920785 12.000000 -4.256248
5.920785 12.050000 -4.120878
5.920785 12.100000 -3.929767
5.920785 12.150000 -3.797509
5.920785 12.200000 -3.605820
5.920785 12.250000 -3.473287
5.920785 12.300000 -3.286525
5.920785 12.350000 -3.156347
5.920785 12.400000 -2.974393
5.920785 12.450000 -2.846552
5.920785 12.500000 -2.664877
5.920785 12.550000 -2.537174
5.920785 12.600000 -2.362052
5.920785 12.650000 -2.237598
5.897898 11.000000 -7.710715
5.897898 11.050000 -7.566565
5.897898 11.100000 -7.355276
5.897898 11.150000 -7.213754
5.897898 11.200000 -6.998982
5.897898 11.250000 -6.855922
5.897898 11.300000 -6.645003
5.897898 11.350000 -6.503644
5.897898 11.400000 -6.296623
5.897898 11.450000 -6.157008
5.897898 11.500000 -5.947307
5.897898 11.550000 -5.806491
5.897898 11.600000 -5.603212
5.897898 11.650000 -5.465292
5.897898 11.700000 -5.259940
5.897898 11.750000 -5.121078
5.897898 11.800000 -4.920266
5.897898 11.850000 -4.783476
5.897898 11.900000 -4.587176
5.897898 11.950000 -4.452475
5.897898 12.000000 -4.255023
5.897898 12.050000 -4.119785
5.897898 12.100000 -3.928938
5.897898 12.150000 -3.796806
5.897898 12.200000 -3.605381
5.897898 12.250000 -3.472974
5.897898 12.300000 -3.286465
5.897898 12.350000 -3.156409
5.897898 12.400000 -2.974697
5.897898 12.450000 -2.846975
5.897898 12.500000 -2.665552
5.897898 12.550000 -2.537971
5.897898 12.600000 -2.363096
5.897898 12.650000 -2.238766
5.875011 11.000000 -7.704801
5.875011 11.050000 -7.560815
5.875011 11.100000 -7.349878
5.875011 11.150000 -7.208512
5.875011 11.200000 -6.994101
5.875011 11.250000 -6.851200
5.875011 11.300000 -6.640626
5.875011 11.350000 -6.499420
5.875011 11.400000 -6.292728
5.875011 11.450000 -6.153261
5.875011 11.500000 -5.943895
5.875011 11.550000 -5.803228
5.875011 11.600000 -5.600260
5.875011 11.650000 -5.462482
5.875011 11.700000 -5.257444
5.875011 11.750000 -5.118725
5.875011 11.800000 -4.918211
5.875011 11.850000 -4.781557
5.875011 11.900000 -4.585538
5.875011 11.950000 -4.450969
5.875011 12.000000 -4.253801
5.875011 12.050000 -4.118695
5.875011 12.100000 -3.928111
5.875011 12.150000 -3.796103
5.875011 12.200000 -3.604943
5.875011 12.250000 -3.472662
5.875011 12.300000 -3.286404
5.875011 12.350000 -3.156470
5.875011 12.400000 -2.975001
5.875011 12.450000 -2.847399
5.875011 12.500000 -2.666227
5.875011 12.550000 -2.538771
5.875011 12.600000 -2.364143
5.875011 12.650000 -2.239937
5.852350 11.000000 -7.699855
5.852350 11.050000 -7.556040
5.852350 11.100000 -7.345467
5.852350 11.150000 -7.204262
5.852350 11.200000 -6.990222
5.852350 11.250000 -6.847484
5.852350 11.300000 -6.637261
5.852350 11.350000 -6.496212
5.852350 11.400000 -6.289852
5.852350 11.450000 -6.150534
5.852350 11.500000 -5.941504
5.852350 11.550000 -5.800987
5.852350 11.600000 -5.598328
5.852350 11.650000 -5.460691
5.852350 11.700000 -5.255964
5.852350 11.750000 -5.117386
5.852350 11.800000 -4.917164
5.852350 11.850000 -4.780644
5.852350 11.900000 -4.584899
5.852350 11.950000 -4.450458
5.852350 12.000000 -4.253563
5.852350 12.050000 -4.118585
5.852350 12.100000 -3.928253
5.852350 12.150000 -3.796365
5.852350 12.200000 -3.605458
5.852350 12.250000 -3.473296
5.852350 12.300000 -3.287278
5.852350 12.350000 -3.157459
5.852350 12.400000 -2.976219
5.852350 12.450000 -2.848729
5.852350 12.500000 -2.667795
5.852350 12.550000 -2.540456
5.852350 12.600000 -2.366062
5.852350 12.650000 -2.241974
5.829689 11.000000 -7.694966
5.829689 11.050000 -7.551317
5.829689 11.100000 -7.341100
5.829689 11.150000 -7.200054
5.829689 11.200000 -6.986378
5.829689 11.250000 -6.843800
5.829689 11.300000 -6.633922
5.829689 11.350000 -6.493027
5.829689 11.400000 -6.286994
5.829689 11.450000 -6.147825
5.829689 11.500000 -5.939126
5.829689 11.550000 -5.798758
5.829689 11.600000 -5.596405
5.829689 11.650000 -5.458908
5.829689 11.700000 -5.254490
5.829689 11.750000 -5.116052
5.829689 11.800000 -4.916119
5.829689 11.850000 -4.779733
5.829689 11.900000 -4.584261
5.829689 11.950000 -4.449947
5.829689 12.000000 -4.253326
5.829689 12.050000 -4.118476
5.829689 12.100000 -3.928395
5.829689 12.150000 -3.796627
5.829689 12.200000 -3.605973
5.829689 12.250000 -3.473932
5.829689 12.300000 -3.288153
5.829689 12.350000 -3.158450
5.829689 12.400000 -2.977441
5.829689 12.450000 -2.850064
5.829689 12.500000 -2.669369
5.829689 12.550000 -2.542147
5.829689 12.600000 -2.367989
5.829689 12.650000 -2.244020
5.829689 12.700000 -2.071200
5.807028 11.000000 -7.690131
5.807028 11.050000 -7.546645
5.807028 11.100000 -7.336777
5.807028 11.150000 -7.195886
5.807028 11.200000 -6.982567
5.807028 11.250000 -6.840147
5.807028 11.300000 -6.630609
5.807028 11.350000 -6.489865
5.807028 11.400000 -6.284156
5.807028 11.450000 -6.145132
5.807028 11.500000 -5.936761
5.807028 11.550000 -5.796540
5.807028 11.600000 -5.594490
5.807028 11.650000 -5.457132
5.807028 11.700000 -5.253020
5.807028 11.750000 -5.114721
5.807028 11.800000 -4.915077
5.807028 11.850000 -4.778824
5.807028 11.900000 -4.583624
5.807028 11.950000 -4.449437
5.807028 12.000000 -4.253089
5.807028 12.050000 -4.118366
5.807028 12.100000 -3.928538
5.807028 12.150000 -3.796890
5.807028 12.200000 -3.606488
5.807028 12.250000 -3.474568
5.807028 12.300000 -3.289029
5.807028 12.350000 -3.159443
5.807028 12.400000 -2.978666
5.807028 12.450000 -2.851403
5.807028 12.500000 -2.670949
5.807028 12.550000 -2.543846
5.807028 12.600000 -2.369925
5.807028 12.650000 -2.246076
5.807028 12.700000 -2.073519
5.784591 11.000000 -7.685985
5.784591 11.050000 -7.542668
5.784591 11.100000 -7.333156
5.784591 11.150000 -7.192424
5.784591 11.200000 -6.979468
5.784591 11.250000 -6.837208
5.784591 11.300000 -6.628012
5.784591 11.350000 -6.487422
5.784591 11.400000 -6.282035
5.784591 11.450000 -6.143158
5.784591 11.500000 -5.935113
5.784591 11.550000 -5.795037
5.784591 11.600000 -5.593286
5.784591 11.650000 -5.456064
5.784591 11.700000 -5.252252
5.784591 11.750000 -5.114089
5.784591 11.800000 -4.914725
5.784591 11.850000 -4.778601
5.784591 11.900000 -4.583663
5.784591 11.950000 -4.449599
5.784591 12.000000 -4.253512
5.784591 12.050000 -4.118910
5.784591 12.100000 -3.929321
5.784591 12.150000 -3.797788
5.784591 12.200000 -3.607625
5.784591 12.250000 -3.475818
5.784591 12.300000 -3.290505
5.784591 12.350000 -3.161028
5.784591 12.400000 -2.980467
5.784591 12.450000 -2.853311
5.784591 12.500000 -2.673082
5.784591 12.550000 -2.546089
5.784591 12.600000 -2.372392
5.784591 12.650000 -2.248655
5.784591 12.700000 -2.076344
5.762154 11.000000 -7.681878
5.762154 11.050000 -7.538726
5.762154 11.100000 -7.329565
5.762154 11.150000 -7.188990
5.762154 11.200000 -6.976391
5.762154 11.250000 -6.834288
5.762154 11.300000 -6.625431
5.762154 11.350000 -6.484992
5.762154 11.400000 -6.279925
5.762154 11.450000 -6.141192
5.762154 11.500000 -5.933470
5.762154 11.550000 -5.793540
5.762154 11.600000 -5.592085
5.762154 11.650000 -5.455000
5.762154 11.700000 -5.251485
5.762154 11.750000 -5.113458
5.762154 11.800000 -4.914373
5.762154 11.850000 -4.778378
5.762154 11.900000 -4.583702
5.762154 11.950000 -4.449761
5.762154 12.000000 -4.253935
5.762154 12.050000 -4.119455
5.762154 12.100000 -3.930106
5.762154 12.150000 -3.798687
5.762154 12.200000 -3.608764
5.762154 12.250000 -3.477072
5.762154 12.300000 -3.291986
5.762154 12.350000 -3.162619
5.762154 12.400000 -2.982276
5.762154 12.450000 -2.855227
5.762154 12.500000 -2.675226
5.762154 12.550000 -2.548345
5.762154 12.600000 -2.374872
5.762154 12.650000 -2.251249
5.762154 12.700000 -2.079188
5.739718 11.000000 -7.677810
5.739718 11.050000 -7.534820
5.739718 11.100000 -7.326003
5.739718 11.150000 -7.185582
5.739718 11.200000 -6.973335
5.739718 11.250000 -6.831388
5.739718 11.300000 -6.622865
5.739718 11.350000 -6.482575
5.739718 11.400000 -6.277825
5.739718 11.450000 -6.139236
5.739718 11.500000 -5.931834
5.739718 11.550000 -5.792047
5.739718 11.600000 -5.590888
5.739718 11.650000 -5.453938
5.739718 11.700000 -5.250720
5.739718 11.750000 -5.112828
5.739718 11.800000 -4.914022
5.739718 11.850000 -4.778156
5.739718 11.900000 -4.583741
5.739718 11.950000 -4.449923
5.739718 12.000000 -4.254358
5.739718 12.050000 -4.120001
5.739718 12.100000 -3.930892
5.739718 12.150000 -3.799589
5.739718 12.200000 -3.609907
5.739718 12.250000 -3.478329
5.739718 12.300000 -3.293472
5.739718 12.350000 -3.164216
5.739718 12.400000 -2.984093
5.739718 12.450000 -2.857152
5.739718 12.500000 -2.677380
5.739718 12.550000 -2.550612
5.739718 12.600000 -2.377367
5.739718 12.650000 -2.253858
5.739718 12.700000 -2.082051
5.717503 11.000000 -7.674668
5.717503 11.050000 -7.531844
5.717503 11.100000 -7.323377
5.717503 11.150000 -7.183112
5.717503 11.200000 -6.971220
5.717503 11.250000 -6.829430
5.717503 11.300000 -6.621240
5.717503 11.350000 -6.481100
5.717503 11.400000 -6.276664
5.717503 11.450000 -6.138218
5.717503 11.500000 -5.931131
5.717503 11.550000 -5.791486
5.717503 11.600000 -5.590615
5.717503 11.650000 -5.453798
5.717503 11.700000 -5.250868
5.717503 11.750000 -5.113107
5.717503 11.800000 -4.914568
5.717503 11.850000 -4.778827
5.717503 11.900000 -4.584662
5.717503 11.950000 -4.450961
5.717503 12.000000 -4.255644
5.717503 12.050000 -4.121402
5.717503 12.100000 -3.932520
5.717503 12.150000 -3.801325
5.717503 12.200000 -3.611868
5.717503 12.250000 -3.480398
5.717503 12.300000 -3.295753
5.717503 12.350000 -3.166600
5.717503 12.400000 -2.986680
5.717503 12.450000 -2.859840
5.717503 12.500000 -2.680280
5.717503 12.550000 -2.553617
5.717503 12.600000 -2.380583
5.717503 12.650000 -2.257181
5.717503 12.700000 -2.085610
5.695288 11.000000 -7.671548
5.695288 11.050000 -7.528888
5.695288 11.100000 -7.320766
5.695288 11.150000 -7.180656
5.695288 11.200000 -6.969115
5.695288 11.250000 -6.827480
5.695288 11.300000 -6.619622
5.695288 11.350000 -6.479631
5.695288 11.400000 -6.275506
5.695288 11.450000 -6.137202
5.695288 11.500000 -5.930429
5.695288 11.550000 -5.790926
5.695288 11.600000 -5.590343
5.695288 11.650000 -5.453657
5.695288 11.700000 -5.251015
5.695288 11.750000 -5.113386
5.695288 11.800000 -4.915116
5.695288 11.850000 -4.779499
5.695288 11.900000 -4.585584
5.695288 11.950000 -4.452001
5.695288 12.000000 -4.256933
5.695288 12.050000 -4.122809
5.695288 12.100000 -3.934155
5.695288 12.150000 -3.803068
5.695288 12.200000 -3.613838
5.695288 12.250000 -3.482477
5.695288 12.300000 -3.298046
5.695288 12.350000 -3.168997
5.695288 12.400000 -2.989283
5.695288 12.450000 -2.862545
5.695288 12.500000 -2.683199
5.695288 12.550000 -2.556642
5.695288 12.600000 -2.383823
5.695288 12.650000 -2.260530
5.695288 12.700000 -2.089198
5.695288 12.750000 -1.966659
5.673073 11.000000 -7.668451
5.673073 11.050000 -7.525953
5.673073 11.100000 -7.318171
5.673073 11.150000 -7.178214
5.673073 11.200000 -6.967020
5.673073 11.250000 -6.825539
5.673073 11.300000 -6.618009
5.673073 11.350000 -6.478166
5.673073 11.400000 -6.274352
5.673073 11.450000 -6.136188
5.673073 11.500000 -5.929728
5.673073 11.550000 -5.790366
5.673073 11.600000 -5.590071
5.673073 11.650000 -5.453517
5.673073 11.700000 -5.251163
5.673073 11.750000 -5.113665
5.673073 11.800000 -4.915664
5.673073 11.850000 -4.780171
5.673073 11.900000 -4.586509
5.673073 11.950000 -4.453044
5.673073 12.000000 -4.258227
5.673073 12.050000 -4.124219
5.673073 12.100000 -3.935795
5.673073 12.150000 -3.804819
5.673073 12.200000 -3.615818
5.673073 12.250000 -3.484565
5.673073 12.300000 -3.300352
5.673073 12.350000 -3.171408
5.673073 12.400000 -2.991902
5.673073 12.450000 -2.865266
5.673073 12.500000 -2.686138
5.673073 12.550000 -2.559689
5.673073 12.600000 -2.387088
5.673073 12.650000 -2.263904
5.673073 12.700000 -2.092816
5.673073 12.750000 -1.970401
5.651078 11.000000 -7.666017
5.651078 11.050000 -7.523682
5.651078 11.100000 -7.316244
5.651078 11.150000 -7.176441
5.651078 11.200000 -6.965593
5.651078 11.250000 -6.824266
5.651078 11.300000 -6.617063
5.651078 11.350000 -6.477365
5.651078 11.400000 -6.273857
5.651078 11.450000 -6.135832
5.651078 11.500000 -5.929678
5.651078 11.550000 -5.790453
5.651078 11.600000 -5.590436
5.651078 11.650000 -5.454011
5.651078 11.700000 -5.251933
5.651078 11.750000 -5.114561
5.651078 11.800000 -4.916817
5.651078 11.850000 -4.781443
5.651078 11.900000 -4.588019
5.651078 11.950000 -4.454667
5.651078 12.000000 -4.260084
5.651078 12.050000 -4.126186
5.651078 12.100000 -3.937976
5.651078 12.150000 -3.807102
5.651078 12.200000 -3.618313
5.651078 12.250000 -3.487162
5.651078 12.300000 -3.303147
5.651078 12.350000 -3.174300
5.651078 12.400000 -2.994986
5.651078 12.450000 -2.868444
5.651078 12.500000 -2.689516
5.651078 12.550000 -2.563165
5.651078 12.600000 -2.390764
5.651078 12.650000 -2.267682
5.651078 12.700000 -2.096819
5.651078 12.750000 -1.974519
5.629082 11.000000 -7.663597
5.629082 11.050000 -7.521424
5.629082 11.100000 -7.314325
5.629082 11.150000 -7.174675
5.629082 11.200000 -6.964171
5.629082 11.250000 -6.822997
5.629082 11.300000 -6.616118
5.629082 11.350000 -6.476566
5.629082 11.400000 -6.273362
5.629082 11.450000 -6.135477
5.629082 11.500000 -5.929627
5.629082 11.550000 -5.790541
5.629082 11.600000 -5.590802
5.629082 11.650000 -5.454506
5.629082 11.700000 -5.252704
5.629082 11.750000 -5.115460
5.629082 11.800000 -4.917973
5.629082 11.850000 -4.782719
5.629082 11.900000 -4.589534
5.629082 11.950000 -4.456295
5.629082 12.000000 -4.261949
5.629082 12.050000 -4.128162
5.629082 12.100000 -3.940168
5.629082 12.150000 -3.809398
5.629082 12.200000 -3.620823
5.629082 12.250000 -3.489774
5.629082 12.300000 -3.305961
5.629082 12.350000 -3.177212
5.629082 12.400000 -2.998091
5.629082 12.450000 -2.871645
5.629082 12.500000 -2.692919
5.629082 12.550000 -2.566669
5.629082 12.600000 -2.394471
5.629082 12.650000 -2.271492
5.629082 12.700000 -2.100859
5.629082 12.750000 -1.978676
5.607087 11.000000 -7.661190
5.607087 11.050000 -7.519177
5.607087 11.100000 -7.312414
5.607087 11.150000 -7.172916
5.607087 11.200000 -6.962754
5.607087 11.250000 -6.821732
5.607087 11.300000 -6.615175
5.607087 11.350000 -6.475769
5.607087 11.400000 -6.272869
5.607087 11.450000 -6.135121
5.607087 11.500000 -5.929577
5.607087 11.550000 -5.790628
5.607087 11.600000 -5.591168
5.607087 11.650000 -5.455001
5.607087 11.700000 -5.253477
5.607087 11.750000 -5.116360
5.607087 11.800000 -4.919132
5.607087 11.850000 -4.783999
5.607087 11.900000 -4.591055
5.607087 11.950000 -4.457929
5.607087 12.000000 -4.263822
5.607087 12.050000 -4.130147
5.607087 12.100000 -3.942371
5.607087 12.150000 -3.811706
5.607087 12.200000 -3.623347
5.607087 12.250000 -3.492402
5.607087 12.300000 -3.308793
5.607087 12.350000 -3.180144
5.607087 12.400000 -3.001219
5.607087 12.450000 -2.874870
5.607087 12.500000 -2.696350
5.607087 12.550000 -2.570201
5.607087 12.600000 -2.398211
5.607087 12.650000 -2.275337
5.607087 12.700000 -2.104938
5.607087 12.750000 -1.982873
5.585309 11.000000 -7.656166
5.585309 11.050000 -7.514297
5.585309 11.100000 -7.307836
5.585309 11.150000 -7.168473
5.585309 11.200000 -6.958616
5.585309 11.250000 -6.817731
5.585309 11.300000 -6.611462
5.585309 11.350000 -6.472186
5.585309 11.400000 -6.269558
5.585309 11.450000 -6.131935
5.585309 11.500000 -5.926664
5.585309 11.550000 -5.787839
5.585309 11.600000 -5.588631
5.585309 11.650000 -5.452580
5.585309 11.700000 -5.251309
5.585309 11.750000 -5.114307
5.585309 11.800000 -4.917316
5.585309 11.850000 -4.782292
5.585309 11.900000 -4.589570
5.585309 11.950000 -4.456549
5.585309 12.000000 -4.262663
5.585309 12.050000 -4.129093
5.585309 12.100000 -3.941521
5.585309 12.150000 -3.810954
5.585309 12.200000 -3.622801
5.585309 12.250000 -3.491954
5.585309 12.300000 -3.308542
5.585309 12.350000 -3.179988
5.585309 12.400000 -3.001255
5.585309 12.450000 -2.875002
5.585309 12.500000 -2.696686
5.585309 12.550000 -2.570640
5.585309 12.600000 -2.398858
5.585309 12.650000 -2.276091
5.585309 12.700000 -2.105934
5.585309 12.750000 -1.983992
5.563531 11.000000 -7.651199
5.563531 11.050000 -7.509471
5.563531 11.100000 -7.303305
5.563531 11.150000 -7.164075
5.563531 11.200000 -6.954518
5.563531 11.250000 -6.813766
5.563531 11.300000 -6.607781
5.563531 11.350000 -6.468633
5.563531 11.400000 -6.266273
5.563531 11.450000 -6.128772
5.563531 11.500000 -5.923771
5.563531 11.550000 -5.785068
5.563531 11.600000 -5.586109
5.563531 11.650000 -5.450173
5.563531 11.700000 -5.249151
5.563531 11.750000 -5.112264
5.563531 11.800000 -4.915507
5.563531 11.850000 -4.780592
5.563531 11.900000 -4.588091
5.563531 11.950000 -4.455174
5.563531 12.000000 -4.261508
5.563531 12.050000 -4.128041
5.563531 12.100000 -3.940673
5.563531 12.150000 -3.810204
5.563531 12.200000 -3.622255
5.563531 12.250000 -3.491507
5.563531 12.300000 -3.308291
5.563531 12.350000 -3.179833
5.563531 12.400000 -3.001292
5.563531 12.450000 -2.875133
5.563531 12.500000 -2.697023
5.563531 12.550000 -2.571078
5.563531 12.600000 -2.399507
5.563531 12.650000 -2.276846
5.563531 12.700000 -2.106932
5.563531 12.750000 -1.985114
5.541753 11.000000 -7.646288
5.541753 11.050000 -7.504698
5.541753 11.100000 -7.298820
5.541753 11.150000 -7.159721
5.541753 11.200000 -6.950458
5.541753 11.250000 -6.809837
5.541753 11.300000 -6.604130
5.541753 11.350000 -6.465108
5.541753 11.400000 -6.263012
5.541753 11.450000 -6.125632
5.541753 11.500000 -5.920897
5.541753 11.550000 -5.782315
5.541753 11.600000 -5.583602
5.541753 11.650000 -5.447779
5.541753 11.700000 -5.247004
5.541753 11.750000 -5.110231
5.541753 11.800000 -4.913705
5.541753 11.850000 -4.778899
5.541753 11.900000 -4.586616
5.541753 11.950000 -4.453803
5.541753 12.000000 -4.260355
5.541753 12.050000 -4.126992
5.541753 12.100000 -3.939826
5.541753 12.150000 -3.809455
5.541753 12.200000 -3.621710
5.541753 12.250000 -3.491060
5.541753 12.300000 -3.308039
5.541753 12.350000 -3.179677
5.541753 12.400000 -3.001328
5.541753 12.450000 -2.875265
5.541753 12.500000 -2.697360
5.541753 12.550000 -2.571517
5.541753 12.600000 -2.400157
5.541753 12.650000 -2.277603
5.541753 12.700000 -2.107932
5.541753 12.750000 -1.986239
5.541753 12.800000 -1.822929
5.520191 11.000000 -7.641632
5.520191 11.050000 -7.500183
5.520191 11.100000 -7.294601
5.520191 11.150000 -7.155635
5.520191 11.200000 -6.946669
5.520191 11.250000 -6.806182
5.520191 11.300000 -6.600756
5.520191 11.350000 -6.461862
5.520191 11.400000 -6.260030
5.520191 11.450000 -6.122771
5.520191 11.500000 -5.918302
5.520191 11.550000 -5.779840
5.520191 11.600000 -5.581371
5.520191 11.650000 -5.445661
5.520191 11.700000 -5.245129
5.520191 11.750000 -5.108467
5.520191 11.800000 -4.912169
5.520191 11.850000 -4.777469
5.520191 11.900000 -4.585400
5.520191 11.950000 -4.452687
5.520191 12.000000 -4.259452
5.520191 12.050000 -4.126188
5.520191 12.100000 -3.939219
5.520191 12.150000 -3.808941
5.520191 12.200000 -3.621393
5.520191 12.250000 -3.490837
5.520191 12.300000 -3.308004
5.520191 12.350000 -3.179734
5.520191 12.400000 -3.001569
5.520191 12.450000 -2.875597
5.520191 12.500000 -2.697889
5.520191 12.550000 -2.572144
5.520191 12.600000 -2.400986
5.520191 12.650000 -2.278535
5.520191 12.700000 -2.109099
5.520191 12.750000 -1.987527
5.520191 12.800000 -1.824482
5.498629 11.000000 -7.637026
5.498629 11.050000 -7.495715
5.498629 11.100000 -7.290421
5.498629 11.150000 -7.151586
5.498629 11.200000 -6.942914
5.498629 11.250000 -6.802558
5.498629 11.300000 -6.597409
5.498629 11.350000 -6.458639
5.498629 11.400000 -6.257068
5.498629 11.450000 -6.119929
5.498629 11.500000 -5.915722
5.498629 11.550000 -5.777379
5.498629 11.600000 -5.579151
5.498629 11.650000 -5.443553
5.498629 11.700000 -5.243262
5.498629 11.750000 -5.106711
5.498629 11.800000 -4.910639
5.498629 11.850000 -4.776045
5.498629 11.900000 -4.584187
5.498629 11.950000 -4.451575
5.498629 12.000000 -4.258550
5.498629 12.050000 -4.125386
5.498629 12.100000 -3.938612
5.498629 12.150000 -3.808429
5.498629 12.200000 -3.621076
5.498629 12.250000 -3.490614
5.498629 12.300000 -3.307969
5.498629 12.350000 -3.179791
5.498629 12.400000 -3.001810
5.498629 12.450000 -2.875930
5.498629 12.500000 -2.698419
5.498629 12.550000 -2.572772
5.498629 12.600000 -2.401817
5.498629 12.650000 -2.279469
5.498629 12.700000 -2.110270
5.498629 12.750000 -1.988819
5.498629 12.800000 -1.826040
5.477066 11.000000 -7.632467
5.477066 11.050000 -7.491292
5.477066 11.100000 -7.286282
5.477066 11.150000 -7.147575
5.477066 11.200000 -6.939191
5.477066 11.250000 -6.798963
5.477066 11.300000 -6.594086
5.477066 11.350000 -6.455440
5.477066 11.400000 -6.254127
5.477066 11.450000 -6.117106
5.477066 11.500000 -5.913157
5.477066 11.550000 -5.774932
5.477066 11.600000 -5.576943
5.477066 11.650000 -5.441455
5.477066 11.700000 -5.241403
5.477066 11.750000 -5.104962
5.477066 11.800000 -4.909114
5.477066 11.850000 -4.774624
5.477066 11.900000 -4.582977
5.477066 11.950000 -4.450465
5.477066 12.000000 -4.257651
5.477066 12.050000 -4.124586
5.477066 12.100000 -3.938006
5.477066 12.150000 -3.807916
5.477066 12.200000 -3.620759
5.477066 12.250000 -3.490391
5.477066 12.300000 -3.307934
5.477066 12.350000 -3.179847
5.477066 12.400000 -3.002051
5.477066 12.450000 -2.876262
5.477066 12.500000 -2.698949
5.477066 12.550000 -2.573400
5.477066 12.600000 -2.402650
5.477066 12.650000 -2.280406
5.477066 12.700000 -2.111444
5.477066 12.750000 -1.990114
5.477066 12.800000 -1.827604
5.455717 11.000000 -7.628764
5.455717 11.050000 -7.487730
5.455717 11.100000 -7.283012
5.455717 11.150000 -7.144438
5.455717 11.200000 -6.936348
5.455717 11.250000 -6.796252
5.455717 11.300000 -6.591653
5.455717 11.350000 -6.453132
5.455717 11.400000 -6.252079
5.455717 11.450000 -6.115177
5.455717 11.500000 -5.911489
5.455717 11.550000 -5.773382
5.455717 11.600000 -5.575630
5.455717 11.650000 -5.440253
5.455717 11.700000 -5.240437
5.455717 11.750000 -5.104104
5.455717 11.800000 -4.908477
5.455717 11.850000 -4.774089
5.455717 11.900000 -4.582648
5.455717 11.950000 -4.450233
5.455717 12.000000 -4.257622
5.455717 12.050000 -4.124653
5.455717 12.100000 -3.938260
5.455717 12.150000 -3.808260
5.455717 12.200000 -3.621289
5.455717 12.250000 -3.491011
5.455717 12.300000 -3.308733
5.455717 12.350000 -3.180733
5.455717 12.400000 -3.003112
5.455717 12.450000 -2.877410
5.455717 12.500000 -2.700283
5.455717 12.550000 -2.574828
5.455717 12.600000 -2.404271
5.455717 12.650000 -2.282126
5.455717 12.700000 -2.113390
5.455717 12.750000 -1.992176
5.455717 12.800000 -1.829919
5.434368 11.000000 -7.625092
5.434368 11.050000 -7.484196
5.434368 11.100000 -7.279766
5.434368 11.150000 -7.141322
5.434368 11.200000 -6.933523
5.434368 11.250000 -6.793558
5.434368 11.300000 -6.589232
5.434368 11.350000 -6.450836
5.434368 11.400000 -6.250041
5.434368 11.450000 -6.113257
5.434368 11.500000 -5.909826
5.434368 11.550000 -5.771837
5.434368 11.600000 -5.574321
5.434368 11.650000 -5.439054
5.434368 11.700000 -5.239472
5.434368 11.750000 -5.103249
5.434368 11.800000 -4.907840
5.434368 11.850000 -4.773555
5.434368 11.900000 -4.582318
5.434368 11.950000 -4.450000
5.434368 12.000000 -4.257592
5.434368 12.050000 -4.124720
5.434368 12.100000 -3.938513
5.434368 12.150000 -3.808604
5.434368 12.200000 -3.621820
5.434368 12.250000 -3.491632
5.434368 12.300000 -3.309533
5.434368 12.350000 -3.181621
5.434368 12.400000 -3.004175
5.434368 12.450000 -2.878560
5.434368 12.500000 -2.701622
5.434368 12.550000 -2.576260
5.434368 12.600000 -2.405898
5.434368 12.650000 -2.283853
5.434368 12.700000 -2.115344
5.434368 12.750000 -1.994247
5.434368 12.800000 -1.832247
5.413018 11.000000 -7.621451
5.413018 11.050000 -7.480691
5.413018 11.100000 -7.276544
5.413018 11.150000 -7.138229
5.413018 11.200000 -6.930717
5.413018 11.250000 -6.790881
5.413018 11.300000 -6.586826
5.413018 11.350000 -6.448552
5.413018 11.400000 -6.248012
5.413018 11.450000 -6.111346
5.413018 11.500000 -5.908170
5.413018 11.550000 -5.770297
5.413018 11.600000 -5.573016
5.413018 11.650000 -5.437858
5.413018 11.700000 -5.238510
5.413018 11.750000 -5.102394
5.413018 11.800000 -4.907204
5.413018 11.850000 -4.773022
5.413018 11.900000 -4.581989
5.413018 11.950000 -4.449768
5.413018 12.000000 -4.257563
5.413018 12.050000 -4.124786
5.413018 12.100000 -3.938767
5.413018 12.150000 -3.808949
5.413018 12.200000 -3.622352
5.413018 12.250000 -3.492254
5.413018 12.300000 -3.310334
5.413018 12.350000 -3.182511
5.413018 12.400000 -3.005240
5.413018 12.450000 -2.879713
5.413018 12.500000 -2.702964
