#Average black hole accretion rate (BHAR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR)@log(Mpeak)=12 log10(BHAR)_16@log(Mpeak)=12 log10(BHAR)_84@log(Mpeak)=12 log10(BHAR)@log(Mpeak)=13 log10(BHAR)_16@log(Mpeak)=13 log10(BHAR)_84@log(Mpeak)=13 log10(BHAR)@log(Mpeak)=14 log10(BHAR)_16@log(Mpeak)=14 log10(BHAR)_84@log(Mpeak)=14 log10(BHAR)@log(Mpeak)=15 log10(BHAR)_16@log(Mpeak)=15 log10(BHAR)_84@log(Mpeak)=15
6.655368 -9.481775 -10.118983 -9.096283 -7.143973 -7.636635 -6.851845 -5.184463 -5.561801 -4.974958 -3.480996 -3.746532 -3.328305
6.637133 -9.443996 -10.075712 -9.060809 -7.109385 -7.597906 -6.819225 -5.152575 -5.526859 -4.944928 -3.451695 -3.714410 -3.300566
6.618942 -9.406217 -10.032440 -9.025335 -7.074796 -7.559178 -6.786605 -5.120687 -5.491916 -4.914898 -3.422394 -3.682288 -3.272826
6.600794 -9.369221 -9.990062 -8.990536 -7.040935 -7.521224 -6.754677 -5.089472 -5.457730 -4.885463 -3.393702 -3.650867 -3.245681
6.582689 -9.333642 -9.949302 -8.956958 -7.008391 -7.484673 -6.724000 -5.059475 -5.424914 -4.857106 -3.366116 -3.620716 -3.219613
6.564628 -9.298063 -9.908543 -8.923380 -6.975847 -7.448123 -6.693324 -5.029478 -5.392098 -4.828748 -3.338529 -3.590565 -3.193544
6.546609 -9.262484 -9.867783 -8.889802 -6.943303 -7.411572 -6.662647 -4.999481 -5.359282 -4.800390 -3.310942 -3.560414 -3.167476
6.528634 -9.226905 -9.827023 -8.856224 -6.910758 -7.375021 -6.631970 -4.969484 -5.326465 -4.772033 -3.283355 -3.530263 -3.141408
6.510701 -9.191327 -9.786263 -8.822647 -6.878214 -7.338471 -6.601294 -4.939487 -5.293649 -4.743675 -3.255769 -3.500112 -3.115340
6.492811 -9.155748 -9.745504 -8.789069 -6.845670 -7.301920 -6.570617 -4.909490 -5.260833 -4.715317 -3.228182 -3.469961 -3.089272
6.474963 -9.121863 -9.706984 -8.757118 -6.814671 -7.267256 -6.541395 -4.880864 -5.229456 -4.688177 -3.201835 -3.441236 -3.064329
6.457158 -9.088251 -9.668828 -8.725431 -6.783921 -7.232896 -6.512408 -4.852461 -5.198313 -4.661235 -3.175689 -3.412741 -3.039567
6.439396 -9.054640 -9.630671 -8.693744 -6.753172 -7.198537 -6.483421 -4.824057 -5.167169 -4.634292 -3.149543 -3.384246 -3.014806
6.421675 -9.021029 -9.592514 -8.662057 -6.722422 -7.164177 -6.454434 -4.795653 -5.136025 -4.607349 -3.123397 -3.355751 -2.990045
6.403997 -8.987418 -9.554357 -8.630370 -6.691673 -7.129818 -6.425447 -4.767250 -5.104881 -4.580406 -3.097251 -3.327257 -2.965284
6.386361 -8.953807 -9.516200 -8.598683 -6.660923 -7.095459 -6.396460 -4.738846 -5.073738 -4.553463 -3.071105 -3.298762 -2.940523
6.368767 -8.920857 -9.478815 -8.567570 -6.630768 -7.061854 -6.368057 -4.710964 -5.043133 -4.527003 -3.045425 -3.270801 -2.916183
6.351215 -8.889051 -9.442769 -8.537453 -6.601644 -7.029560 -6.340669 -4.683986 -5.013464 -4.501380 -3.020553 -3.243768 -2.892575
6.333705 -8.857246 -9.406723 -8.507337 -6.572519 -6.997267 -6.313280 -4.657009 -4.983794 -4.475757 -2.995681 -3.216734 -2.868967
6.316237 -8.825441 -9.370676 -8.477220 -6.543395 -6.964973 -6.285892 -4.630032 -4.954125 -4.450134 -2.970809 -3.189700 -2.845359
6.298810 -8.793636 -9.334630 -8.447103 -6.514270 -6.932679 -6.258503 -4.603054 -4.924455 -4.424511 -2.945937 -3.162666 -2.821751
6.281424 -8.761830 -9.298584 -8.416986 -6.485145 -6.900385 -6.231115 -4.576077 -4.894786 -4.398888 -2.921065 -3.135632 -2.798143
6.264080 -8.730025 -9.262537 -8.386870 -6.456021 -6.868091 -6.203726 -4.549099 -4.865117 -4.373265 -2.896193 -3.108598 -2.774534
6.246778 -8.699513 -9.228084 -8.357890 -6.428009 -6.837071 -6.177322 -4.523092 -4.836592 -4.348555 -2.872118 -3.082494 -2.751636
6.229516 -8.669193 -9.193867 -8.329079 -6.400163 -6.806240 -6.151064 -4.497230 -4.808238 -4.323980 -2.848161 -3.056529 -2.728843
6.212296 -8.638873 -9.159651 -8.300269 -6.372317 -6.775409 -6.124806 -4.471368 -4.779884 -4.299406 -2.824205 -3.030563 -2.706050
6.195117 -8.608553 -9.125434 -8.271458 -6.344471 -6.744579 -6.098549 -4.445505 -4.751530 -4.274831 -2.800248 -3.004597 -2.683258
6.177978 -8.578232 -9.091217 -8.242647 -6.316626 -6.713748 -6.072291 -4.419643 -4.723176 -4.250256 -2.776292 -2.978632 -2.660465
6.160881 -8.547912 -9.057000 -8.213837 -6.288780 -6.682918 -6.046033 -4.393780 -4.694822 -4.225682 -2.752335 -2.952666 -2.637672
6.143824 -8.518067 -9.023379 -8.185488 -6.261331 -6.652539 -6.020109 -4.368251 -4.666828 -4.201417 -2.728643 -2.927033 -2.615106
6.126807 -8.489012 -8.990747 -8.157906 -6.234543 -6.622911 -5.994741 -4.343275 -4.639434 -4.177668 -2.705392 -2.901954 -2.592918
6.109832 -8.459956 -8.958115 -8.130324 -6.207756 -6.593283 -5.969372 -4.318299 -4.612040 -4.153920 -2.682140 -2.876874 -2.570730
6.092897 -8.430901 -8.925483 -8.102742 -6.180968 -6.563655 -5.944004 -4.293323 -4.584646 -4.130171 -2.658889 -2.851795 -2.548542
6.076002 -8.401845 -8.892851 -8.075160 -6.154180 -6.534028 -5.918635 -4.268347 -4.557252 -4.106422 -2.635637 -2.826715 -2.526354
6.059147 -8.372790 -8.860219 -8.047579 -6.127392 -6.504400 -5.893267 -4.243372 -4.529858 -4.082674 -2.612386 -2.801636 -2.504166
6.042332 -8.343734 -8.827587 -8.019997 -6.100605 -6.474772 -5.867898 -4.218396 -4.502464 -4.058925 -2.589134 -2.776556 -2.481977
6.025558 -8.316093 -8.796611 -7.993651 -6.075119 -6.446661 -5.843713 -4.194588 -4.476306 -4.036294 -2.566909 -2.752570 -2.460729
6.008823 -8.288643 -8.765860 -7.967473 -6.049809 -6.418754 -5.819688 -4.170938 -4.450315 -4.013814 -2.544823 -2.728731 -2.439608
5.992129 -8.261193 -8.735109 -7.941295 -6.024499 -6.390848 -5.795664 -4.147289 -4.424324 -3.991334 -2.522737 -2.704892 -2.418486
5.975474 -8.233743 -8.704358 -7.915116 -5.999190 -6.362942 -5.771639 -4.123639 -4.398333 -3.968855 -2.500651 -2.681054 -2.397365
5.958859 -8.206293 -8.673607 -7.888938 -5.973880 -6.335036 -5.747614 -4.099990 -4.372343 -3.946375 -2.478565 -2.657215 -2.376244
5.942283 -8.178843 -8.642856 -7.862760 -5.948571 -6.307130 -5.723589 -4.076340 -4.346352 -3.923895 -2.456479 -2.633377 -2.355123
5.925747 -8.151966 -8.612750 -7.837043 -5.923781 -6.279783 -5.700013 -4.053142 -4.320830 -3.901836 -2.434796 -2.609979 -2.334378
5.909250 -8.125999 -8.583674 -7.812060 -5.899819 -6.253327 -5.677151 -4.030663 -4.296057 -3.880448 -2.413754 -2.587284 -2.314232
5.892793 -8.100033 -8.554597 -7.787077 -5.875857 -6.226871 -5.654289 -4.008184 -4.271284 -3.859059 -2.392712 -2.564589 -2.294086
5.876374 -8.074067 -8.525521 -7.762095 -5.851895 -6.200414 -5.631426 -3.985705 -4.246510 -3.837671 -2.371670 -2.541894 -2.273940
5.859995 -8.048101 -8.496444 -7.737112 -5.827934 -6.173958 -5.608564 -3.963225 -4.221737 -3.816282 -2.350629 -2.519200 -2.253794
5.843655 -8.022135 -8.467367 -7.712129 -5.803972 -6.147502 -5.585702 -3.940746 -4.196964 -3.794893 -2.329587 -2.496505 -2.233648
5.827354 -7.996169 -8.438291 -7.687147 -5.780010 -6.121046 -5.562840 -3.918267 -4.172190 -3.773505 -2.308545 -2.473810 -2.213502
5.811091 -7.971269 -8.410362 -7.663268 -5.756964 -6.095590 -5.540766 -3.896544 -4.148253 -3.752802 -2.288142 -2.451838 -2.193947
5.794868 -7.946501 -8.382574 -7.639524 -5.734031 -6.070257 -5.518789 -3.874914 -4.124419 -3.732183 -2.267818 -2.429955 -2.174464
5.778683 -7.921732 -8.354786 -7.615781 -5.711098 -6.044925 -5.496813 -3.853284 -4.100584 -3.711565 -2.247494 -2.408072 -2.154982
5.762536 -7.896964 -8.326998 -7.592037 -5.688165 -6.019592 -5.474836 -3.831653 -4.076750 -3.690946 -2.227169 -2.386190 -2.135500
5.746428 -7.872195 -8.299210 -7.568294 -5.665232 -5.994259 -5.452859 -3.810023 -4.052915 -3.670327 -2.206845 -2.364307 -2.116017
5.730358 -7.847427 -8.271422 -7.544550 -5.642298 -5.968926 -5.430882 -3.788393 -4.029081 -3.649709 -2.186521 -2.342424 -2.096535
5.714327 -7.823015 -8.244024 -7.521206 -5.619649 -5.943855 -5.409177 -3.766993 -4.005491 -3.629298 -2.166363 -2.320756 -2.077217
5.698334 -7.799149 -8.217223 -7.498471 -5.597432 -5.919182 -5.387889 -3.745945 -3.982276 -3.609204 -2.146460 -2.299415 -2.058149
5.682379 -7.775283 -8.190422 -7.475737 -5.575216 -5.894510 -5.366600 -3.724896 -3.959061 -3.589110 -2.126557 -2.278074 -2.039082
5.666462 -7.751417 -8.163621 -7.453003 -5.552999 -5.869837 -5.345311 -3.703848 -3.935845 -3.569017 -2.106653 -2.256733 -2.020015
5.650583 -7.727551 -8.136820 -7.430268 -5.530783 -5.845165 -5.324023 -3.682800 -3.912630 -3.548923 -2.086750 -2.235392 -2.000948
5.634741 -7.703685 -8.110020 -7.407534 -5.508566 -5.820492 -5.302734 -3.661751 -3.889415 -3.528829 -2.066847 -2.214051 -1.981880
5.618938 -7.679819 -8.083219 -7.384799 -5.486350 -5.795819 -5.281445 -3.640703 -3.866199 -3.508735 -2.046944 -2.192710 -1.962813
5.603172 -7.656847 -8.057361 -7.362813 -5.464890 -5.771872 -5.260849 -3.620266 -3.843641 -3.489253 -2.027517 -2.171991 -1.944171
5.587443 -7.633974 -8.031608 -7.340910 -5.443513 -5.748004 -5.240329 -3.599897 -3.821156 -3.469838 -2.008142 -2.151340 -1.925576
5.571752 -7.611100 -8.005855 -7.319006 -5.422137 -5.724137 -5.219809 -3.579528 -3.798671 -3.450422 -1.988767 -2.130690 -1.906981
5.556099 -7.588227 -7.980101 -7.297103 -5.400760 -5.700270 -5.199289 -3.559159 -3.776186 -3.431007 -1.969393 -2.110040 -1.888386
5.540482 -7.565354 -7.954348 -7.275199 -5.379383 -5.676402 -5.178769 -3.538791 -3.753700 -3.411592 -1.950018 -2.089389 -1.869791
5.524903 -7.542481 -7.928595 -7.253296 -5.358007 -5.652535 -5.158250 -3.518422 -3.731215 -3.392177 -1.930643 -2.068739 -1.851196
5.509361 -7.520141 -7.903373 -7.231891 -5.337125 -5.629094 -5.138182 -3.498487 -3.709215 -3.373195 -1.911647 -2.048531 -1.832953
5.493856 -7.498584 -7.878932 -7.211219 -5.316968 -5.606278 -5.118779 -3.479191 -3.687927 -3.354850 -1.893207 -2.028970 -1.815225
5.478388 -7.477028 -7.854490 -7.190547 -5.296811 -5.583462 -5.099376 -3.459895 -3.666639 -3.336504 -1.874766 -2.009410 -1.797497
5.462957 -7.455471 -7.830048 -7.169875 -5.276655 -5.560646 -5.079972 -3.440598 -3.645350 -3.318159 -1.856325 -1.989850 -1.779769
5.447563 -7.433914 -7.805606 -7.149203 -5.256498 -5.537830 -5.060569 -3.421302 -3.624062 -3.299814 -1.837885 -1.970289 -1.762041
5.432205 -7.412357 -7.781165 -7.128531 -5.236341 -5.515014 -5.041166 -3.402006 -3.602774 -3.281468 -1.819444 -1.950729 -1.744313
5.416884 -7.390800 -7.756723 -7.107859 -5.216185 -5.492198 -5.021762 -3.382709 -3.581486 -3.263123 -1.801003 -1.931169 -1.726585
5.401599 -7.370071 -7.733155 -7.088021 -5.196714 -5.470114 -5.003055 -3.363949 -3.560803 -3.245256 -1.783046 -1.912122 -1.709288
5.386351 -7.349423 -7.709673 -7.068265 -5.177311 -5.448102 -4.984416 -3.345241 -3.540180 -3.227436 -1.765136 -1.893125 -1.692033
5.371139 -7.328774 -7.686191 -7.048509 -5.157909 -5.426090 -4.965778 -3.326533 -3.519557 -3.209617 -1.747227 -1.874129 -1.674778
5.355963 -7.308126 -7.662709 -7.028753 -5.138506 -5.404078 -4.947139 -3.307825 -3.498935 -3.191797 -1.729317 -1.855132 -1.657523
5.340823 -7.287478 -7.639227 -7.008997 -5.119103 -5.382066 -4.928500 -3.289118 -3.478312 -3.173977 -1.711408 -1.836136 -1.640268
5.325720 -7.266830 -7.615745 -6.989241 -5.099701 -5.360054 -4.909862 -3.270410 -3.457689 -3.156158 -1.693498 -1.817139 -1.623014
5.310652 -7.246465 -7.592575 -6.969777 -5.080512 -5.338300 -4.891446 -3.251855 -3.437274 -3.138468 -1.675713 -1.798295 -1.605860
5.295621 -7.226497 -7.569842 -6.950725 -5.061623 -5.316911 -4.873344 -3.233515 -3.417152 -3.120960 -1.658104 -1.779666 -1.588848
5.280625 -7.206530 -7.547109 -6.931672 -5.042735 -5.295521 -4.855242 -3.215175 -3.397030 -3.103452 -1.640495 -1.761037 -1.571837
5.265665 -7.186563 -7.524376 -6.912619 -5.023847 -5.274132 -4.837140 -3.196835 -3.376908 -3.085945 -1.622886 -1.742408 -1.554826
5.250740 -7.166596 -7.501643 -6.893566 -5.004959 -5.252742 -4.819039 -3.178495 -3.356786 -3.068437 -1.605277 -1.723779 -1.537814
5.235851 -7.146629 -7.478910 -6.874513 -4.986070 -5.231353 -4.800937 -3.160155 -3.336664 -3.050929 -1.587668 -1.705150 -1.520803
5.220998 -7.126662 -7.456178 -6.855461 -4.967182 -5.209964 -4.782835 -3.141815 -3.316542 -3.033422 -1.570059 -1.686521 -1.503792
5.206180 -7.107398 -7.434248 -6.837046 -4.948867 -5.189292 -4.765266 -3.123924 -3.296970 -3.016280 -1.552796 -1.668359 -1.487047
5.191397 -7.088196 -7.412389 -6.818686 -4.930601 -5.168682 -4.747744 -3.106072 -3.277446 -2.999171 -1.535563 -1.650237 -1.470326
5.176649 -7.068994 -7.390530 -6.800326 -4.912336 -5.148072 -4.730221 -3.088221 -3.257922 -2.982061 -1.518330 -1.632116 -1.453605
5.161937 -7.049791 -7.368670 -6.781967 -4.894070 -5.127462 -4.712699 -3.070369 -3.238398 -2.964952 -1.501097 -1.613994 -1.436883
5.147259 -7.030589 -7.346811 -6.763607 -4.875805 -5.106852 -4.695177 -3.052518 -3.218873 -2.947842 -1.483864 -1.595872 -1.420162
5.132617 -7.011387 -7.324951 -6.745247 -4.857539 -5.086242 -4.677654 -3.034666 -3.199349 -2.930732 -1.466631 -1.577751 -1.403441
5.118009 -6.992567 -7.303503 -6.727206 -4.839606 -5.066010 -4.660456 -3.017081 -3.180134 -2.913850 -1.449622 -1.559875 -1.386915
5.103437 -6.974265 -7.282610 -6.709596 -4.822120 -5.046287 -4.643696 -2.999857 -3.161338 -2.897276 -1.432915 -1.542331 -1.370653
5.088898 -6.955962 -7.261717 -6.691985 -4.804634 -5.026564 -4.626936 -2.982633 -3.142542 -2.880702 -1.416209 -1.524788 -1.354390
5.074395 -6.937660 -7.240825 -6.674375 -4.787149 -5.006841 -4.610176 -2.965408 -3.123746 -2.864128 -1.399502 -1.507244 -1.338128
5.059926 -6.919357 -7.219932 -6.656764 -4.769663 -4.987118 -4.593416 -2.948184 -3.104949 -2.847554 -1.382795 -1.489700 -1.321866
5.045492 -6.901055 -7.199039 -6.639154 -4.752178 -4.967395 -4.576656 -2.930960 -3.086153 -2.830980 -1.366089 -1.472157 -1.305604
5.031092 -6.882752 -7.178147 -6.621544 -4.734692 -4.947672 -4.559897 -2.913736 -3.067357 -2.814405 -1.349382 -1.454613 -1.289341
5.016726 -6.865098 -7.157959 -6.604492 -4.717730 -4.928499 -4.543644 -2.896915 -3.048989 -2.798195 -1.333074 -1.437456 -1.273416
5.002394 -6.847491 -7.137824 -6.587483 -4.700807 -4.909367 -4.527430 -2.880125 -3.030652 -2.782012 -1.316797 -1.420328 -1.257516
4.988097 -6.829885 -7.117689 -6.570474 -4.683885 -4.890235 -4.511215 -2.863335 -3.012316 -2.765829 -1.300519 -1.403200 -1.241617
4.973834 -6.812279 -7.097555 -6.553465 -4.666962 -4.871104 -4.495001 -2.846545 -2.993980 -2.749646 -1.284241 -1.386072 -1.225717
4.959604 -6.794673 -7.077420 -6.536455 -4.650039 -4.851972 -4.478787 -2.829755 -2.975644 -2.733463 -1.267963 -1.368944 -1.209817
4.945409 -6.777066 -7.057285 -6.519446 -4.633117 -4.832840 -4.462572 -2.812965 -2.957307 -2.717280 -1.251685 -1.351816 -1.193917
4.931247 -6.759710 -7.037439 -6.502749 -4.616380 -4.813963 -4.446533 -2.796300 -2.939124 -2.701188 -1.235573 -1.334926 -1.178166
4.917119 -6.742679 -7.017967 -6.486457 -4.599884 -4.795417 -4.430722 -2.779797 -2.921138 -2.685215 -1.219675 -1.318344 -1.162609
4.903025 -6.725647 -6.998495 -6.470165 -4.583389 -4.776872 -4.414910 -2.763295 -2.903153 -2.669242 -1.203778 -1.301763 -1.147051
4.888964 -6.708616 -6.979024 -6.453873 -4.566893 -4.758326 -4.399099 -2.746792 -2.885167 -2.653269 -1.187880 -1.285181 -1.131494
4.874937 -6.691584 -6.959552 -6.437581 -4.550398 -4.739780 -4.383288 -2.730290 -2.867182 -2.637296 -1.171982 -1.268599 -1.115936
4.860943 -6.674553 -6.940081 -6.421288 -4.533903 -4.721234 -4.367476 -2.713787 -2.849197 -2.621323 -1.156085 -1.252018 -1.100379
4.846983 -6.657521 -6.920609 -6.404996 -4.517407 -4.702689 -4.351665 -2.697284 -2.831211 -2.605350 -1.140187 -1.235436 -1.084821
4.833055 -6.641052 -6.901838 -6.389382 -4.501334 -4.684717 -4.336299 -2.681071 -2.813647 -2.589631 -1.124632 -1.219345 -1.069580
4.819161 -6.624618 -6.883113 -6.373810 -4.485287 -4.666782 -4.320962 -2.664876 -2.796110 -2.573929 -1.109099 -1.203284 -1.054358
4.805301 -6.608184 -6.864387 -6.358238 -4.469241 -4.648846 -4.305625 -2.648681 -2.778572 -2.558227 -1.093565 -1.187224 -1.039137
4.791473 -6.591751 -6.845661 -6.342667 -4.453194 -4.630911 -4.290288 -2.632486 -2.761035 -2.542524 -1.078032 -1.171164 -1.023915
4.777678 -6.575317 -6.826935 -6.327095 -4.437147 -4.612976 -4.274951 -2.616291 -2.743497 -2.526822 -1.062499 -1.155104 -1.008694
4.763915 -6.558883 -6.808209 -6.311523 -4.421101 -4.595040 -4.259614 -2.600096 -2.725960 -2.511119 -1.046966 -1.139044 -0.993473
4.750186 -6.542715 -6.789815 -6.296106 -4.405257 -4.577368 -4.244469 -2.584045 -2.708589 -2.495538 -1.031616 -1.123183 -0.978433
4.736489 -6.526877 -6.771836 -6.280880 -4.389666 -4.560025 -4.229565 -2.568174 -2.691425 -2.480108 -1.016495 -1.107572 -0.963619
4.722825 -6.511039 -6.753857 -6.265654 -4.374075 -4.542682 -4.214660 -2.552303 -2.674261 -2.464677 -1.001373 -1.091960 -0.948806
4.709194 -6.495201 -6.735878 -6.250428 -4.358483 -4.525338 -4.199756 -2.536432 -2.657098 -2.449247 -0.986252 -1.076348 -0.933992
4.695595 -6.479363 -6.717899 -6.235202 -4.342892 -4.507995 -4.184851 -2.520561 -2.639934 -2.433816 -0.971131 -1.060737 -0.919179
4.682028 -6.463525 -6.699920 -6.219976 -4.327301 -4.490652 -4.169947 -2.504690 -2.622770 -2.418386 -0.956009 -1.045125 -0.904366
4.668494 -6.447687 -6.681941 -6.204750 -4.311710 -4.473308 -4.155042 -2.488819 -2.605607 -2.402955 -0.940888 -1.029513 -0.889552
4.654992 -6.432360 -6.664556 -6.190010 -4.296505 -4.456488 -4.140512 -2.473250 -2.588936 -2.387804 -0.926186 -1.014414 -0.875072
4.641522 -6.417059 -6.647202 -6.175295 -4.281321 -4.439695 -4.126001 -2.457697 -2.572291 -2.372669 -0.911506 -0.999342 -0.860610
4.628084 -6.401759 -6.629848 -6.160581 -4.266137 -4.422903 -4.111491 -2.442143 -2.555646 -2.357533 -0.896826 -0.984269 -0.846148
4.614678 -6.386458 -6.612494 -6.145867 -4.250954 -4.406110 -4.096980 -2.426590 -2.539001 -2.342397 -0.882147 -0.969197 -0.831685
4.601305 -6.371158 -6.595140 -6.131152 -4.235770 -4.389317 -4.082470 -2.411036 -2.522356 -2.327261 -0.867467 -0.954125 -0.817223
4.587962 -6.355857 -6.577786 -6.116438 -4.220586 -4.372525 -4.067959 -2.395483 -2.505711 -2.312125 -0.852787 -0.939052 -0.802760
4.574652 -6.340787 -6.560671 -6.101936 -4.205565 -4.355943 -4.053597 -2.380040 -2.489241 -2.297069 -0.838293 -0.924169 -0.788478
4.561374 -6.325993 -6.543843 -6.087690 -4.190740 -4.339614 -4.039411 -2.364729 -2.472981 -2.282108 -0.824021 -0.909512 -0.774411
4.548127 -6.311199 -6.527014 -6.073444 -4.175916 -4.323285 -4.025226 -2.349418 -2.456720 -2.267147 -0.809749 -0.894856 -0.760344
4.534911 -6.296404 -6.510186 -6.059197 -4.161091 -4.306956 -4.011040 -2.334107 -2.440460 -2.252187 -0.795477 -0.880199 -0.746277
4.521728 -6.281610 -6.493358 -6.044951 -4.146266 -4.290627 -3.996855 -2.318796 -2.424200 -2.237226 -0.781205 -0.865542 -0.732210
4.508575 -6.266816 -6.476529 -6.030705 -4.131441 -4.274299 -3.982669 -2.303485 -2.407939 -2.222265 -0.766933 -0.850885 -0.718143
4.495454 -6.252022 -6.459701 -6.016458 -4.116617 -4.257970 -3.968484 -2.288174 -2.391679 -2.207305 -0.752661 -0.836228 -0.704076
4.482364 -6.237671 -6.443331 -6.002645 -4.102092 -4.242129 -3.954635 -2.273057 -2.375747 -2.192446 -0.738998 -0.822194 -0.690642
4.469305 -6.223338 -6.426980 -5.988849 -4.087581 -4.226308 -3.940799 -2.257948 -2.359830 -2.177591 -0.725360 -0.808185 -0.677235
4.456278 -6.209005 -6.410629 -5.975054 -4.073069 -4.210487 -3.926964 -2.242839 -2.343912 -2.162737 -0.711723 -0.794177 -0.663828
4.443281 -6.194672 -6.394278 -5.961259 -4.058558 -4.194666 -3.913129 -2.227731 -2.327995 -2.147882 -0.698086 -0.780168 -0.650420
4.430316 -6.180340 -6.377927 -5.947463 -4.044046 -4.178846 -3.899294 -2.212622 -2.312077 -2.133028 -0.684449 -0.766160 -0.637013
4.417381 -6.166007 -6.361576 -5.933668 -4.029534 -4.163025 -3.885459 -2.197513 -2.296160 -2.118173 -0.670811 -0.752151 -0.623606
4.404477 -6.151806 -6.345425 -5.920021 -4.015090 -4.147360 -3.871677 -2.182445 -2.280324 -2.103358 -0.657441 -0.738435 -0.610450
4.391604 -6.137758 -6.329504 -5.906544 -4.000723 -4.131874 -3.857957 -2.167426 -2.264582 -2.088587 -0.644380 -0.725054 -0.597583
4.378761 -6.123710 -6.313583 -5.893067 -3.986356 -4.116388 -3.844237 -2.152407 -2.248840 -2.073816 -0.631318 -0.711674 -0.584716
4.365949 -6.109661 -6.297662 -5.879589 -3.971990 -4.100902 -3.830517 -2.137388 -2.233098 -2.059045 -0.618256 -0.698294 -0.571849
4.353168 -6.095613 -6.281741 -5.866112 -3.957623 -4.085416 -3.816797 -2.122368 -2.217356 -2.044275 -0.605194 -0.684914 -0.558983
4.340417 -6.081564 -6.265820 -5.852635 -3.943256 -4.069930 -3.803076 -2.107349 -2.201613 -2.029504 -0.592132 -0.671533 -0.546116
4.327696 -6.067516 -6.249899 -5.839158 -3.928889 -4.054444 -3.789356 -2.092330 -2.185871 -2.014733 -0.579070 -0.658153 -0.533249
4.315006 -6.054010 -6.234583 -5.826195 -3.914934 -4.039392 -3.775940 -2.077634 -2.170475 -2.000230 -0.566785 -0.645567 -0.521126
4.302346 -6.040521 -6.219286 -5.813247 -3.900991 -4.024354 -3.762533 -2.062948 -2.155089 -1.985735 -0.554525 -0.633006 -0.509026
4.289716 -6.027032 -6.203989 -5.800299 -3.887048 -4.009315 -3.749126 -2.048262 -2.139704 -1.971240 -0.542264 -0.620445 -0.496926
4.277116 -6.013543 -6.188692 -5.787352 -3.873105 -3.994277 -3.735719 -2.033577 -2.124318 -1.956745 -0.530003 -0.607884 -0.484827
4.264546 -6.000054 -6.173395 -5.774404 -3.859162 -3.979239 -3.722313 -2.018891 -2.108932 -1.942250 -0.517743 -0.595323 -0.472727
4.252006 -5.986565 -6.158098 -5.761457 -3.845219 -3.964200 -3.708906 -2.004205 -2.093547 -1.927755 -0.505482 -0.582762 -0.460627
4.239496 -5.973264 -6.143039 -5.748718 -3.831386 -3.949288 -3.695598 -1.989583 -2.078256 -1.913275 -0.493553 -0.570521 -0.448873
4.227016 -5.960169 -6.128244 -5.736211 -3.817674 -3.934514 -3.682401 -1.975031 -2.063072 -1.898811 -0.481992 -0.558634 -0.437501
4.214566 -5.947075 -6.113449 -5.723704 -3.803963 -3.919741 -3.669204 -1.960479 -2.047887 -1.884348 -0.470431 -0.546747 -0.426130
4.202145 -5.933980 -6.098654 -5.711197 -3.790251 -3.904967 -3.656006 -1.945927 -2.032702 -1.869885 -0.458870 -0.534859 -0.414758
4.189754 -5.920886 -6.083859 -5.698689 -3.776539 -3.890194 -3.642809 -1.931375 -2.017518 -1.855421 -0.447308 -0.522972 -0.403386
4.177392 -5.907792 -6.069064 -5.686182 -3.762828 -3.875420 -3.629612 -1.916823 -2.002333 -1.840958 -0.435747 -0.511085 -0.392015
4.165060 -5.894697 -6.054269 -5.673675 -3.749116 -3.860647 -3.616415 -1.902271 -1.987148 -1.826495 -0.424186 -0.499197 -0.380643
4.152757 -5.881742 -6.039727 -5.661291 -3.735392 -3.845859 -3.603207 -1.887745 -1.972033 -1.812059 -0.413242 -0.487993 -0.369868
4.140483 -5.868789 -6.025191 -5.648909 -3.721667 -3.831070 -3.590000 -1.873220 -1.956919 -1.797625 -0.402310 -0.476802 -0.359106
4.128239 -5.855836 -6.010656 -5.636527 -3.707942 -3.816282 -3.576792 -1.858694 -1.941806 -1.783190 -0.391378 -0.465611 -0.348343
4.116023 -5.842883 -5.996120 -5.624145 -3.694217 -3.801494 -3.563585 -1.844169 -1.926692 -1.768756 -0.380447 -0.454420 -0.337581
4.103837 -5.829930 -5.981584 -5.611763 -3.680493 -3.786705 -3.550377 -1.829643 -1.911578 -1.754321 -0.369515 -0.443230 -0.326818
4.091680 -5.816977 -5.967048 -5.599381 -3.666768 -3.771917 -3.537169 -1.815118 -1.896464 -1.739886 -0.358584 -0.432039 -0.316056
4.079552 -5.804244 -5.952784 -5.587171 -3.653196 -3.757340 -3.524109 -1.800750 -1.881548 -1.725604 -0.348195 -0.421427 -0.305838
4.067453 -5.791745 -5.938808 -5.575146 -3.639786 -3.742989 -3.511206 -1.786550 -1.866843 -1.711485 -0.338384 -0.411431 -0.296201
4.055383 -5.779246 -5.924832 -5.563120 -3.626376 -3.728638 -3.498303 -1.772349 -1.852138 -1.697365 -0.328573 -0.401435 -0.286563
4.043341 -5.766747 -5.910856 -5.551095 -3.612966 -3.714288 -3.485399 -1.758148 -1.837433 -1.683246 -0.318761 -0.391438 -0.276926
4.031328 -5.754249 -5.896880 -5.539069 -3.599557 -3.699937 -3.472496 -1.743948 -1.822728 -1.669126 -0.308950 -0.381442 -0.267289
