#Average black hole accretion rate (BHAR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR)@log(Mpeak)=12 log10(BHAR)_16@log(Mpeak)=12 log10(BHAR)_84@log(Mpeak)=12 log10(BHAR)@log(Mpeak)=13 log10(BHAR)_16@log(Mpeak)=13 log10(BHAR)_84@log(Mpeak)=13 log10(BHAR)@log(Mpeak)=14 log10(BHAR)_16@log(Mpeak)=14 log10(BHAR)_84@log(Mpeak)=14 log10(BHAR)@log(Mpeak)=15 log10(BHAR)_16@log(Mpeak)=15 log10(BHAR)_84@log(Mpeak)=15
4.019344 -5.741750 -5.882905 -5.527044 -3.586147 -3.685586 -3.459593 -1.729747 -1.808022 -1.655007 -0.299139 -0.371446 -0.257651
4.007388 -5.729251 -5.868929 -5.515018 -3.572737 -3.671235 -3.446689 -1.715547 -1.793317 -1.640887 -0.289327 -0.361450 -0.248014
3.995460 -5.717166 -5.855468 -5.503242 -3.559581 -3.657225 -3.434012 -1.701620 -1.778997 -1.627082 -0.280642 -0.352638 -0.239524
3.983561 -5.705085 -5.842012 -5.491469 -3.546428 -3.643219 -3.421337 -1.687697 -1.764680 -1.613281 -0.271968 -0.343839 -0.231047
3.971691 -5.693005 -5.828556 -5.479696 -3.533275 -3.629213 -3.408662 -1.673774 -1.750363 -1.599479 -0.263294 -0.335039 -0.222570
3.959849 -5.680924 -5.815100 -5.467922 -3.520122 -3.615207 -3.395986 -1.659850 -1.736046 -1.585678 -0.254620 -0.326240 -0.214093
3.948034 -5.668844 -5.801644 -5.456149 -3.506968 -3.601201 -3.383311 -1.645927 -1.721730 -1.571876 -0.245947 -0.317441 -0.205616
3.936248 -5.656763 -5.788188 -5.444376 -3.493815 -3.587195 -3.370636 -1.632003 -1.707413 -1.558075 -0.237273 -0.308642 -0.197139
3.924491 -5.644731 -5.774840 -5.432629 -3.480637 -3.573207 -3.357888 -1.618109 -1.693146 -1.544301 -0.229105 -0.300372 -0.189178
3.912761 -5.632749 -5.761601 -5.420910 -3.467434 -3.559237 -3.345066 -1.604245 -1.678929 -1.530556 -0.221454 -0.292643 -0.181744
3.901059 -5.620767 -5.748362 -5.409191 -3.454231 -3.545267 -3.332244 -1.590380 -1.664712 -1.516811 -0.213804 -0.284915 -0.174311
3.889385 -5.608786 -5.735123 -5.397471 -3.441028 -3.531298 -3.319422 -1.576516 -1.650496 -1.503067 -0.206153 -0.277186 -0.166877
3.877738 -5.596804 -5.721884 -5.385752 -3.427825 -3.517328 -3.306600 -1.562651 -1.636279 -1.489322 -0.198502 -0.269458 -0.159443
3.866120 -5.584822 -5.708645 -5.374033 -3.414622 -3.503358 -3.293778 -1.548787 -1.622063 -1.475577 -0.190852 -0.261729 -0.152010
3.854529 -5.572840 -5.695406 -5.362314 -3.401419 -3.489388 -3.280956 -1.534922 -1.607846 -1.461832 -0.183201 -0.254000 -0.144576
3.842966 -5.561079 -5.682402 -5.350881 -3.388291 -3.475592 -3.268140 -1.521242 -1.593882 -1.448314 -0.176680 -0.247439 -0.138238
3.831430 -5.549319 -5.669398 -5.339449 -3.375163 -3.461797 -3.255324 -1.507561 -1.579917 -1.434795 -0.170161 -0.240878 -0.131901
3.819922 -5.537558 -5.656394 -5.328017 -3.362035 -3.448002 -3.242507 -1.493881 -1.565953 -1.421277 -0.163641 -0.234317 -0.125564
3.808441 -5.525798 -5.643390 -5.316584 -3.348908 -3.434206 -3.229691 -1.480200 -1.551989 -1.407758 -0.157121 -0.227756 -0.119226
3.796988 -5.514037 -5.630386 -5.305152 -3.335780 -3.420411 -3.216875 -1.466520 -1.538025 -1.394240 -0.150601 -0.221195 -0.112889
3.785561 -5.502277 -5.617382 -5.293720 -3.322652 -3.406615 -3.204058 -1.452839 -1.524060 -1.380721 -0.144081 -0.214634 -0.106552
3.774162 -5.490750 -5.604659 -5.282478 -3.309683 -3.393039 -3.191409 -1.439337 -1.510267 -1.367376 -0.138215 -0.208762 -0.100869
3.762791 -5.479452 -5.592211 -5.271425 -3.296871 -3.379676 -3.178922 -1.426011 -1.496643 -1.354201 -0.132992 -0.203566 -0.095830
3.751446 -5.468155 -5.579764 -5.260371 -3.284059 -3.366314 -3.166436 -1.412684 -1.483018 -1.341025 -0.127768 -0.198371 -0.090792
3.740128 -5.456857 -5.567317 -5.249317 -3.271247 -3.352952 -3.153950 -1.399357 -1.469394 -1.327850 -0.122545 -0.193175 -0.085753
3.728837 -5.445560 -5.554869 -5.238264 -3.258435 -3.339590 -3.141464 -1.386030 -1.455769 -1.314674 -0.117321 -0.187980 -0.080714
3.717574 -5.434262 -5.542422 -5.227210 -3.245623 -3.326228 -3.128977 -1.372704 -1.442145 -1.301499 -0.112098 -0.182784 -0.075675
3.706337 -5.422965 -5.529976 -5.216157 -3.232809 -3.312866 -3.116490 -1.359379 -1.428522 -1.288325 -0.106885 -0.177600 -0.070647
3.695126 -5.411701 -5.517691 -5.205163 -3.219885 -3.299495 -3.103892 -1.346264 -1.415133 -1.275341 -0.102764 -0.173626 -0.066736
3.683943 -5.400436 -5.505405 -5.194170 -3.206961 -3.286125 -3.091295 -1.333150 -1.401744 -1.262357 -0.098643 -0.169652 -0.062826
3.672786 -5.389171 -5.493120 -5.183176 -3.194037 -3.272754 -3.078697 -1.320036 -1.388355 -1.249373 -0.094522 -0.165678 -0.058915
3.661655 -5.377907 -5.480834 -5.172183 -3.181113 -3.259383 -3.066099 -1.306922 -1.374965 -1.236390 -0.090401 -0.161704 -0.055005
3.650552 -5.366642 -5.468549 -5.161190 -3.168189 -3.246012 -3.053502 -1.293807 -1.361576 -1.223406 -0.086281 -0.157730 -0.051094
3.639474 -5.355377 -5.456263 -5.150196 -3.155265 -3.232642 -3.040904 -1.280693 -1.348187 -1.210422 -0.082160 -0.153756 -0.047184
3.628423 -5.344189 -5.444131 -5.139299 -3.142345 -3.219275 -3.028242 -1.267777 -1.335038 -1.197672 -0.078633 -0.150395 -0.043852
3.617399 -5.333074 -5.432143 -5.128492 -3.129431 -3.205913 -3.015518 -1.255047 -1.322116 -1.185142 -0.075668 -0.147613 -0.041067
3.606400 -5.321958 -5.420155 -5.117686 -3.116517 -3.192550 -3.002794 -1.242318 -1.309194 -1.172613 -0.072703 -0.144832 -0.038283
3.595428 -5.310843 -5.408167 -5.106880 -3.103602 -3.179188 -2.990070 -1.229589 -1.296272 -1.160083 -0.069738 -0.142050 -0.035498
3.584482 -5.299727 -5.396178 -5.096073 -3.090688 -3.165826 -2.977347 -1.216859 -1.283351 -1.147553 -0.066773 -0.139268 -0.032713
3.573562 -5.288611 -5.384190 -5.085267 -3.077773 -3.152463 -2.964623 -1.204130 -1.270429 -1.135024 -0.063807 -0.136487 -0.029929
3.562668 -5.277504 -5.372210 -5.074466 -3.064864 -3.139104 -2.951903 -1.191413 -1.257518 -1.122506 -0.060867 -0.133731 -0.027170
3.551800 -5.266795 -5.360644 -5.063959 -3.052222 -3.125908 -2.939377 -1.179320 -1.245194 -1.110620 -0.059180 -0.132299 -0.025714
3.540958 -5.256086 -5.349077 -5.053452 -3.039579 -3.112711 -2.926851 -1.167227 -1.232870 -1.098734 -0.057493 -0.130867 -0.024259
3.530141 -5.245377 -5.337511 -5.042945 -3.026937 -3.099515 -2.914325 -1.155134 -1.220546 -1.086848 -0.055807 -0.129435 -0.022804
3.519351 -5.234669 -5.325944 -5.032438 -3.014295 -3.086318 -2.901799 -1.143042 -1.208222 -1.074962 -0.054120 -0.128003 -0.021349
3.508586 -5.223960 -5.314378 -5.021930 -3.001653 -3.073122 -2.889272 -1.130949 -1.195898 -1.063075 -0.052433 -0.126571 -0.019894
3.497847 -5.213251 -5.302811 -5.011423 -2.989011 -3.059925 -2.876746 -1.118856 -1.183574 -1.051189 -0.050746 -0.125139 -0.018438
3.487133 -5.202561 -5.291322 -5.000911 -2.976324 -3.046711 -2.864193 -1.106983 -1.171479 -1.039546 -0.049633 -0.124324 -0.017568
3.476445 -5.191887 -5.279903 -4.990395 -2.963598 -3.033481 -2.851614 -1.095310 -1.159593 -1.028124 -0.049041 -0.124069 -0.017229
3.465782 -5.181213 -5.268484 -4.979878 -2.950871 -3.020251 -2.839035 -1.083637 -1.147707 -1.016702 -0.048448 -0.123814 -0.016889
3.455145 -5.170539 -5.257065 -4.969361 -2.938145 -3.007021 -2.826456 -1.071965 -1.135821 -1.005280 -0.047855 -0.123559 -0.016550
3.444533 -5.159865 -5.245646 -4.958845 -2.925418 -2.993790 -2.813877 -1.060292 -1.123935 -0.993858 -0.047263 -0.123304 -0.016210
3.433946 -5.149191 -5.234227 -4.948328 -2.912692 -2.980560 -2.801298 -1.048619 -1.112048 -0.982436 -0.046670 -0.123049 -0.015871
3.423385 -5.138522 -5.222813 -4.937816 -2.899966 -2.967334 -2.788718 -1.036961 -1.100177 -0.971031 -0.046109 -0.122827 -0.015561
3.412849 -5.127991 -5.211560 -4.927430 -2.887248 -2.954227 -2.776128 -1.025814 -1.088790 -0.960189 -0.046614 -0.123704 -0.016258
3.402338 -5.117460 -5.200307 -4.917045 -2.874531 -2.941120 -2.763537 -1.014667 -1.077402 -0.949346 -0.047118 -0.124580 -0.016955
3.391851 -5.106930 -5.189054 -4.906659 -2.861814 -2.928013 -2.750946 -1.003520 -1.066015 -0.938504 -0.047622 -0.125456 -0.017652
3.381390 -5.096399 -5.177801 -4.896274 -2.849097 -2.914906 -2.738356 -0.992373 -1.054628 -0.927662 -0.048127 -0.126333 -0.018348
3.370954 -5.085868 -5.166548 -4.885889 -2.836380 -2.901800 -2.725765 -0.981226 -1.043241 -0.916820 -0.048631 -0.127209 -0.019045
3.360543 -5.075337 -5.155295 -4.875503 -2.823663 -2.888693 -2.713175 -0.970079 -1.031854 -0.905978 -0.049135 -0.128086 -0.019742
3.350156 -5.064935 -5.144181 -4.865291 -2.811008 -2.875669 -2.700632 -0.959241 -1.020782 -0.895413 -0.050247 -0.129570 -0.021045
3.339794 -5.054646 -5.133187 -4.855229 -2.798406 -2.862716 -2.688131 -0.948672 -1.009986 -0.885089 -0.051890 -0.131586 -0.022876
3.329457 -5.044356 -5.122194 -4.845167 -2.785805 -2.849764 -2.675630 -0.938103 -0.999190 -0.874766 -0.053533 -0.133602 -0.024708
3.319144 -5.034067 -5.111200 -4.835105 -2.773203 -2.836811 -2.663129 -0.927534 -0.988394 -0.864442 -0.055175 -0.135618 -0.026539
3.308856 -5.023777 -5.100207 -4.825043 -2.760602 -2.823859 -2.650628 -0.916965 -0.977598 -0.854119 -0.056818 -0.137633 -0.028371
3.298593 -5.013488 -5.089213 -4.814981 -2.748000 -2.810906 -2.638128 -0.906395 -0.966801 -0.843795 -0.058461 -0.139649 -0.030202
3.288354 -5.003201 -5.078223 -4.804924 -2.735398 -2.797956 -2.625624 -0.895848 -0.956027 -0.833493 -0.060135 -0.141697 -0.032064
3.278139 -4.992993 -5.067306 -4.794990 -2.722787 -2.785065 -2.613066 -0.885827 -0.945793 -0.823704 -0.062594 -0.144526 -0.034674
3.267949 -4.982784 -5.056390 -4.785055 -2.710175 -2.772174 -2.600508 -0.875806 -0.935558 -0.813915 -0.065053 -0.147356 -0.037284
3.257783 -4.972576 -5.045473 -4.775121 -2.697564 -2.759283 -2.587950 -0.865786 -0.925323 -0.804126 -0.067511 -0.150186 -0.039893
3.247641 -4.962367 -5.034557 -4.765186 -2.684953 -2.746391 -2.575392 -0.855765 -0.915089 -0.794337 -0.069970 -0.153015 -0.042503
3.237523 -4.952159 -5.023640 -4.755252 -2.672341 -2.733500 -2.562834 -0.845744 -0.904854 -0.784549 -0.072429 -0.155845 -0.045113
3.227430 -4.941950 -5.012724 -4.745317 -2.659730 -2.720609 -2.550276 -0.835723 -0.894619 -0.774760 -0.074887 -0.158675 -0.047723
3.217360 -4.931787 -5.001864 -4.735377 -2.647115 -2.707758 -2.537710 -0.826185 -0.884871 -0.765461 -0.077766 -0.161903 -0.050703
3.207315 -4.921662 -4.991052 -4.725433 -2.634497 -2.694940 -2.525138 -0.817052 -0.875529 -0.756574 -0.080997 -0.165465 -0.053994
3.197293 -4.911538 -4.980240 -4.715489 -2.621879 -2.682122 -2.512566 -0.807918 -0.866187 -0.747686 -0.084228 -0.169028 -0.057285
3.187296 -4.901413 -4.969428 -4.705544 -2.609261 -2.669305 -2.499993 -0.798785 -0.856845 -0.738798 -0.087459 -0.172590 -0.060576
3.177322 -4.891289 -4.958615 -4.695600 -2.596644 -2.656487 -2.487421 -0.789651 -0.847503 -0.729910 -0.090690 -0.176153 -0.063868
3.167371 -4.881164 -4.947803 -4.685656 -2.584026 -2.643669 -2.474849 -0.780517 -0.838161 -0.721023 -0.093921 -0.179715 -0.067159
3.157445 -4.871044 -4.936997 -4.675713 -2.571409 -2.630854 -2.462280 -0.771432 -0.828869 -0.712182 -0.097190 -0.183312 -0.070482
3.147542 -4.861017 -4.926294 -4.665809 -2.558820 -2.618093 -2.449785 -0.763270 -0.820540 -0.704267 -0.101192 -0.187587 -0.074430
3.137663 -4.850990 -4.915592 -4.655905 -2.546231 -2.605332 -2.437290 -0.755109 -0.812211 -0.696352 -0.105193 -0.191861 -0.078377
3.127807 -4.840963 -4.904890 -4.646001 -2.533642 -2.592571 -2.424795 -0.746947 -0.803883 -0.688436 -0.109194 -0.196136 -0.082325
3.117975 -4.830936 -4.894188 -4.636097 -2.521053 -2.579810 -2.412300 -0.738785 -0.795554 -0.680521 -0.113196 -0.200410 -0.086272
3.108166 -4.820910 -4.883485 -4.626193 -2.508464 -2.567049 -2.399804 -0.730624 -0.787225 -0.672606 -0.117197 -0.204684 -0.090220
3.098381 -4.810883 -4.872783 -4.616289 -2.495875 -2.554288 -2.387309 -0.722462 -0.778896 -0.664690 -0.121198 -0.208959 -0.094168
3.088619 -4.800931 -4.862223 -4.606454 -2.483350 -2.541598 -2.374904 -0.714859 -0.771144 -0.657328 -0.125603 -0.213652 -0.098483
3.078880 -4.791041 -4.851776 -4.596674 -2.470877 -2.528965 -2.362570 -0.707706 -0.763857 -0.650411 -0.130333 -0.218682 -0.103095
3.069164 -4.781150 -4.841330 -4.586894 -2.458404 -2.516332 -2.350237 -0.700553 -0.756570 -0.643494 -0.135062 -0.223712 -0.107706
3.059471 -4.771260 -4.830883 -4.577114 -2.445931 -2.503699 -2.337903 -0.693399 -0.749283 -0.636577 -0.139791 -0.228742 -0.112318
3.049802 -4.761369 -4.820437 -4.567335 -2.433458 -2.491067 -2.325570 -0.686246 -0.741996 -0.629660 -0.144521 -0.233772 -0.116929
3.040156 -4.751479 -4.809991 -4.557555 -2.420985 -2.478434 -2.313237 -0.679093 -0.734709 -0.622743 -0.149250 -0.238802 -0.121541
3.030532 -4.741587 -4.799545 -4.547778 -2.408513 -2.465801 -2.300904 -0.671996 -0.727482 -0.615880 -0.154018 -0.243866 -0.126185
3.020932 -4.731679 -4.789121 -4.538044 -2.396052 -2.453159 -2.288586 -0.665808 -0.721223 -0.609888 -0.159402 -0.249462 -0.131360
3.011354 -4.721770 -4.778697 -4.528311 -2.383591 -2.440518 -2.276269 -0.659620 -0.714963 -0.603895 -0.164786 -0.255058 -0.136534
3.001799 -4.711862 -4.768273 -4.518577 -2.371131 -2.427876 -2.263951 -0.653432 -0.708704 -0.597903 -0.170170 -0.260655 -0.141708
2.992267 -4.701954 -4.757849 -4.508844 -2.358670 -2.415235 -2.251633 -0.647244 -0.702444 -0.591911 -0.175555 -0.266251 -0.146883
2.982758 -4.692045 -4.747425 -4.499110 -2.346209 -2.402593 -2.239315 -0.641056 -0.696185 -0.585919 -0.180939 -0.271847 -0.152057
2.973271 -4.682137 -4.737001 -4.489377 -2.333748 -2.389952 -2.226998 -0.634868 -0.689926 -0.579926 -0.186323 -0.277444 -0.157231
2.963807 -4.672326 -4.726692 -4.479747 -2.321406 -2.377435 -2.214787 -0.629221 -0.684217 -0.574458 -0.192087 -0.283352 -0.162716
2.954365 -4.662592 -4.716473 -4.470196 -2.309155 -2.365015 -2.202660 -0.623991 -0.678936 -0.569394 -0.198144 -0.289501 -0.168440
2.944946 -4.652858 -4.706254 -4.460646 -2.296904 -2.352594 -2.190532 -0.618762 -0.673654 -0.564330 -0.204202 -0.295651 -0.174164
2.935549 -4.643123 -4.696035 -4.451096 -2.284654 -2.340174 -2.178405 -0.613532 -0.668372 -0.559266 -0.210260 -0.301800 -0.179888
2.926175 -4.633389 -4.685817 -4.441545 -2.272403 -2.327754 -2.166278 -0.608303 -0.663090 -0.554202 -0.216318 -0.307950 -0.185613
2.916823 -4.623655 -4.675598 -4.431995 -2.260152 -2.315334 -2.154150 -0.603073 -0.657808 -0.549138 -0.222376 -0.314099 -0.191337
2.907494 -4.613924 -4.665386 -4.422445 -2.247908 -2.302921 -2.142033 -0.597901 -0.652581 -0.544132 -0.228460 -0.320270 -0.197075
2.898186 -4.604246 -4.655265 -4.412900 -2.235760 -2.290619 -2.130061 -0.593506 -0.648098 -0.539894 -0.234897 -0.326727 -0.203009
2.888901 -4.594569 -4.645144 -4.403355 -2.223611 -2.278316 -2.118088 -0.589111 -0.643615 -0.535657 -0.241335 -0.333185 -0.208942
2.879638 -4.584891 -4.635023 -4.393810 -2.211462 -2.266014 -2.106115 -0.584716 -0.639132 -0.531419 -0.247773 -0.339642 -0.214875
2.870397 -4.575213 -4.624902 -4.384265 -2.199313 -2.253711 -2.094142 -0.580321 -0.634648 -0.527182 -0.254211 -0.346099 -0.220808
2.861177 -4.565535 -4.614781 -4.374719 -2.187164 -2.241409 -2.082169 -0.575926 -0.630165 -0.522944 -0.260649 -0.352557 -0.226741
2.851980 -4.555858 -4.604660 -4.365174 -2.175015 -2.229106 -2.070196 -0.571531 -0.625682 -0.518707 -0.267087 -0.359014 -0.232674
2.842805 -4.546147 -4.594534 -4.355593 -2.162888 -2.216867 -2.058260 -0.567595 -0.621713 -0.514906 -0.273793 -0.365677 -0.238739
2.833652 -4.536411 -4.584406 -4.345984 -2.150777 -2.204674 -2.046350 -0.564001 -0.618126 -0.511430 -0.280697 -0.372493 -0.244902
2.824520 -4.526675 -4.574277 -4.336376 -2.138667 -2.192481 -2.034439 -0.560406 -0.614539 -0.507953 -0.287601 -0.379309 -0.251065
2.815410 -4.516940 -4.564149 -4.326767 -2.126556 -2.180288 -2.022529 -0.556811 -0.610953 -0.504477 -0.294506 -0.386125 -0.257228
2.806322 -4.507204 -4.554020 -4.317159 -2.114445 -2.168095 -2.010619 -0.553217 -0.607366 -0.501000 -0.301410 -0.392940 -0.263391
2.797256 -4.497468 -4.543892 -4.307550 -2.102334 -2.155902 -1.998709 -0.549622 -0.603779 -0.497524 -0.308315 -0.399756 -0.269554
2.788211 -4.487749 -4.533781 -4.297955 -2.090245 -2.143734 -1.986821 -0.546116 -0.600284 -0.494132 -0.315261 -0.406604 -0.275742
2.779188 -4.478215 -4.523873 -4.288515 -2.078412 -2.131856 -1.975184 -0.543644 -0.597866 -0.491729 -0.322698 -0.413820 -0.282230
2.770186 -4.468682 -4.513964 -4.279074 -2.066579 -2.119979 -1.963547 -0.541172 -0.595447 -0.489327 -0.330135 -0.421037 -0.288719
2.761205 -4.459149 -4.504056 -4.269634 -2.054746 -2.108101 -1.951910 -0.538700 -0.593029 -0.486925 -0.337572 -0.428254 -0.295207
2.752246 -4.449615 -4.494148 -4.260194 -2.042913 -2.096223 -1.940273 -0.536228 -0.590611 -0.484522 -0.345009 -0.435471 -0.301695
2.743309 -4.440082 -4.484240 -4.250753 -2.031080 -2.084345 -1.928636 -0.533756 -0.588192 -0.482120 -0.352446 -0.442688 -0.308183
2.734392 -4.430549 -4.474332 -4.241313 -2.019247 -2.072467 -1.916999 -0.531284 -0.585774 -0.479718 -0.359883 -0.449904 -0.314671
2.725497 -4.420960 -4.464407 -4.231793 -2.007452 -2.060606 -1.905422 -0.529383 -0.583959 -0.477887 -0.367583 -0.457348 -0.321333
2.716623 -4.411332 -4.454470 -4.222217 -1.995684 -2.048758 -1.893889 -0.527890 -0.582574 -0.476464 -0.375471 -0.464955 -0.328118
2.707770 -4.401704 -4.444532 -4.212640 -1.983916 -2.036910 -1.882356 -0.526396 -0.581189 -0.475041 -0.383359 -0.472561 -0.334904
2.698939 -4.392076 -4.434595 -4.203064 -1.972148 -2.025062 -1.870823 -0.524903 -0.579804 -0.473618 -0.391247 -0.480167 -0.341689
2.690128 -4.382448 -4.424658 -4.193487 -1.960380 -2.013214 -1.859290 -0.523409 -0.578419 -0.472195 -0.399135 -0.487773 -0.348475
2.681338 -4.372819 -4.414721 -4.183911 -1.948612 -2.001366 -1.847758 -0.521915 -0.577034 -0.470772 -0.407023 -0.495379 -0.355260
2.672570 -4.363197 -4.404793 -4.174335 -1.936865 -1.989542 -1.836247 -0.520514 -0.575746 -0.469445 -0.414955 -0.503015 -0.362067
2.663822 -4.353636 -4.394953 -4.164756 -1.925335 -1.977967 -1.824966 -0.520064 -0.575456 -0.469103 -0.423342 -0.510958 -0.369097
2.655095 -4.344075 -4.385113 -4.155177 -1.913805 -1.966391 -1.813686 -0.519614 -0.575167 -0.468761 -0.431729 -0.518901 -0.376126
2.646388 -4.334514 -4.375273 -4.145598 -1.902274 -1.954815 -1.802405 -0.519164 -0.574877 -0.468419 -0.440116 -0.526844 -0.383155
2.637703 -4.324953 -4.365432 -4.136019 -1.890744 -1.943239 -1.791125 -0.518714 -0.574587 -0.468077 -0.448503 -0.534787 -0.390185
2.629038 -4.315392 -4.355592 -4.126440 -1.879214 -1.931664 -1.779844 -0.518264 -0.574297 -0.467735 -0.456890 -0.542730 -0.397214
2.620394 -4.305831 -4.345752 -4.116861 -1.867684 -1.920088 -1.768563 -0.517814 -0.574008 -0.467393 -0.465277 -0.550673 -0.404244
2.611770 -4.296278 -4.335974 -4.107286 -1.856289 -1.908648 -1.757435 -0.517943 -0.574329 -0.467619 -0.473925 -0.558795 -0.411374
2.603167 -4.286730 -4.326238 -4.097713 -1.844986 -1.897301 -1.746410 -0.518467 -0.575069 -0.468234 -0.482753 -0.567041 -0.418573
2.594585 -4.277182 -4.316502 -4.088140 -1.833684 -1.885954 -1.735386 -0.518991 -0.575809 -0.468849 -0.491581 -0.575286 -0.425773
2.586023 -4.267635 -4.306766 -4.078566 -1.822381 -1.874608 -1.724361 -0.519516 -0.576549 -0.469463 -0.500410 -0.583532 -0.432972
2.577481 -4.258087 -4.297030 -4.068993 -1.811079 -1.863261 -1.713336 -0.520040 -0.577289 -0.470078 -0.509238 -0.591778 -0.440171
2.568959 -4.248539 -4.287294 -4.059420 -1.799776 -1.851914 -1.702312 -0.520565 -0.578029 -0.470693 -0.518066 -0.600023 -0.447370
2.560458 -4.238988 -4.277560 -4.049853 -1.788515 -1.840605 -1.691333 -0.521150 -0.578829 -0.471366 -0.526925 -0.608285 -0.454576
2.551978 -4.229400 -4.267840 -4.040341 -1.777625 -1.829637 -1.680767 -0.522289 -0.580173 -0.472566 -0.536069 -0.616698 -0.461840
2.543517 -4.219812 -4.258119 -4.030829 -1.766736 -1.818669 -1.670202 -0.523427 -0.581517 -0.473765 -0.545212 -0.625110 -0.469103
2.535076 -4.210224 -4.248399 -4.021317 -1.755846 -1.807701 -1.659637 -0.524566 -0.582861 -0.474965 -0.554356 -0.633522 -0.476366
2.526656 -4.200637 -4.238679 -4.011805 -1.744957 -1.796733 -1.649071 -0.525705 -0.584205 -0.476164 -0.563499 -0.641934 -0.483630
2.518256 -4.191049 -4.228959 -4.002294 -1.734067 -1.785765 -1.638506 -0.526844 -0.585549 -0.477364 -0.572643 -0.650346 -0.490893
2.509875 -4.181461 -4.219239 -3.992782 -1.723178 -1.774797 -1.627941 -0.527983 -0.586893 -0.478563 -0.581787 -0.658759 -0.498157
2.501515 -4.171927 -4.209584 -3.983345 -1.712632 -1.764162 -1.617721 -0.529517 -0.588647 -0.480117 -0.591220 -0.667281 -0.505540
2.493175 -4.162429 -4.199972 -3.973958 -1.702312 -1.753746 -1.607727 -0.531311 -0.590671 -0.481904 -0.600843 -0.675876 -0.513002
2.484854 -4.152931 -4.190360 -3.964572 -1.691992 -1.743331 -1.597734 -0.533104 -0.592694 -0.483692 -0.610466 -0.684472 -0.520464
2.476553 -4.143432 -4.180748 -3.955185 -1.681672 -1.732915 -1.587740 -0.534898 -0.594718 -0.485479 -0.620089 -0.693067 -0.527926
2.468272 -4.133934 -4.171136 -3.945798 -1.671353 -1.722499 -1.577747 -0.536692 -0.596742 -0.487266 -0.629712 -0.701662 -0.535387
2.460011 -4.124436 -4.161524 -3.936411 -1.661033 -1.712084 -1.567753 -0.538485 -0.598765 -0.489053 -0.639335 -0.710257 -0.542849
2.451770 -4.114932 -4.151907 -3.927023 -1.650760 -1.701715 -1.557803 -0.540340 -0.600854 -0.490901 -0.649009 -0.718897 -0.550326
2.443548 -4.105388 -4.142247 -3.917619 -1.640879 -1.691734 -1.548214 -0.542693 -0.603476 -0.493245 -0.659104 -0.727898 -0.557922
2.435345 -4.095843 -4.132588 -3.908216 -1.630998 -1.681752 -1.538625 -0.545046 -0.606097 -0.495589 -0.669199 -0.736900 -0.565517
2.427162 -4.086299 -4.122928 -3.898813 -1.621116 -1.671771 -1.529036 -0.547399 -0.608719 -0.497933 -0.679294 -0.745902 -0.573113
2.418999 -4.076754 -4.113269 -3.889410 -1.611235 -1.661789 -1.519446 -0.549752 -0.611340 -0.500276 -0.689388 -0.754904 -0.580709
2.410855 -4.067210 -4.103609 -3.880007 -1.601354 -1.651808 -1.509857 -0.552105 -0.613962 -0.502620 -0.699483 -0.763906 -0.588305
2.402731 -4.057665 -4.093950 -3.870604 -1.591473 -1.641827 -1.500268 -0.554458 -0.616584 -0.504964 -0.709578 -0.772907 -0.595901
2.394626 -4.048125 -4.084299 -3.861215 -1.581907 -1.632162 -1.490993 -0.557172 -0.619516 -0.507684 -0.719965 -0.782098 -0.603555
2.386540 -4.038588 -4.074655 -3.851836 -1.572541 -1.622696 -1.481917 -0.560113 -0.622644 -0.510640 -0.730535 -0.791408 -0.611245
2.378473 -4.029051 -4.065010 -3.842456 -1.563175 -1.613231 -1.472841 -0.563055 -0.625772 -0.513597 -0.741105 -0.800718 -0.618936
2.370426 -4.019514 -4.055365 -3.833076 -1.553809 -1.603766 -1.463764 -0.565996 -0.628900 -0.516553 -0.751676 -0.810027 -0.626626
2.362398 -4.009977 -4.045720 -3.823696 -1.544443 -1.594301 -1.454688 -0.568937 -0.632028 -0.519510 -0.762246 -0.819337 -0.634317
2.354389 -4.000440 -4.036076 -3.814317 -1.535077 -1.584835 -1.445612 -0.571878 -0.635155 -0.522466 -0.772816 -0.828647 -0.642007
2.346399 -3.990905 -4.026436 -3.804940 -1.525776 -1.575431 -1.436602 -0.574895 -0.638364 -0.525490 -0.783441 -0.837978 -0.649701
2.338428 -3.981378 -4.016830 -3.795586 -1.516965 -1.566477 -1.428086 -0.578474 -0.642169 -0.529014 -0.794474 -0.847465 -0.657422
2.330476 -3.971851 -4.007225 -3.786231 -1.508154 -1.557523 -1.419570 -0.582053 -0.645974 -0.532538 -0.805507 -0.856953 -0.665143
2.322543 -3.962325 -3.997620 -3.776877 -1.499342 -1.548570 -1.411054 -0.585632 -0.649779 -0.536062 -0.816539 -0.866441 -0.672865
2.314629 -3.952798 -3.988014 -3.767522 -1.490531 -1.539616 -1.402538 -0.589212 -0.653585 -0.539586 -0.827572 -0.875928 -0.680586
2.306733 -3.943272 -3.978409 -3.758168 -1.481720 -1.530662 -1.394022 -0.592791 -0.657390 -0.543110 -0.838604 -0.885416 -0.688307
2.298857 -3.933745 -3.968804 -3.748813 -1.472908 -1.521708 -1.385506 -0.596370 -0.661195 -0.546634 -0.849637 -0.894904 -0.696028
