#Cosmic black hole mass density (rho_bh) as a function of redshift, 
#split by black hole mass (i.e., 10^8 Msun), from Trinity
#Ref: Zhang et al. (2021)
#z log(rho_bh, Mbh < 10^8Msun)[Msun Mpc^-3] log(16-th percentile of rho_bh, Mbh < 10^8Msun)[Msun Mpc^-3] log(84-th percentile of rho_bh, Mbh < 10^8Msun)[Msun Mpc^-3] log(rho_bh, Mbh > 10^8Msun)[Msun Mpc^-3] log(16-th percentile of rho_bh, Mbh > 10^8Msun)[Msun Mpc^-3] log(84-th percentile of rho_bh, Mbh > 10^8Msun)[Msun Mpc^-3]
4.937405 2.822810 2.724267 2.883697 2.738910 2.605064 2.784036
4.846147 2.889179 2.794707 2.950162 2.826830 2.692763 2.871253
4.756292 2.953507 2.862771 3.013794 2.913308 2.780704 2.957432
4.667818 3.015788 2.928590 3.075146 2.996219 2.870934 3.039648
4.580703 3.076482 2.992636 3.134912 3.076339 2.951463 3.118382
4.494928 3.135550 3.054919 3.193088 3.155658 3.031442 3.198897
4.410471 3.192829 3.115262 3.249524 3.232620 3.109826 3.275586
4.327312 3.248599 3.173929 3.304494 3.306741 3.190454 3.351077
4.245431 3.303085 3.231165 3.358212 3.378964 3.267032 3.425489
4.164809 3.356004 3.286733 3.409580 3.450396 3.343705 3.498857
4.085426 3.407526 3.340465 3.460756 3.519066 3.417398 3.567763
4.007263 3.457984 3.392246 3.509375 3.585503 3.488310 3.630670
3.930302 3.507010 3.445453 3.556027 3.651411 3.558287 3.692785
3.854523 3.554780 3.495639 3.601773 3.714980 3.625739 3.756049
3.779909 3.601592 3.544890 3.649200 3.776416 3.688631 3.817448
3.706442 3.647145 3.592092 3.695252 3.837008 3.749130 3.877721
3.634104 3.691563 3.638426 3.739304 3.895766 3.807874 3.936727
3.562878 3.735135 3.683935 3.783351 3.952533 3.865067 3.994349
3.492747 3.777532 3.728824 3.826919 4.008414 3.922699 4.050700
3.423694 3.818924 3.772599 3.869092 4.062616 3.979137 4.105246
3.355701 3.859580 3.815327 3.911578 4.114977 4.032622 4.158140
3.288754 3.899064 3.854558 3.952079 4.166600 4.085659 4.210267
3.222836 3.937704 3.893766 3.990165 4.216480 4.136326 4.260663
3.157931 3.975631 3.932258 4.027302 4.264800 4.185416 4.311668
3.094024 4.012444 3.969691 4.063318 4.312323 4.234154 4.360240
3.031099 4.048579 4.007930 4.098698 4.358129 4.281115 4.406779
2.969141 4.083872 4.046062 4.133270 4.402789 4.327278 4.452107
2.908135 4.118288 4.081756 4.167012 4.446299 4.372294 4.498228
2.848067 4.152146 4.117121 4.200000 4.488279 4.415670 4.541835
2.788923 4.184968 4.151530 4.232052 4.529525 4.458279 4.584231
2.730687 4.217197 4.185432 4.264060 4.569280 4.500160 4.624874
2.673346 4.248661 4.219322 4.295299 4.607975 4.540191 4.664295
2.616887 4.279374 4.250830 4.325755 4.645579 4.578153 4.701817
2.561296 4.309516 4.281307 4.355566 4.681931 4.614869 4.737958
2.506559 4.338797 4.310767 4.384546 4.717443 4.650765 4.773030
2.452663 4.367603 4.339763 4.413065 4.751645 4.685539 4.806807
2.399595 4.395553 4.368922 4.440758 4.785071 4.719590 4.839802
2.347344 4.423002 4.398227 4.468290 4.817283 4.751693 4.871896
2.295895 4.449719 4.426763 4.495296 4.848636 4.783265 4.903288
2.245238 4.475884 4.453901 4.521658 4.878927 4.813823 4.934286
2.195358 4.501395 4.479337 4.547417 4.908328 4.843765 4.964706
2.146246 4.526336 4.504225 4.572550 4.936766 4.872760 4.993760
2.097888 4.550668 4.528482 4.596879 4.964322 4.900837 5.021951
2.050273 4.574438 4.552155 4.620530 4.990974 4.927507 5.049260
2.003391 4.597619 4.575310 4.643561 5.016781 4.953787 5.076166
1.957229 4.620265 4.598634 4.666026 5.041718 4.979568 5.102515
1.911776 4.642322 4.621318 4.687822 5.065866 5.004822 5.127509
1.867022 4.663887 4.643052 4.708942 5.089158 5.028734 5.151660
1.822956 4.684849 4.664317 4.729479 5.111729 5.051658 5.175115
1.779567 4.705372 4.685162 4.749599 5.133447 5.073665 5.198140
1.736846 4.725267 4.705400 4.769106 5.154519 5.095022 5.220037
1.694780 4.744732 4.725225 4.787990 5.174773 5.115554 5.241492
1.653361 4.763630 4.744649 4.806230 5.194371 5.135453 5.262300
1.612579 4.782055 4.763175 4.824494 5.213241 5.154722 5.282386
1.572424 4.799998 4.781406 4.842276 5.231422 5.173669 5.301789
1.532886 4.817412 4.799719 4.859500 5.248976 5.191709 5.320569
1.493956 4.834394 4.816811 4.876246 5.265834 5.208964 5.338908
1.455623 4.850854 4.833355 4.892468 5.282104 5.225627 5.358285
1.417881 4.866853 4.849623 4.908243 5.297741 5.241657 5.375838
1.380718 4.882422 4.865599 4.923773 5.312747 5.258273 5.392335
1.344126 4.897467 4.881164 4.938675 5.327220 5.273689 5.408241
1.308097 4.912082 4.896356 4.953139 5.341091 5.288019 5.423499
1.272622 4.926268 4.911129 4.966722 5.354384 5.301756 5.437996
1.237691 4.939957 4.925740 4.980499 5.367176 5.314988 5.451685
1.203298 4.953220 4.939320 4.993359 5.379414 5.327732 5.464779
1.169434 4.966058 4.952451 5.006093 5.391120 5.339950 5.477300
1.136089 4.978441 4.965304 5.018140 5.402337 5.351667 5.489290
1.103258 4.990389 4.977761 5.029721 5.413061 5.363311 5.501155
1.070931 5.001919 4.989858 5.040888 5.423295 5.374280 5.512622
1.039101 5.013029 5.001310 5.051644 5.433055 5.384525 5.523611
1.007760 5.023696 5.011886 5.061960 5.442377 5.395035 5.534154
0.976900 5.033950 5.022544 5.071874 5.451246 5.405680 5.544240
0.946516 5.043800 5.032792 5.081515 5.459670 5.415157 5.553873
0.916598 5.053252 5.042734 5.090803 5.467664 5.424200 5.563066
0.887140 5.062307 5.052369 5.099700 5.475238 5.432821 5.571831
0.858134 5.070958 5.061403 5.108196 5.482417 5.441044 5.580188
0.829575 5.079225 5.070298 5.116876 5.489194 5.448861 5.588132
0.801454 5.087115 5.078594 5.124922 5.495580 5.456283 5.595673
0.773766 5.094633 5.086511 5.133107 5.501587 5.463320 5.602820
0.746503 5.101786 5.094052 5.139772 5.507224 5.469981 5.609582
0.719659 5.108578 5.101226 5.145858 5.512501 5.475906 5.615737
0.693228 5.115017 5.108037 5.152128 5.517427 5.481777 5.621199
0.667203 5.121108 5.114128 5.158239 5.522014 5.487054 5.626306
0.641579 5.126857 5.119704 5.163990 5.526269 5.491679 5.631067
0.616348 5.132275 5.124962 5.169390 5.530202 5.495701 5.635490
0.591504 5.137369 5.129907 5.174448 5.533819 5.499531 5.639584
0.567043 5.142145 5.134547 5.179357 5.537131 5.503068 5.643359
0.542958 5.146613 5.138889 5.184031 5.540147 5.506320 5.646826
0.519242 5.150779 5.142940 5.188146 5.542876 5.509296 5.649942
0.495892 5.154651 5.146708 5.192192 5.545326 5.512064 5.652688
0.472900 5.158238 5.150268 5.196648 5.547507 5.514873 5.655155
0.450261 5.161548 5.153659 5.200425 5.549428 5.517406 5.657353
0.427971 5.164589 5.156782 5.203755 5.551098 5.519674 5.659292
0.406023 5.167368 5.159644 5.206832 5.552527 5.521684 5.661719
0.384412 5.169896 5.162254 5.209665 5.553724 5.523447 5.664205
0.363134 5.172182 5.164621 5.212263 5.554697 5.524971 5.666436
0.342183 5.174232 5.166754 5.214634 5.555457 5.526266 5.668420
0.321553 5.176057 5.168680 5.216786 5.556013 5.527341 5.670168
0.301241 5.177665 5.170455 5.218729 5.556374 5.527995 5.671077
0.281241 5.179065 5.171454 5.220378 5.556551 5.528375 5.671600
0.261548 5.180263 5.172971 5.221787 5.556555 5.528659 5.671776
0.242158 5.181270 5.174346 5.222956 5.556395 5.528948 5.671758
0.223066 5.182094 5.175281 5.223565 5.556082 5.528747 5.671579
0.204268 5.182744 5.176037 5.223872 5.555627 5.528271 5.671248
0.185758 5.183225 5.176621 5.223998 5.555042 5.527781 5.670780
0.167533 5.183548 5.177042 5.224214 5.554338 5.527236 5.670183
0.149588 5.183720 5.177307 5.224440 5.553525 5.526611 5.669468
0.131919 5.183746 5.177420 5.224493 5.552620 5.525974 5.668652
0.114522 5.183637 5.177402 5.224729 5.551632 5.525302 5.667742
0.097391 5.183399 5.177498 5.225001 5.550575 5.524593 5.666754
0.080525 5.183043 5.177507 5.224807 5.549459 5.523861 5.665928
0.063917 5.182574 5.177439 5.224314 5.548299 5.523122 5.665147
0.047565 5.181988 5.177262 5.223707 5.547122 5.522407 5.664321
0.031464 5.181299 5.176985 5.223002 5.545935 5.521726 5.663458
0.015610 5.180512 5.176616 5.222222 5.544734 5.521078 5.662551
0.000000 5.179758 5.176457 5.221466 5.543408 5.520352 5.661501
