#Average average black hole accretion rate (BHAR) to star formation rate (SFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR/SFR)
4.756292 11.300000 -4.226941
4.756292 11.350000 -4.153583
4.756292 11.400000 -4.080227
4.756292 11.450000 -4.006870
4.756292 11.500000 -3.933513
4.756292 11.550000 -3.863360
4.756292 11.600000 -3.793208
4.756292 11.650000 -3.723055
4.756292 11.700000 -3.652903
4.756292 11.750000 -3.586750
4.756292 11.800000 -3.520598
4.756292 11.850000 -3.454446
4.756292 11.900000 -3.388294
4.756292 11.950000 -3.326935
4.756292 12.000000 -3.265577
4.756292 12.050000 -3.204218
4.756292 12.100000 -3.142860
4.756292 12.150000 -3.087326
4.756292 12.200000 -3.031791
4.756292 12.250000 -2.976257
4.756292 12.300000 -2.920723
4.756292 12.350000 -2.872796
4.756292 12.400000 -2.824871
4.756292 12.450000 -2.776945
4.756292 12.500000 -2.729019
4.756292 12.550000 -2.691391
4.756292 12.600000 -2.653764
4.756292 12.650000 -2.616136
4.756292 12.700000 -2.578508
4.756292 12.750000 -2.553518
4.756292 12.800000 -2.528528
4.756292 12.850000 -2.503538
4.756292 12.900000 -2.478549
4.756292 12.950000 -2.467310
4.756292 13.000000 -2.456072
4.756292 13.050000 -2.444833
4.756292 13.100000 -2.433595
4.726800 11.000000 -4.678301
4.726800 11.050000 -4.601337
4.726800 11.100000 -4.524374
4.726800 11.150000 -4.448986
4.726800 11.200000 -4.373600
4.726800 11.250000 -4.298213
4.726800 11.300000 -4.222827
4.726800 11.350000 -4.149777
4.726800 11.400000 -4.076727
4.726800 11.450000 -4.003677
4.726800 11.500000 -3.930626
4.726800 11.550000 -3.860734
4.726800 11.600000 -3.790840
4.726800 11.650000 -3.720948
4.726800 11.700000 -3.651055
4.726800 11.750000 -3.585130
4.726800 11.800000 -3.519206
4.726800 11.850000 -3.453282
4.726800 11.900000 -3.387358
4.726800 11.950000 -3.326219
4.726800 12.000000 -3.265079
4.726800 12.050000 -3.203939
4.726800 12.100000 -3.142800
4.726800 12.150000 -3.087505
4.726800 12.200000 -3.032211
4.726800 12.250000 -2.976915
4.726800 12.300000 -2.921620
4.726800 12.350000 -2.873982
4.726800 12.400000 -2.826344
4.726800 12.450000 -2.778705
4.726800 12.500000 -2.731067
4.726800 12.550000 -2.693767
4.726800 12.600000 -2.656468
4.726800 12.650000 -2.619168
4.726800 12.700000 -2.581868
4.726800 12.750000 -2.557190
4.726800 12.800000 -2.532512
4.726800 12.850000 -2.507833
4.726800 12.900000 -2.483155
4.726800 12.950000 -2.472140
4.726800 13.000000 -2.461124
4.726800 13.050000 -2.450108
4.726800 13.100000 -2.439092
4.697309 11.000000 -4.671864
4.697309 11.050000 -4.595330
4.697309 11.100000 -4.518796
4.697309 11.150000 -4.443776
4.697309 11.200000 -4.368754
4.697309 11.250000 -4.293733
4.697309 11.300000 -4.218712
4.697309 11.350000 -4.145970
4.697309 11.400000 -4.073226
4.697309 11.450000 -4.000484
4.697309 11.500000 -3.927741
4.697309 11.550000 -3.858107
4.697309 11.600000 -3.788473
4.697309 11.650000 -3.718840
4.697309 11.700000 -3.649206
4.697309 11.750000 -3.583510
4.697309 11.800000 -3.517813
4.697309 11.850000 -3.452118
4.697309 11.900000 -3.386422
4.697309 11.950000 -3.325501
4.697309 12.000000 -3.264581
4.697309 12.050000 -3.203661
4.697309 12.100000 -3.142741
4.697309 12.150000 -3.087685
4.697309 12.200000 -3.032629
4.697309 12.250000 -2.977574
4.697309 12.300000 -2.922518
4.697309 12.350000 -2.875168
4.697309 12.400000 -2.827816
4.697309 12.450000 -2.780465
4.697309 12.500000 -2.733115
4.697309 12.550000 -2.696143
4.697309 12.600000 -2.659172
4.697309 12.650000 -2.622200
4.697309 12.700000 -2.585229
4.697309 12.750000 -2.560862
4.697309 12.800000 -2.536496
4.697309 12.850000 -2.512130
4.697309 12.900000 -2.487763
4.697309 12.950000 -2.476970
4.697309 13.000000 -2.466176
4.697309 13.050000 -2.455383
4.697309 13.100000 -2.444589
4.667818 11.000000 -4.665427
4.667818 11.050000 -4.589323
4.667818 11.100000 -4.513219
4.667818 11.150000 -4.438564
4.667818 11.200000 -4.363908
4.667818 11.250000 -4.289253
4.667818 11.300000 -4.214598
4.667818 11.350000 -4.142162
4.667818 11.400000 -4.069726
4.667818 11.450000 -3.997291
4.667818 11.500000 -3.924855
4.667818 11.550000 -3.855480
4.667818 11.600000 -3.786106
4.667818 11.650000 -3.716732
4.667818 11.700000 -3.647358
4.667818 11.750000 -3.581890
4.667818 11.800000 -3.516421
4.667818 11.850000 -3.450954
4.667818 11.900000 -3.385486
4.667818 11.950000 -3.324784
4.667818 12.000000 -3.264084
4.667818 12.050000 -3.203382
4.667818 12.100000 -3.142681
4.667818 12.150000 -3.087865
4.667818 12.200000 -3.033048
4.667818 12.250000 -2.978232
4.667818 12.300000 -2.923415
4.667818 12.350000 -2.876352
4.667818 12.400000 -2.829289
4.667818 12.450000 -2.782226
4.667818 12.500000 -2.735162
4.667818 12.550000 -2.698519
4.667818 12.600000 -2.661875
4.667818 12.650000 -2.625232
4.667818 12.700000 -2.588589
4.667818 12.750000 -2.564535
4.667818 12.800000 -2.540480
4.667818 12.850000 -2.516425
4.667818 12.900000 -2.492370
4.667818 12.950000 -2.481800
4.667818 13.000000 -2.471228
4.667818 13.050000 -2.460657
4.667818 13.100000 -2.450087
4.638779 11.000000 -4.659852
4.638779 11.050000 -4.584165
4.638779 11.100000 -4.508478
4.638779 11.150000 -4.434170
4.638779 11.200000 -4.359862
4.638779 11.250000 -4.285554
4.638779 11.300000 -4.211245
4.638779 11.350000 -4.139094
4.638779 11.400000 -4.066943
4.638779 11.450000 -3.994792
4.638779 11.500000 -3.922641
4.638779 11.550000 -3.853501
4.638779 11.600000 -3.784361
4.638779 11.650000 -3.715222
4.638779 11.700000 -3.646082
4.638779 11.750000 -3.580816
4.638779 11.800000 -3.515551
4.638779 11.850000 -3.450285
4.638779 11.900000 -3.385020
4.638779 11.950000 -3.324513
4.638779 12.000000 -3.264007
4.638779 12.050000 -3.203501
4.638779 12.100000 -3.142995
4.638779 12.150000 -3.088396
4.638779 12.200000 -3.033798
4.638779 12.250000 -2.979200
4.638779 12.300000 -2.924602
4.638779 12.350000 -2.877808
4.638779 12.400000 -2.831014
4.638779 12.450000 -2.784220
4.638779 12.500000 -2.737427
4.638779 12.550000 -2.701093
4.638779 12.600000 -2.664760
4.638779 12.650000 -2.628426
4.638779 12.700000 -2.592094
4.638779 12.750000 -2.568330
4.638779 12.800000 -2.544566
4.638779 12.850000 -2.520804
4.638779 12.900000 -2.497040
4.638779 12.950000 -2.486671
4.638779 13.000000 -2.476303
4.638779 13.050000 -2.465934
4.638779 13.100000 -2.455565
4.638779 13.150000 -2.458725
4.609741 11.000000 -4.654277
4.609741 11.050000 -4.579007
4.609741 11.100000 -4.503736
4.609741 11.150000 -4.429775
4.609741 11.200000 -4.355815
4.609741 11.250000 -4.281854
4.609741 11.300000 -4.207893
4.609741 11.350000 -4.136026
4.609741 11.400000 -4.064160
4.609741 11.450000 -3.992293
4.609741 11.500000 -3.920427
4.609741 11.550000 -3.851522
4.609741 11.600000 -3.782617
4.609741 11.650000 -3.713711
4.609741 11.700000 -3.644806
4.609741 11.750000 -3.579742
4.609741 11.800000 -3.514679
4.609741 11.850000 -3.449616
4.609741 11.900000 -3.384554
4.609741 11.950000 -3.324242
4.609741 12.000000 -3.263931
4.609741 12.050000 -3.203619
4.609741 12.100000 -3.143308
4.609741 12.150000 -3.088928
4.609741 12.200000 -3.034548
4.609741 12.250000 -2.980168
4.609741 12.300000 -2.925789
4.609741 12.350000 -2.879264
4.609741 12.400000 -2.832740
4.609741 12.450000 -2.786215
4.609741 12.500000 -2.739691
4.609741 12.550000 -2.703668
4.609741 12.600000 -2.667644
4.609741 12.650000 -2.631621
4.609741 12.700000 -2.595597
4.609741 12.750000 -2.572125
4.609741 12.800000 -2.548654
4.609741 12.850000 -2.525182
4.609741 12.900000 -2.501710
4.609741 12.950000 -2.491544
4.609741 13.000000 -2.481378
4.609741 13.050000 -2.471211
4.609741 13.100000 -2.461044
4.609741 13.150000 -2.464286
4.580703 11.000000 -4.648702
4.580703 11.050000 -4.573849
4.580703 11.100000 -4.498995
4.580703 11.150000 -4.425381
4.580703 11.200000 -4.351767
4.580703 11.250000 -4.278155
4.580703 11.300000 -4.204541
4.580703 11.350000 -4.132959
4.580703 11.400000 -4.061377
4.580703 11.450000 -3.989794
4.580703 11.500000 -3.918213
4.580703 11.550000 -3.849542
4.580703 11.600000 -3.780871
4.580703 11.650000 -3.712201
4.580703 11.700000 -3.643529
4.580703 11.750000 -3.578669
4.580703 11.800000 -3.513809
4.580703 11.850000 -3.448948
4.580703 11.900000 -3.384088
4.580703 11.950000 -3.323971
4.580703 12.000000 -3.263855
4.580703 12.050000 -3.203738
4.580703 12.100000 -3.143622
4.580703 12.150000 -3.089459
4.580703 12.200000 -3.035298
4.580703 12.250000 -2.981136
4.580703 12.300000 -2.926975
4.580703 12.350000 -2.880720
4.580703 12.400000 -2.834465
4.580703 12.450000 -2.788210
4.580703 12.500000 -2.741954
4.580703 12.550000 -2.706241
4.580703 12.600000 -2.670528
4.580703 12.650000 -2.634815
4.580703 12.700000 -2.599102
4.580703 12.750000 -2.575921
4.580703 12.800000 -2.552741
4.580703 12.850000 -2.529561
4.580703 12.900000 -2.506380
4.580703 12.950000 -2.496416
4.580703 13.000000 -2.486452
4.580703 13.050000 -2.476487
4.580703 13.100000 -2.466524
4.580703 13.150000 -2.469846
4.552111 11.000000 -4.637550
4.552111 11.050000 -4.563118
4.552111 11.100000 -4.488686
4.552111 11.150000 -4.415455
4.552111 11.200000 -4.342224
4.552111 11.250000 -4.268992
4.552111 11.300000 -4.195761
4.552111 11.350000 -4.124528
4.552111 11.400000 -4.053294
4.552111 11.450000 -3.982061
4.552111 11.500000 -3.910827
4.552111 11.550000 -3.842480
4.552111 11.600000 -3.774132
4.552111 11.650000 -3.705785
4.552111 11.700000 -3.637437
4.552111 11.750000 -3.572886
4.552111 11.800000 -3.508335
4.552111 11.850000 -3.443784
4.552111 11.900000 -3.379232
4.552111 11.950000 -3.319428
4.552111 12.000000 -3.259624
4.552111 12.050000 -3.199820
4.552111 12.100000 -3.140016
4.552111 12.150000 -3.086197
4.552111 12.200000 -3.032378
4.552111 12.250000 -2.978558
4.552111 12.300000 -2.924740
4.552111 12.350000 -2.878889
4.552111 12.400000 -2.833039
4.552111 12.450000 -2.787188
4.552111 12.500000 -2.741337
4.552111 12.550000 -2.706086
4.552111 12.600000 -2.670836
4.552111 12.650000 -2.635585
4.552111 12.700000 -2.600334
4.552111 12.750000 -2.577594
4.552111 12.800000 -2.554855
4.552111 12.850000 -2.532115
4.552111 12.900000 -2.509375
4.552111 12.950000 -2.499741
4.552111 13.000000 -2.490107
4.552111 13.050000 -2.480471
4.552111 13.100000 -2.470837
4.552111 13.150000 -2.474326
4.523520 11.000000 -4.626397
4.523520 11.050000 -4.552387
4.523520 11.100000 -4.478377
4.523520 11.150000 -4.405528
4.523520 11.200000 -4.332679
4.523520 11.250000 -4.259830
4.523520 11.300000 -4.186981
4.523520 11.350000 -4.116097
4.523520 11.400000 -4.045212
4.523520 11.450000 -3.974327
4.523520 11.500000 -3.903443
4.523520 11.550000 -3.835418
4.523520 11.600000 -3.767394
4.523520 11.650000 -3.699370
4.523520 11.700000 -3.631346
4.523520 11.750000 -3.567103
4.523520 11.800000 -3.502862
4.523520 11.850000 -3.438619
4.523520 11.900000 -3.374378
4.523520 11.950000 -3.314886
4.523520 12.000000 -3.255394
4.523520 12.050000 -3.195903
4.523520 12.100000 -3.136411
4.523520 12.150000 -3.082934
4.523520 12.200000 -3.029458
4.523520 12.250000 -2.975981
4.523520 12.300000 -2.922504
4.523520 12.350000 -2.877058
4.523520 12.400000 -2.831611
4.523520 12.450000 -2.786165
4.523520 12.500000 -2.740719
4.523520 12.550000 -2.705931
4.523520 12.600000 -2.671143
4.523520 12.650000 -2.636355
4.523520 12.700000 -2.601568
4.523520 12.750000 -2.579269
4.523520 12.800000 -2.556968
4.523520 12.850000 -2.534669
4.523520 12.900000 -2.512370
4.523520 12.950000 -2.503065
4.523520 13.000000 -2.493760
4.523520 13.050000 -2.484455
4.523520 13.100000 -2.475151
4.523520 13.150000 -2.478805
4.494928 11.000000 -4.615244
4.494928 11.050000 -4.541656
4.494928 11.100000 -4.468069
4.494928 11.150000 -4.395601
4.494928 11.200000 -4.323135
4.494928 11.250000 -4.250668
4.494928 11.300000 -4.178201
4.494928 11.350000 -4.107665
4.494928 11.400000 -4.037129
4.494928 11.450000 -3.966593
4.494928 11.500000 -3.896057
4.494928 11.550000 -3.828356
4.494928 11.600000 -3.760655
4.494928 11.650000 -3.692954
4.494928 11.700000 -3.625253
4.494928 11.750000 -3.561320
4.494928 11.800000 -3.497389
4.494928 11.850000 -3.433456
4.494928 11.900000 -3.369524
4.494928 11.950000 -3.310344
4.494928 12.000000 -3.251165
4.494928 12.050000 -3.191985
4.494928 12.100000 -3.132806
4.494928 12.150000 -3.079671
4.494928 12.200000 -3.026538
4.494928 12.250000 -2.973403
4.494928 12.300000 -2.920269
4.494928 12.350000 -2.875227
4.494928 12.400000 -2.830185
4.494928 12.450000 -2.785143
4.494928 12.500000 -2.740100
4.494928 12.550000 -2.705776
4.494928 12.600000 -2.671451
4.494928 12.650000 -2.637126
4.494928 12.700000 -2.602801
4.494928 12.750000 -2.580942
4.494928 12.800000 -2.559083
4.494928 12.850000 -2.537223
4.494928 12.900000 -2.515365
4.494928 12.950000 -2.506389
4.494928 13.000000 -2.497415
4.494928 13.050000 -2.488440
4.494928 13.100000 -2.479465
4.494928 13.150000 -2.483284
4.494928 13.200000 -2.487103
4.466776 11.000000 -4.606755
4.466776 11.050000 -4.533586
4.466776 11.100000 -4.460417
4.466776 11.150000 -4.388313
4.466776 11.200000 -4.316209
4.466776 11.250000 -4.244103
4.466776 11.300000 -4.171999
4.466776 11.350000 -4.101775
4.466776 11.400000 -4.031552
4.466776 11.450000 -3.961327
4.466776 11.500000 -3.891104
4.466776 11.550000 -3.823677
4.466776 11.600000 -3.756250
4.466776 11.650000 -3.688823
4.466776 11.700000 -3.621397
4.466776 11.750000 -3.557717
4.466776 11.800000 -3.494037
4.466776 11.850000 -3.430357
4.466776 11.900000 -3.366676
4.466776 11.950000 -3.307750
4.466776 12.000000 -3.248822
4.466776 12.050000 -3.189895
4.466776 12.100000 -3.130968
4.466776 12.150000 -3.078117
4.466776 12.200000 -3.025266
4.466776 12.250000 -2.972414
4.466776 12.300000 -2.919563
4.466776 12.350000 -2.874862
4.466776 12.400000 -2.830159
4.466776 12.450000 -2.785457
4.466776 12.500000 -2.740755
4.466776 12.550000 -2.706808
4.466776 12.600000 -2.672861
4.466776 12.650000 -2.638916
4.466776 12.700000 -2.604969
4.466776 12.750000 -2.583461
4.466776 12.800000 -2.561953
4.466776 12.850000 -2.540444
4.466776 12.900000 -2.518936
4.466776 12.950000 -2.510213
4.466776 13.000000 -2.501488
4.466776 13.050000 -2.492765
4.466776 13.100000 -2.484041
4.466776 13.150000 -2.487985
4.466776 13.200000 -2.491928
4.438623 11.000000 -4.598265
4.438623 11.050000 -4.525516
4.438623 11.100000 -4.452766
4.438623 11.150000 -4.381024
4.438623 11.200000 -4.309281
4.438623 11.250000 -4.237539
4.438623 11.300000 -4.165796
4.438623 11.350000 -4.095885
4.438623 11.400000 -4.025974
4.438623 11.450000 -3.956062
4.438623 11.500000 -3.886150
4.438623 11.550000 -3.818998
4.438623 11.600000 -3.751845
4.438623 11.650000 -3.684693
4.438623 11.700000 -3.617540
4.438623 11.750000 -3.554112
4.438623 11.800000 -3.490685
4.438623 11.850000 -3.427257
4.438623 11.900000 -3.363829
4.438623 11.950000 -3.305154
4.438623 12.000000 -3.246480
4.438623 12.050000 -3.187806
4.438623 12.100000 -3.129132
4.438623 12.150000 -3.076563
4.438623 12.200000 -3.023995
4.438623 12.250000 -2.971426
4.438623 12.300000 -2.918857
4.438623 12.350000 -2.874495
4.438623 12.400000 -2.830133
4.438623 12.450000 -2.785771
4.438623 12.500000 -2.741409
4.438623 12.550000 -2.707841
4.438623 12.600000 -2.674273
4.438623 12.650000 -2.640705
4.438623 12.700000 -2.607137
4.438623 12.750000 -2.585980
4.438623 12.800000 -2.564822
4.438623 12.850000 -2.543665
4.438623 12.900000 -2.522508
4.438623 12.950000 -2.514035
4.438623 13.000000 -2.505563
4.438623 13.050000 -2.497090
4.438623 13.100000 -2.488617
4.438623 13.150000 -2.492685
4.438623 13.200000 -2.496753
4.410471 11.000000 -4.589777
4.410471 11.050000 -4.517446
4.410471 11.100000 -4.445116
4.410471 11.150000 -4.373735
4.410471 11.200000 -4.302355
4.410471 11.250000 -4.230974
4.410471 11.300000 -4.159595
4.410471 11.350000 -4.089995
4.410471 11.400000 -4.020396
4.410471 11.450000 -3.950797
4.410471 11.500000 -3.881198
4.410471 11.550000 -3.814319
4.410471 11.600000 -3.747441
4.410471 11.650000 -3.680562
4.410471 11.700000 -3.613684
4.410471 11.750000 -3.550508
4.410471 11.800000 -3.487332
4.410471 11.850000 -3.424157
4.410471 11.900000 -3.360981
4.410471 11.950000 -3.302559
4.410471 12.000000 -3.244138
4.410471 12.050000 -3.185715
4.410471 12.100000 -3.127294
4.410471 12.150000 -3.075008
4.410471 12.200000 -3.022723
4.410471 12.250000 -2.970438
4.410471 12.300000 -2.918153
4.410471 12.350000 -2.874130
4.410471 12.400000 -2.830107
4.410471 12.450000 -2.786086
4.410471 12.500000 -2.742063
4.410471 12.550000 -2.708874
4.410471 12.600000 -2.675684
4.410471 12.650000 -2.642495
4.410471 12.700000 -2.609304
4.410471 12.750000 -2.588498
4.410471 12.800000 -2.567692
4.410471 12.850000 -2.546887
4.410471 12.900000 -2.526081
4.410471 12.950000 -2.517858
4.410471 13.000000 -2.509637
4.410471 13.050000 -2.501415
4.410471 13.100000 -2.493193
4.410471 13.150000 -2.497385
4.410471 13.200000 -2.501578
4.382751 11.000000 -4.584034
4.382751 11.050000 -4.512112
4.382751 11.100000 -4.440190
4.382751 11.150000 -4.369144
4.382751 11.200000 -4.298098
4.382751 11.250000 -4.227052
4.382751 11.300000 -4.156006
4.382751 11.350000 -4.086677
4.382751 11.400000 -4.017348
4.382751 11.450000 -3.948017
4.382751 11.500000 -3.878688
4.382751 11.550000 -3.812029
4.382751 11.600000 -3.745370
4.382751 11.650000 -3.678712
4.382751 11.700000 -3.612052
4.382751 11.750000 -3.549068
4.382751 11.800000 -3.486084
4.382751 11.850000 -3.423098
4.382751 11.900000 -3.360114
4.382751 11.950000 -3.301881
4.382751 12.000000 -3.243649
4.382751 12.050000 -3.185417
4.382751 12.100000 -3.127185
4.382751 12.150000 -3.075120
4.382751 12.200000 -3.023056
4.382751 12.250000 -2.970992
4.382751 12.300000 -2.918928
4.382751 12.350000 -2.875182
4.382751 12.400000 -2.831436
4.382751 12.450000 -2.787689
4.382751 12.500000 -2.743943
4.382751 12.550000 -2.711055
4.382751 12.600000 -2.678168
4.382751 12.650000 -2.645280
4.382751 12.700000 -2.612392
4.382751 12.750000 -2.591860
4.382751 12.800000 -2.571327
4.382751 12.850000 -2.550795
4.382751 12.900000 -2.530264
4.382751 12.950000 -2.522225
4.382751 13.000000 -2.514185
4.382751 13.050000 -2.506146
4.382751 13.100000 -2.498108
4.382751 13.150000 -2.502378
4.382751 13.200000 -2.506647
4.382751 13.250000 -2.510916
4.355032 11.000000 -4.578292
4.355032 11.050000 -4.506778
4.355032 11.100000 -4.435263
4.355032 11.150000 -4.364552
4.355032 11.200000 -4.293841
4.355032 11.250000 -4.223129
4.355032 11.300000 -4.152418
4.355032 11.350000 -4.083359
4.355032 11.400000 -4.014299
4.355032 11.450000 -3.945238
4.355032 11.500000 -3.876179
4.355032 11.550000 -3.809739
4.355032 11.600000 -3.743301
4.355032 11.650000 -3.676861
4.355032 11.700000 -3.610422
4.355032 11.750000 -3.547628
4.355032 11.800000 -3.484834
4.355032 11.850000 -3.422040
4.355032 11.900000 -3.359247
4.355032 11.950000 -3.301204
4.355032 12.000000 -3.243161
4.355032 12.050000 -3.185118
4.355032 12.100000 -3.127075
4.355032 12.150000 -3.075233
4.355032 12.200000 -3.023390
4.355032 12.250000 -2.971546
4.355032 12.300000 -2.919704
4.355032 12.350000 -2.876233
4.355032 12.400000 -2.832763
4.355032 12.450000 -2.789293
4.355032 12.500000 -2.745822
4.355032 12.550000 -2.713236
4.355032 12.600000 -2.680651
4.355032 12.650000 -2.648066
4.355032 12.700000 -2.615480
4.355032 12.750000 -2.595222
4.355032 12.800000 -2.574963
4.355032 12.850000 -2.554705
4.355032 12.900000 -2.534446
4.355032 12.950000 -2.526590
4.355032 13.000000 -2.518734
4.355032 13.050000 -2.510878
4.355032 13.100000 -2.503023
4.355032 13.150000 -2.507369
4.355032 13.200000 -2.511715
4.355032 13.250000 -2.516061
4.327312 11.000000 -4.572550
4.327312 11.050000 -4.501444
4.327312 11.100000 -4.430338
4.327312 11.150000 -4.359961
4.327312 11.200000 -4.289584
4.327312 11.250000 -4.219207
4.327312 11.300000 -4.148831
4.327312 11.350000 -4.080040
4.327312 11.400000 -4.011250
4.327312 11.450000 -3.942459
4.327312 11.500000 -3.873669
4.327312 11.550000 -3.807450
4.327312 11.600000 -3.741230
4.327312 11.650000 -3.675011
4.327312 11.700000 -3.608791
4.327312 11.750000 -3.546188
4.327312 11.800000 -3.483585
4.327312 11.850000 -3.420982
4.327312 11.900000 -3.358379
4.327312 11.950000 -3.300526
4.327312 12.000000 -3.242672
4.327312 12.050000 -3.184819
4.327312 12.100000 -3.126966
4.327312 12.150000 -3.075344
4.327312 12.200000 -3.023723
4.327312 12.250000 -2.972101
4.327312 12.300000 -2.920480
4.327312 12.350000 -2.877285
4.327312 12.400000 -2.834090
4.327312 12.450000 -2.790896
4.327312 12.500000 -2.747701
4.327312 12.550000 -2.715419
4.327312 12.600000 -2.683135
4.327312 12.650000 -2.650851
4.327312 12.700000 -2.618568
4.327312 12.750000 -2.598584
4.327312 12.800000 -2.578598
4.327312 12.850000 -2.558614
4.327312 12.900000 -2.538629
4.327312 12.950000 -2.530956
4.327312 13.000000 -2.523283
4.327312 13.050000 -2.515610
4.327312 13.100000 -2.507937
4.327312 13.150000 -2.512360
4.327312 13.200000 -2.516784
4.327312 13.250000 -2.521207
4.300019 11.000000 -4.565764
4.300019 11.050000 -4.495059
4.300019 11.100000 -4.424353
4.300019 11.150000 -4.354310
4.300019 11.200000 -4.284266
4.300019 11.250000 -4.214222
4.300019 11.300000 -4.144179
4.300019 11.350000 -4.075663
4.300019 11.400000 -4.007147
4.300019 11.450000 -3.938631
4.300019 11.500000 -3.870114
4.300019 11.550000 -3.804125
4.300019 11.600000 -3.738136
4.300019 11.650000 -3.672147
4.300019 11.700000 -3.606156
4.300019 11.750000 -3.543760
4.300019 11.800000 -3.481363
4.300019 11.850000 -3.418965
4.300019 11.900000 -3.356569
4.300019 11.950000 -3.298925
4.300019 12.000000 -3.241281
4.300019 12.050000 -3.183637
4.300019 12.100000 -3.125992
4.300019 12.150000 -3.074616
4.300019 12.200000 -3.023239
4.300019 12.250000 -2.971863
4.300019 12.300000 -2.920486
4.300019 12.350000 -2.877596
4.300019 12.400000 -2.834705
4.300019 12.450000 -2.791814
4.300019 12.500000 -2.748923
4.300019 12.550000 -2.716974
4.300019 12.600000 -2.685024
4.300019 12.650000 -2.653074
4.300019 12.700000 -2.621126
4.300019 12.750000 -2.601442
4.300019 12.800000 -2.581757
4.300019 12.850000 -2.562073
4.300019 12.900000 -2.542389
4.300019 12.950000 -2.534916
4.300019 13.000000 -2.527442
4.300019 13.050000 -2.519968
4.300019 13.100000 -2.512494
4.300019 13.150000 -2.517001
4.300019 13.200000 -2.521508
4.300019 13.250000 -2.526016
4.272725 11.000000 -4.558977
4.272725 11.050000 -4.488674
4.272725 11.100000 -4.418370
4.272725 11.150000 -4.348659
4.272725 11.200000 -4.278948
4.272725 11.250000 -4.209238
4.272725 11.300000 -4.139527
4.272725 11.350000 -4.071285
4.272725 11.400000 -4.003043
4.272725 11.450000 -3.934801
4.272725 11.500000 -3.866559
4.272725 11.550000 -3.800799
4.272725 11.600000 -3.735041
4.272725 11.650000 -3.669281
4.272725 11.700000 -3.603522
4.272725 11.750000 -3.541331
4.272725 11.800000 -3.479141
4.272725 11.850000 -3.416949
4.272725 11.900000 -3.354758
4.272725 11.950000 -3.297324
4.272725 12.000000 -3.239888
4.272725 12.050000 -3.182453
4.272725 12.100000 -3.125019
4.272725 12.150000 -3.073887
4.272725 12.200000 -3.022756
4.272725 12.250000 -2.971624
4.272725 12.300000 -2.920493
4.272725 12.350000 -2.877906
4.272725 12.400000 -2.835319
4.272725 12.450000 -2.792732
4.272725 12.500000 -2.750145
4.272725 12.550000 -2.718530
4.272725 12.600000 -2.686914
4.272725 12.650000 -2.655298
4.272725 12.700000 -2.623683
4.272725 12.750000 -2.604299
4.272725 12.800000 -2.584916
4.272725 12.850000 -2.565533
4.272725 12.900000 -2.546149
4.272725 12.950000 -2.538874
4.272725 13.000000 -2.531599
4.272725 13.050000 -2.524325
4.272725 13.100000 -2.517050
4.272725 13.150000 -2.521642
4.272725 13.200000 -2.526233
4.272725 13.250000 -2.530825
4.272725 13.300000 -2.535416
4.245431 11.000000 -4.552192
4.245431 11.050000 -4.482289
4.245431 11.100000 -4.412386
4.245431 11.150000 -4.343008
4.245431 11.200000 -4.273631
4.245431 11.250000 -4.204253
4.245431 11.300000 -4.134875
4.245431 11.350000 -4.066908
4.245431 11.400000 -3.998940
4.245431 11.450000 -3.930972
4.245431 11.500000 -3.863004
4.245431 11.550000 -3.797475
4.245431 11.600000 -3.731945
4.245431 11.650000 -3.666416
4.245431 11.700000 -3.600887
4.245431 11.750000 -3.538902
4.245431 11.800000 -3.476917
4.245431 11.850000 -3.414934
4.245431 11.900000 -3.352949
4.245431 11.950000 -3.295723
4.245431 12.000000 -3.238496
4.245431 12.050000 -3.181271
4.245431 12.100000 -3.124045
4.245431 12.150000 -3.073159
4.245431 12.200000 -3.022272
4.245431 12.250000 -2.971385
4.245431 12.300000 -2.920499
4.245431 12.350000 -2.878216
4.245431 12.400000 -2.835933
4.245431 12.450000 -2.793650
4.245431 12.500000 -2.751367
4.245431 12.550000 -2.720086
4.245431 12.600000 -2.688804
4.245431 12.650000 -2.657521
4.245431 12.700000 -2.626240
4.245431 12.750000 -2.607157
4.245431 12.800000 -2.588075
4.245431 12.850000 -2.568992
4.245431 12.900000 -2.549908
4.245431 12.950000 -2.542833
4.245431 13.000000 -2.535758
4.245431 13.050000 -2.528683
4.245431 13.100000 -2.521608
4.245431 13.150000 -2.526283
4.245431 13.200000 -2.530958
4.245431 13.250000 -2.535634
4.245431 13.300000 -2.540309
4.218557 11.000000 -4.540786
4.218557 11.050000 -4.471291
4.218557 11.100000 -4.401798
4.218557 11.150000 -4.332787
4.218557 11.200000 -4.263776
4.218557 11.250000 -4.194766
4.218557 11.300000 -4.125755
4.218557 11.350000 -4.058120
4.218557 11.400000 -3.990484
4.218557 11.450000 -3.922850
4.218557 11.500000 -3.855215
4.218557 11.550000 -3.789995
4.218557 11.600000 -3.724774
4.218557 11.650000 -3.659554
4.218557 11.700000 -3.594335
4.218557 11.750000 -3.532649
4.218557 11.800000 -3.470964
4.218557 11.850000 -3.409279
4.218557 11.900000 -3.347594
4.218557 11.950000 -3.290679
4.218557 12.000000 -3.233764
4.218557 12.050000 -3.176848
4.218557 12.100000 -3.119932
4.218557 12.150000 -3.069397
