#Average average black hole accretion rate (BHAR) to star formation rate (SFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR/SFR)
1.626173 12.350000 -2.836461
1.626173 12.400000 -2.830847
1.626173 12.450000 -2.825231
1.626173 12.500000 -2.819617
1.626173 12.550000 -2.819805
1.626173 12.600000 -2.819992
1.626173 12.650000 -2.820180
1.626173 12.700000 -2.820367
1.626173 12.750000 -2.826547
1.626173 12.800000 -2.832726
1.626173 12.850000 -2.838905
1.626173 12.900000 -2.845085
1.626173 12.950000 -2.858602
1.626173 13.000000 -2.872120
1.626173 13.050000 -2.885638
1.626173 13.100000 -2.899155
1.626173 13.150000 -2.921122
1.626173 13.200000 -2.943088
1.626173 13.250000 -2.965054
1.626173 13.300000 -2.987020
1.626173 13.350000 -3.010741
1.626173 13.400000 -3.034462
1.626173 13.450000 -3.058183
1.626173 13.500000 -3.081904
1.626173 13.550000 -3.072577
1.626173 13.600000 -3.063249
1.626173 13.650000 -3.053922
1.626173 13.700000 -3.044594
1.626173 13.750000 -2.970237
1.626173 13.800000 -2.895880
1.626173 13.850000 -2.821523
1.626173 13.900000 -2.747165
1.626173 13.950000 -2.642928
1.626173 14.000000 -2.538690
1.626173 14.050000 -2.434452
1.626173 14.100000 -2.330215
1.626173 14.150000 -2.224737
1.626173 14.200000 -2.119259
1.626173 14.250000 -2.013780
1.626173 14.300000 -1.908302
1.626173 14.350000 -1.807194
1.626173 14.400000 -1.706086
1.626173 14.450000 -1.604977
1.626173 14.500000 -1.503869
1.626173 14.550000 -1.407190
1.612579 11.000000 -3.767994
1.612579 11.050000 -3.725207
1.612579 11.100000 -3.682420
1.612579 11.150000 -3.633421
1.612579 11.200000 -3.584422
1.612579 11.250000 -3.535422
1.612579 11.300000 -3.486423
1.612579 11.350000 -3.436906
1.612579 11.400000 -3.387388
1.612579 11.450000 -3.337870
1.612579 11.500000 -3.288353
1.612579 11.550000 -3.244420
1.612579 11.600000 -3.200487
1.612579 11.650000 -3.156553
1.612579 11.700000 -3.112620
1.612579 11.750000 -3.079232
1.612579 11.800000 -3.045844
1.612579 11.850000 -3.012455
1.612579 11.900000 -2.979068
1.612579 11.950000 -2.957313
1.612579 12.000000 -2.935560
1.612579 12.050000 -2.913806
1.612579 12.100000 -2.892052
1.612579 12.150000 -2.879637
1.612579 12.200000 -2.867221
1.612579 12.250000 -2.854805
1.612579 12.300000 -2.842389
1.612579 12.350000 -2.836927
1.612579 12.400000 -2.831465
1.612579 12.450000 -2.826003
1.612579 12.500000 -2.820541
1.612579 12.550000 -2.820852
1.612579 12.600000 -2.821164
1.612579 12.650000 -2.821475
1.612579 12.700000 -2.821786
1.612579 12.750000 -2.828081
1.612579 12.800000 -2.834374
1.612579 12.850000 -2.840669
1.612579 12.900000 -2.846962
1.612579 12.950000 -2.860578
1.612579 13.000000 -2.874192
1.612579 13.050000 -2.887807
1.612579 13.100000 -2.901421
1.612579 13.150000 -2.923352
1.612579 13.200000 -2.945281
1.612579 13.250000 -2.967212
1.612579 13.300000 -2.989141
1.612579 13.350000 -3.012215
1.612579 13.400000 -3.035288
1.612579 13.450000 -3.058360
1.612579 13.500000 -3.081433
1.612579 13.550000 -3.070403
1.612579 13.600000 -3.059373
1.612579 13.650000 -3.048343
1.612579 13.700000 -3.037313
1.612579 13.750000 -2.962104
1.612579 13.800000 -2.886895
1.612579 13.850000 -2.811685
1.612579 13.900000 -2.736475
1.612579 13.950000 -2.632535
1.612579 14.000000 -2.528595
1.612579 14.050000 -2.424654
1.612579 14.100000 -2.320714
1.612579 14.150000 -2.215665
1.612579 14.200000 -2.110616
1.612579 14.250000 -2.005568
1.612579 14.300000 -1.900519
1.612579 14.350000 -1.799748
1.612579 14.400000 -1.698977
1.612579 14.450000 -1.598206
1.612579 14.500000 -1.497435
1.612579 14.550000 -1.401015
1.599194 11.000000 -3.764604
1.599194 11.050000 -3.721726
1.599194 11.100000 -3.678849
1.599194 11.150000 -3.629809
1.599194 11.200000 -3.580770
1.599194 11.250000 -3.531731
1.599194 11.300000 -3.482692
1.599194 11.350000 -3.433234
1.599194 11.400000 -3.383778
1.599194 11.450000 -3.334321
1.599194 11.500000 -3.284865
1.599194 11.550000 -3.241123
1.599194 11.600000 -3.197382
1.599194 11.650000 -3.153640
1.599194 11.700000 -3.109899
1.599194 11.750000 -3.076794
1.599194 11.800000 -3.043690
1.599194 11.850000 -3.010585
1.599194 11.900000 -2.977480
1.599194 11.950000 -2.955995
1.599194 12.000000 -2.934510
1.599194 12.050000 -2.913025
1.599194 12.100000 -2.891539
1.599194 12.150000 -2.879327
1.599194 12.200000 -2.867115
1.599194 12.250000 -2.854903
1.599194 12.300000 -2.842691
1.599194 12.350000 -2.837378
1.599194 12.400000 -2.832065
1.599194 12.450000 -2.826753
1.599194 12.500000 -2.821441
1.599194 12.550000 -2.821874
1.599194 12.600000 -2.822306
1.599194 12.650000 -2.822739
1.599194 12.700000 -2.823172
1.599194 12.750000 -2.829576
1.599194 12.800000 -2.835980
1.599194 12.850000 -2.842385
1.599194 12.900000 -2.848789
1.599194 12.950000 -2.862489
1.599194 13.000000 -2.876188
1.599194 13.050000 -2.889889
1.599194 13.100000 -2.903589
1.599194 13.150000 -2.925444
1.599194 13.200000 -2.947300
1.599194 13.250000 -2.969155
1.599194 13.300000 -2.991012
1.599194 13.350000 -3.013354
1.599194 13.400000 -3.035696
1.599194 13.450000 -3.058038
1.599194 13.500000 -3.080381
1.599194 13.550000 -3.067685
1.599194 13.600000 -3.054987
1.599194 13.650000 -3.042291
1.599194 13.700000 -3.029595
1.599194 13.750000 -2.953680
1.599194 13.800000 -2.877765
1.599194 13.850000 -2.801850
1.599194 13.900000 -2.725935
1.599194 13.950000 -2.622313
1.599194 14.000000 -2.518691
1.599194 14.050000 -2.415069
1.599194 14.100000 -2.311447
1.599194 14.150000 -2.206815
1.599194 14.200000 -2.102184
1.599194 14.250000 -1.997552
1.599194 14.300000 -1.892919
1.599194 14.350000 -1.792482
1.599194 14.400000 -1.692044
1.599194 14.450000 -1.591606
1.599194 14.500000 -1.491168
1.599194 14.550000 -1.395005
1.585809 11.000000 -3.761213
1.585809 11.050000 -3.718244
1.585809 11.100000 -3.675277
1.585809 11.150000 -3.626197
1.585809 11.200000 -3.577117
1.585809 11.250000 -3.528039
1.585809 11.300000 -3.478959
1.585809 11.350000 -3.429563
1.585809 11.400000 -3.380168
1.585809 11.450000 -3.330773
1.585809 11.500000 -3.281377
1.585809 11.550000 -3.237828
1.585809 11.600000 -3.194277
1.585809 11.650000 -3.150727
1.585809 11.700000 -3.107178
1.585809 11.750000 -3.074357
1.585809 11.800000 -3.041536
1.585809 11.850000 -3.008715
1.585809 11.900000 -2.975893
1.585809 11.950000 -2.954676
1.585809 12.000000 -2.933459
1.585809 12.050000 -2.912243
1.585809 12.100000 -2.891025
1.585809 12.150000 -2.879017
1.585809 12.200000 -2.867009
1.585809 12.250000 -2.855000
1.585809 12.300000 -2.842991
1.585809 12.350000 -2.837829
1.585809 12.400000 -2.832666
1.585809 12.450000 -2.827503
1.585809 12.500000 -2.822341
1.585809 12.550000 -2.822895
1.585809 12.600000 -2.823449
1.585809 12.650000 -2.824002
1.585809 12.700000 -2.824556
1.585809 12.750000 -2.831071
1.585809 12.800000 -2.837585
1.585809 12.850000 -2.844101
1.585809 12.900000 -2.850616
1.585809 12.950000 -2.864401
1.585809 13.000000 -2.878186
1.585809 13.050000 -2.891971
1.585809 13.100000 -2.905756
1.585809 13.150000 -2.927537
1.585809 13.200000 -2.949319
1.585809 13.250000 -2.971100
1.585809 13.300000 -2.992882
1.585809 13.350000 -3.014494
1.585809 13.400000 -3.036105
1.585809 13.450000 -3.057717
1.585809 13.500000 -3.079330
1.585809 13.550000 -3.064966
1.585809 13.600000 -3.050603
1.585809 13.650000 -3.036239
1.585809 13.700000 -3.021876
1.585809 13.750000 -2.945255
1.585809 13.800000 -2.868636
1.585809 13.850000 -2.792015
1.585809 13.900000 -2.715394
1.585809 13.950000 -2.612091
1.585809 14.000000 -2.508788
1.585809 14.050000 -2.405483
1.585809 14.100000 -2.302180
1.585809 14.150000 -2.197965
1.585809 14.200000 -2.093750
1.585809 14.250000 -1.989536
1.585809 14.300000 -1.885320
1.585809 14.350000 -1.785216
1.585809 14.400000 -1.685110
1.585809 14.450000 -1.585006
1.585809 14.500000 -1.484901
1.585809 14.550000 -1.388996
1.572424 11.000000 -3.757823
1.572424 11.050000 -3.714764
1.572424 11.100000 -3.671705
1.572424 11.150000 -3.622585
1.572424 11.200000 -3.573465
1.572424 11.250000 -3.524346
1.572424 11.300000 -3.475227
1.572424 11.350000 -3.425893
1.572424 11.400000 -3.376558
1.572424 11.450000 -3.327224
1.572424 11.500000 -3.277889
1.572424 11.550000 -3.234531
1.572424 11.600000 -3.191173
1.572424 11.650000 -3.147814
1.572424 11.700000 -3.104456
1.572424 11.750000 -3.071918
1.572424 11.800000 -3.039381
1.572424 11.850000 -3.006844
1.572424 11.900000 -2.974306
1.572424 11.950000 -2.953357
1.572424 12.000000 -2.932409
1.572424 12.050000 -2.911461
1.572424 12.100000 -2.890513
1.572424 12.150000 -2.878707
1.572424 12.200000 -2.866903
1.572424 12.250000 -2.855097
1.572424 12.300000 -2.843292
1.572424 12.350000 -2.838280
1.572424 12.400000 -2.833266
1.572424 12.450000 -2.828254
1.572424 12.500000 -2.823240
1.572424 12.550000 -2.823916
1.572424 12.600000 -2.824590
1.572424 12.650000 -2.825266
1.572424 12.700000 -2.825941
1.572424 12.750000 -2.832566
1.572424 12.800000 -2.839192
1.572424 12.850000 -2.845817
1.572424 12.900000 -2.852442
1.572424 12.950000 -2.866313
1.572424 13.000000 -2.880183
1.572424 13.050000 -2.894053
1.572424 13.100000 -2.907923
1.572424 13.150000 -2.929630
1.572424 13.200000 -2.951337
1.572424 13.250000 -2.973044
1.572424 13.300000 -2.994751
1.572424 13.350000 -3.015633
1.572424 13.400000 -3.036514
1.572424 13.450000 -3.057397
1.572424 13.500000 -3.078278
1.572424 13.550000 -3.062248
1.572424 13.600000 -3.046217
1.572424 13.650000 -3.030188
1.572424 13.700000 -3.014157
1.572424 13.750000 -2.936832
1.572424 13.800000 -2.859505
1.572424 13.850000 -2.782180
1.572424 13.900000 -2.704853
1.572424 13.950000 -2.601869
1.572424 14.000000 -2.498884
1.572424 14.050000 -2.395898
1.572424 14.100000 -2.292913
1.572424 14.150000 -2.189115
1.572424 14.200000 -2.085317
1.572424 14.250000 -1.981519
1.572424 14.300000 -1.877721
1.572424 14.350000 -1.777949
1.572424 14.400000 -1.678178
1.572424 14.450000 -1.578406
1.572424 14.500000 -1.478635
1.572424 14.550000 -1.382985
1.559245 11.000000 -3.754183
1.559245 11.050000 -3.711025
1.559245 11.100000 -3.667866
1.559245 11.150000 -3.618708
1.559245 11.200000 -3.569551
1.559245 11.250000 -3.520393
1.559245 11.300000 -3.471236
1.559245 11.350000 -3.421973
1.559245 11.400000 -3.372710
1.559245 11.450000 -3.323445
1.559245 11.500000 -3.274182
1.559245 11.550000 -3.231029
1.559245 11.600000 -3.187875
1.559245 11.650000 -3.144721
1.559245 11.700000 -3.101567
1.559245 11.750000 -3.069321
1.559245 11.800000 -3.037076
1.559245 11.850000 -3.004830
1.559245 11.900000 -2.972584
1.559245 11.950000 -2.951907
1.559245 12.000000 -2.931231
1.559245 12.050000 -2.910554
1.559245 12.100000 -2.889878
1.559245 12.150000 -2.878279
1.559245 12.200000 -2.866680
1.559245 12.250000 -2.855081
1.559245 12.300000 -2.843482
1.559245 12.350000 -2.838621
1.559245 12.400000 -2.833758
1.559245 12.450000 -2.828896
1.559245 12.500000 -2.824034
1.559245 12.550000 -2.824829
1.559245 12.600000 -2.825626
1.559245 12.650000 -2.826421
1.559245 12.700000 -2.827218
1.559245 12.750000 -2.833949
1.559245 12.800000 -2.840679
1.559245 12.850000 -2.847411
1.559245 12.900000 -2.854142
1.559245 12.950000 -2.868082
1.559245 13.000000 -2.882022
1.559245 13.050000 -2.895962
1.559245 13.100000 -2.909901
1.559245 13.150000 -2.931490
1.559245 13.200000 -2.953078
1.559245 13.250000 -2.974667
1.559245 13.300000 -2.996255
1.559245 13.350000 -3.016325
1.559245 13.400000 -3.036395
1.559245 13.450000 -3.056465
1.559245 13.500000 -3.076535
1.559245 13.550000 -3.058898
1.559245 13.600000 -3.041261
1.559245 13.650000 -3.023625
1.559245 13.700000 -3.005988
1.559245 13.750000 -2.928099
1.559245 13.800000 -2.850212
1.559245 13.850000 -2.772324
1.559245 13.900000 -2.694435
1.559245 13.950000 -2.591790
1.559245 14.000000 -2.489144
1.559245 14.050000 -2.386498
1.559245 14.100000 -2.283852
1.559245 14.150000 -2.180461
1.559245 14.200000 -2.077070
1.559245 14.250000 -1.973678
1.559245 14.300000 -1.870287
1.559245 14.350000 -1.770845
1.559245 14.400000 -1.671403
1.559245 14.450000 -1.571960
1.559245 14.500000 -1.472519
1.559245 14.550000 -1.377124
1.546065 11.000000 -3.750543
1.546065 11.050000 -3.707286
1.546065 11.100000 -3.664028
1.546065 11.150000 -3.614832
1.546065 11.200000 -3.565637
1.546065 11.250000 -3.516441
1.546065 11.300000 -3.467245
1.546065 11.350000 -3.418052
1.546065 11.400000 -3.368860
1.546065 11.450000 -3.319668
1.546065 11.500000 -3.270476
1.546065 11.550000 -3.227526
1.546065 11.600000 -3.184577
1.546065 11.650000 -3.141627
1.546065 11.700000 -3.098678
1.546065 11.750000 -3.066724
1.546065 11.800000 -3.034770
1.546065 11.850000 -3.002816
1.546065 11.900000 -2.970862
1.546065 11.950000 -2.950458
1.546065 12.000000 -2.930053
1.546065 12.050000 -2.909648
1.546065 12.100000 -2.889244
1.546065 12.150000 -2.877851
1.546065 12.200000 -2.866458
1.546065 12.250000 -2.855065
1.546065 12.300000 -2.843672
1.546065 12.350000 -2.838960
1.546065 12.400000 -2.834250
1.546065 12.450000 -2.829539
1.546065 12.500000 -2.824828
1.546065 12.550000 -2.825744
1.546065 12.600000 -2.826660
1.546065 12.650000 -2.827578
1.546065 12.700000 -2.828494
1.546065 12.750000 -2.835330
1.546065 12.800000 -2.842168
1.546065 12.850000 -2.849004
1.546065 12.900000 -2.855841
1.546065 12.950000 -2.869851
1.546065 13.000000 -2.883861
1.546065 13.050000 -2.897871
1.546065 13.100000 -2.911881
1.546065 13.150000 -2.933350
1.546065 13.200000 -2.954819
1.546065 13.250000 -2.976290
1.546065 13.300000 -2.997759
1.546065 13.350000 -3.017017
1.546065 13.400000 -3.036275
1.546065 13.450000 -3.055533
1.546065 13.500000 -3.074792
1.546065 13.550000 -3.055548
1.546065 13.600000 -3.036304
1.546065 13.650000 -3.017061
1.546065 13.700000 -2.997818
1.546065 13.750000 -2.919368
1.546065 13.800000 -2.840918
1.546065 13.850000 -2.762468
1.546065 13.900000 -2.684017
1.546065 13.950000 -2.581711
1.546065 14.000000 -2.479404
1.546065 14.050000 -2.377097
1.546065 14.100000 -2.274790
1.546065 14.150000 -2.171807
1.546065 14.200000 -2.068822
1.546065 14.250000 -1.965838
1.546065 14.300000 -1.862854
1.546065 14.350000 -1.763741
1.546065 14.400000 -1.664629
1.546065 14.450000 -1.565515
1.546065 14.500000 -1.466402
1.546065 14.550000 -1.371263
1.532886 11.000000 -3.746902
1.532886 11.050000 -3.703547
1.532886 11.100000 -3.660190
1.532886 11.150000 -3.610956
1.532886 11.200000 -3.561722
1.532886 11.250000 -3.512488
1.532886 11.300000 -3.463254
1.532886 11.350000 -3.414132
1.532886 11.400000 -3.365011
1.532886 11.450000 -3.315890
1.532886 11.500000 -3.266768
1.532886 11.550000 -3.224023
1.532886 11.600000 -3.181279
1.532886 11.650000 -3.138534
1.532886 11.700000 -3.095789
1.532886 11.750000 -3.064127
1.532886 11.800000 -3.032464
1.532886 11.850000 -3.000802
1.532886 11.900000 -2.969140
1.532886 11.950000 -2.949008
1.532886 12.000000 -2.928875
1.532886 12.050000 -2.908743
1.532886 12.100000 -2.888610
1.532886 12.150000 -2.877423
1.532886 12.200000 -2.866236
1.532886 12.250000 -2.855048
1.532886 12.300000 -2.843862
1.532886 12.350000 -2.839301
1.532886 12.400000 -2.834741
1.532886 12.450000 -2.830181
1.532886 12.500000 -2.825620
1.532886 12.550000 -2.826657
1.532886 12.600000 -2.827696
1.532886 12.650000 -2.828733
1.532886 12.700000 -2.829770
1.532886 12.750000 -2.836713
1.532886 12.800000 -2.843656
1.532886 12.850000 -2.850598
1.532886 12.900000 -2.857541
1.532886 12.950000 -2.871620
1.532886 13.000000 -2.885700
1.532886 13.050000 -2.899779
1.532886 13.100000 -2.913860
1.532886 13.150000 -2.935211
1.532886 13.200000 -2.956561
1.532886 13.250000 -2.977912
1.532886 13.300000 -2.999263
1.532886 13.350000 -3.017710
1.532886 13.400000 -3.036155
1.532886 13.450000 -3.054602
1.532886 13.500000 -3.073048
1.532886 13.550000 -3.052199
1.532886 13.600000 -3.031349
1.532886 13.650000 -3.010498
1.532886 13.700000 -2.989648
1.532886 13.750000 -2.910636
1.532886 13.800000 -2.831623
1.532886 13.850000 -2.752611
1.532886 13.900000 -2.673598
1.532886 13.950000 -2.571632
1.532886 14.000000 -2.469664
1.532886 14.050000 -2.367697
1.532886 14.100000 -2.265730
1.532886 14.150000 -2.163152
1.532886 14.200000 -2.060574
1.532886 14.250000 -1.957997
1.532886 14.300000 -1.855420
1.532886 14.350000 -1.756636
1.532886 14.400000 -1.657853
1.532886 14.450000 -1.559070
1.532886 14.500000 -1.460286
1.532886 14.550000 -1.365402
1.532886 14.600000 -1.270516
1.519909 11.000000 -3.743880
1.519909 11.050000 -3.700416
1.519909 11.100000 -3.656953
1.519909 11.150000 -3.607676
1.519909 11.200000 -3.558400
1.519909 11.250000 -3.509123
1.519909 11.300000 -3.459846
1.519909 11.350000 -3.410793
1.519909 11.400000 -3.361739
1.519909 11.450000 -3.312686
1.519909 11.500000 -3.263632
1.519909 11.550000 -3.221088
1.519909 11.600000 -3.178544
1.519909 11.650000 -3.135999
1.519909 11.700000 -3.093456
1.519909 11.750000 -3.062071
1.519909 11.800000 -3.030688
1.519909 11.850000 -2.999304
1.519909 11.900000 -2.967920
1.519909 11.950000 -2.948036
1.519909 12.000000 -2.928152
1.519909 12.050000 -2.908268
1.519909 12.100000 -2.888383
1.519909 12.150000 -2.877379
1.519909 12.200000 -2.866375
1.519909 12.250000 -2.855372
1.519909 12.300000 -2.844368
1.519909 12.350000 -2.839944
1.519909 12.400000 -2.835520
1.519909 12.450000 -2.831096
1.519909 12.500000 -2.826672
1.519909 12.550000 -2.827824
1.519909 12.600000 -2.828975
1.519909 12.650000 -2.830126
1.519909 12.700000 -2.831277
1.519909 12.750000 -2.838323
1.519909 12.800000 -2.845370
1.519909 12.850000 -2.852416
1.519909 12.900000 -2.859463
1.519909 12.950000 -2.873611
1.519909 13.000000 -2.887758
1.519909 13.050000 -2.901904
1.519909 13.100000 -2.916051
1.519909 13.150000 -2.937266
1.519909 13.200000 -2.958481
1.519909 13.250000 -2.979695
1.519909 13.300000 -3.000910
1.519909 13.350000 -3.018504
1.519909 13.400000 -3.036097
1.519909 13.450000 -3.053691
1.519909 13.500000 -3.071285
1.519909 13.550000 -3.048885
1.519909 13.600000 -3.026486
1.519909 13.650000 -3.004086
1.519909 13.700000 -2.981686
1.519909 13.750000 -2.902174
1.519909 13.800000 -2.822663
1.519909 13.850000 -2.743152
1.519909 13.900000 -2.663642
1.519909 13.950000 -2.561991
1.519909 14.000000 -2.460340
1.519909 14.050000 -2.358689
1.519909 14.100000 -2.257038
1.519909 14.150000 -2.154842
1.519909 14.200000 -2.052647
1.519909 14.250000 -1.950451
1.519909 14.300000 -1.848256
1.519909 14.350000 -1.749792
1.519909 14.400000 -1.651328
1.519909 14.450000 -1.552864
1.519909 14.500000 -1.454400
1.519909 14.550000 -1.359767
1.519909 14.600000 -1.265132
1.506932 11.000000 -3.740856
1.506932 11.050000 -3.697286
1.506932 11.100000 -3.653716
1.506932 11.150000 -3.604397
1.506932 11.200000 -3.555077
1.506932 11.250000 -3.505758
1.506932 11.300000 -3.456438
1.506932 11.350000 -3.407453
1.506932 11.400000 -3.358467
1.506932 11.450000 -3.309482
1.506932 11.500000 -3.260498
1.506932 11.550000 -3.218154
1.506932 11.600000 -3.175810
1.506932 11.650000 -3.133466
1.506932 11.700000 -3.091122
1.506932 11.750000 -3.060017
1.506932 11.800000 -3.028912
1.506932 11.850000 -2.997806
1.506932 11.900000 -2.966701
1.506932 11.950000 -2.947065
1.506932 12.000000 -2.927428
1.506932 12.050000 -2.907792
1.506932 12.100000 -2.888156
1.506932 12.150000 -2.877336
1.506932 12.200000 -2.866515
1.506932 12.250000 -2.855695
1.506932 12.300000 -2.844874
1.506932 12.350000 -2.840587
1.506932 12.400000 -2.836299
1.506932 12.450000 -2.832011
1.506932 12.500000 -2.827723
1.506932 12.550000 -2.828989
1.506932 12.600000 -2.830254
1.506932 12.650000 -2.831519
1.506932 12.700000 -2.832784
1.506932 12.750000 -2.839934
1.506932 12.800000 -2.847084
1.506932 12.850000 -2.854235
1.506932 12.900000 -2.861386
1.506932 12.950000 -2.875600
1.506932 13.000000 -2.889815
1.506932 13.050000 -2.904030
1.506932 13.100000 -2.918244
1.506932 13.150000 -2.939322
1.506932 13.200000 -2.960401
1.506932 13.250000 -2.981479
1.506932 13.300000 -3.002558
1.506932 13.350000 -3.019299
1.506932 13.400000 -3.036040
1.506932 13.450000 -3.052781
1.506932 13.500000 -3.069522
1.506932 13.550000 -3.045572
1.506932 13.600000 -3.021622
1.506932 13.650000 -2.997672
1.506932 13.700000 -2.973722
1.506932 13.750000 -2.893713
1.506932 13.800000 -2.813703
1.506932 13.850000 -2.733694
1.506932 13.900000 -2.653684
1.506932 13.950000 -2.552350
1.506932 14.000000 -2.451015
1.506932 14.050000 -2.349681
1.506932 14.100000 -2.248346
1.506932 14.150000 -2.146532
1.506932 14.200000 -2.044719
1.506932 14.250000 -1.942905
1.506932 14.300000 -1.841092
1.506932 14.350000 -1.742947
1.506932 14.400000 -1.644803
1.506932 14.450000 -1.546658
1.506932 14.500000 -1.448514
1.506932 14.550000 -1.354130
1.506932 14.600000 -1.259748
1.493956 11.000000 -3.737833
1.493956 11.050000 -3.694156
1.493956 11.100000 -3.650479
1.493956 11.150000 -3.601117
1.493956 11.200000 -3.551755
1.493956 11.250000 -3.502392
1.493956 11.300000 -3.453029
1.493956 11.350000 -3.404113
1.493956 11.400000 -3.355196
1.493956 11.450000 -3.306278
1.493956 11.500000 -3.257362
1.493956 11.550000 -3.215218
1.493956 11.600000 -3.173075
1.493956 11.650000 -3.130931
1.493956 11.700000 -3.088788
1.493956 11.750000 -3.057961
1.493956 11.800000 -3.027135
1.493956 11.850000 -2.996308
1.493956 11.900000 -2.965481
1.493956 11.950000 -2.946093
1.493956 12.000000 -2.926705
1.493956 12.050000 -2.907317
1.493956 12.100000 -2.887929
1.493956 12.150000 -2.877292
1.493956 12.200000 -2.866654
1.493956 12.250000 -2.856018
1.493956 12.300000 -2.845380
1.493956 12.350000 -2.841229
1.493956 12.400000 -2.837077
1.493956 12.450000 -2.832926
1.493956 12.500000 -2.828775
1.493956 12.550000 -2.830154
1.493956 12.600000 -2.831533
1.493956 12.650000 -2.832911
1.493956 12.700000 -2.834290
1.493956 12.750000 -2.841544
1.493956 12.800000 -2.848798
1.493956 12.850000 -2.856054
1.493956 12.900000 -2.863308
1.493956 12.950000 -2.877590
1.493956 13.000000 -2.891872
1.493956 13.050000 -2.906155
1.493956 13.100000 -2.920436
1.493956 13.150000 -2.941379
1.493956 13.200000 -2.962321
1.493956 13.250000 -2.983263
1.493956 13.300000 -3.004205
1.493956 13.350000 -3.020094
1.493956 13.400000 -3.035982
1.493956 13.450000 -3.051871
1.493956 13.500000 -3.067760
1.493956 13.550000 -3.042259
1.493956 13.600000 -3.016758
1.493956 13.650000 -2.991259
1.493956 13.700000 -2.965758
1.493956 13.750000 -2.885251
1.493956 13.800000 -2.804743
1.493956 13.850000 -2.724236
1.493956 13.900000 -2.643728
1.493956 13.950000 -2.542710
1.493956 14.000000 -2.441691
1.493956 14.050000 -2.340673
1.493956 14.100000 -2.239655
1.493956 14.150000 -2.138223
1.493956 14.200000 -2.036791
1.493956 14.250000 -1.935359
1.493956 14.300000 -1.833928
1.493956 14.350000 -1.736102
1.493956 14.400000 -1.638277
1.493956 14.450000 -1.540452
1.493956 14.500000 -1.442627
1.493956 14.550000 -1.348495
1.493956 14.600000 -1.254364
1.481178 11.000000 -3.734279
1.481178 11.050000 -3.690489
1.481178 11.100000 -3.646699
1.481178 11.150000 -3.597299
1.481178 11.200000 -3.547899
1.481178 11.250000 -3.498500
1.481178 11.300000 -3.449100
1.481178 11.350000 -3.400266
1.481178 11.400000 -3.351432
1.481178 11.450000 -3.302597
1.481178 11.500000 -3.253762
1.481178 11.550000 -3.211836
1.481178 11.600000 -3.169911
1.481178 11.650000 -3.127985
1.481178 11.700000 -3.086060
1.481178 11.750000 -3.055524
1.481178 11.800000 -3.024989
1.481178 11.850000 -2.994453
1.481178 11.900000 -2.963918
1.481178 11.950000 -2.944789
1.481178 12.000000 -2.925660
1.481178 12.050000 -2.906532
1.481178 12.100000 -2.887404
1.481178 12.150000 -2.876960
1.481178 12.200000 -2.866517
1.481178 12.250000 -2.856074
1.481178 12.300000 -2.845631
1.481178 12.350000 -2.841621
1.481178 12.400000 -2.837613
1.481178 12.450000 -2.833603
1.481178 12.500000 -2.829594
1.481178 12.550000 -2.831087
1.481178 12.600000 -2.832580
1.481178 12.650000 -2.834074
1.481178 12.700000 -2.835566
1.481178 12.750000 -2.842918
1.481178 12.800000 -2.850268
1.481178 12.850000 -2.857619
1.481178 12.900000 -2.864970
1.481178 12.950000 -2.879295
1.481178 13.000000 -2.893620
1.481178 13.050000 -2.907946
1.481178 13.100000 -2.922272
1.481178 13.150000 -2.943016
1.481178 13.200000 -2.963762
1.481178 13.250000 -2.984507
1.481178 13.300000 -3.005252
1.481178 13.350000 -3.020206
1.481178 13.400000 -3.035158
1.481178 13.450000 -3.050112
1.481178 13.500000 -3.065065
1.481178 13.550000 -3.038107
1.481178 13.600000 -3.011150
1.481178 13.650000 -2.984193
1.481178 13.700000 -2.957235
1.481178 13.750000 -2.876371
1.481178 13.800000 -2.795508
1.481178 13.850000 -2.714643
1.481178 13.900000 -2.633779
1.481178 13.950000 -2.533109
1.481178 14.000000 -2.432438
1.481178 14.050000 -2.331768
1.481178 14.100000 -2.231096
1.481178 14.150000 -2.130048
1.481178 14.200000 -2.029000
1.481178 14.250000 -1.927952
1.481178 14.300000 -1.826904
1.481178 14.350000 -1.729396
1.481178 14.400000 -1.631887
1.481178 14.450000 -1.534378
1.481178 14.500000 -1.436870
1.481178 14.550000 -1.342989
1.481178 14.600000 -1.249109
1.468401 11.000000 -3.730726
1.468401 11.050000 -3.686823
1.468401 11.100000 -3.642919
1.468401 11.150000 -3.593482
1.468401 11.200000 -3.544045
1.468401 11.250000 -3.494608
1.468401 11.300000 -3.445171
1.468401 11.350000 -3.396419
1.468401 11.400000 -3.347668
1.468401 11.450000 -3.298916
1.468401 11.500000 -3.250164
1.468401 11.550000 -3.208456
1.468401 11.600000 -3.166747
1.468401 11.650000 -3.125038
1.468401 11.700000 -3.083330
1.468401 11.750000 -3.053086
1.468401 11.800000 -3.022842
1.468401 11.850000 -2.992597
1.468401 11.900000 -2.962354
1.468401 11.950000 -2.943485
1.468401 12.000000 -2.924616
1.468401 12.050000 -2.905747
1.468401 12.100000 -2.886879
1.468401 12.150000 -2.876629
1.468401 12.200000 -2.866380
1.468401 12.250000 -2.856130
