#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with the "no mergers" assumption.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(eta_avg)[Msun]
7.566672 11.750000 0.325618
7.566672 11.800000 0.323675
7.566672 11.850000 0.321732
7.566672 11.900000 0.319789
7.566672 11.950000 0.318604
7.566672 12.000000 0.317420
7.566672 12.050000 0.316235
7.566672 12.100000 0.315051
7.522556 11.000000 0.357990
7.522556 11.050000 0.354754
7.522556 11.100000 0.351517
7.522556 11.150000 0.348402
7.522556 11.200000 0.345286
7.522556 11.250000 0.342171
7.522556 11.300000 0.339055
7.522556 11.350000 0.336180
7.522556 11.400000 0.333306
7.522556 11.450000 0.330431
7.522556 11.500000 0.327557
7.522556 11.550000 0.325084
7.522556 11.600000 0.322612
7.522556 11.650000 0.320140
7.522556 11.700000 0.317668
7.522556 11.750000 0.315805
7.522556 11.800000 0.313942
7.522556 11.850000 0.312079
7.522556 11.900000 0.310216
7.522556 11.950000 0.309117
