#Average black hole merger rate (BHMR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHMR)@log(Mpeak)=12 log10(BHMR)_16@log(Mpeak)=12 log10(BHMR)_84@log(Mpeak)=12 log10(BHMR)@log(Mpeak)=13 log10(BHMR)_16@log(Mpeak)=13 log10(BHMR)_84@log(Mpeak)=13 log10(BHMR)@log(Mpeak)=14 log10(BHMR)_16@log(Mpeak)=14 log10(BHMR)_84@log(Mpeak)=14 log10(BHMR)@log(Mpeak)=15 log10(BHMR)_16@log(Mpeak)=15 log10(BHMR)_84@log(Mpeak)=15
6.564628 -13.205467 -16.122331 -13.246311 -10.749746 -13.745964 -10.903085 -8.750445 -11.810937 -8.916670 -7.018997 -10.129627 -7.195252
6.546609 -13.163013 -16.076238 -13.204625 -10.711427 -13.709633 -10.862888 -8.715794 -11.778164 -8.881705 -6.987102 -10.099717 -7.162500
6.528634 -13.120560 -16.030145 -13.162938 -10.673107 -13.673303 -10.822691 -8.681143 -11.745390 -8.846740 -6.955206 -10.069807 -7.129749
6.510701 -13.078106 -15.984052 -13.121252 -10.634787 -13.636972 -10.782494 -8.646492 -11.712617 -8.811776 -6.923311 -10.039897 -7.096998
6.492811 -13.035653 -15.937959 -13.079566 -10.596467 -13.600642 -10.742297 -8.611840 -11.679843 -8.776811 -6.891415 -10.009987 -7.064246
6.474963 -12.994924 -15.896047 -13.041112 -10.561427 -13.567252 -10.706401 -8.579802 -11.649462 -8.744896 -6.862136 -9.982502 -7.034618
6.457158 -12.954474 -15.854811 -13.003182 -10.526917 -13.534339 -10.671202 -8.548186 -11.619468 -8.713475 -6.833279 -9.955409 -7.005494
6.439396 -12.914025 -15.813575 -12.965252 -10.492408 -13.501425 -10.636002 -8.516569 -11.589474 -8.682054 -6.804423 -9.928317 -6.976370
6.421675 -12.873575 -15.772339 -12.927322 -10.457898 -13.468512 -10.600802 -8.484953 -11.559479 -8.650633 -6.775566 -9.901224 -6.947247
6.403997 -12.833126 -15.731104 -12.889391 -10.423388 -13.435599 -10.565603 -8.453337 -11.529485 -8.619211 -6.746710 -9.874132 -6.918123
6.386361 -12.792676 -15.689868 -12.851461 -10.388879 -13.402685 -10.530403 -8.421721 -11.499491 -8.587790 -6.717854 -9.847039 -6.888999
6.368767 -12.753139 -15.650967 -12.815095 -10.355273 -13.370565 -10.496404 -8.390928 -11.470230 -8.557252 -6.689881 -9.820577 -6.860417
6.351215 -12.715184 -15.616116 -12.781442 -10.323234 -13.339820 -10.464486 -8.361562 -11.442241 -8.528245 -6.663443 -9.795208 -6.832775
6.333705 -12.677230 -15.581266 -12.747790 -10.291195 -13.309075 -10.432568 -8.332196 -11.414251 -8.499237 -6.637005 -9.769839 -6.805133
6.316237 -12.639275 -15.546415 -12.714137 -10.259157 -13.278330 -10.400650 -8.302830 -11.386262 -8.470230 -6.610566 -9.744469 -6.777491
6.298810 -12.601320 -15.511564 -12.680484 -10.227118 -13.247585 -10.368732 -8.273464 -11.358272 -8.441223 -6.584128 -9.719100 -6.749849
6.281424 -12.563365 -15.476713 -12.646832 -10.195079 -13.216840 -10.336814 -8.244098 -11.330283 -8.412216 -6.557689 -9.693731 -6.722207
6.264080 -12.525410 -15.441862 -12.613179 -10.163040 -13.186094 -10.304897 -8.214732 -11.302293 -8.383209 -6.531251 -9.668362 -6.694565
6.246778 -12.489474 -15.408915 -12.578460 -10.132971 -13.157120 -10.275054 -8.187485 -11.276235 -8.355713 -6.506403 -9.642088 -6.669012
6.229516 -12.453837 -15.376250 -12.543582 -10.103193 -13.128408 -10.245520 -8.160553 -11.250463 -8.328442 -6.481792 -9.615679 -6.643769
6.212296 -12.418200 -15.343585 -12.508704 -10.073416 -13.099696 -10.215986 -8.133621 -11.224692 -8.301171 -6.457181 -9.589271 -6.618526
6.195117 -12.382564 -15.310921 -12.473827 -10.043639 -13.070984 -10.186453 -8.106689 -11.198920 -8.273900 -6.432570 -9.562862 -6.593283
6.177978 -12.346927 -15.278256 -12.438949 -10.013862 -13.042273 -10.156919 -8.079757 -11.173149 -8.246630 -6.407959 -9.536454 -6.568040
6.160881 -12.311290 -15.245591 -12.404071 -9.984084 -13.013561 -10.127385 -8.052825 -11.147378 -8.219359 -6.383348 -9.510045 -6.542797
6.143824 -12.276455 -15.211850 -12.369125 -9.953213 -12.983699 -10.096771 -8.024671 -11.120336 -8.190389 -6.357501 -9.481475 -6.516368
6.126807 -12.242953 -15.176320 -12.334066 -9.920522 -12.951926 -10.064363 -7.994486 -11.091182 -8.158595 -6.329599 -9.449310 -6.487965
6.109832 -12.209451 -15.140789 -12.299006 -9.887832 -12.920152 -10.031954 -7.964300 -11.062028 -8.126802 -6.301697 -9.417146 -6.459563
6.092897 -12.175948 -15.105258 -12.263947 -9.855141 -12.888379 -9.999546 -7.934115 -11.032874 -8.095008 -6.273795 -9.384981 -6.431161
6.076002 -12.142446 -15.069728 -12.228887 -9.822450 -12.856606 -9.967138 -7.903930 -11.003720 -8.063215 -6.245894 -9.352817 -6.402758
6.059147 -12.108944 -15.034197 -12.193827 -9.789760 -12.824832 -9.934730 -7.873744 -10.974566 -8.031421 -6.217992 -9.320652 -6.374356
6.042332 -12.075442 -14.998667 -12.158768 -9.757069 -12.793059 -9.902321 -7.843559 -10.945413 -7.999628 -6.190090 -9.288488 -6.345954
6.025558 -12.041522 -14.966307 -12.127870 -9.727576 -12.764266 -9.873493 -7.816563 -10.919240 -7.971525 -6.165091 -9.259864 -6.320414
6.008823 -12.007545 -14.934378 -12.097536 -9.698517 -12.735876 -9.845151 -7.789999 -10.893472 -7.943922 -6.140485 -9.231721 -6.295262
5.992129 -11.973569 -14.902448 -12.067202 -9.669457 -12.707487 -9.816809 -7.763435 -10.867704 -7.916320 -6.115880 -9.203578 -6.270110
5.975474 -11.939592 -14.870518 -12.036868 -9.640398 -12.679098 -9.788466 -7.736871 -10.841935 -7.888717 -6.091274 -9.175435 -6.244958
5.958859 -11.905615 -14.838589 -12.006534 -9.611338 -12.650709 -9.760124 -7.710308 -10.816167 -7.861114 -6.066668 -9.147292 -6.219806
5.942283 -11.871639 -14.806659 -11.976201 -9.582279 -12.622320 -9.731781 -7.683744 -10.790399 -7.833512 -6.042063 -9.119149 -6.194654
5.925747 -11.838558 -14.775771 -11.946693 -9.554102 -12.594738 -9.703960 -7.657950 -10.765329 -7.806900 -6.018347 -9.093065 -6.170610
5.909250 -11.806906 -14.746541 -11.918502 -9.527332 -12.568442 -9.676968 -7.633383 -10.741373 -7.781866 -5.996049 -9.070264 -6.148331
5.892793 -11.775253 -14.717311 -11.890311 -9.500562 -12.542146 -9.649977 -7.608816 -10.717417 -7.756833 -5.973751 -9.047463 -6.126053
5.876374 -11.743601 -14.688080 -11.862120 -9.473793 -12.515850 -9.622986 -7.584249 -10.693461 -7.731799 -5.951454 -9.024662 -6.103774
5.859995 -11.711948 -14.658850 -11.833929 -9.447023 -12.489554 -9.595994 -7.559682 -10.669505 -7.706766 -5.929156 -9.001862 -6.081496
5.843655 -11.680296 -14.629620 -11.805738 -9.420254 -12.463258 -9.569003 -7.535115 -10.645549 -7.681732 -5.906858 -8.979061 -6.059217
5.827354 -11.648643 -14.600390 -11.777547 -9.393484 -12.436962 -9.542012 -7.510548 -10.621593 -7.656699 -5.884561 -8.956260 -6.036939
5.811091 -11.619646 -14.572842 -11.751022 -9.368417 -12.412221 -9.516308 -7.487528 -10.599046 -7.633525 -5.863663 -8.934802 -6.015848
5.794868 -11.590976 -14.545500 -11.724702 -9.343559 -12.387671 -9.490763 -7.464698 -10.576673 -7.610580 -5.842937 -8.913510 -5.994904
5.778683 -11.562306 -14.518158 -11.698382 -9.318700 -12.363121 -9.465218 -7.441868 -10.554299 -7.587635 -5.822212 -8.892217 -5.973960
5.762536 -11.533636 -14.490816 -11.672062 -9.293842 -12.338571 -9.439673 -7.419038 -10.531926 -7.564690 -5.801486 -8.870925 -5.953016
5.746428 -11.504966 -14.463474 -11.645742 -9.268984 -12.314021 -9.414128 -7.396208 -10.509552 -7.541745 -5.780761 -8.849632 -5.932071
5.730358 -11.476296 -14.436132 -11.619422 -9.244126 -12.289472 -9.388583 -7.373378 -10.487179 -7.518800 -5.760035 -8.828340 -5.911127
5.714327 -11.447899 -14.408666 -11.592002 -9.218993 -12.264623 -9.363044 -7.350339 -10.464574 -7.495377 -5.738955 -8.806696 -5.889845
5.698334 -11.419921 -14.381013 -11.562899 -9.193439 -12.239318 -9.337515 -7.326980 -10.441617 -7.471225 -5.717335 -8.784514 -5.868047
5.682379 -11.391942 -14.353359 -11.533797 -9.167885 -12.214013 -9.311987 -7.303621 -10.418660 -7.447072 -5.695714 -8.762332 -5.846248
5.666462 -11.363964 -14.325705 -11.504695 -9.142332 -12.188708 -9.286458 -7.280263 -10.395702 -7.422920 -5.674093 -8.740151 -5.824450
5.650583 -11.335986 -14.298052 -11.475592 -9.116778 -12.163403 -9.260929 -7.256904 -10.372745 -7.398767 -5.652472 -8.717969 -5.802652
5.634741 -11.308007 -14.270398 -11.446490 -9.091224 -12.138098 -9.235400 -7.233545 -10.349787 -7.374615 -5.630852 -8.695787 -5.780853
5.618938 -11.280029 -14.242744 -11.417388 -9.065670 -12.112793 -9.209872 -7.210187 -10.326830 -7.350462 -5.609231 -8.673606 -5.759055
5.603172 -11.252550 -14.214932 -11.387874 -9.040149 -12.087432 -9.184390 -7.186715 -10.303546 -7.326812 -5.587414 -8.651190 -5.737168
5.587443 -11.225127 -14.187102 -11.358315 -9.014631 -12.062065 -9.158914 -7.163231 -10.280225 -7.303217 -5.565576 -8.628749 -5.715270
5.571752 -11.197703 -14.159271 -11.328755 -8.989113 -12.036697 -9.133437 -7.139746 -10.256905 -7.279622 -5.543737 -8.606308 -5.693373
5.556099 -11.170280 -14.131441 -11.299196 -8.963596 -12.011330 -9.107961 -7.116262 -10.233584 -7.256027 -5.521899 -8.583867 -5.671476
5.540482 -11.142857 -14.103611 -11.269636 -8.938078 -11.985963 -9.082484 -7.092778 -10.210263 -7.232432 -5.500060 -8.561426 -5.649579
5.524903 -11.115434 -14.075781 -11.240077 -8.912560 -11.960595 -9.057008 -7.069293 -10.186943 -7.208837 -5.478222 -8.538985 -5.627682
5.509361 -11.088695 -14.048870 -11.212841 -8.888209 -11.936298 -9.032636 -7.046913 -10.163415 -7.186451 -5.457374 -8.517484 -5.606826
5.493856 -11.062961 -14.023308 -11.189014 -8.865568 -11.913572 -9.009886 -7.026153 -10.139581 -7.165838 -5.437977 -8.497363 -5.587498
5.478388 -11.037228 -13.997746 -11.165187 -8.842927 -11.890845 -8.987135 -7.005393 -10.115748 -7.145226 -5.418581 -8.477242 -5.568170
5.462957 -11.011494 -13.972184 -11.141360 -8.820287 -11.868119 -8.964385 -6.984632 -10.091915 -7.124613 -5.399185 -8.457120 -5.548842
5.447563 -10.985760 -13.946622 -11.117532 -8.797646 -11.845392 -8.941634 -6.963872 -10.068082 -7.104000 -5.379789 -8.436999 -5.529514
5.432205 -10.960026 -13.921060 -11.093705 -8.775006 -11.822665 -8.918883 -6.943112 -10.044249 -7.083387 -5.360393 -8.416877 -5.510186
5.416884 -10.934292 -13.895498 -11.069878 -8.752365 -11.799939 -8.896133 -6.922352 -10.020416 -7.062774 -5.340996 -8.396756 -5.490858
5.401599 -10.910258 -13.871279 -11.046986 -8.731204 -11.778583 -8.874869 -6.902825 -9.997331 -7.043407 -5.323078 -8.378074 -5.472428
5.386351 -10.886392 -13.847194 -11.024186 -8.710189 -11.757362 -8.853752 -6.883421 -9.974320 -7.024162 -5.305305 -8.359534 -5.454087
5.371139 -10.862526 -13.823108 -11.001386 -8.689173 -11.736142 -8.832636 -6.864016 -9.951309 -7.004918 -5.287532 -8.340994 -5.435746
5.355963 -10.838659 -13.799022 -10.978586 -8.668158 -11.714921 -8.811519 -6.844611 -9.928297 -6.985673 -5.269759 -8.322455 -5.417405
5.340823 -10.814793 -13.774936 -10.955785 -8.647143 -11.693700 -8.790402 -6.825206 -9.905286 -6.966428 -5.251986 -8.303915 -5.399063
5.325720 -10.790926 -13.750851 -10.932985 -8.626128 -11.672480 -8.769285 -6.805802 -9.882275 -6.947184 -5.234213 -8.285375 -5.380722
5.310652 -10.767263 -13.726881 -10.909804 -8.605153 -11.651297 -8.748142 -6.786345 -9.859126 -6.927833 -5.216371 -8.266678 -5.362625
5.295621 -10.743886 -13.703075 -10.886085 -8.584237 -11.630168 -8.726962 -6.766814 -9.835784 -6.908334 -5.198431 -8.247759 -5.344872
5.280625 -10.720508 -13.679270 -10.862366 -8.563321 -11.609039 -8.705782 -6.747284 -9.812441 -6.888835 -5.180491 -8.228840 -5.327119
5.265665 -10.697131 -13.655464 -10.838647 -8.542405 -11.587910 -8.684603 -6.727753 -9.789099 -6.869336 -5.162551 -8.209921 -5.309365
5.250740 -10.673754 -13.631659 -10.814928 -8.521489 -11.566781 -8.663423 -6.708223 -9.765756 -6.849837 -5.144611 -8.191003 -5.291612
5.235851 -10.650376 -13.607853 -10.791209 -8.500573 -11.545652 -8.642243 -6.688692 -9.742414 -6.830338 -5.126671 -8.172084 -5.273859
5.220998 -10.626999 -13.584047 -10.767490 -8.479657 -11.524524 -8.621064 -6.669161 -9.719071 -6.810839 -5.108730 -8.153165 -5.256106
5.206180 -10.602730 -13.559396 -10.743013 -8.457555 -11.502258 -8.598508 -6.648682 -9.694668 -6.790151 -5.089655 -8.132942 -5.237455
5.191397 -10.578384 -13.534671 -10.718471 -8.435349 -11.479895 -8.575834 -6.628121 -9.670172 -6.769360 -5.070482 -8.112605 -5.218727
5.176649 -10.554037 -13.509946 -10.693928 -8.413144 -11.457531 -8.553159 -6.607559 -9.645676 -6.748568 -5.051308 -8.092268 -5.199999
5.161937 -10.529691 -13.485222 -10.669386 -8.390939 -11.435167 -8.530485 -6.586998 -9.621181 -6.727777 -5.032134 -8.071931 -5.181270
5.147259 -10.505345 -13.460497 -10.644843 -8.368733 -11.412804 -8.507810 -6.566436 -9.596685 -6.706986 -5.012961 -8.051594 -5.162542
5.132617 -10.480998 -13.435772 -10.620300 -8.346528 -11.390440 -8.485136 -6.545874 -9.572189 -6.686194 -4.993787 -8.031258 -5.143814
5.118009 -10.457876 -13.412137 -10.596764 -8.325617 -11.369242 -8.463778 -6.526505 -9.549274 -6.666579 -4.975558 -8.011132 -5.125602
5.103437 -10.436409 -13.389976 -10.574587 -8.306456 -11.349621 -8.444200 -6.508747 -9.528493 -6.648552 -4.958605 -7.991292 -5.108089
5.088898 -10.414941 -13.367815 -10.552411 -8.287296 -11.329999 -8.424622 -6.490989 -9.507713 -6.630526 -4.941651 -7.971451 -5.090576
5.074395 -10.393473 -13.345654 -10.530234 -8.268135 -11.310378 -8.405044 -6.473231 -9.486933 -6.612499 -4.924698 -7.951611 -5.073063
5.059926 -10.372006 -13.323493 -10.508058 -8.248974 -11.290757 -8.385467 -6.455473 -9.466153 -6.594473 -4.907745 -7.931770 -5.055550
5.045492 -10.350538 -13.301332 -10.485881 -8.229814 -11.271135 -8.365889 -6.437715 -9.445372 -6.576446 -4.890792 -7.911930 -5.038036
5.031092 -10.329071 -13.279171 -10.463704 -8.210653 -11.251514 -8.346311 -6.419957 -9.424592 -6.558420 -4.873839 -7.892090 -5.020523
5.016726 -10.308878 -13.258209 -10.443017 -8.192698 -11.233024 -8.327311 -6.403218 -9.406780 -6.541366 -4.857926 -7.873422 -5.004203
5.002394 -10.288780 -13.237337 -10.422442 -8.174833 -11.214619 -8.308353 -6.386556 -9.389191 -6.524386 -4.842090 -7.854842 -4.987973
4.988097 -10.268683 -13.216466 -10.401867 -8.156969 -11.196214 -8.289396 -6.369893 -9.371601 -6.507406 -4.826255 -7.836262 -4.971743
4.973834 -10.248586 -13.195594 -10.381292 -8.139104 -11.177808 -8.270439 -6.353231 -9.354012 -6.490426 -4.810419 -7.817682 -4.955513
4.959604 -10.228488 -13.174722 -10.360716 -8.121240 -11.159403 -8.251482 -6.336568 -9.336423 -6.473445 -4.794584 -7.799102 -4.939283
4.945409 -10.208391 -13.153850 -10.340141 -8.103375 -11.140998 -8.232525 -6.319906 -9.318833 -6.456465 -4.778749 -7.780522 -4.923053
4.931247 -10.188148 -13.132875 -10.319451 -8.085268 -11.122388 -8.213530 -6.302969 -9.300982 -6.439332 -4.762866 -7.761881 -4.906783
4.917119 -10.167714 -13.111767 -10.298611 -8.066847 -11.103513 -8.194487 -6.285677 -9.282790 -6.422000 -4.746922 -7.743159 -4.890460
4.903025 -10.147280 -13.090659 -10.277771 -8.048425 -11.084637 -8.175443 -6.268385 -9.264599 -6.404669 -4.730979 -7.724437 -4.874137
4.888964 -10.126847 -13.069551 -10.256931 -8.030004 -11.065762 -8.156400 -6.251092 -9.246407 -6.387337 -4.715035 -7.705715 -4.857813
4.874937 -10.106413 -13.048443 -10.236091 -8.011582 -11.046886 -8.137356 -6.233800 -9.228216 -6.370005 -4.699091 -7.686993 -4.841490
4.860943 -10.085980 -13.027334 -10.215251 -7.993161 -11.028010 -8.118313 -6.216508 -9.210024 -6.352673 -4.683147 -7.668271 -4.825167
4.846983 -10.065546 -13.006226 -10.194411 -7.974739 -11.009135 -8.099269 -6.199215 -9.191833 -6.335342 -4.667204 -7.649549 -4.808844
4.833055 -10.044685 -12.984754 -10.172858 -7.955808 -10.989800 -8.079812 -6.181263 -9.172986 -6.317844 -4.650658 -7.631289 -4.791603
4.819161 -10.023796 -12.963258 -10.151258 -7.936845 -10.970436 -8.060329 -6.163270 -9.154098 -6.300336 -4.634074 -7.613058 -4.774303
4.805301 -10.002907 -12.941762 -10.129659 -7.917881 -10.951072 -8.040846 -6.145276 -9.135210 -6.282828 -4.617490 -7.594827 -4.757003
4.791473 -9.982018 -12.920267 -10.108060 -7.898917 -10.931707 -8.021362 -6.127282 -9.116322 -6.265320 -4.600906 -7.576596 -4.739704
4.777678 -9.961129 -12.898771 -10.086461 -7.879954 -10.912343 -8.001879 -6.109288 -9.097434 -6.247812 -4.584322 -7.558365 -4.722404
4.763915 -9.940240 -12.877275 -10.064861 -7.860990 -10.892979 -7.982395 -6.091294 -9.078546 -6.230304 -4.567738 -7.540134 -4.705104
4.750186 -9.920495 -12.856784 -10.044542 -7.843203 -10.874659 -7.964071 -6.074408 -9.060712 -6.213794 -4.551900 -7.523476 -4.688906
4.736489 -9.902178 -12.837544 -10.025818 -7.826883 -10.857639 -7.947193 -6.058904 -9.044191 -6.198530 -4.536992 -7.508779 -4.674082
4.722825 -9.883861 -12.818305 -10.007094 -7.810563 -10.840620 -7.930315 -6.043399 -9.027669 -6.183266 -4.522084 -7.494082 -4.659259
4.709194 -9.865543 -12.799065 -9.988370 -7.794243 -10.823601 -7.913437 -6.027895 -9.011148 -6.168001 -4.507176 -7.479386 -4.644435
4.695595 -9.847226 -12.779826 -9.969646 -7.777923 -10.806581 -7.896559 -6.012390 -8.994627 -6.152737 -4.492268 -7.464689 -4.629611
4.682028 -9.828909 -12.760586 -9.950923 -7.761603 -10.789562 -7.879681 -5.996886 -8.978106 -6.137473 -4.477361 -7.449992 -4.614787
4.668494 -9.810591 -12.741347 -9.932199 -7.745283 -10.772543 -7.862803 -5.981381 -8.961584 -6.122208 -4.462453 -7.435295 -4.599963
4.654992 -9.793402 -12.723185 -9.914566 -7.729969 -10.756479 -7.846974 -5.966825 -8.945937 -6.107205 -4.448201 -7.421275 -4.586013
4.641522 -9.776272 -12.705079 -9.896991 -7.714707 -10.740466 -7.831201 -5.952319 -8.930336 -6.092216 -4.433983 -7.407291 -4.572109
4.628084 -9.759141 -12.686974 -9.879415 -7.699446 -10.724453 -7.815427 -5.937813 -8.914734 -6.077226 -4.419766 -7.393307 -4.558205
4.614678 -9.742011 -12.668869 -9.861840 -7.684184 -10.708440 -7.799654 -5.923306 -8.899133 -6.062237 -4.405549 -7.379323 -4.544300
4.601305 -9.724881 -12.650764 -9.844264 -7.668923 -10.692426 -7.783880 -5.908800 -8.883531 -6.047247 -4.391331 -7.365339 -4.530396
4.587962 -9.707751 -12.632658 -9.826689 -7.653661 -10.676413 -7.768107 -5.894294 -8.867930 -6.032257 -4.377114 -7.351355 -4.516492
4.574652 -9.689866 -12.613943 -9.808332 -7.637523 -10.659406 -7.751780 -5.878978 -8.851427 -6.016462 -4.362405 -7.336965 -4.502143
4.561374 -9.671077 -12.594498 -9.789037 -7.620334 -10.641207 -7.734792 -5.862691 -8.833845 -5.999701 -4.347106 -7.322087 -4.487260
4.548127 -9.652288 -12.575052 -9.769742 -7.603146 -10.623008 -7.717803 -5.846404 -8.816263 -5.982939 -4.331807 -7.307209 -4.472378
4.534911 -9.633499 -12.555607 -9.750448 -7.585957 -10.604809 -7.700814 -5.830117 -8.798681 -5.966178 -4.316508 -7.292331 -4.457495
4.521728 -9.614710 -12.536161 -9.731153 -7.568769 -10.586611 -7.683826 -5.813830 -8.781098 -5.949417 -4.301209 -7.277452 -4.442613
4.508575 -9.595921 -12.516716 -9.711859 -7.551580 -10.568412 -7.666837 -5.797543 -8.763516 -5.932655 -4.285910 -7.262574 -4.427730
4.495454 -9.577132 -12.497270 -9.692564 -7.534392 -10.550213 -7.649848 -5.781256 -8.745934 -5.915894 -4.270612 -7.247696 -4.412848
4.482364 -9.559707 -12.478984 -9.674668 -7.518541 -10.531129 -7.634597 -5.766002 -8.729322 -5.900428 -4.256442 -7.233835 -4.398768
4.469305 -9.542340 -12.460746 -9.656830 -7.502747 -10.512008 -7.619418 -5.750791 -8.712752 -5.885015 -4.242321 -7.220016 -4.384721
4.456278 -9.524973 -12.442507 -9.638992 -7.486953 -10.492887 -7.604239 -5.735580 -8.696181 -5.869603 -4.228199 -7.206197 -4.370675
4.443281 -9.507605 -12.424269 -9.621155 -7.471159 -10.473766 -7.589061 -5.720369 -8.679610 -5.854191 -4.214077 -7.192378 -4.356629
4.430316 -9.490238 -12.406031 -9.603317 -7.455364 -10.454644 -7.573882 -5.705158 -8.663039 -5.838779 -4.199955 -7.178559 -4.342582
4.417381 -9.472870 -12.387793 -9.585479 -7.439570 -10.435523 -7.558703 -5.689947 -8.646469 -5.823366 -4.185833 -7.164740 -4.328536
4.404477 -9.456305 -12.370267 -9.568463 -7.424554 -10.417222 -7.543979 -5.675355 -8.630499 -5.808617 -4.172165 -7.151347 -4.315004
4.391604 -9.440662 -12.353561 -9.552392 -7.410434 -10.399864 -7.529778 -5.661476 -8.615221 -5.794631 -4.159019 -7.138444 -4.302065
4.378761 -9.425020 -12.336854 -9.536321 -7.396314 -10.382506 -7.515576 -5.647596 -8.599943 -5.780645 -4.145874 -7.125542 -4.289126
4.365949 -9.409377 -12.320148 -9.520249 -7.382194 -10.365148 -7.501375 -5.633717 -8.584665 -5.766659 -4.132728 -7.112639 -4.276187
4.353168 -9.393735 -12.303441 -9.504178 -7.368074 -10.347790 -7.487174 -5.619838 -8.569387 -5.752673 -4.119583 -7.099737 -4.263248
4.340417 -9.378092 -12.286734 -9.488107 -7.353954 -10.330432 -7.472972 -5.605958 -8.554109 -5.738688 -4.106438 -7.086834 -4.250309
4.327696 -9.362450 -12.270028 -9.472036 -7.339834 -10.313075 -7.458771 -5.592079 -8.538831 -5.724702 -4.093292 -7.073932 -4.237370
4.315006 -9.347049 -12.253634 -9.456227 -7.325826 -10.295885 -7.444611 -5.578211 -8.523570 -5.710871 -4.080222 -7.060115 -4.224526
4.302346 -9.331655 -12.237249 -9.440425 -7.311820 -10.278701 -7.430452 -5.564343 -8.508310 -5.697045 -4.067155 -7.046269 -4.211684
4.289716 -9.316262 -12.220865 -9.424624 -7.297815 -10.261518 -7.416292 -5.550475 -8.493050 -5.683220 -4.054088 -7.032424 -4.198842
4.277116 -9.300868 -12.204481 -9.408823 -7.283809 -10.244334 -7.402133 -5.536607 -8.477790 -5.669394 -4.041021 -7.018578 -4.186001
4.264546 -9.285475 -12.188096 -9.393022 -7.269804 -10.227150 -7.387974 -5.522739 -8.462530 -5.655568 -4.027953 -7.004733 -4.173159
4.252006 -9.270082 -12.171712 -9.377220 -7.255798 -10.209966 -7.373815 -5.508871 -8.447270 -5.641743 -4.014886 -6.990887 -4.160318
4.239496 -9.253980 -12.154765 -9.360752 -7.240989 -10.191962 -7.358905 -5.494461 -8.431482 -5.627406 -4.001334 -6.976545 -4.147183
4.227016 -9.237093 -12.137195 -9.343546 -7.225291 -10.173049 -7.343164 -5.479452 -8.415111 -5.612504 -3.987246 -6.961652 -4.133722
4.214566 -9.220207 -12.119626 -9.326340 -7.209593 -10.154137 -7.327424 -5.464443 -8.398739 -5.597602 -3.973157 -6.946760 -4.120262
4.202145 -9.203321 -12.102056 -9.309134 -7.193894 -10.135225 -7.311683 -5.449435 -8.382368 -5.582700 -3.959069 -6.931868 -4.106802
4.189754 -9.186435 -12.084487 -9.291928 -7.178196 -10.116313 -7.295943 -5.434426 -8.365996 -5.567798 -3.944980 -6.916975 -4.093342
4.177392 -9.169549 -12.066917 -9.274722 -7.162497 -10.097401 -7.280202 -5.419417 -8.349625 -5.552896 -3.930892 -6.902083 -4.079882
4.165060 -9.152662 -12.049347 -9.257515 -7.146799 -10.078489 -7.264462 -5.404408 -8.333253 -5.537994 -3.916803 -6.887190 -4.066422
4.152757 -9.138348 -12.033915 -9.242975 -7.133640 -10.062188 -7.251195 -5.391341 -8.318016 -5.524869 -3.904080 -6.873535 -4.054198
4.140483 -9.124086 -12.018526 -9.228489 -7.120534 -10.045941 -7.237979 -5.378314 -8.302803 -5.511781 -3.891385 -6.859904 -4.042000
4.128239 -9.109824 -12.003138 -9.214004 -7.107428 -10.029694 -7.224763 -5.365287 -8.287590 -5.498694 -3.878690 -6.846274 -4.029803
4.116023 -9.095563 -11.987750 -9.199519 -7.094322 -10.013447 -7.211547 -5.352261 -8.272377 -5.485606 -3.865995 -6.832644 -4.017605
4.103837 -9.081301 -11.972361 -9.185033 -7.081216 -9.997200 -7.198332 -5.339234 -8.257164 -5.472518 -3.853300 -6.819014 -4.005407
4.091680 -9.067040 -11.956973 -9.170548 -7.068109 -9.980953 -7.185116 -5.326207 -8.241951 -5.459430 -3.840605 -6.805384 -3.993209
4.079552 -9.053202 -11.941995 -9.156697 -7.055383 -9.965120 -7.172040 -5.313460 -8.227472 -5.446536 -3.828629 -6.792422 -3.981473
4.067453 -9.039815 -11.927455 -9.143521 -7.043059 -9.949727 -7.159112 -5.301010 -8.213773 -5.433848 -3.817417 -6.780170 -3.970228
4.055383 -9.026428 -11.912914 -9.130346 -7.030735 -9.934334 -7.146184 -5.288560 -8.200075 -5.421160 -3.806205 -6.767918 -3.958984
4.043341 -9.013041 -11.898373 -9.117170 -7.018412 -9.918941 -7.133256 -5.276109 -8.186376 -5.408472 -3.794993 -6.755666 -3.947739
4.031328 -8.999653 -11.883832 -9.103994 -7.006088 -9.903548 -7.120329 -5.263659 -8.172678 -5.395784 -3.783781 -6.743414 -3.936495
4.019344 -8.986266 -11.869291 -9.090819 -6.993765 -9.888155 -7.107401 -5.251209 -8.158979 -5.383096 -3.772569 -6.731162 -3.925250
4.007388 -8.972879 -11.854751 -9.077643 -6.981441 -9.872762 -7.094473 -5.238759 -8.145281 -5.370408 -3.761357 -6.718911 -3.914005
3.995460 -8.957261 -11.838476 -9.061843 -6.966745 -9.856529 -7.079609 -5.224399 -8.130867 -5.355585 -3.749019 -6.705465 -3.901650
3.983561 -8.941619 -11.822183 -9.046014 -6.952025 -9.840287 -7.064725 -5.210020 -8.116446 -5.340739 -3.736670 -6.692008 -3.889282
3.971691 -8.925978 -11.805890 -9.030186 -6.937304 -9.824045 -7.049841 -5.195641 -8.102024 -5.325893 -3.724321 -6.678550 -3.876915
