#Average black hole merger rate (BHMR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHMR)@log(Mpeak)=12 log10(BHMR)_16@log(Mpeak)=12 log10(BHMR)_84@log(Mpeak)=12 log10(BHMR)@log(Mpeak)=13 log10(BHMR)_16@log(Mpeak)=13 log10(BHMR)_84@log(Mpeak)=13 log10(BHMR)@log(Mpeak)=14 log10(BHMR)_16@log(Mpeak)=14 log10(BHMR)_84@log(Mpeak)=14 log10(BHMR)@log(Mpeak)=15 log10(BHMR)_16@log(Mpeak)=15 log10(BHMR)_84@log(Mpeak)=15
2.251990 -7.190145 -9.876175 -7.290167 -5.027151 -7.798364 -5.152730 -3.441077 -6.227914 -3.581150 -2.561696 -5.256950 -2.659784
2.244244 -7.182911 -9.867297 -7.283554 -5.018381 -7.787583 -5.144673 -3.434771 -6.219195 -3.574915 -2.560000 -5.253047 -2.656563
2.236517 -7.175476 -9.858507 -7.276550 -5.009528 -7.776713 -5.136536 -3.428522 -6.210485 -3.568741 -2.559923 -5.252831 -2.654504
2.228808 -7.168041 -9.849717 -7.269545 -5.000674 -7.765842 -5.128399 -3.422273 -6.201775 -3.562566 -2.559846 -5.252614 -2.652444
2.221117 -7.160606 -9.840927 -7.262540 -4.991820 -7.754972 -5.120262 -3.416024 -6.193065 -3.556392 -2.559769 -5.252398 -2.650384
2.213444 -7.153170 -9.832137 -7.255536 -4.982966 -7.744102 -5.112126 -3.409775 -6.184355 -3.550217 -2.559692 -5.252181 -2.648324
2.205790 -7.145735 -9.823347 -7.248531 -4.974112 -7.733231 -5.103989 -3.403526 -6.175645 -3.544043 -2.559615 -5.251965 -2.646265
2.198154 -7.138300 -9.814557 -7.241526 -4.965258 -7.722361 -5.095852 -3.397277 -6.166935 -3.537868 -2.559537 -5.251748 -2.644205
2.190536 -7.131049 -9.805737 -7.234498 -4.956550 -7.711596 -5.087616 -3.391134 -6.158072 -3.531256 -2.559825 -5.251402 -2.642374
2.182936 -7.123905 -9.796899 -7.227456 -4.947927 -7.700892 -5.079322 -3.385052 -6.149121 -3.524389 -2.560324 -5.250980 -2.640676
2.175355 -7.116761 -9.788061 -7.220414 -4.939303 -7.690188 -5.071029 -3.378971 -6.140170 -3.517523 -2.560824 -5.250559 -2.638978
2.167791 -7.109617 -9.779223 -7.213372 -4.930680 -7.679484 -5.062735 -3.372889 -6.131219 -3.510656 -2.561323 -5.250137 -2.637280
2.160246 -7.102472 -9.770385 -7.206330 -4.922057 -7.668781 -5.054441 -3.366808 -6.122267 -3.503790 -2.561822 -5.249716 -2.635582
2.152718 -7.095328 -9.761547 -7.199288 -4.913434 -7.658077 -5.046147 -3.360726 -6.113316 -3.496924 -2.562321 -5.249294 -2.633884
2.145208 -7.088176 -9.752857 -7.192201 -4.904815 -7.647722 -5.037868 -3.354696 -6.104386 -3.490129 -2.562838 -5.248122 -2.632215
2.137717 -7.080976 -9.745085 -7.184838 -4.896222 -7.639539 -5.029682 -3.348985 -6.095588 -3.483781 -2.563470 -5.242275 -2.630721
2.130243 -7.073775 -9.737313 -7.177475 -4.887630 -7.631356 -5.021495 -3.343273 -6.086789 -3.477433 -2.564102 -5.236428 -2.629228
2.122787 -7.066575 -9.729540 -7.170111 -4.879037 -7.623173 -5.013308 -3.337562 -6.077991 -3.471085 -2.564734 -5.230581 -2.627735
2.115348 -7.059374 -9.721768 -7.162748 -4.870445 -7.614990 -5.005122 -3.331850 -6.069193 -3.464737 -2.565366 -5.224734 -2.626242
2.107928 -7.052174 -9.713996 -7.155385 -4.861852 -7.606807 -4.996935 -3.326139 -6.060394 -3.458390 -2.565998 -5.218886 -2.624748
2.100525 -7.044974 -9.706224 -7.148022 -4.853260 -7.598624 -4.988749 -3.320428 -6.051596 -3.452042 -2.566630 -5.213039 -2.623255
2.093140 -7.037878 -9.698725 -7.140740 -4.844776 -7.590530 -4.980670 -3.315293 -6.043220 -3.446484 -2.567360 -5.206926 -2.621974
2.085772 -7.030841 -9.691378 -7.133502 -4.836353 -7.582485 -4.972650 -3.310478 -6.035078 -3.441364 -2.568145 -5.200665 -2.620810
2.078422 -7.023804 -9.684031 -7.126265 -4.827930 -7.574440 -4.964631 -3.305664 -6.026936 -3.436245 -2.568929 -5.194404 -2.619646
2.071089 -7.016767 -9.676684 -7.119028 -4.819507 -7.566395 -4.956612 -3.300849 -6.018794 -3.431125 -2.569714 -5.188144 -2.618482
2.063774 -7.009730 -9.669337 -7.111791 -4.811084 -7.558350 -4.948592 -3.296034 -6.010652 -3.426005 -2.570498 -5.181883 -2.617318
2.056476 -7.002693 -9.661990 -7.104554 -4.802661 -7.550305 -4.940573 -3.291219 -6.002509 -3.420885 -2.571283 -5.175622 -2.616154
2.049196 -6.995651 -9.654428 -7.097341 -4.794247 -7.542265 -4.932527 -3.286421 -5.994695 -3.415747 -2.572075 -5.169355 -2.614991
2.041933 -6.988581 -9.645632 -7.090271 -4.785884 -7.534248 -4.924333 -3.281720 -5.988762 -3.410498 -2.572912 -5.163052 -2.613826
2.034687 -6.981510 -9.636835 -7.083201 -4.777520 -7.526232 -4.916139 -3.277018 -5.982830 -3.405249 -2.573748 -5.156749 -2.612661
2.027459 -6.974439 -9.628039 -7.076130 -4.769157 -7.518216 -4.907945 -3.272317 -5.976898 -3.400000 -2.574585 -5.150445 -2.611497
2.020247 -6.967368 -9.619243 -7.069060 -4.760794 -7.510199 -4.899752 -3.267615 -5.970966 -3.394752 -2.575421 -5.144142 -2.610332
2.013053 -6.960298 -9.610446 -7.061990 -4.752431 -7.502183 -4.891558 -3.262914 -5.965033 -3.389503 -2.576258 -5.137839 -2.609168
2.005876 -6.953227 -9.601650 -7.054920 -4.744068 -7.494167 -4.883364 -3.258212 -5.959101 -3.384254 -2.577094 -5.131536 -2.608003
1.998717 -6.946268 -9.592946 -7.047842 -4.735829 -7.485459 -4.875095 -3.253619 -5.953702 -3.379542 -2.577989 -5.125221 -2.605769
1.991574 -6.939369 -9.584290 -7.040760 -4.727657 -7.476383 -4.866787 -3.249084 -5.948586 -3.375114 -2.578914 -5.118901 -2.602966
1.984448 -6.932470 -9.575635 -7.033679 -4.719484 -7.467307 -4.858479 -3.244549 -5.943469 -3.370687 -2.579840 -5.112580 -2.600163
1.977339 -6.925571 -9.566979 -7.026597 -4.711312 -7.458232 -4.850171 -3.240014 -5.938353 -3.366259 -2.580766 -5.106260 -2.597360
1.970247 -6.918673 -9.558323 -7.019515 -4.703140 -7.449156 -4.841863 -3.235479 -5.933237 -3.361831 -2.581691 -5.099939 -2.594557
1.963172 -6.911774 -9.549668 -7.012434 -4.694967 -7.440080 -4.833555 -3.230944 -5.928120 -3.357404 -2.582617 -5.093619 -2.591754
1.956114 -6.904856 -9.540990 -7.005346 -4.686799 -7.430753 -4.825280 -3.226425 -5.923010 -3.352913 -2.583541 -5.087676 -2.589092
1.949073 -6.897837 -9.532192 -6.998224 -4.678653 -7.420083 -4.817182 -3.221987 -5.917934 -3.348084 -2.584460 -5.083741 -2.587180
1.942048 -6.890819 -9.523394 -6.991103 -4.670507 -7.409413 -4.809084 -3.217550 -5.912858 -3.343256 -2.585379 -5.079806 -2.585267
1.935041 -6.883801 -9.514596 -6.983981 -4.662361 -7.398743 -4.800986 -3.213112 -5.907782 -3.338428 -2.586297 -5.075872 -2.583355
1.928049 -6.876782 -9.505797 -6.976860 -4.654215 -7.388073 -4.792888 -3.208675 -5.902706 -3.333600 -2.587216 -5.071937 -2.581442
1.921075 -6.869764 -9.496999 -6.969738 -4.646068 -7.377403 -4.784790 -3.204237 -5.897630 -3.328772 -2.588135 -5.068003 -2.579530
1.914117 -6.862746 -9.488201 -6.962616 -4.637922 -7.366733 -4.776691 -3.199800 -5.892554 -3.323943 -2.589053 -5.064068 -2.577618
1.907176 -6.855902 -9.479554 -6.955928 -4.629944 -7.356104 -4.768570 -3.195492 -5.887177 -3.319376 -2.589966 -5.063855 -2.574749
1.900251 -6.849147 -9.470984 -6.949460 -4.622052 -7.345495 -4.760437 -3.191251 -5.881648 -3.314942 -2.590874 -5.065534 -2.571395
1.893343 -6.842392 -9.462413 -6.942992 -4.614159 -7.334887 -4.752304 -3.187009 -5.876119 -3.310507 -2.591783 -5.067212 -2.568040
1.886451 -6.835637 -9.453843 -6.936524 -4.606267 -7.324278 -4.744171 -3.182767 -5.870589 -3.306073 -2.592692 -5.068891 -2.564686
1.879576 -6.828882 -9.445272 -6.930057 -4.598374 -7.313669 -4.736038 -3.178525 -5.865060 -3.301638 -2.593600 -5.070570 -2.561331
1.872717 -6.822127 -9.436702 -6.923589 -4.590482 -7.303061 -4.727905 -3.174284 -5.859530 -3.297204 -2.594509 -5.072248 -2.557977
1.865874 -6.815327 -9.428073 -6.917118 -4.582583 -7.292374 -4.719701 -3.170054 -5.854067 -3.292781 -2.595257 -5.072755 -2.554402
1.859048 -6.808303 -9.419152 -6.910637 -4.574652 -7.281302 -4.711142 -3.165884 -5.848933 -3.288417 -2.595210 -5.067454 -2.549734
1.852237 -6.801279 -9.410232 -6.904155 -4.566722 -7.270229 -4.702583 -3.161715 -5.843799 -3.284053 -2.595163 -5.062153 -2.545066
1.845444 -6.794255 -9.401311 -6.897673 -4.558792 -7.259157 -4.694023 -3.157545 -5.838665 -3.279689 -2.595117 -5.056852 -2.540398
1.838666 -6.787231 -9.392391 -6.891191 -4.550861 -7.248084 -4.685464 -3.153375 -5.833531 -3.275325 -2.595070 -5.051551 -2.535730
1.831904 -6.780208 -9.383470 -6.884710 -4.542931 -7.237012 -4.676905 -3.149206 -5.828396 -3.270961 -2.595023 -5.046250 -2.531062
1.825159 -6.773184 -9.374549 -6.878228 -4.535000 -7.225939 -4.668346 -3.145036 -5.823262 -3.266596 -2.594976 -5.040949 -2.526395
1.818429 -6.766424 -9.365665 -6.871500 -4.527815 -7.215491 -4.660666 -3.141029 -5.819327 -3.261890 -2.594523 -5.035085 -2.522029
1.811716 -6.759793 -9.356798 -6.864653 -4.520991 -7.205347 -4.653412 -3.137101 -5.815974 -3.257018 -2.593873 -5.028946 -2.517810
1.805019 -6.753162 -9.347932 -6.857805 -4.514167 -7.195203 -4.646159 -3.133174 -5.812621 -3.252146 -2.593222 -5.022807 -2.513591
1.798337 -6.746531 -9.339065 -6.850958 -4.507343 -7.185058 -4.638906 -3.129246 -5.809268 -3.247273 -2.592572 -5.016669 -2.509372
1.791672 -6.739900 -9.330198 -6.844111 -4.500519 -7.174914 -4.631653 -3.125318 -5.805915 -3.242401 -2.591921 -5.010530 -2.505153
1.785022 -6.733269 -9.321332 -6.837263 -4.493695 -7.164769 -4.624400 -3.121390 -5.802562 -3.237528 -2.591271 -5.004392 -2.500934
1.778388 -6.726511 -9.312736 -6.830323 -4.486852 -7.155421 -4.617228 -3.117466 -5.799222 -3.232618 -2.590406 -4.998733 -2.496818
1.771770 -6.719164 -9.305396 -6.822955 -4.479919 -7.149752 -4.610436 -3.113559 -5.795945 -3.227529 -2.588553 -4.995290 -2.493175
1.765168 -6.711817 -9.298056 -6.815587 -4.472985 -7.144083 -4.603643 -3.109652 -5.792668 -3.222440 -2.586699 -4.991848 -2.489532
1.758582 -6.704470 -9.290716 -6.808219 -4.466052 -7.138414 -4.596850 -3.105744 -5.789391 -3.217352 -2.584845 -4.988406 -2.485890
1.752011 -6.697123 -9.283376 -6.800851 -4.459118 -7.132745 -4.590057 -3.101837 -5.786114 -3.212263 -2.582991 -4.984964 -2.482247
1.745456 -6.689776 -9.276035 -6.793482 -4.452185 -7.127077 -4.583264 -3.097930 -5.782837 -3.207175 -2.581138 -4.981521 -2.478604
1.738916 -6.682429 -9.268695 -6.786114 -4.445252 -7.121408 -4.576471 -3.094022 -5.779560 -3.202086 -2.579284 -4.978079 -2.474962
1.732392 -6.675424 -9.259960 -6.779330 -4.438575 -7.115929 -4.570000 -3.090965 -5.776462 -3.197528 -2.577053 -4.971744 -2.471445
1.725884 -6.668579 -9.250576 -6.772816 -4.432018 -7.110538 -4.563678 -3.088303 -5.773449 -3.193217 -2.574648 -4.964065 -2.467986
1.719391 -6.661733 -9.241193 -6.766303 -4.425460 -7.105147 -4.557355 -3.085641 -5.770435 -3.188905 -2.572243 -4.956387 -2.464527
1.712914 -6.654888 -9.231810 -6.759789 -4.418902 -7.099757 -4.551033 -3.082979 -5.767421 -3.184594 -2.569837 -4.948709 -2.461068
1.706452 -6.648042 -9.222427 -6.753276 -4.412345 -7.094366 -4.544711 -3.080317 -5.764408 -3.180283 -2.567432 -4.941030 -2.457609
1.700005 -6.641197 -9.213044 -6.746762 -4.405787 -7.088975 -4.538388 -3.077655 -5.761394 -3.175971 -2.565027 -4.933352 -2.454150
1.693574 -6.634290 -9.203864 -6.740129 -4.399224 -7.083169 -4.531946 -3.075018 -5.758324 -3.171945 -2.562411 -4.925656 -2.450789
1.687158 -6.627118 -9.195567 -6.732977 -4.392634 -7.075569 -4.524984 -3.072490 -5.755013 -3.169152 -2.558883 -4.917888 -2.447849
1.680757 -6.619946 -9.187270 -6.725825 -4.386045 -7.067969 -4.518022 -3.069962 -5.751701 -3.166360 -2.555355 -4.910120 -2.444910
1.674372 -6.612773 -9.178973 -6.718673 -4.379455 -7.060369 -4.511060 -3.067433 -5.748389 -3.163567 -2.551827 -4.902352 -2.441971
1.668001 -6.605601 -9.170676 -6.711522 -4.372866 -7.052768 -4.504098 -3.064905 -5.745078 -3.160775 -2.548299 -4.894584 -2.439032
1.661646 -6.598429 -9.162378 -6.704370 -4.366276 -7.045168 -4.497136 -3.062376 -5.741766 -3.157982 -2.544771 -4.886816 -2.436092
1.655306 -6.591257 -9.154081 -6.697218 -4.359686 -7.037568 -4.490174 -3.059848 -5.738455 -3.155190 -2.541243 -4.879048 -2.433153
1.648982 -6.584244 -9.146811 -6.690154 -4.353259 -7.029283 -4.483404 -3.057452 -5.733585 -3.152794 -2.536595 -4.872311 -2.429554
1.642672 -6.577303 -9.139997 -6.683129 -4.346903 -7.020695 -4.476719 -3.055114 -5.728025 -3.150575 -2.531450 -4.866031 -2.425661
1.636377 -6.570361 -9.133184 -6.676103 -4.340547 -7.012106 -4.470034 -3.052777 -5.722464 -3.148356 -2.526305 -4.859750 -2.421769
1.630097 -6.563420 -9.126370 -6.669078 -4.334192 -7.003518 -4.463350 -3.050440 -5.716903 -3.146137 -2.521160 -4.853470 -2.417876
1.623833 -6.556478 -9.119556 -6.662053 -4.327836 -6.994930 -4.456665 -3.048102 -5.711343 -3.143918 -2.516016 -4.847190 -2.413983
1.617583 -6.549537 -9.112742 -6.655028 -4.321480 -6.986341 -4.449980 -3.045765 -5.705782 -3.141698 -2.510871 -4.840909 -2.410091
1.611348 -6.542594 -9.105933 -6.647990 -4.315151 -6.977742 -4.443422 -3.043454 -5.700203 -3.139483 -2.505053 -4.834569 -2.405738
1.605128 -6.535645 -9.099144 -6.640903 -4.308931 -6.969097 -4.437381 -3.041256 -5.694548 -3.137284 -2.496505 -4.827985 -2.399517
1.598922 -6.528696 -9.092354 -6.633815 -4.302712 -6.960451 -4.431339 -3.039057 -5.688894 -3.135084 -2.487956 -4.821401 -2.393296
1.592732 -6.521747 -9.085565 -6.626728 -4.296492 -6.951806 -4.425297 -3.036858 -5.683239 -3.132885 -2.479408 -4.814818 -2.387075
1.586556 -6.514798 -9.078776 -6.619640 -4.290272 -6.943161 -4.419255 -3.034659 -5.677585 -3.130685 -2.470859 -4.808234 -2.380854
1.580395 -6.507849 -9.071987 -6.612553 -4.284052 -6.934515 -4.413214 -3.032460 -5.671930 -3.128486 -2.462310 -4.801650 -2.374633
1.574249 -6.500900 -9.065197 -6.605465 -4.277833 -6.925870 -4.407172 -3.030261 -5.666275 -3.126286 -2.453762 -4.795066 -2.368412
1.568117 -6.493874 -9.058362 -6.598282 -4.271664 -6.918998 -4.401373 -3.028117 -5.660793 -3.124161 -2.445079 -4.787395 -2.363300
1.562000 -6.486816 -9.051507 -6.591059 -4.265517 -6.912876 -4.395678 -3.025998 -5.655384 -3.122067 -2.436339 -4.779263 -2.358657
1.555897 -6.479757 -9.044653 -6.583835 -4.259370 -6.906754 -4.389982 -3.023878 -5.649975 -3.119972 -2.427600 -4.771132 -2.354014
1.549809 -6.472699 -9.037798 -6.576612 -4.253224 -6.900632 -4.384287 -3.021758 -5.644566 -3.117878 -2.418860 -4.763000 -2.349370
1.543736 -6.465641 -9.030943 -6.569388 -4.247077 -6.894510 -4.378591 -3.019638 -5.639157 -3.115784 -2.410120 -4.754868 -2.344727
1.537677 -6.458583 -9.024089 -6.562165 -4.240930 -6.888389 -4.372896 -3.017518 -5.633747 -3.113690 -2.401381 -4.746737 -2.340084
1.531632 -6.451575 -9.017234 -6.555034 -4.234835 -6.882307 -4.367187 -3.015442 -5.628341 -3.111643 -2.392667 -4.739524 -2.335623
1.525602 -6.444762 -9.010379 -6.548255 -4.228937 -6.876378 -4.361425 -3.013533 -5.622947 -3.109780 -2.384052 -4.735822 -2.331857
1.519586 -6.437949 -9.003523 -6.541476 -4.223040 -6.870449 -4.355663 -3.011624 -5.617553 -3.107917 -2.375437 -4.732119 -2.328091
1.513585 -6.431135 -8.996668 -6.534697 -4.217143 -6.864520 -4.349901 -3.009715 -5.612159 -3.106054 -2.366821 -4.728417 -2.324325
1.507597 -6.424322 -8.989812 -6.527917 -4.211245 -6.858591 -4.344139 -3.007806 -5.606765 -3.104191 -2.358206 -4.724714 -2.320559
1.501624 -6.417508 -8.982957 -6.521138 -4.205348 -6.852662 -4.338377 -3.005897 -5.601371 -3.102328 -2.349591 -4.721012 -2.316793
1.495666 -6.410695 -8.976101 -6.514359 -4.199450 -6.846733 -4.332615 -3.003988 -5.595977 -3.100464 -2.340976 -4.717309 -2.313027
1.489721 -6.403733 -8.968349 -6.507310 -4.193580 -6.839748 -4.326604 -3.002097 -5.590291 -3.098658 -2.332308 -4.712882 -2.307929
1.483791 -6.396713 -8.960236 -6.500152 -4.187721 -6.832337 -4.320494 -3.000213 -5.584487 -3.096874 -2.323620 -4.708163 -2.302294
1.477874 -6.389692 -8.952123 -6.492994 -4.181862 -6.824927 -4.314383 -2.998329 -5.578684 -3.095090 -2.314931 -4.703444 -2.296659
1.471972 -6.382671 -8.944010 -6.485836 -4.176003 -6.817516 -4.308272 -2.996445 -5.572880 -3.093307 -2.306243 -4.698724 -2.291024
1.466084 -6.375650 -8.935897 -6.478678 -4.170144 -6.810106 -4.302161 -2.994561 -5.567077 -3.091523 -2.297554 -4.694005 -2.285389
1.460210 -6.368630 -8.927784 -6.471519 -4.164285 -6.802695 -4.296051 -2.992677 -5.561273 -3.089739 -2.288866 -4.689286 -2.279754
1.454350 -6.361645 -8.919349 -6.464360 -4.158470 -6.795003 -4.290062 -2.990830 -5.555435 -3.087999 -2.280228 -4.684561 -2.273964
1.448504 -6.354789 -8.909753 -6.457194 -4.152815 -6.786300 -4.284514 -2.989116 -5.549474 -3.086414 -2.271774 -4.679815 -2.267616
1.442672 -6.347932 -8.900158 -6.450028 -4.147159 -6.777596 -4.278965 -2.987403 -5.543513 -3.084830 -2.263319 -4.675069 -2.261267
1.436853 -6.341076 -8.890563 -6.442863 -4.141504 -6.768892 -4.273417 -2.985690 -5.537551 -3.083246 -2.254864 -4.670323 -2.254918
1.431049 -6.334220 -8.880968 -6.435697 -4.135848 -6.760189 -4.267869 -2.983976 -5.531590 -3.081661 -2.246409 -4.665577 -2.248569
1.425258 -6.327364 -8.871372 -6.428531 -4.130192 -6.751485 -4.262321 -2.982263 -5.525629 -3.080077 -2.237955 -4.660832 -2.242221
1.419481 -6.320508 -8.861777 -6.421365 -4.124537 -6.742782 -4.256772 -2.980550 -5.519668 -3.078493 -2.229500 -4.656086 -2.235872
1.413718 -6.313717 -8.852200 -6.414498 -4.119015 -6.734139 -4.251405 -2.978938 -5.513775 -3.076485 -2.221194 -4.650778 -2.229428
1.407969 -6.306951 -8.842631 -6.407744 -4.113545 -6.725519 -4.246108 -2.977366 -5.507908 -3.074314 -2.212946 -4.645255 -2.222947
1.402233 -6.300184 -8.833062 -6.400991 -4.108075 -6.716900 -4.240811 -2.975794 -5.502042 -3.072143 -2.204697 -4.639732 -2.216466
1.396511 -6.293418 -8.823493 -6.394238 -4.102604 -6.708280 -4.235514 -2.974222 -5.496175 -3.069972 -2.196448 -4.634209 -2.209986
1.390803 -6.286652 -8.813923 -6.387485 -4.097134 -6.699661 -4.230217 -2.972649 -5.490309 -3.067802 -2.188200 -4.628686 -2.203505
1.385108 -6.279885 -8.804354 -6.380731 -4.091664 -6.691041 -4.224920 -2.971077 -5.484442 -3.065631 -2.179951 -4.623163 -2.197024
1.379427 -6.273073 -8.794695 -6.373850 -4.086220 -6.682430 -4.219666 -2.969639 -5.478675 -3.063378 -2.171734 -4.616576 -2.190415
1.373759 -6.266105 -8.784731 -6.366536 -4.080867 -6.673848 -4.214555 -2.968655 -5.473242 -3.060847 -2.163625 -4.606375 -2.183372
1.368105 -6.259137 -8.774767 -6.359221 -4.075513 -6.665266 -4.209444 -2.967671 -5.467809 -3.058316 -2.155516 -4.596175 -2.176328
1.362464 -6.252170 -8.764803 -6.351906 -4.070160 -6.656684 -4.204333 -2.966688 -5.462376 -3.055785 -2.147407 -4.585974 -2.169285
1.356837 -6.245202 -8.754839 -6.344591 -4.064806 -6.648102 -4.199222 -2.965704 -5.456943 -3.053254 -2.139298 -4.575773 -2.162241
1.351223 -6.238234 -8.744875 -6.337277 -4.059453 -6.639520 -4.194111 -2.964720 -5.451510 -3.050723 -2.131189 -4.565572 -2.155198
1.345623 -6.231266 -8.734911 -6.329962 -4.054100 -6.630938 -4.189001 -2.963737 -5.446077 -3.048192 -2.123080 -4.555372 -2.148154
1.340036 -6.224474 -8.726836 -6.323314 -4.049346 -6.622796 -4.183876 -2.962992 -5.440808 -3.045633 -2.115391 -4.548416 -2.144028
1.334462 -6.217747 -8.719452 -6.316911 -4.044811 -6.614815 -4.178747 -2.962336 -5.435598 -3.043065 -2.107856 -4.542646 -2.140969
1.328901 -6.211020 -8.712068 -6.310507 -4.040277 -6.606834 -4.173618 -2.961679 -5.430389 -3.040496 -2.100321 -4.536876 -2.137909
1.323354 -6.204293 -8.704684 -6.304104 -4.035743 -6.598853 -4.168489 -2.961023 -5.425179 -3.037927 -2.092785 -4.531106 -2.134849
1.317820 -6.197566 -8.697299 -6.297700 -4.031208 -6.590872 -4.163360 -2.960366 -5.419970 -3.035358 -2.085250 -4.525336 -2.131790
1.312299 -6.190839 -8.689915 -6.291297 -4.026674 -6.582891 -4.158231 -2.959710 -5.414760 -3.032790 -2.077715 -4.519567 -2.128730
1.306791 -6.184122 -8.683378 -6.284935 -4.022176 -6.574923 -4.153280 -2.959045 -5.410034 -3.030213 -2.070283 -4.514008 -2.125448
1.301296 -6.177438 -8.679564 -6.278706 -4.017799 -6.566997 -4.148901 -2.958356 -5.406859 -3.027609 -2.063182 -4.509129 -2.121452
1.295815 -6.170753 -8.675751 -6.272477 -4.013421 -6.559072 -4.144522 -2.957667 -5.403683 -3.025005 -2.056081 -4.504250 -2.117456
1.290346 -6.164069 -8.671937 -6.266248 -4.009044 -6.551147 -4.140143 -2.956978 -5.400508 -3.022402 -2.048980 -4.499371 -2.113461
1.284891 -6.157384 -8.668123 -6.260019 -4.004666 -6.543221 -4.135764 -2.956289 -5.397333 -3.019798 -2.041878 -4.494491 -2.109465
1.279448 -6.150700 -8.664309 -6.253791 -4.000289 -6.535296 -4.131385 -2.955600 -5.394158 -3.017194 -2.034777 -4.489612 -2.105469
1.274019 -6.144016 -8.660496 -6.247562 -3.995911 -6.527371 -4.127006 -2.954911 -5.390982 -3.014591 -2.027676 -4.484733 -2.101473
1.268602 -6.137229 -8.656583 -6.241030 -3.991575 -6.523454 -4.122668 -2.954088 -5.389190 -3.012068 -2.020820 -4.479465 -2.096120
1.263198 -6.130406 -8.652636 -6.234392 -3.987253 -6.520928 -4.118344 -2.953219 -5.387878 -3.009574 -2.014048 -4.474063 -2.090297
1.257808 -6.123584 -8.648689 -6.227755 -3.982932 -6.518401 -4.114020 -2.952350 -5.386566 -3.007080 -2.007276 -4.468660 -2.084473
1.252430 -6.116761 -8.644742 -6.221117 -3.978610 -6.515875 -4.109696 -2.951481 -5.385254 -3.004585 -2.000504 -4.463257 -2.078650
1.247065 -6.109938 -8.640795 -6.214480 -3.974288 -6.513349 -4.105372 -2.950612 -5.383942 -3.002091 -1.993732 -4.457854 -2.072827
1.241712 -6.103116 -8.636848 -6.207842 -3.969967 -6.510823 -4.101048 -2.949743 -5.382630 -2.999597 -1.986960 -4.452452 -2.067003
1.236372 -6.096345 -8.632504 -6.201255 -3.965696 -6.508646 -4.096776 -2.948882 -5.380418 -2.997015 -1.980291 -4.447343 -2.061200
1.231046 -6.089731 -8.626952 -6.194822 -3.961581 -6.507532 -4.092662 -2.948044 -5.375463 -2.994166 -1.973937 -4.443128 -2.055457
1.225731 -6.083117 -8.621399 -6.188389 -3.957467 -6.506417 -4.088548 -2.947207 -5.370508 -2.991317 -1.967583 -4.438913 -2.049714
1.220430 -6.076502 -8.615846 -6.181956 -3.953352 -6.505303 -4.084434 -2.946369 -5.365553 -2.988469 -1.961228 -4.434698 -2.043971
1.215141 -6.069888 -8.610294 -6.175523 -3.949237 -6.504188 -4.080320 -2.945532 -5.360598 -2.985620 -1.954874 -4.430483 -2.038228
1.209864 -6.063274 -8.604741 -6.169090 -3.945122 -6.503074 -4.076206 -2.944694 -5.355643 -2.982771 -1.948520 -4.426268 -2.032486
1.204601 -6.056660 -8.599189 -6.162657 -3.941008 -6.501960 -4.072092 -2.943857 -5.350687 -2.979922 -1.942166 -4.422053 -2.026743
1.199349 -6.050087 -8.592604 -6.155859 -3.937008 -6.500942 -4.068045 -2.942951 -5.345139 -2.977444 -1.936066 -4.418135 -2.021193
1.194111 -6.043528 -8.585679 -6.148941 -3.933048 -6.499955 -4.064018 -2.942022 -5.339394 -2.975087 -1.930050 -4.414314 -2.015708
1.188884 -6.036969 -8.578754 -6.142023 -3.929087 -6.498969 -4.059992 -2.941092 -5.333650 -2.972730 -1.924034 -4.410493 -2.010222
1.183671 -6.030410 -8.571828 -6.135106 -3.925126 -6.497983 -4.055966 -2.940163 -5.327906 -2.970374 -1.918018 -4.406672 -2.004736
1.178469 -6.023851 -8.564903 -6.128188 -3.921165 -6.496996 -4.051940 -2.939234 -5.322162 -2.968017 -1.912002 -4.402851 -1.999251
1.173280 -6.017292 -8.557978 -6.121270 -3.917204 -6.496010 -4.047913 -2.938305 -5.316417 -2.965660 -1.905986 -4.399030 -1.993765
1.168104 -6.010752 -8.551558 -6.114466 -3.913270 -6.495046 -4.043773 -2.937332 -5.310666 -2.963524 -1.900048 -4.395185 -1.988449
1.162939 -6.004269 -8.546596 -6.107993 -3.909413 -6.494144 -4.039306 -2.936230 -5.304896 -2.962024 -1.894338 -4.391274 -1.983625
1.157787 -5.997786 -8.541633 -6.101519 -3.905555 -6.493243 -4.034838 -2.935129 -5.299126 -2.960525 -1.888627 -4.387363 -1.978801
1.152647 -5.991303 -8.536671 -6.095045 -3.901698 -6.492341 -4.030370 -2.934028 -5.293356 -2.959025 -1.882916 -4.383452 -1.973977
1.147520 -5.984820 -8.531708 -6.088572 -3.897841 -6.491440 -4.025902 -2.932926 -5.287586 -2.957526 -1.877206 -4.379540 -1.969153
1.142405 -5.978336 -8.526746 -6.082098 -3.893984 -6.490539 -4.021435 -2.931825 -5.281816 -2.956026 -1.871495 -4.375629 -1.964329
1.137302 -5.971853 -8.521784 -6.075624 -3.890127 -6.489637 -4.016967 -2.930723 -5.276046 -2.954526 -1.865785 -4.371718 -1.959505
