#Best-fitting average specific star formation rates from Trinity.
#z: 6.0
#Ref: Zhang et al. (2021)
#log10(Mstar)[Msun] log10(SSFR)[yr^-1]
9.000000 -8.181910
9.100000 -8.178600
9.200000 -8.174540
9.300000 -8.170880
9.400000 -8.166020
9.500000 -8.161520
9.600000 -8.158600
9.700000 -8.156690
9.800000 -8.153270
9.900000 -8.150090
10.000000 -8.149080
