#Median black hole mass (Mbh_median) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with a redshift-independent black hole mass--galaxy bulge mass relation.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(Mbh_median)[Msun]
3.094024 13.550000 8.835982
3.094024 13.600000 8.850470
3.094024 13.650000 8.864958
3.094024 13.700000 8.879446
3.094024 13.750000 8.894186
3.094024 13.800000 8.908925
3.073049 11.000000 4.704583
3.073049 11.050000 4.836235
3.073049 11.100000 4.967887
3.073049 11.150000 5.100099
3.073049 11.200000 5.232311
3.073049 11.250000 5.364523
3.073049 11.300000 5.496735
3.073049 11.350000 5.628680
3.073049 11.400000 5.760625
3.073049 11.450000 5.892570
3.073049 11.500000 6.024515
3.073049 11.550000 6.155060
3.073049 11.600000 6.285604
3.073049 11.650000 6.416149
3.073049 11.700000 6.546693
3.073049 11.750000 6.674258
3.073049 11.800000 6.801823
3.073049 11.850000 6.929387
3.073049 11.900000 7.056952
3.073049 11.950000 7.178653
3.073049 12.000000 7.300354
3.073049 12.050000 7.422055
3.073049 12.100000 7.543756
3.073049 12.150000 7.652344
3.073049 12.200000 7.760932
3.073049 12.250000 7.869519
3.073049 12.300000 7.978107
3.073049 12.350000 8.059414
3.073049 12.400000 8.140720
3.073049 12.450000 8.222027
3.073049 12.500000 8.303333
3.073049 12.550000 8.351959
3.073049 12.600000 8.400584
3.073049 12.650000 8.449210
3.073049 12.700000 8.497836
3.073049 12.750000 8.526711
3.073049 12.800000 8.555586
3.073049 12.850000 8.584461
3.073049 12.900000 8.613337
3.073049 12.950000 8.633270
3.073049 13.000000 8.653203
3.073049 13.050000 8.673136
3.073049 13.100000 8.693069
3.073049 13.150000 8.709313
3.073049 13.200000 8.725557
3.073049 13.250000 8.741802
3.073049 13.300000 8.758046
3.073049 13.350000 8.772919
3.073049 13.400000 8.787791
3.073049 13.450000 8.802664
3.073049 13.500000 8.817537
3.073049 13.550000 8.832057
3.073049 13.600000 8.846578
3.073049 13.650000 8.861098
3.073049 13.700000 8.875619
3.073049 13.750000 8.890405
3.073049 13.800000 8.905191
3.052074 11.000000 4.701991
3.052074 11.050000 4.833869
3.052074 11.100000 4.965747
3.052074 11.150000 5.098226
3.052074 11.200000 5.230705
3.052074 11.250000 5.363184
3.052074 11.300000 5.495663
3.052074 11.350000 5.627904
3.052074 11.400000 5.760145
3.052074 11.450000 5.892386
3.052074 11.500000 6.024628
3.052074 11.550000 6.155476
3.052074 11.600000 6.286325
3.052074 11.650000 6.417174
3.052074 11.700000 6.548023
3.052074 11.750000 6.675860
3.052074 11.800000 6.803697
3.052074 11.850000 6.931534
3.052074 11.900000 7.059371
3.052074 11.950000 7.181213
3.052074 12.000000 7.303054
3.052074 12.050000 7.424896
3.052074 12.100000 7.546738
3.052074 12.150000 7.655106
3.052074 12.200000 7.763475
3.052074 12.250000 7.871843
3.052074 12.300000 7.980212
3.052074 12.350000 8.060853
3.052074 12.400000 8.141494
3.052074 12.450000 8.222135
3.052074 12.500000 8.302777
3.052074 12.550000 8.350875
3.052074 12.600000 8.398974
3.052074 12.650000 8.447073
3.052074 12.700000 8.495172
3.052074 12.750000 8.523823
3.052074 12.800000 8.552474
3.052074 12.850000 8.581124
3.052074 12.900000 8.609775
3.052074 12.950000 8.629624
3.052074 13.000000 8.649473
3.052074 13.050000 8.669322
3.052074 13.100000 8.689170
3.052074 13.150000 8.705388
3.052074 13.200000 8.721606
3.052074 13.250000 8.737823
3.052074 13.300000 8.754041
3.052074 13.350000 8.768926
3.052074 13.400000 8.783810
3.052074 13.450000 8.798695
3.052074 13.500000 8.813579
3.052074 13.550000 8.828132
3.052074 13.600000 8.842685
3.052074 13.650000 8.857238
3.052074 13.700000 8.871791
3.052074 13.750000 8.886624
3.052074 13.800000 8.901458
3.031099 11.000000 4.699399
3.031099 11.050000 4.831503
3.031099 11.100000 4.963607
3.031099 11.150000 5.096353
3.031099 11.200000 5.229099
3.031099 11.250000 5.361845
3.031099 11.300000 5.494591
3.031099 11.350000 5.627128
3.031099 11.400000 5.759666
3.031099 11.450000 5.892203
3.031099 11.500000 6.024740
3.031099 11.550000 6.155893
3.031099 11.600000 6.287046
3.031099 11.650000 6.418199
3.031099 11.700000 6.549352
3.031099 11.750000 6.677462
3.031099 11.800000 6.805571
3.031099 11.850000 6.933681
3.031099 11.900000 7.061790
3.031099 11.950000 7.183772
3.031099 12.000000 7.305754
3.031099 12.050000 7.427737
3.031099 12.100000 7.549719
3.031099 12.150000 7.657868
3.031099 12.200000 7.766017
3.031099 12.250000 7.874167
3.031099 12.300000 7.982316
3.031099 12.350000 8.062292
3.031099 12.400000 8.142268
3.031099 12.450000 8.222244
3.031099 12.500000 8.302220
3.031099 12.550000 8.349792
3.031099 12.600000 8.397364
3.031099 12.650000 8.444936
3.031099 12.700000 8.492508
3.031099 12.750000 8.520934
3.031099 12.800000 8.549361
3.031099 12.850000 8.577787
3.031099 12.900000 8.606214
3.031099 12.950000 8.625978
3.031099 13.000000 8.645743
3.031099 13.050000 8.665507
3.031099 13.100000 8.685272
3.031099 13.150000 8.701463
3.031099 13.200000 8.717654
3.031099 13.250000 8.733845
3.031099 13.300000 8.750036
3.031099 13.350000 8.764933
3.031099 13.400000 8.779829
3.031099 13.450000 8.794725
3.031099 13.500000 8.809621
3.031099 13.550000 8.824207
3.031099 13.600000 8.838792
3.031099 13.650000 8.853378
3.031099 13.700000 8.867964
3.031099 13.750000 8.882844
3.031099 13.800000 8.897724
3.010446 11.000000 4.697199
3.010446 11.050000 4.829539
3.010446 11.100000 4.961880
3.010446 11.150000 5.094903
3.010446 11.200000 5.227927
3.010446 11.250000 5.360950
3.010446 11.300000 5.493973
3.010446 11.350000 5.626816
3.010446 11.400000 5.759659
3.010446 11.450000 5.892501
3.010446 11.500000 6.025344
3.010446 11.550000 6.156808
3.010446 11.600000 6.288271
3.010446 11.650000 6.419735
3.010446 11.700000 6.551198
3.010446 11.750000 6.679579
3.010446 11.800000 6.807959
3.010446 11.850000 6.936340
3.010446 11.900000 7.064720
3.010446 11.950000 7.186824
3.010446 12.000000 7.308928
3.010446 12.050000 7.431032
3.010446 12.100000 7.553136
3.010446 12.150000 7.661020
3.010446 12.200000 7.768904
3.010446 12.250000 7.876788
3.010446 12.300000 7.984673
3.010446 12.350000 8.063956
3.010446 12.400000 8.143240
3.010446 12.450000 8.222524
3.010446 12.500000 8.301807
3.010446 12.550000 8.348860
3.010446 12.600000 8.395914
3.010446 12.650000 8.442967
3.010446 12.700000 8.490020
3.010446 12.750000 8.518222
3.010446 12.800000 8.546424
3.010446 12.850000 8.574626
3.010446 12.900000 8.602828
3.010446 12.950000 8.622506
3.010446 13.000000 8.642184
3.010446 13.050000 8.661862
3.010446 13.100000 8.681541
3.010446 13.150000 8.697704
3.010446 13.200000 8.713868
3.010446 13.250000 8.730031
3.010446 13.300000 8.746195
3.010446 13.350000 8.761102
3.010446 13.400000 8.776010
3.010446 13.450000 8.790917
3.010446 13.500000 8.805825
3.010446 13.550000 8.820445
3.010446 13.600000 8.835064
3.010446 13.650000 8.849684
3.010446 13.700000 8.864304
3.010446 13.750000 8.879234
3.010446 13.800000 8.894164
3.010446 13.850000 8.909094
2.989794 11.000000 4.694998
2.989794 11.050000 4.827575
2.989794 11.100000 4.960152
2.989794 11.150000 5.093453
2.989794 11.200000 5.226754
2.989794 11.250000 5.360055
2.989794 11.300000 5.493356
2.989794 11.350000 5.626504
2.989794 11.400000 5.759652
2.989794 11.450000 5.892800
2.989794 11.500000 6.025948
2.989794 11.550000 6.157722
2.989794 11.600000 6.289496
2.989794 11.650000 6.421270
2.989794 11.700000 6.553044
2.989794 11.750000 6.681696
2.989794 11.800000 6.810347
2.989794 11.850000 6.938999
2.989794 11.900000 7.067650
2.989794 11.950000 7.189876
2.989794 12.000000 7.312102
2.989794 12.050000 7.434328
2.989794 12.100000 7.556554
2.989794 12.150000 7.664173
2.989794 12.200000 7.771791
2.989794 12.250000 7.879410
2.989794 12.300000 7.987029
2.989794 12.350000 8.065620
2.989794 12.400000 8.144212
2.989794 12.450000 8.222803
2.989794 12.500000 8.301394
2.989794 12.550000 8.347929
2.989794 12.600000 8.394464
2.989794 12.650000 8.440998
2.989794 12.700000 8.487533
2.989794 12.750000 8.515510
2.989794 12.800000 8.543488
2.989794 12.850000 8.571465
2.989794 12.900000 8.599443
2.989794 12.950000 8.619034
2.989794 13.000000 8.638626
2.989794 13.050000 8.658218
2.989794 13.100000 8.677810
2.989794 13.150000 8.693946
2.989794 13.200000 8.710082
2.989794 13.250000 8.726218
2.989794 13.300000 8.742354
2.989794 13.350000 8.757272
2.989794 13.400000 8.772191
2.989794 13.450000 8.787110
2.989794 13.500000 8.802028
2.989794 13.550000 8.816682
2.989794 13.600000 8.831336
2.989794 13.650000 8.845990
2.989794 13.700000 8.860644
2.989794 13.750000 8.875624
2.989794 13.800000 8.890604
2.989794 13.850000 8.905584
2.969141 11.000000 4.692798
2.969141 11.050000 4.825611
2.969141 11.100000 4.958425
2.969141 11.150000 5.092003
2.969141 11.200000 5.225581
2.969141 11.250000 5.359160
2.969141 11.300000 5.492738
2.969141 11.350000 5.626192
2.969141 11.400000 5.759645
2.969141 11.450000 5.893098
2.969141 11.500000 6.026552
2.969141 11.550000 6.158636
2.969141 11.600000 6.290721
2.969141 11.650000 6.422805
2.969141 11.700000 6.554890
2.969141 11.750000 6.683812
2.969141 11.800000 6.812735
2.969141 11.850000 6.941658
2.969141 11.900000 7.070580
2.969141 11.950000 7.192928
2.969141 12.000000 7.315276
2.969141 12.050000 7.437624
2.969141 12.100000 7.559971
2.969141 12.150000 7.667325
2.969141 12.200000 7.774678
2.969141 12.250000 7.882032
2.969141 12.300000 7.989385
2.969141 12.350000 8.067284
2.969141 12.400000 8.145183
2.969141 12.450000 8.223082
2.969141 12.500000 8.300981
2.969141 12.550000 8.346997
2.969141 12.600000 8.393013
2.969141 12.650000 8.439029
2.969141 12.700000 8.485045
2.969141 12.750000 8.512798
2.969141 12.800000 8.540551
2.969141 12.850000 8.568304
2.969141 12.900000 8.596057
2.969141 12.950000 8.615562
2.969141 13.000000 8.635068
2.969141 13.050000 8.654573
2.969141 13.100000 8.674079
2.969141 13.150000 8.690187
2.969141 13.200000 8.706295
2.969141 13.250000 8.722404
2.969141 13.300000 8.738512
2.969141 13.350000 8.753442
2.969141 13.400000 8.768372
2.969141 13.450000 8.783302
2.969141 13.500000 8.798232
2.969141 13.550000 8.812920
2.969141 13.600000 8.827608
2.969141 13.650000 8.842296
2.969141 13.700000 8.856984
2.969141 13.750000 8.872014
2.969141 13.800000 8.887043
2.969141 13.850000 8.902073
2.948806 11.000000 4.691019
2.948806 11.050000 4.824079
2.948806 11.100000 4.957139
2.948806 11.150000 5.091006
2.948806 11.200000 5.224872
2.948806 11.250000 5.358738
2.948806 11.300000 5.492605
2.948806 11.350000 5.626372
2.948806 11.400000 5.760140
2.948806 11.450000 5.893908
2.948806 11.500000 6.027676
2.948806 11.550000 6.160076
2.948806 11.600000 6.292476
2.948806 11.650000 6.424876
2.948806 11.700000 6.557277
2.948806 11.750000 6.686467
2.948806 11.800000 6.815658
2.948806 11.850000 6.944849
2.948806 11.900000 7.074040
2.948806 11.950000 7.196488
2.948806 12.000000 7.318936
2.948806 12.050000 7.441384
2.948806 12.100000 7.563832
2.948806 12.150000 7.670873
2.948806 12.200000 7.777913
2.948806 12.250000 7.884954
2.948806 12.300000 7.991995
2.948806 12.350000 8.069180
2.948806 12.400000 8.146364
2.948806 12.450000 8.223549
2.948806 12.500000 8.300734
2.948806 12.550000 8.346240
2.948806 12.600000 8.391746
2.948806 12.650000 8.437252
2.948806 12.700000 8.482757
2.948806 12.750000 8.510284
2.948806 12.800000 8.537812
2.948806 12.850000 8.565339
2.948806 12.900000 8.592866
2.948806 12.950000 8.612281
2.948806 13.000000 8.631697
2.948806 13.050000 8.651113
2.948806 13.100000 8.670529
2.948806 13.150000 8.686608
2.948806 13.200000 8.702688
2.948806 13.250000 8.718767
2.948806 13.300000 8.734846
2.948806 13.350000 8.749787
2.948806 13.400000 8.764728
2.948806 13.450000 8.779668
2.948806 13.500000 8.794609
2.948806 13.550000 8.809332
2.948806 13.600000 8.824056
2.948806 13.650000 8.838780
2.948806 13.700000 8.853503
2.948806 13.750000 8.868586
2.948806 13.800000 8.883669
2.948806 13.850000 8.898751
2.928470 11.000000 4.689240
2.928470 11.050000 4.822547
2.928470 11.100000 4.955854
2.928470 11.150000 5.090008
2.928470 11.200000 5.224163
2.928470 11.250000 5.358317
2.928470 11.300000 5.492471
2.928470 11.350000 5.626553
2.928470 11.400000 5.760635
2.928470 11.450000 5.894717
2.928470 11.500000 6.028800
2.928470 11.550000 6.161516
2.928470 11.600000 6.294231
2.928470 11.650000 6.426947
2.928470 11.700000 6.559663
2.928470 11.750000 6.689122
2.928470 11.800000 6.818582
2.928470 11.850000 6.948041
2.928470 11.900000 7.077500
2.928470 11.950000 7.200048
2.928470 12.000000 7.322596
2.928470 12.050000 7.445144
2.928470 12.100000 7.567692
2.928470 12.150000 7.674420
2.928470 12.200000 7.781148
2.928470 12.250000 7.887876
2.928470 12.300000 7.994604
2.928470 12.350000 8.071075
2.928470 12.400000 8.147545
2.928470 12.450000 8.224016
2.928470 12.500000 8.300486
2.928470 12.550000 8.345482
2.928470 12.600000 8.390478
2.928470 12.650000 8.435474
2.928470 12.700000 8.480470
2.928470 12.750000 8.507771
2.928470 12.800000 8.535072
2.928470 12.850000 8.562373
2.928470 12.900000 8.589674
2.928470 12.950000 8.609001
2.928470 13.000000 8.628327
2.928470 13.050000 8.647653
2.928470 13.100000 8.666979
2.928470 13.150000 8.683030
2.928470 13.200000 8.699080
2.928470 13.250000 8.715130
2.928470 13.300000 8.731180
2.928470 13.350000 8.746131
2.928470 13.400000 8.761083
2.928470 13.450000 8.776034
2.928470 13.500000 8.790986
2.928470 13.550000 8.805745
2.928470 13.600000 8.820504
2.928470 13.650000 8.835264
2.928470 13.700000 8.850023
2.928470 13.750000 8.865158
2.928470 13.800000 8.880294
2.928470 13.850000 8.895429
2.908135 11.000000 4.687461
2.908135 11.050000 4.821015
2.908135 11.100000 4.954569
2.908135 11.150000 5.089011
2.908135 11.200000 5.223453
2.908135 11.250000 5.357895
2.908135 11.300000 5.492338
2.908135 11.350000 5.626734
2.908135 11.400000 5.761131
2.908135 11.450000 5.895527
2.908135 11.500000 6.029923
2.908135 11.550000 6.162955
2.908135 11.600000 6.295987
2.908135 11.650000 6.429019
2.908135 11.700000 6.562050
2.908135 11.750000 6.691777
2.908135 11.800000 6.821505
2.908135 11.850000 6.951232
2.908135 11.900000 7.080959
2.908135 11.950000 7.203608
2.908135 12.000000 7.326256
2.908135 12.050000 7.448904
2.908135 12.100000 7.571553
2.908135 12.150000 7.677968
2.908135 12.200000 7.784383
2.908135 12.250000 7.890799
2.908135 12.300000 7.997214
2.908135 12.350000 8.072970
2.908135 12.400000 8.148727
2.908135 12.450000 8.224483
2.908135 12.500000 8.300239
2.908135 12.550000 8.344725
2.908135 12.600000 8.389210
2.908135 12.650000 8.433696
2.908135 12.700000 8.478182
2.908135 12.750000 8.505257
2.908135 12.800000 8.532332
2.908135 12.850000 8.559408
2.908135 12.900000 8.586483
2.908135 12.950000 8.605720
2.908135 13.000000 8.624957
2.908135 13.050000 8.644193
2.908135 13.100000 8.663430
2.908135 13.150000 8.679451
2.908135 13.200000 8.695472
2.908135 13.250000 8.711493
2.908135 13.300000 8.727514
2.908135 13.350000 8.742476
2.908135 13.400000 8.757438
2.908135 13.450000 8.772401
2.908135 13.500000 8.787363
2.908135 13.550000 8.802158
2.908135 13.600000 8.816953
2.908135 13.650000 8.831748
2.908135 13.700000 8.846542
2.908135 13.750000 8.861731
2.908135 13.800000 8.876919
2.908135 13.850000 8.892107
2.908135 13.900000 8.907295
2.888113 11.000000 4.685377
2.888113 11.050000 4.819174
2.888113 11.100000 4.952971
2.888113 11.150000 5.087699
2.888113 11.200000 5.222426
2.888113 11.250000 5.357153
2.888113 11.300000 5.491880
2.888113 11.350000 5.626587
2.888113 11.400000 5.761294
2.888113 11.450000 5.896002
2.888113 11.500000 6.030709
2.888113 11.550000 6.164051
2.888113 11.600000 6.297392
2.888113 11.650000 6.430734
2.888113 11.700000 6.564076
2.888113 11.750000 6.694059
2.888113 11.800000 6.824043
2.888113 11.850000 6.954026
2.888113 11.900000 7.084010
2.888113 11.950000 7.206730
2.888113 12.000000 7.329451
2.888113 12.050000 7.452172
2.888113 12.100000 7.574893
2.888113 12.150000 7.680955
2.888113 12.200000 7.787017
2.888113 12.250000 7.893079
2.888113 12.300000 7.999141
2.888113 12.350000 8.074201
2.888113 12.400000 8.149261
2.888113 12.450000 8.224321
2.888113 12.500000 8.299381
2.888113 12.550000 8.343423
2.888113 12.600000 8.387465
2.888113 12.650000 8.431507
2.888113 12.700000 8.475549
2.888113 12.750000 8.502440
2.888113 12.800000 8.529330
2.888113 12.850000 8.556220
2.888113 12.900000 8.583110
2.888113 12.950000 8.602275
2.888113 13.000000 8.621439
2.888113 13.050000 8.640604
2.888113 13.100000 8.659769
2.888113 13.150000 8.675767
2.888113 13.200000 8.691765
2.888113 13.250000 8.707764
2.888113 13.300000 8.723762
2.888113 13.350000 8.738733
2.888113 13.400000 8.753705
2.888113 13.450000 8.768676
2.888113 13.500000 8.783647
2.888113 13.550000 8.798474
2.888113 13.600000 8.813301
2.888113 13.650000 8.828128
2.888113 13.700000 8.842955
2.888113 13.750000 8.858191
2.888113 13.800000 8.873427
2.888113 13.850000 8.888662
2.888113 13.900000 8.903898
2.868090 11.000000 4.683292
2.868090 11.050000 4.817333
2.868090 11.100000 4.951374
2.868090 11.150000 5.086386
2.868090 11.200000 5.221398
2.868090 11.250000 5.356410
2.868090 11.300000 5.491422
2.868090 11.350000 5.626440
2.868090 11.400000 5.761458
2.868090 11.450000 5.896476
2.868090 11.500000 6.031495
2.868090 11.550000 6.165146
2.868090 11.600000 6.298798
2.868090 11.650000 6.432450
2.868090 11.700000 6.566101
2.868090 11.750000 6.696341
2.868090 11.800000 6.826581
2.868090 11.850000 6.956820
2.868090 11.900000 7.087060
2.868090 11.950000 7.209853
2.868090 12.000000 7.332647
2.868090 12.050000 7.455440
2.868090 12.100000 7.578233
2.868090 12.150000 7.683942
2.868090 12.200000 7.789650
2.868090 12.250000 7.895359
2.868090 12.300000 8.001067
2.868090 12.350000 8.075432
2.868090 12.400000 8.149796
2.868090 12.450000 8.224160
2.868090 12.500000 8.298524
2.868090 12.550000 8.342122
2.868090 12.600000 8.385720
2.868090 12.650000 8.429319
2.868090 12.700000 8.472917
2.868090 12.750000 8.499622
2.868090 12.800000 8.526327
2.868090 12.850000 8.553032
2.868090 12.900000 8.579737
2.868090 12.950000 8.598829
2.868090 13.000000 8.617922
2.868090 13.050000 8.637015
2.868090 13.100000 8.656107
2.868090 13.150000 8.672083
2.868090 13.200000 8.688059
2.868090 13.250000 8.704034
2.868090 13.300000 8.720010
2.868090 13.350000 8.734990
2.868090 13.400000 8.749971
2.868090 13.450000 8.764951
2.868090 13.500000 8.779931
2.868090 13.550000 8.794791
2.868090 13.600000 8.809650
2.868090 13.650000 8.824509
2.868090 13.700000 8.839368
2.868090 13.750000 8.854651
2.868090 13.800000 8.869935
2.868090 13.850000 8.885218
2.868090 13.900000 8.900501
2.848067 11.000000 4.681208
2.848067 11.050000 4.815492
2.848067 11.100000 4.949777
2.848067 11.150000 5.085074
2.848067 11.200000 5.220371
2.848067 11.250000 5.355668
2.848067 11.300000 5.490965
2.848067 11.350000 5.626294
2.848067 11.400000 5.761622
2.848067 11.450000 5.896951
2.848067 11.500000 6.032280
2.848067 11.550000 6.166242
2.848067 11.600000 6.300203
2.848067 11.650000 6.434165
2.848067 11.700000 6.568127
2.848067 11.750000 6.698623
2.848067 11.800000 6.829119
2.848067 11.850000 6.959614
2.848067 11.900000 7.090110
2.848067 11.950000 7.212976
2.848067 12.000000 7.335842
2.848067 12.050000 7.458708
2.848067 12.100000 7.581573
2.848067 12.150000 7.686928
2.848067 12.200000 7.792284
2.848067 12.250000 7.897639
2.848067 12.300000 8.002994
2.848067 12.350000 8.076662
2.848067 12.400000 8.150330
2.848067 12.450000 8.223998
2.848067 12.500000 8.297666
2.848067 12.550000 8.340821
2.848067 12.600000 8.383976
2.848067 12.650000 8.427130
2.848067 12.700000 8.470285
2.848067 12.750000 8.496804
2.848067 12.800000 8.523324
2.848067 12.850000 8.549844
2.848067 12.900000 8.576364
2.848067 12.950000 8.595384
2.848067 13.000000 8.614405
2.848067 13.050000 8.633426
2.848067 13.100000 8.652446
2.848067 13.150000 8.668399
2.848067 13.200000 8.684352
2.848067 13.250000 8.700305
2.848067 13.300000 8.716258
2.848067 13.350000 8.731248
2.848067 13.400000 8.746237
2.848067 13.450000 8.761226
2.848067 13.500000 8.776216
2.848067 13.550000 8.791107
2.848067 13.600000 8.805998
2.848067 13.650000 8.820890
2.848067 13.700000 8.835781
2.848067 13.750000 8.851112
2.848067 13.800000 8.866443
2.848067 13.850000 8.881774
2.848067 13.900000 8.897105
2.828353 11.000000 4.680120
2.828353 11.050000 4.814671
2.828353 11.100000 4.949222
2.828353 11.150000 5.084826
2.828353 11.200000 5.220430
2.828353 11.250000 5.356034
2.828353 11.300000 5.491638
2.828353 11.350000 5.627297
2.828353 11.400000 5.762956
2.828353 11.450000 5.898615
2.828353 11.500000 6.034274
2.828353 11.550000 6.168560
2.828353 11.600000 6.302845
2.828353 11.650000 6.437130
2.828353 11.700000 6.571415
2.828353 11.750000 6.702169
2.828353 11.800000 6.832923
2.828353 11.850000 6.963677
2.828353 11.900000 7.094431
2.828353 11.950000 7.217346
2.828353 12.000000 7.340261
2.828353 12.050000 7.463176
2.828353 12.100000 7.586091
2.828353 12.150000 7.691037
2.828353 12.200000 7.795983
2.828353 12.250000 7.900930
2.828353 12.300000 8.005876
2.828353 12.350000 8.078803
2.828353 12.400000 8.151730
2.828353 12.450000 8.224656
2.828353 12.500000 8.297583
2.828353 12.550000 8.340252
2.828353 12.600000 8.382921
2.828353 12.650000 8.425590
2.828353 12.700000 8.468259
2.828353 12.750000 8.494559
2.828353 12.800000 8.520860
2.828353 12.850000 8.547160
2.828353 12.900000 8.573460
2.828353 12.950000 8.592391
2.828353 13.000000 8.611322
2.828353 13.050000 8.630253
2.828353 13.100000 8.649183
2.828353 13.150000 8.665108
2.828353 13.200000 8.681032
2.828353 13.250000 8.696956
2.828353 13.300000 8.712880
2.828353 13.350000 8.727876
2.828353 13.400000 8.742872
2.828353 13.450000 8.757868
2.828353 13.500000 8.772864
2.828353 13.550000 8.787798
2.828353 13.600000 8.802731
2.828353 13.650000 8.817665
2.828353 13.700000 8.832598
2.828353 13.750000 8.847986
2.828353 13.800000 8.863375
2.828353 13.850000 8.878763
2.828353 13.900000 8.894151
2.808638 11.000000 4.679033
2.808638 11.050000 4.813851
2.808638 11.100000 4.948668
2.808638 11.150000 5.084579
2.808638 11.200000 5.220490
2.808638 11.250000 5.356401
2.808638 11.300000 5.492312
2.808638 11.350000 5.628301
2.808638 11.400000 5.764290
2.808638 11.450000 5.900279
2.808638 11.500000 6.036268
2.808638 11.550000 6.170877
2.808638 11.600000 6.305486
2.808638 11.650000 6.440095
2.808638 11.700000 6.574704
2.808638 11.750000 6.705716
2.808638 11.800000 6.836727
2.808638 11.850000 6.967739
2.808638 11.900000 7.098751
2.808638 11.950000 7.221715
2.808638 12.000000 7.344679
2.808638 12.050000 7.467644
2.808638 12.100000 7.590608
2.808638 12.150000 7.695146
2.808638 12.200000 7.799683
2.808638 12.250000 7.904221
2.808638 12.300000 8.008758
2.808638 12.350000 8.080943
2.808638 12.400000 8.153129
2.808638 12.450000 8.225314
2.808638 12.500000 8.297499
2.808638 12.550000 8.339683
2.808638 12.600000 8.381867
2.808638 12.650000 8.424050
2.808638 12.700000 8.466234
2.808638 12.750000 8.492314
2.808638 12.800000 8.518395
2.808638 12.850000 8.544476
2.808638 12.900000 8.570557
2.808638 12.950000 8.589398
2.808638 13.000000 8.608239
2.808638 13.050000 8.627080
2.808638 13.100000 8.645920
2.808638 13.150000 8.661816
2.808638 13.200000 8.677711
2.808638 13.250000 8.693606
2.808638 13.300000 8.709502
2.808638 13.350000 8.724505
2.808638 13.400000 8.739507
2.808638 13.450000 8.754510
2.808638 13.500000 8.769513
2.808638 13.550000 8.784488
2.808638 13.600000 8.799464
2.808638 13.650000 8.814439
2.808638 13.700000 8.829415
2.808638 13.750000 8.844861
2.808638 13.800000 8.860306
2.808638 13.850000 8.875752
2.808638 13.900000 8.891198
2.788923 11.000000 4.677946
2.788923 11.050000 4.813030
2.788923 11.100000 4.948113
2.788923 11.150000 5.084331
2.788923 11.200000 5.220549
2.788923 11.250000 5.356767
2.788923 11.300000 5.492985
2.788923 11.350000 5.629304
2.788923 11.400000 5.765624
2.788923 11.450000 5.901943
2.788923 11.500000 6.038263
2.788923 11.550000 6.173195
2.788923 11.600000 6.308127
2.788923 11.650000 6.443060
2.788923 11.700000 6.577992
2.788923 11.750000 6.709262
2.788923 11.800000 6.840532
2.788923 11.850000 6.971801
2.788923 11.900000 7.103071
2.788923 11.950000 7.226085
2.788923 12.000000 7.349098
2.788923 12.050000 7.472112
2.788923 12.100000 7.595126
2.788923 12.150000 7.699254
2.788923 12.200000 7.803383
2.788923 12.250000 7.907512
2.788923 12.300000 8.011640
2.788923 12.350000 8.083084
2.788923 12.400000 8.154528
2.788923 12.450000 8.225972
2.788923 12.500000 8.297416
2.788923 12.550000 8.339114
2.788923 12.600000 8.380812
2.788923 12.650000 8.422510
2.788923 12.700000 8.464208
2.788923 12.750000 8.490069
2.788923 12.800000 8.515931
2.788923 12.850000 8.541792
2.788923 12.900000 8.567653
2.788923 12.950000 8.586404
2.788923 13.000000 8.605155
2.788923 13.050000 8.623907
2.788923 13.100000 8.642658
2.788923 13.150000 8.658524
2.788923 13.200000 8.674391
2.788923 13.250000 8.690257
2.788923 13.300000 8.706124
2.788923 13.350000 8.721133
2.788923 13.400000 8.736142
2.788923 13.450000 8.751152
2.788923 13.500000 8.766161
2.788923 13.550000 8.781179
2.788923 13.600000 8.796197
2.788923 13.650000 8.811214
2.788923 13.700000 8.826232
2.788923 13.750000 8.841735
2.788923 13.800000 8.857238
2.788923 13.850000 8.872741
2.788923 13.900000 8.888244
2.788923 13.950000 8.904615
2.769511 11.000000 4.676625
2.769511 11.050000 4.811972
2.769511 11.100000 4.947319
2.769511 11.150000 5.083841
2.769511 11.200000 5.220363
2.769511 11.250000 5.356885
2.769511 11.300000 5.493407
2.769511 11.350000 5.630052
2.769511 11.400000 5.766698
2.769511 11.450000 5.903343
2.769511 11.500000 6.039988
2.769511 11.550000 6.175237
2.769511 11.600000 6.310485
2.769511 11.650000 6.445734
2.769511 11.700000 6.580983
2.769511 11.750000 6.712495
2.769511 11.800000 6.844007
2.769511 11.850000 6.975519
2.769511 11.900000 7.107032
2.769511 11.950000 7.230062
2.769511 12.000000 7.353093
2.769511 12.050000 7.476123
2.769511 12.100000 7.599153
2.769511 12.150000 7.702835
2.769511 12.200000 7.806517
2.769511 12.250000 7.910199
2.769511 12.300000 8.013882
2.769511 12.350000 8.084615
2.769511 12.400000 8.155348
2.769511 12.450000 8.226081
2.769511 12.500000 8.296814
2.769511 12.550000 8.338088
2.769511 12.600000 8.379363
2.769511 12.650000 8.420637
2.769511 12.700000 8.461912
2.769511 12.750000 8.487587
2.769511 12.800000 8.513263
2.769511 12.850000 8.538939
2.769511 12.900000 8.564615
2.769511 12.950000 8.583290
2.769511 13.000000 8.601965
2.769511 13.050000 8.620640
2.769511 13.100000 8.639315
2.769511 13.150000 8.655157
