#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with a redshift-independent black hole mass--galaxy bulge mass relation.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(eta_avg)[Msun]
8.400992 11.750000 0.066045
8.400992 11.800000 0.068126
8.400992 11.850000 0.070206
8.352580 11.000000 0.046094
8.352580 11.050000 0.046237
8.352580 11.100000 0.046379
8.352580 11.150000 0.046835
8.352580 11.200000 0.047291
8.352580 11.250000 0.047747
8.352580 11.300000 0.048204
8.352580 11.350000 0.049078
8.352580 11.400000 0.049953
8.352580 11.450000 0.050828
8.352580 11.500000 0.051703
8.352580 11.550000 0.053139
8.352580 11.600000 0.054575
8.352580 11.650000 0.056010
8.352580 11.700000 0.057446
8.352580 11.750000 0.059612
8.352580 11.800000 0.061778
8.352580 11.850000 0.063943
8.304168 11.000000 0.038265
8.304168 11.050000 0.038500
8.304168 11.100000 0.038736
8.304168 11.150000 0.039287
8.304168 11.200000 0.039839
8.304168 11.250000 0.040390
8.304168 11.300000 0.040941
8.304168 11.350000 0.041911
8.304168 11.400000 0.042881
8.304168 11.450000 0.043851
8.304168 11.500000 0.044821
8.304168 11.550000 0.046348
8.304168 11.600000 0.047874
8.304168 11.650000 0.049401
8.304168 11.700000 0.050928
8.304168 11.750000 0.053179
8.304168 11.800000 0.055430
8.304168 11.850000 0.057681
8.256499 11.000000 0.031345
8.256499 11.050000 0.031686
8.256499 11.100000 0.032027
8.256499 11.150000 0.032685
8.256499 11.200000 0.033343
8.256499 11.250000 0.034001
8.256499 11.300000 0.034658
8.256499 11.350000 0.035732
8.256499 11.400000 0.036805
8.256499 11.450000 0.037879
8.256499 11.500000 0.038953
8.256499 11.550000 0.040577
8.256499 11.600000 0.042201
8.256499 11.650000 0.043825
8.256499 11.700000 0.045450
8.256499 11.750000 0.047789
8.256499 11.800000 0.050129
8.256499 11.850000 0.052469
8.208831 11.000000 0.024425
8.208831 11.050000 0.024872
8.208831 11.100000 0.025319
8.208831 11.150000 0.026083
8.208831 11.200000 0.026847
8.208831 11.250000 0.027611
8.208831 11.300000 0.028375
8.208831 11.350000 0.029553
8.208831 11.400000 0.030730
8.208831 11.450000 0.031907
8.208831 11.500000 0.033084
8.208831 11.550000 0.034806
8.208831 11.600000 0.036528
8.208831 11.650000 0.038250
8.208831 11.700000 0.039971
8.208831 11.750000 0.042400
8.208831 11.800000 0.044829
8.208831 11.850000 0.047258
8.208831 11.900000 0.049687
8.161163 11.000000 0.017505
8.161163 11.050000 0.018058
8.161163 11.100000 0.018611
8.161163 11.150000 0.019481
8.161163 11.200000 0.020352
8.161163 11.250000 0.021222
8.161163 11.300000 0.022092
8.161163 11.350000 0.023373
8.161163 11.400000 0.024654
8.161163 11.450000 0.025935
8.161163 11.500000 0.027216
8.161163 11.550000 0.029035
8.161163 11.600000 0.030855
8.161163 11.650000 0.032674
8.161163 11.700000 0.034493
8.161163 11.750000 0.037011
8.161163 11.800000 0.039529
8.161163 11.850000 0.042047
8.161163 11.900000 0.044565
8.114227 11.000000 0.010085
8.114227 11.050000 0.010678
8.114227 11.100000 0.011271
8.114227 11.150000 0.012169
8.114227 11.200000 0.013068
8.114227 11.250000 0.013966
8.114227 11.300000 0.014865
8.114227 11.350000 0.016163
8.114227 11.400000 0.017461
8.114227 11.450000 0.018759
8.114227 11.500000 0.020057
8.114227 11.550000 0.021883
8.114227 11.600000 0.023709
8.114227 11.650000 0.025536
8.114227 11.700000 0.027362
8.114227 11.750000 0.029881
8.114227 11.800000 0.032400
8.114227 11.850000 0.034919
8.114227 11.900000 0.037438
8.067291 11.000000 0.002665
8.067291 11.050000 0.003298
8.067291 11.100000 0.003931
8.067291 11.150000 0.004857
8.067291 11.200000 0.005784
8.067291 11.250000 0.006711
8.067291 11.300000 0.007638
8.067291 11.350000 0.008953
8.067291 11.400000 0.010268
8.067291 11.450000 0.011583
8.067291 11.500000 0.012897
8.067291 11.550000 0.014731
8.067291 11.600000 0.016564
8.067291 11.650000 0.018398
8.067291 11.700000 0.020231
8.067291 11.750000 0.022751
8.067291 11.800000 0.025271
8.067291 11.850000 0.027791
8.067291 11.900000 0.030311
8.067291 11.950000 0.033654
8.020356 11.000000 -0.004755
8.020356 11.050000 -0.004082
8.020356 11.100000 -0.003409
8.020356 11.150000 -0.002454
8.020356 11.200000 -0.001500
8.020356 11.250000 -0.000545
8.020356 11.300000 0.000410
8.020356 11.350000 0.001742
8.020356 11.400000 0.003074
8.020356 11.450000 0.004406
8.020356 11.500000 0.005738
8.020356 11.550000 0.007579
8.020356 11.600000 0.009419
8.020356 11.650000 0.011260
8.020356 11.700000 0.013100
8.020356 11.750000 0.015621
8.020356 11.800000 0.018142
8.020356 11.850000 0.020663
8.020356 11.900000 0.023184
8.020356 11.950000 0.026525
7.974142 11.000000 -0.014210
7.974142 11.050000 -0.013515
7.974142 11.100000 -0.012820
7.974142 11.150000 -0.011853
7.974142 11.200000 -0.010887
7.974142 11.250000 -0.009921
7.974142 11.300000 -0.008954
7.974142 11.350000 -0.007622
7.974142 11.400000 -0.006290
7.974142 11.450000 -0.004957
7.974142 11.500000 -0.003625
7.974142 11.550000 -0.001793
7.974142 11.600000 0.000038
7.974142 11.650000 0.001870
7.974142 11.700000 0.003701
7.974142 11.750000 0.006208
7.974142 11.800000 0.008714
7.974142 11.850000 0.011220
7.974142 11.900000 0.013727
7.974142 11.950000 0.017047
7.927927 11.000000 -0.023666
7.927927 11.050000 -0.022948
7.927927 11.100000 -0.022230
7.927927 11.150000 -0.021252
7.927927 11.200000 -0.020275
7.927927 11.250000 -0.019297
7.927927 11.300000 -0.018319
7.927927 11.350000 -0.016987
7.927927 11.400000 -0.015654
7.927927 11.450000 -0.014321
7.927927 11.500000 -0.012988
7.927927 11.550000 -0.011166
7.927927 11.600000 -0.009343
7.927927 11.650000 -0.007520
7.927927 11.700000 -0.005697
7.927927 11.750000 -0.003206
7.927927 11.800000 -0.000714
7.927927 11.850000 0.001778
7.927927 11.900000 0.004269
7.927927 11.950000 0.007570
7.881713 11.000000 -0.033121
7.881713 11.050000 -0.032381
7.881713 11.100000 -0.031640
7.881713 11.150000 -0.030651
7.881713 11.200000 -0.029662
7.881713 11.250000 -0.028673
7.881713 11.300000 -0.027684
7.881713 11.350000 -0.026351
7.881713 11.400000 -0.025018
7.881713 11.450000 -0.023685
7.881713 11.500000 -0.022351
7.881713 11.550000 -0.020538
7.881713 11.600000 -0.018724
7.881713 11.650000 -0.016910
7.881713 11.700000 -0.015096
7.881713 11.750000 -0.012619
7.881713 11.800000 -0.010142
7.881713 11.850000 -0.007665
7.881713 11.900000 -0.005188
7.881713 11.950000 -0.001907
7.881713 12.000000 0.001374
7.836209 11.000000 -0.043487
7.836209 11.050000 -0.042655
7.836209 11.100000 -0.041823
7.836209 11.150000 -0.040740
7.836209 11.200000 -0.039657
7.836209 11.250000 -0.038574
7.836209 11.300000 -0.037490
7.836209 11.350000 -0.036063
7.836209 11.400000 -0.034636
7.836209 11.450000 -0.033208
7.836209 11.500000 -0.031781
7.836209 11.550000 -0.029877
7.836209 11.600000 -0.027973
7.836209 11.650000 -0.026069
7.836209 11.700000 -0.024165
7.836209 11.750000 -0.021605
7.836209 11.800000 -0.019045
7.836209 11.850000 -0.016484
7.836209 11.900000 -0.013924
7.836209 11.950000 -0.010571
7.836209 12.000000 -0.007218
7.790705 11.000000 -0.053853
7.790705 11.050000 -0.052930
7.790705 11.100000 -0.052006
7.790705 11.150000 -0.050829
7.790705 11.200000 -0.049651
7.790705 11.250000 -0.048474
7.790705 11.300000 -0.047296
7.790705 11.350000 -0.045775
7.790705 11.400000 -0.044253
7.790705 11.450000 -0.042732
