#Average average specific black hole accretion rate (SBHAR) to specific star formation rate (SSFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SBHAR/SSFR)
3.311070 13.600000 -0.420706
3.311070 13.650000 -0.462267
3.311070 13.700000 -0.503827
3.288754 11.000000 0.250300
3.288754 11.050000 0.231146
3.288754 11.100000 0.211991
3.288754 11.150000 0.196245
3.288754 11.200000 0.180501
3.288754 11.250000 0.164756
3.288754 11.300000 0.149010
3.288754 11.350000 0.136182
3.288754 11.400000 0.123353
3.288754 11.450000 0.110526
3.288754 11.500000 0.097697
3.288754 11.550000 0.087192
3.288754 11.600000 0.076687
3.288754 11.650000 0.066183
3.288754 11.700000 0.055677
3.288754 11.750000 0.046956
3.288754 11.800000 0.038236
3.288754 11.850000 0.029516
3.288754 11.900000 0.020796
3.288754 11.950000 0.013481
3.288754 12.000000 0.006166
3.288754 12.050000 -0.001149
3.288754 12.100000 -0.008464
3.288754 12.150000 -0.014626
3.288754 12.200000 -0.020787
3.288754 12.250000 -0.026949
3.288754 12.300000 -0.033111
3.288754 12.350000 -0.038567
3.288754 12.400000 -0.044025
3.288754 12.450000 -0.049483
3.288754 12.500000 -0.054941
3.288754 12.550000 -0.060957
3.288754 12.600000 -0.066973
3.288754 12.650000 -0.072988
3.288754 12.700000 -0.079003
3.288754 12.750000 -0.087335
3.288754 12.800000 -0.095668
3.288754 12.850000 -0.104001
3.288754 12.900000 -0.112332
3.288754 12.950000 -0.124462
3.288754 13.000000 -0.136594
3.288754 13.050000 -0.148724
3.288754 13.100000 -0.160855
3.288754 13.150000 -0.178657
3.288754 13.200000 -0.196459
3.288754 13.250000 -0.214261
3.288754 13.300000 -0.232064
3.288754 13.350000 -0.258807
3.288754 13.400000 -0.285548
3.288754 13.450000 -0.312291
3.288754 13.500000 -0.339034
3.288754 13.550000 -0.380731
3.288754 13.600000 -0.422426
3.288754 13.650000 -0.464123
3.288754 13.700000 -0.505820
3.266781 11.000000 0.249552
3.266781 11.050000 0.230250
3.266781 11.100000 0.210947
3.266781 11.150000 0.195116
3.266781 11.200000 0.179286
3.266781 11.250000 0.163456
3.266781 11.300000 0.147627
3.266781 11.350000 0.134760
3.266781 11.400000 0.121895
3.266781 11.450000 0.109029
3.266781 11.500000 0.096163
3.266781 11.550000 0.085652
3.266781 11.600000 0.075141
3.266781 11.650000 0.064631
3.266781 11.700000 0.054119
3.266781 11.750000 0.045410
3.266781 11.800000 0.036702
3.266781 11.850000 0.027996
3.266781 11.900000 0.019288
3.266781 11.950000 0.011994
3.266781 12.000000 0.004700
3.266781 12.050000 -0.002593
3.266781 12.100000 -0.009888
3.266781 12.150000 -0.016023
3.266781 12.200000 -0.022159
3.266781 12.250000 -0.028294
3.266781 12.300000 -0.034429
3.266781 12.350000 -0.039867
3.266781 12.400000 -0.045306
3.266781 12.450000 -0.050744
3.266781 12.500000 -0.056180
3.266781 12.550000 -0.062202
3.266781 12.600000 -0.068223
3.266781 12.650000 -0.074245
3.266781 12.700000 -0.080265
3.266781 12.750000 -0.088622
3.266781 12.800000 -0.096978
3.266781 12.850000 -0.105335
3.266781 12.900000 -0.113690
3.266781 12.950000 -0.125849
3.266781 13.000000 -0.138008
3.266781 13.050000 -0.150166
3.266781 13.100000 -0.162324
3.266781 13.150000 -0.180181
3.266781 13.200000 -0.198035
3.266781 13.250000 -0.215891
3.266781 13.300000 -0.233746
3.266781 13.350000 -0.260592
3.266781 13.400000 -0.287439
3.266781 13.450000 -0.314287
3.266781 13.500000 -0.341134
3.266781 13.550000 -0.382980
3.266781 13.600000 -0.424825
3.266781 13.650000 -0.466671
3.266781 13.700000 -0.508517
3.244809 11.000000 0.248801
3.244809 11.050000 0.229353
3.244809 11.100000 0.209902
3.244809 11.150000 0.193988
3.244809 11.200000 0.178072
3.244809 11.250000 0.162156
3.244809 11.300000 0.146241
3.244809 11.350000 0.133339
3.244809 11.400000 0.120435
3.244809 11.450000 0.107532
3.244809 11.500000 0.094628
3.244809 11.550000 0.084111
3.244809 11.600000 0.073595
3.244809 11.650000 0.063078
3.244809 11.700000 0.052561
3.244809 11.750000 0.043865
3.244809 11.800000 0.035170
3.244809 11.850000 0.026473
3.244809 11.900000 0.017779
3.244809 11.950000 0.010507
3.244809 12.000000 0.003236
3.244809 12.050000 -0.004036
3.244809 12.100000 -0.011309
3.244809 12.150000 -0.017419
3.244809 12.200000 -0.023528
3.244809 12.250000 -0.029638
3.244809 12.300000 -0.035747
3.244809 12.350000 -0.041166
3.244809 12.400000 -0.046584
3.244809 12.450000 -0.052003
3.244809 12.500000 -0.057421
3.244809 12.550000 -0.063448
3.244809 12.600000 -0.069475
3.244809 12.650000 -0.075501
3.244809 12.700000 -0.081528
3.244809 12.750000 -0.089909
3.244809 12.800000 -0.098289
3.244809 12.850000 -0.106669
3.244809 12.900000 -0.115048
3.244809 12.950000 -0.127236
3.244809 13.000000 -0.139421
3.244809 13.050000 -0.151609
3.244809 13.100000 -0.163796
3.244809 13.150000 -0.181704
3.244809 13.200000 -0.199612
3.244809 13.250000 -0.217519
3.244809 13.300000 -0.235427
3.244809 13.350000 -0.262380
3.244809 13.400000 -0.289331
3.244809 13.450000 -0.316283
3.244809 13.500000 -0.343235
3.244809 13.550000 -0.385229
3.244809 13.600000 -0.427223
3.244809 13.650000 -0.469219
3.244809 13.700000 -0.511214
3.222836 11.000000 0.248052
3.222836 11.050000 0.228455
3.222836 11.100000 0.208858
3.222836 11.150000 0.192858
3.222836 11.200000 0.176857
3.222836 11.250000 0.160857
3.222836 11.300000 0.144857
3.222836 11.350000 0.131916
3.222836 11.400000 0.118975
3.222836 11.450000 0.106034
3.222836 11.500000 0.093093
3.222836 11.550000 0.082570
3.222836 11.600000 0.072049
3.222836 11.650000 0.061527
3.222836 11.700000 0.051003
3.222836 11.750000 0.042319
3.222836 11.800000 0.033637
3.222836 11.850000 0.024953
3.222836 11.900000 0.016270
3.222836 11.950000 0.009020
3.222836 12.000000 0.001770
3.222836 12.050000 -0.005481
3.222836 12.100000 -0.012732
3.222836 12.150000 -0.018815
3.222836 12.200000 -0.024898
3.222836 12.250000 -0.030983
3.222836 12.300000 -0.037066
3.222836 12.350000 -0.042464
3.222836 12.400000 -0.047863
3.222836 12.450000 -0.053262
3.222836 12.500000 -0.058660
3.222836 12.550000 -0.064693
3.222836 12.600000 -0.070725
3.222836 12.650000 -0.076759
3.222836 12.700000 -0.082791
3.222836 12.750000 -0.091195
3.222836 12.800000 -0.099600
3.222836 12.850000 -0.108004
3.222836 12.900000 -0.116407
3.222836 12.950000 -0.128622
3.222836 13.000000 -0.140836
3.222836 13.050000 -0.153052
3.222836 13.100000 -0.165265
3.222836 13.150000 -0.183226
3.222836 13.200000 -0.201187
3.222836 13.250000 -0.219148
3.222836 13.300000 -0.237109
3.222836 13.350000 -0.264166
3.222836 13.400000 -0.291221
3.222836 13.450000 -0.318278
3.222836 13.500000 -0.345334
3.222836 13.550000 -0.387478
3.222836 13.600000 -0.429623
3.222836 13.650000 -0.471767
3.222836 13.700000 -0.513912
3.222836 13.750000 -0.573700
3.201201 11.000000 0.247190
3.201201 11.050000 0.227456
3.201201 11.100000 0.207721
3.201201 11.150000 0.191647
3.201201 11.200000 0.175574
3.201201 11.250000 0.159501
3.201201 11.300000 0.143427
3.201201 11.350000 0.130461
3.201201 11.400000 0.117493
3.201201 11.450000 0.104527
3.201201 11.500000 0.091560
3.201201 11.550000 0.081042
3.201201 11.600000 0.070525
3.201201 11.650000 0.060006
3.201201 11.700000 0.049487
3.201201 11.750000 0.040824
3.201201 11.800000 0.032159
3.201201 11.850000 0.023497
3.201201 11.900000 0.014834
3.201201 11.950000 0.007611
3.201201 12.000000 0.000389
3.201201 12.050000 -0.006835
3.201201 12.100000 -0.014058
3.201201 12.150000 -0.020112
3.201201 12.200000 -0.026167
3.201201 12.250000 -0.032221
3.201201 12.300000 -0.038277
3.201201 12.350000 -0.043657
3.201201 12.400000 -0.049039
3.201201 12.450000 -0.054418
3.201201 12.500000 -0.059799
3.201201 12.550000 -0.065842
3.201201 12.600000 -0.071885
3.201201 12.650000 -0.077927
3.201201 12.700000 -0.083970
3.201201 12.750000 -0.092401
3.201201 12.800000 -0.100831
3.201201 12.850000 -0.109261
3.201201 12.900000 -0.117692
3.201201 12.950000 -0.129936
3.201201 13.000000 -0.142182
3.201201 13.050000 -0.154427
3.201201 13.100000 -0.166673
3.201201 13.150000 -0.184691
3.201201 13.200000 -0.202707
3.201201 13.250000 -0.220724
3.201201 13.300000 -0.238741
3.201201 13.350000 -0.265913
3.201201 13.400000 -0.293084
3.201201 13.450000 -0.320255
3.201201 13.500000 -0.347427
3.201201 13.550000 -0.389743
3.201201 13.600000 -0.432060
3.201201 13.650000 -0.474376
3.201201 13.700000 -0.516692
3.201201 13.750000 -0.576318
3.179566 11.000000 0.246327
3.179566 11.050000 0.226456
3.179566 11.100000 0.206585
3.179566 11.150000 0.190438
3.179566 11.200000 0.174291
3.179566 11.250000 0.158144
3.179566 11.300000 0.141997
3.179566 11.350000 0.129005
3.179566 11.400000 0.116012
3.179566 11.450000 0.103020
3.179566 11.500000 0.090027
3.179566 11.550000 0.079513
3.179566 11.600000 0.068998
3.179566 11.650000 0.058484
3.179566 11.700000 0.047971
3.179566 11.750000 0.039327
3.179566 11.800000 0.030683
3.179566 11.850000 0.022041
3.179566 11.900000 0.013397
3.179566 11.950000 0.006201
3.179566 12.000000 -0.000993
3.179566 12.050000 -0.008189
3.179566 12.100000 -0.015384
3.179566 12.150000 -0.021410
3.179566 12.200000 -0.027436
3.179566 12.250000 -0.033461
3.179566 12.300000 -0.039488
3.179566 12.350000 -0.044849
3.179566 12.400000 -0.050213
3.179566 12.450000 -0.055575
3.179566 12.500000 -0.060938
3.179566 12.550000 -0.066990
3.179566 12.600000 -0.073044
3.179566 12.650000 -0.079096
3.179566 12.700000 -0.085149
3.179566 12.750000 -0.093606
3.179566 12.800000 -0.102063
3.179566 12.850000 -0.110519
3.179566 12.900000 -0.118978
3.179566 12.950000 -0.131252
3.179566 13.000000 -0.143529
3.179566 13.050000 -0.155804
3.179566 13.100000 -0.168079
3.179566 13.150000 -0.186153
3.179566 13.200000 -0.204227
3.179566 13.250000 -0.222300
3.179566 13.300000 -0.240375
3.179566 13.350000 -0.267661
3.179566 13.400000 -0.294947
3.179566 13.450000 -0.322233
3.179566 13.500000 -0.349521
3.179566 13.550000 -0.392009
3.179566 13.600000 -0.434497
3.179566 13.650000 -0.476985
3.179566 13.700000 -0.519475
3.179566 13.750000 -0.578936
3.157931 11.000000 0.245464
3.157931 11.050000 0.225456
3.157931 11.100000 0.205448
3.157931 11.150000 0.189228
3.157931 11.200000 0.173009
3.157931 11.250000 0.156788
3.157931 11.300000 0.140568
3.157931 11.350000 0.127550
3.157931 11.400000 0.114531
3.157931 11.450000 0.101513
3.157931 11.500000 0.088494
3.157931 11.550000 0.077984
3.157931 11.600000 0.067474
3.157931 11.650000 0.056964
3.157931 11.700000 0.046453
3.157931 11.750000 0.037830
3.157931 11.800000 0.029208
3.157931 11.850000 0.020585
3.157931 11.900000 0.011962
3.157931 11.950000 0.004793
3.157931 12.000000 -0.002374
3.157931 12.050000 -0.009543
3.157931 12.100000 -0.016710
3.157931 12.150000 -0.022707
3.157931 12.200000 -0.028705
3.157931 12.250000 -0.034701
3.157931 12.300000 -0.040698
3.157931 12.350000 -0.046043
3.157931 12.400000 -0.051388
3.157931 12.450000 -0.056732
3.157931 12.500000 -0.062076
3.157931 12.550000 -0.068139
3.157931 12.600000 -0.074202
3.157931 12.650000 -0.080266
3.157931 12.700000 -0.086328
3.157931 12.750000 -0.094811
3.157931 12.800000 -0.103295
3.157931 12.850000 -0.111779
3.157931 12.900000 -0.120262
3.157931 12.950000 -0.132568
3.157931 13.000000 -0.144874
3.157931 13.050000 -0.157181
3.157931 13.100000 -0.169487
3.157931 13.150000 -0.187618
3.157931 13.200000 -0.205747
3.157931 13.250000 -0.223877
3.157931 13.300000 -0.242008
3.157931 13.350000 -0.269408
3.157931 13.400000 -0.296810
3.157931 13.450000 -0.324211
3.157931 13.500000 -0.351613
3.157931 13.550000 -0.394273
3.157931 13.600000 -0.436933
3.157931 13.650000 -0.479595
3.157931 13.700000 -0.522255
3.157931 13.750000 -0.581555
3.136629 11.000000 0.247800
3.136629 11.050000 0.227648
3.136629 11.100000 0.207496
3.136629 11.150000 0.191164
3.136629 11.200000 0.174835
3.136629 11.250000 0.158503
3.136629 11.300000 0.142174
3.136629 11.350000 0.129068
3.136629 11.400000 0.115962
3.136629 11.450000 0.102857
3.136629 11.500000 0.089750
3.136629 11.550000 0.079167
3.136629 11.600000 0.068582
3.136629 11.650000 0.057998
3.136629 11.700000 0.047413
3.136629 11.750000 0.038727
3.136629 11.800000 0.030039
3.136629 11.850000 0.021352
3.136629 11.900000 0.012666
3.136629 11.950000 0.005442
3.136629 12.000000 -0.001783
3.136629 12.050000 -0.009006
3.136629 12.100000 -0.016229
3.136629 12.150000 -0.022277
3.136629 12.200000 -0.028325
3.136629 12.250000 -0.034373
3.136629 12.300000 -0.040422
3.136629 12.350000 -0.045831
3.136629 12.400000 -0.051237
3.136629 12.450000 -0.056646
3.136629 12.500000 -0.062053
3.136629 12.550000 -0.068200
3.136629 12.600000 -0.074347
3.136629 12.650000 -0.080492
3.136629 12.700000 -0.086639
3.136629 12.750000 -0.095201
3.136629 12.800000 -0.103762
3.136629 12.850000 -0.112323
3.136629 12.900000 -0.120884
3.136629 12.950000 -0.133256
3.136629 13.000000 -0.145629
3.136629 13.050000 -0.158000
3.136629 13.100000 -0.170373
3.136629 13.150000 -0.188582
3.136629 13.200000 -0.206793
3.136629 13.250000 -0.225001
3.136629 13.300000 -0.243211
3.136629 13.350000 -0.270748
3.136629 13.400000 -0.298284
3.136629 13.450000 -0.325821
3.136629 13.500000 -0.353358
3.136629 13.550000 -0.396218
3.136629 13.600000 -0.439080
3.136629 13.650000 -0.481941
3.136629 13.700000 -0.524801
3.136629 13.750000 -0.583963
3.115326 11.000000 0.250137
3.115326 11.050000 0.229839
3.115326 11.100000 0.209543
3.115326 11.150000 0.193100
3.115326 11.200000 0.176660
3.115326 11.250000 0.160219
3.115326 11.300000 0.143779
3.115326 11.350000 0.130585
3.115326 11.400000 0.117392
3.115326 11.450000 0.104199
3.115326 11.500000 0.091005
3.115326 11.550000 0.080348
3.115326 11.600000 0.069690
3.115326 11.650000 0.059032
3.115326 11.700000 0.048374
3.115326 11.750000 0.039623
3.115326 11.800000 0.030872
3.115326 11.850000 0.022120
3.115326 11.900000 0.013368
3.115326 11.950000 0.006089
3.115326 12.000000 -0.001189
3.115326 12.050000 -0.008470
3.115326 12.100000 -0.015749
3.115326 12.150000 -0.021848
3.115326 12.200000 -0.027947
3.115326 12.250000 -0.034046
3.115326 12.300000 -0.040146
3.115326 12.350000 -0.045616
3.115326 12.400000 -0.051088
3.115326 12.450000 -0.056560
3.115326 12.500000 -0.062031
3.115326 12.550000 -0.068261
3.115326 12.600000 -0.074492
3.115326 12.650000 -0.080721
3.115326 12.700000 -0.086952
3.115326 12.750000 -0.095590
3.115326 12.800000 -0.104229
3.115326 12.850000 -0.112867
3.115326 12.900000 -0.121507
3.115326 12.950000 -0.133944
3.115326 13.000000 -0.146382
3.115326 13.050000 -0.158820
3.115326 13.100000 -0.171257
3.115326 13.150000 -0.189547
3.115326 13.200000 -0.207836
3.115326 13.250000 -0.226126
3.115326 13.300000 -0.244416
3.115326 13.350000 -0.272088
3.115326 13.400000 -0.299760
3.115326 13.450000 -0.327430
3.115326 13.500000 -0.355102
3.115326 13.550000 -0.398165
3.115326 13.600000 -0.441226
3.115326 13.650000 -0.484287
3.115326 13.700000 -0.527349
3.115326 13.750000 -0.586371
3.115326 13.800000 -0.645394
3.094024 11.000000 0.252475
3.094024 11.050000 0.232032
3.094024 11.100000 0.211590
3.094024 11.150000 0.195037
3.094024 11.200000 0.178487
3.094024 11.250000 0.161935
3.094024 11.300000 0.145384
3.094024 11.350000 0.132103
3.094024 11.400000 0.118822
3.094024 11.450000 0.105542
3.094024 11.500000 0.092261
3.094024 11.550000 0.081530
3.094024 11.600000 0.070799
3.094024 11.650000 0.060067
3.094024 11.700000 0.049336
3.094024 11.750000 0.040519
3.094024 11.800000 0.031703
3.094024 11.850000 0.022887
3.094024 11.900000 0.014072
3.094024 11.950000 0.006738
3.094024 12.000000 -0.000598
3.094024 12.050000 -0.007933
3.094024 12.100000 -0.015267
3.094024 12.150000 -0.021418
3.094024 12.200000 -0.027569
3.094024 12.250000 -0.033718
3.094024 12.300000 -0.039868
3.094024 12.350000 -0.045403
3.094024 12.400000 -0.050939
3.094024 12.450000 -0.056474
3.094024 12.500000 -0.062010
3.094024 12.550000 -0.068323
3.094024 12.600000 -0.074635
3.094024 12.650000 -0.080949
3.094024 12.700000 -0.087263
3.094024 12.750000 -0.095979
3.094024 12.800000 -0.104696
3.094024 12.850000 -0.113411
3.094024 12.900000 -0.122129
3.094024 12.950000 -0.134632
3.094024 13.000000 -0.147135
3.094024 13.050000 -0.159639
3.094024 13.100000 -0.172142
3.094024 13.150000 -0.190511
3.094024 13.200000 -0.208881
3.094024 13.250000 -0.227251
3.094024 13.300000 -0.245620
3.094024 13.350000 -0.273427
3.094024 13.400000 -0.301234
3.094024 13.450000 -0.329041
3.094024 13.500000 -0.356847
3.094024 13.550000 -0.400109
3.094024 13.600000 -0.443371
3.094024 13.650000 -0.486634
3.094024 13.700000 -0.529896
3.094024 13.750000 -0.588780
3.094024 13.800000 -0.647664
3.073049 11.000000 0.250988
3.073049 11.050000 0.230414
3.073049 11.100000 0.209839
3.073049 11.150000 0.193223
3.073049 11.200000 0.176609
3.073049 11.250000 0.159993
3.073049 11.300000 0.143378
3.073049 11.350000 0.130083
3.073049 11.400000 0.116789
3.073049 11.450000 0.103495
3.073049 11.500000 0.090200
3.073049 11.550000 0.079485
3.073049 11.600000 0.068771
3.073049 11.650000 0.058057
3.073049 11.700000 0.047342
3.073049 11.750000 0.038558
3.073049 11.800000 0.029774
3.073049 11.850000 0.020992
3.073049 11.900000 0.012207
3.073049 11.950000 0.004912
3.073049 12.000000 -0.002384
3.073049 12.050000 -0.009680
3.073049 12.100000 -0.016976
3.073049 12.150000 -0.023085
3.073049 12.200000 -0.029194
3.073049 12.250000 -0.035303
3.073049 12.300000 -0.041413
3.073049 12.350000 -0.046916
3.073049 12.400000 -0.052422
3.073049 12.450000 -0.057926
3.073049 12.500000 -0.063430
3.073049 12.550000 -0.069742
3.073049 12.600000 -0.076052
3.073049 12.650000 -0.082363
3.073049 12.700000 -0.088673
3.073049 12.750000 -0.097407
3.073049 12.800000 -0.106141
3.073049 12.850000 -0.114876
3.073049 12.900000 -0.123609
3.073049 12.950000 -0.136145
3.073049 13.000000 -0.148680
3.073049 13.050000 -0.161218
3.073049 13.100000 -0.173752
3.073049 13.150000 -0.192186
3.073049 13.200000 -0.210620
3.073049 13.250000 -0.229053
3.073049 13.300000 -0.247487
3.073049 13.350000 -0.275449
3.073049 13.400000 -0.303411
3.073049 13.450000 -0.331374
3.073049 13.500000 -0.359335
3.073049 13.550000 -0.402812
3.073049 13.600000 -0.446287
3.073049 13.650000 -0.489763
3.073049 13.700000 -0.533239
3.073049 13.750000 -0.591886
3.073049 13.800000 -0.650531
3.052074 11.000000 0.249501
3.052074 11.050000 0.228795
3.052074 11.100000 0.208089
3.052074 11.150000 0.191409
3.052074 11.200000 0.174730
3.052074 11.250000 0.158051
3.052074 11.300000 0.141372
3.052074 11.350000 0.128064
3.052074 11.400000 0.114756
3.052074 11.450000 0.101448
3.052074 11.500000 0.088139
3.052074 11.550000 0.077441
3.052074 11.600000 0.066744
3.052074 11.650000 0.056045
3.052074 11.700000 0.045347
3.052074 11.750000 0.036598
3.052074 11.800000 0.027846
3.052074 11.850000 0.019095
3.052074 11.900000 0.010344
3.052074 11.950000 0.003087
3.052074 12.000000 -0.004169
3.052074 12.050000 -0.011426
3.052074 12.100000 -0.018683
3.052074 12.150000 -0.024751
3.052074 12.200000 -0.030821
3.052074 12.250000 -0.036889
3.052074 12.300000 -0.042956
3.052074 12.350000 -0.048430
3.052074 12.400000 -0.053905
3.052074 12.450000 -0.059378
3.052074 12.500000 -0.064851
3.052074 12.550000 -0.071160
3.052074 12.600000 -0.077467
3.052074 12.650000 -0.083777
3.052074 12.700000 -0.090084
3.052074 12.750000 -0.098836
3.052074 12.800000 -0.107587
3.052074 12.850000 -0.116339
3.052074 12.900000 -0.125089
3.052074 12.950000 -0.137657
3.052074 13.000000 -0.150226
3.052074 13.050000 -0.162793
3.052074 13.100000 -0.175362
3.052074 13.150000 -0.193860
3.052074 13.200000 -0.212357
3.052074 13.250000 -0.230857
3.052074 13.300000 -0.249354
3.052074 13.350000 -0.277473
3.052074 13.400000 -0.305590
3.052074 13.450000 -0.333706
3.052074 13.500000 -0.361824
3.052074 13.550000 -0.405513
3.052074 13.600000 -0.449203
3.052074 13.650000 -0.492893
3.052074 13.700000 -0.536582
3.052074 13.750000 -0.594991
3.052074 13.800000 -0.653399
3.031099 11.000000 0.248013
3.031099 11.050000 0.227176
3.031099 11.100000 0.206337
3.031099 11.150000 0.189594
3.031099 11.200000 0.172852
3.031099 11.250000 0.156109
3.031099 11.300000 0.139366
3.031099 11.350000 0.126044
3.031099 11.400000 0.112722
3.031099 11.450000 0.099400
3.031099 11.500000 0.086078
3.031099 11.550000 0.075397
3.031099 11.600000 0.064717
3.031099 11.650000 0.054035
3.031099 11.700000 0.043354
3.031099 11.750000 0.034636
3.031099 11.800000 0.025918
3.031099 11.850000 0.017200
3.031099 11.900000 0.008480
3.031099 11.950000 0.001263
3.031099 12.000000 -0.005956
3.031099 12.050000 -0.013173
3.031099 12.100000 -0.020391
3.031099 12.150000 -0.026419
3.031099 12.200000 -0.032446
3.031099 12.250000 -0.038473
3.031099 12.300000 -0.044501
3.031099 12.350000 -0.049944
3.031099 12.400000 -0.055387
3.031099 12.450000 -0.060831
3.031099 12.500000 -0.066273
3.031099 12.550000 -0.072578
3.031099 12.600000 -0.078884
3.031099 12.650000 -0.085190
3.031099 12.700000 -0.091494
3.031099 12.750000 -0.100264
3.031099 12.800000 -0.109032
3.031099 12.850000 -0.117802
3.031099 12.900000 -0.126570
3.031099 12.950000 -0.139170
3.031099 13.000000 -0.151772
3.031099 13.050000 -0.164372
3.031099 13.100000 -0.176972
3.031099 13.150000 -0.195534
3.031099 13.200000 -0.214097
3.031099 13.250000 -0.232659
3.031099 13.300000 -0.251221
3.031099 13.350000 -0.279495
3.031099 13.400000 -0.307767
3.031099 13.450000 -0.336040
3.031099 13.500000 -0.364313
3.031099 13.550000 -0.408215
3.031099 13.600000 -0.452119
3.031099 13.650000 -0.496023
3.031099 13.700000 -0.539926
3.031099 13.750000 -0.598096
3.031099 13.800000 -0.656267
3.010446 11.000000 0.248402
3.010446 11.050000 0.227436
3.010446 11.100000 0.206471
3.010446 11.150000 0.189652
3.010446 11.200000 0.172831
3.010446 11.250000 0.156010
3.010446 11.300000 0.139190
3.010446 11.350000 0.125824
3.010446 11.400000 0.112461
3.010446 11.450000 0.099095
3.010446 11.500000 0.085729
3.010446 11.550000 0.075024
3.010446 11.600000 0.064320
3.010446 11.650000 0.053615
3.010446 11.700000 0.042913
3.010446 11.750000 0.034180
3.010446 11.800000 0.025448
3.010446 11.850000 0.016715
3.010446 11.900000 0.007984
3.010446 11.950000 0.000759
3.010446 12.000000 -0.006467
3.010446 12.050000 -0.013691
3.010446 12.100000 -0.020917
3.010446 12.150000 -0.026952
3.010446 12.200000 -0.032985
3.010446 12.250000 -0.039020
3.010446 12.300000 -0.045055
3.010446 12.350000 -0.050518
3.010446 12.400000 -0.055982
3.010446 12.450000 -0.061445
3.010446 12.500000 -0.066910
3.010446 12.550000 -0.073260
3.010446 12.600000 -0.079609
3.010446 12.650000 -0.085960
3.010446 12.700000 -0.092311
3.010446 12.750000 -0.101128
3.010446 12.800000 -0.109946
3.010446 12.850000 -0.118764
3.010446 12.900000 -0.127582
3.010446 12.950000 -0.140235
3.010446 13.000000 -0.152889
3.010446 13.050000 -0.165542
3.010446 13.100000 -0.178197
3.010446 13.150000 -0.196838
3.010446 13.200000 -0.215480
3.010446 13.250000 -0.234124
3.010446 13.300000 -0.252765
3.010446 13.350000 -0.281200
3.010446 13.400000 -0.309633
3.010446 13.450000 -0.338067
3.010446 13.500000 -0.366500
3.010446 13.550000 -0.410631
3.010446 13.600000 -0.454763
3.010446 13.650000 -0.498893
3.010446 13.700000 -0.543025
3.010446 13.750000 -0.600921
3.010446 13.800000 -0.658817
3.010446 13.850000 -0.716715
2.989794 11.000000 0.248791
2.989794 11.050000 0.227697
2.989794 11.100000 0.206605
2.989794 11.150000 0.189707
2.989794 11.200000 0.172809
2.989794 11.250000 0.155913
2.989794 11.300000 0.139015
2.989794 11.350000 0.125605
2.989794 11.400000 0.112198
2.989794 11.450000 0.098790
2.989794 11.500000 0.085380
2.989794 11.550000 0.074653
2.989794 11.600000 0.063924
2.989794 11.650000 0.053195
2.989794 11.700000 0.042469
2.989794 11.750000 0.033724
2.989794 11.800000 0.024976
2.989794 11.850000 0.016232
2.989794 11.900000 0.007487
2.989794 11.950000 0.000255
2.989794 12.000000 -0.006979
2.989794 12.050000 -0.014212
2.989794 12.100000 -0.021444
2.989794 12.150000 -0.027484
2.989794 12.200000 -0.033526
2.989794 12.250000 -0.039567
2.989794 12.300000 -0.045606
2.989794 12.350000 -0.051091
2.989794 12.400000 -0.056577
2.989794 12.450000 -0.062062
2.989794 12.500000 -0.067548
2.989794 12.550000 -0.073942
2.989794 12.600000 -0.080337
2.989794 12.650000 -0.086731
2.989794 12.700000 -0.093125
2.989794 12.750000 -0.101992
2.989794 12.800000 -0.110858
2.989794 12.850000 -0.119725
2.989794 12.900000 -0.128592
2.989794 12.950000 -0.141299
2.989794 13.000000 -0.154006
2.989794 13.050000 -0.166713
2.989794 13.100000 -0.179419
2.989794 13.150000 -0.198142
2.989794 13.200000 -0.216865
2.989794 13.250000 -0.235588
2.989794 13.300000 -0.254310
2.989794 13.350000 -0.282905
2.989794 13.400000 -0.311499
2.989794 13.450000 -0.340093
2.989794 13.500000 -0.368689
2.989794 13.550000 -0.413046
2.989794 13.600000 -0.457407
2.989794 13.650000 -0.501765
2.989794 13.700000 -0.546125
2.989794 13.750000 -0.603746
2.989794 13.800000 -0.661369
2.989794 13.850000 -0.718991
2.969141 11.000000 0.249181
2.969141 11.050000 0.227960
2.969141 11.100000 0.206738
2.969141 11.150000 0.189763
2.969141 11.200000 0.172789
2.969141 11.250000 0.155813
2.969141 11.300000 0.138839
2.969141 11.350000 0.125387
2.969141 11.400000 0.111935
2.969141 11.450000 0.098483
2.969141 11.500000 0.085031
2.969141 11.550000 0.074281
2.969141 11.600000 0.063528
2.969141 11.650000 0.052777
2.969141 11.700000 0.042025
2.969141 11.750000 0.033266
2.969141 11.800000 0.024507
2.969141 11.850000 0.015749
2.969141 11.900000 0.006990
2.969141 11.950000 -0.000251
2.969141 12.000000 -0.007491
2.969141 12.050000 -0.014731
2.969141 12.100000 -0.021971
2.969141 12.150000 -0.028017
2.969141 12.200000 -0.034065
2.969141 12.250000 -0.040111
2.969141 12.300000 -0.046159
2.969141 12.350000 -0.051666
2.969141 12.400000 -0.057172
2.969141 12.450000 -0.062678
2.969141 12.500000 -0.068186
2.969141 12.550000 -0.074624
2.969141 12.600000 -0.081063
2.969141 12.650000 -0.087501
2.969141 12.700000 -0.093939
2.969141 12.750000 -0.102856
2.969141 12.800000 -0.111771
2.969141 12.850000 -0.120688
