#Average average specific black hole accretion rate (SBHAR) to specific star formation rate (SSFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SBHAR/SSFR)
1.506932 14.300000 0.673143
1.506932 14.350000 0.768657
1.506932 14.400000 0.864170
1.506932 14.450000 0.959685
1.506932 14.500000 1.055198
1.506932 14.550000 1.146951
1.506932 14.600000 1.238701
1.493956 11.000000 0.130124
1.493956 11.050000 0.109693
1.493956 11.100000 0.089262
1.493956 11.150000 0.074703
1.493956 11.200000 0.060144
1.493956 11.250000 0.045586
1.493956 11.300000 0.031028
1.493956 11.350000 0.019974
1.493956 11.400000 0.008922
1.493956 11.450000 -0.002130
1.493956 11.500000 -0.013183
1.493956 11.550000 -0.022167
1.493956 11.600000 -0.031150
1.493956 11.650000 -0.040133
1.493956 11.700000 -0.049116
1.493956 11.750000 -0.056576
1.493956 11.800000 -0.064035
1.493956 11.850000 -0.071495
1.493956 11.900000 -0.078954
1.493956 11.950000 -0.085244
1.493956 12.000000 -0.091535
1.493956 12.050000 -0.097826
1.493956 12.100000 -0.104117
1.493956 12.150000 -0.110349
1.493956 12.200000 -0.116580
1.493956 12.250000 -0.122813
1.493956 12.300000 -0.129044
1.493956 12.350000 -0.136462
1.493956 12.400000 -0.143880
1.493956 12.450000 -0.151300
1.493956 12.500000 -0.158719
1.493956 12.550000 -0.168460
1.493956 12.600000 -0.178201
1.493956 12.650000 -0.187942
1.493956 12.700000 -0.197683
1.493956 12.750000 -0.211273
1.493956 12.800000 -0.224863
1.493956 12.850000 -0.238455
1.493956 12.900000 -0.252045
1.493956 12.950000 -0.271341
1.493956 13.000000 -0.290637
1.493956 13.050000 -0.309933
1.493956 13.100000 -0.329229
1.493956 13.150000 -0.354306
1.493956 13.200000 -0.379383
1.493956 13.250000 -0.404459
1.493956 13.300000 -0.429536
1.493956 13.350000 -0.448968
1.493956 13.400000 -0.468399
1.493956 13.450000 -0.487831
1.493956 13.500000 -0.507263
1.493956 13.550000 -0.484908
1.493956 13.600000 -0.462551
1.493956 13.650000 -0.440196
1.493956 13.700000 -0.417840
1.493956 13.750000 -0.340215
1.493956 13.800000 -0.262590
1.493956 13.850000 -0.184965
1.493956 13.900000 -0.107339
1.493956 13.950000 -0.009042
1.493956 14.000000 0.089254
1.493956 14.050000 0.187549
1.493956 14.100000 0.285845
1.493956 14.150000 0.384630
1.493956 14.200000 0.483415
1.493956 14.250000 0.582201
1.493956 14.300000 0.680985
1.493956 14.350000 0.776183
1.493956 14.400000 0.871380
1.493956 14.450000 0.966577
1.493956 14.500000 1.061773
1.493956 14.550000 1.153276
1.493956 14.600000 1.244779
1.481178 11.000000 0.128297
1.481178 11.050000 0.108005
1.481178 11.100000 0.087712
1.481178 11.150000 0.073247
1.481178 11.200000 0.058781
1.481178 11.250000 0.044315
1.481178 11.300000 0.029850
1.481178 11.350000 0.018847
1.481178 11.400000 0.007845
1.481178 11.450000 -0.003158
1.481178 11.500000 -0.014160
1.481178 11.550000 -0.023121
1.481178 11.600000 -0.032083
1.481178 11.650000 -0.041043
1.481178 11.700000 -0.050005
1.481178 11.750000 -0.057453
1.481178 11.800000 -0.064902
1.481178 11.850000 -0.072350
1.481178 11.900000 -0.079800
1.481178 11.950000 -0.086094
1.481178 12.000000 -0.092389
1.481178 12.050000 -0.098685
1.481178 12.100000 -0.104981
1.481178 12.150000 -0.111236
1.481178 12.200000 -0.117493
1.481178 12.250000 -0.123750
1.481178 12.300000 -0.130006
1.481178 12.350000 -0.137458
1.481178 12.400000 -0.144911
1.481178 12.450000 -0.152363
1.481178 12.500000 -0.159814
1.481178 12.550000 -0.169598
1.481178 12.600000 -0.179381
1.481178 12.650000 -0.189165
1.481178 12.700000 -0.198947
1.481178 12.750000 -0.212585
1.481178 12.800000 -0.226222
1.481178 12.850000 -0.239858
1.481178 12.900000 -0.253496
1.481178 12.950000 -0.272799
1.481178 13.000000 -0.292104
1.481178 13.050000 -0.311409
1.481178 13.100000 -0.330714
1.481178 13.150000 -0.355569
1.481178 13.200000 -0.380425
1.481178 13.250000 -0.405281
1.481178 13.300000 -0.430135
1.481178 13.350000 -0.448615
1.481178 13.400000 -0.467094
1.481178 13.450000 -0.485574
1.481178 13.500000 -0.504054
1.481178 13.550000 -0.480228
1.481178 13.600000 -0.456404
1.481178 13.650000 -0.432579
1.481178 13.700000 -0.408754
1.481178 13.750000 -0.330763
1.481178 13.800000 -0.252774
1.481178 13.850000 -0.174783
1.481178 13.900000 -0.096793
1.481178 13.950000 0.001161
1.481178 14.000000 0.099115
1.481178 14.050000 0.197069
1.481178 14.100000 0.295025
1.481178 14.150000 0.393430
1.481178 14.200000 0.491837
1.481178 14.250000 0.590243
1.481178 14.300000 0.688649
1.481178 14.350000 0.783531
1.481178 14.400000 0.878415
1.481178 14.450000 0.973297
1.481178 14.500000 1.068179
1.481178 14.550000 1.159433
1.481178 14.600000 1.250687
1.468401 11.000000 0.126470
1.468401 11.050000 0.106315
1.468401 11.100000 0.086162
1.468401 11.150000 0.071790
1.468401 11.200000 0.057417
1.468401 11.250000 0.043044
1.468401 11.300000 0.028672
1.468401 11.350000 0.017720
1.468401 11.400000 0.006767
1.468401 11.450000 -0.004186
1.468401 11.500000 -0.015138
1.468401 11.550000 -0.024077
1.468401 11.600000 -0.033015
1.468401 11.650000 -0.041952
1.468401 11.700000 -0.050891
1.468401 11.750000 -0.058329
1.468401 11.800000 -0.065768
1.468401 11.850000 -0.073205
1.468401 11.900000 -0.080645
1.468401 11.950000 -0.086944
1.468401 12.000000 -0.093243
1.468401 12.050000 -0.099544
1.468401 12.100000 -0.105844
1.468401 12.150000 -0.112125
1.468401 12.200000 -0.118405
1.468401 12.250000 -0.124686
1.468401 12.300000 -0.130967
1.468401 12.350000 -0.138453
1.468401 12.400000 -0.145939
1.468401 12.450000 -0.153425
1.468401 12.500000 -0.160911
1.468401 12.550000 -0.170736
1.468401 12.600000 -0.180562
1.468401 12.650000 -0.190388
1.468401 12.700000 -0.200212
1.468401 12.750000 -0.213896
1.468401 12.800000 -0.227579
1.468401 12.850000 -0.241264
1.468401 12.900000 -0.254947
1.468401 12.950000 -0.274260
1.468401 13.000000 -0.293572
1.468401 13.050000 -0.312886
1.468401 13.100000 -0.332199
1.468401 13.150000 -0.356833
1.468401 13.200000 -0.381467
1.468401 13.250000 -0.406101
1.468401 13.300000 -0.430736
1.468401 13.350000 -0.448262
1.468401 13.400000 -0.465789
1.468401 13.450000 -0.483315
1.468401 13.500000 -0.500843
1.468401 13.550000 -0.475549
1.468401 13.600000 -0.450255
1.468401 13.650000 -0.424961
1.468401 13.700000 -0.399667
1.468401 13.750000 -0.321312
1.468401 13.800000 -0.242957
1.468401 13.850000 -0.164602
1.468401 13.900000 -0.086248
1.468401 13.950000 0.011364
1.468401 14.000000 0.108977
1.468401 14.050000 0.206590
1.468401 14.100000 0.304201
1.468401 14.150000 0.402229
1.468401 14.200000 0.500256
1.468401 14.250000 0.598283
1.468401 14.300000 0.696310
1.468401 14.350000 0.790879
1.468401 14.400000 0.885448
1.468401 14.450000 0.980017
1.468401 14.500000 1.074586
1.468401 14.550000 1.165590
1.468401 14.600000 1.256596
1.455623 11.000000 0.124644
1.455623 11.050000 0.104628
1.455623 11.100000 0.084612
1.455623 11.150000 0.070333
1.455623 11.200000 0.056053
1.455623 11.250000 0.041774
1.455623 11.300000 0.027493
1.455623 11.350000 0.016593
1.455623 11.400000 0.005691
1.455623 11.450000 -0.005213
1.455623 11.500000 -0.016115
1.455623 11.550000 -0.025031
1.455623 11.600000 -0.033946
1.455623 11.650000 -0.042861
1.455623 11.700000 -0.051779
1.455623 11.750000 -0.059206
1.455623 11.800000 -0.066635
1.455623 11.850000 -0.074061
1.455623 11.900000 -0.081489
1.455623 11.950000 -0.087794
1.455623 12.000000 -0.094098
1.455623 12.050000 -0.100403
1.455623 12.100000 -0.106708
1.455623 12.150000 -0.113012
1.455623 12.200000 -0.119318
1.455623 12.250000 -0.125623
1.455623 12.300000 -0.131928
1.455623 12.350000 -0.139448
1.455623 12.400000 -0.146968
1.455623 12.450000 -0.154487
1.455623 12.500000 -0.162008
1.455623 12.550000 -0.171874
1.455623 12.600000 -0.181742
1.455623 12.650000 -0.191609
1.455623 12.700000 -0.201476
1.455623 12.750000 -0.215208
1.455623 12.800000 -0.228938
1.455623 12.850000 -0.242667
1.455623 12.900000 -0.256398
1.455623 12.950000 -0.275719
1.455623 13.000000 -0.295041
1.455623 13.050000 -0.314362
1.455623 13.100000 -0.333684
1.455623 13.150000 -0.358097
1.455623 13.200000 -0.382509
1.455623 13.250000 -0.406922
1.455623 13.300000 -0.431335
1.455623 13.350000 -0.447910
1.455623 13.400000 -0.464484
1.455623 13.450000 -0.481058
1.455623 13.500000 -0.497632
1.455623 13.550000 -0.470868
1.455623 13.600000 -0.444107
1.455623 13.650000 -0.417343
1.455623 13.700000 -0.390580
1.455623 13.750000 -0.311860
1.455623 13.800000 -0.233141
1.455623 13.850000 -0.154422
1.455623 13.900000 -0.075702
1.455623 13.950000 0.021568
1.455623 14.000000 0.118839
1.455623 14.050000 0.216108
1.455623 14.100000 0.313380
1.455623 14.150000 0.411027
1.455623 14.200000 0.508676
1.455623 14.250000 0.606324
1.455623 14.300000 0.703971
1.455623 14.350000 0.798227
1.455623 14.400000 0.892483
1.455623 14.450000 0.986738
1.455623 14.500000 1.080992
1.455623 14.550000 1.171747
1.455623 14.600000 1.262504
1.443043 11.000000 0.122465
1.443043 11.050000 0.102592
1.443043 11.100000 0.082719
1.443043 11.150000 0.068536
1.443043 11.200000 0.054352
1.443043 11.250000 0.040170
1.443043 11.300000 0.025986
1.443043 11.350000 0.015139
1.443043 11.400000 0.004289
1.443043 11.450000 -0.006557
1.443043 11.500000 -0.017405
1.443043 11.550000 -0.026293
1.443043 11.600000 -0.035182
1.443043 11.650000 -0.044070
1.443043 11.700000 -0.052958
1.443043 11.750000 -0.060369
1.443043 11.800000 -0.067780
1.443043 11.850000 -0.075190
1.443043 11.900000 -0.082599
1.443043 11.950000 -0.088900
1.443043 12.000000 -0.095199
1.443043 12.050000 -0.101500
1.443043 12.100000 -0.107799
1.443043 12.150000 -0.114121
1.443043 12.200000 -0.120442
1.443043 12.250000 -0.126762
1.443043 12.300000 -0.133084
1.443043 12.350000 -0.140633
1.443043 12.400000 -0.148180
1.443043 12.450000 -0.155729
1.443043 12.500000 -0.163278
1.443043 12.550000 -0.173185
1.443043 12.600000 -0.183093
1.443043 12.650000 -0.193002
1.443043 12.700000 -0.202911
1.443043 12.750000 -0.216688
1.443043 12.800000 -0.230465
1.443043 12.850000 -0.244241
1.443043 12.900000 -0.258019
1.443043 12.950000 -0.277346
1.443043 13.000000 -0.296673
1.443043 13.050000 -0.315999
1.443043 13.100000 -0.335326
1.443043 13.150000 -0.359495
1.443043 13.200000 -0.383666
1.443043 13.250000 -0.407835
1.443043 13.300000 -0.432004
1.443043 13.350000 -0.447596
1.443043 13.400000 -0.463189
1.443043 13.450000 -0.478781
1.443043 13.500000 -0.494373
1.443043 13.550000 -0.466218
1.443043 13.600000 -0.438063
1.443043 13.650000 -0.409908
1.443043 13.700000 -0.381753
1.443043 13.750000 -0.302720
1.443043 13.800000 -0.223687
1.443043 13.850000 -0.144654
1.443043 13.900000 -0.065621
1.443043 13.950000 0.031329
1.443043 14.000000 0.128279
1.443043 14.050000 0.225228
1.443043 14.100000 0.322178
1.443043 14.150000 0.419467
1.443043 14.200000 0.516756
1.443043 14.250000 0.614045
1.443043 14.300000 0.711334
1.443043 14.350000 0.805284
1.443043 14.400000 0.899236
1.443043 14.450000 0.993186
1.443043 14.500000 1.087136
1.443043 14.550000 1.177648
1.443043 14.600000 1.268162
1.443043 14.650000 1.358675
1.430462 11.000000 0.120287
1.430462 11.050000 0.100556
1.430462 11.100000 0.080825
1.430462 11.150000 0.066739
1.430462 11.200000 0.052653
1.430462 11.250000 0.038566
1.430462 11.300000 0.024479
1.430462 11.350000 0.013686
1.430462 11.400000 0.002890
1.430462 11.450000 -0.007903
1.430462 11.500000 -0.018698
1.430462 11.550000 -0.027557
1.430462 11.600000 -0.036417
1.430462 11.650000 -0.045280
1.430462 11.700000 -0.054139
1.430462 11.750000 -0.061532
1.430462 11.800000 -0.068925
1.430462 11.850000 -0.076317
1.430462 11.900000 -0.083710
1.430462 11.950000 -0.090006
1.430462 12.000000 -0.096301
1.430462 12.050000 -0.102596
1.430462 12.100000 -0.108891
1.430462 12.150000 -0.115229
1.430462 12.200000 -0.121565
1.430462 12.250000 -0.127902
1.430462 12.300000 -0.134239
1.430462 12.350000 -0.141816
1.430462 12.400000 -0.149394
1.430462 12.450000 -0.156970
1.430462 12.500000 -0.164547
1.430462 12.550000 -0.174496
1.430462 12.600000 -0.184445
1.430462 12.650000 -0.194394
1.430462 12.700000 -0.204343
1.430462 12.750000 -0.218168
1.430462 12.800000 -0.231992
1.430462 12.850000 -0.245817
1.430462 12.900000 -0.259640
1.430462 12.950000 -0.278973
1.430462 13.000000 -0.298304
1.430462 13.050000 -0.317636
1.430462 13.100000 -0.336967
1.430462 13.150000 -0.360894
1.430462 13.200000 -0.384821
1.430462 13.250000 -0.408748
1.430462 13.300000 -0.432675
1.430462 13.350000 -0.447284
1.430462 13.400000 -0.461895
1.430462 13.450000 -0.476504
1.430462 13.500000 -0.491114
1.430462 13.550000 -0.461566
1.430462 13.600000 -0.432021
1.430462 13.650000 -0.402473
1.430462 13.700000 -0.372926
1.430462 13.750000 -0.293580
1.430462 13.800000 -0.214232
1.430462 13.850000 -0.134886
1.430462 13.900000 -0.055539
1.430462 13.950000 0.041090
1.430462 14.000000 0.137718
1.430462 14.050000 0.234346
1.430462 14.100000 0.330975
1.430462 14.150000 0.427906
1.430462 14.200000 0.524837
1.430462 14.250000 0.621765
1.430462 14.300000 0.718696
1.430462 14.350000 0.812342
1.430462 14.400000 0.905988
1.430462 14.450000 0.999634
1.430462 14.500000 1.093281
1.430462 14.550000 1.183549
1.430462 14.600000 1.273818
1.430462 14.650000 1.364088
1.417881 11.000000 0.118108
1.417881 11.050000 0.098520
1.417881 11.100000 0.078933
1.417881 11.150000 0.064943
1.417881 11.200000 0.050953
1.417881 11.250000 0.036961
1.417881 11.300000 0.022971
1.417881 11.350000 0.012231
1.417881 11.400000 0.001491
1.417881 11.450000 -0.009248
1.417881 11.500000 -0.019988
1.417881 11.550000 -0.028821
1.417881 11.600000 -0.037654
1.417881 11.650000 -0.046486
1.417881 11.700000 -0.055321
1.417881 11.750000 -0.062695
1.417881 11.800000 -0.070071
1.417881 11.850000 -0.077446
1.417881 11.900000 -0.084821
1.417881 11.950000 -0.091112
1.417881 12.000000 -0.097402
1.417881 12.050000 -0.103694
1.417881 12.100000 -0.109984
1.417881 12.150000 -0.116338
1.417881 12.200000 -0.122690
1.417881 12.250000 -0.129043
1.417881 12.300000 -0.135395
1.417881 12.350000 -0.143001
1.417881 12.400000 -0.150606
1.417881 12.450000 -0.158211
1.417881 12.500000 -0.165818
1.417881 12.550000 -0.175808
1.417881 12.600000 -0.185796
1.417881 12.650000 -0.195787
1.417881 12.700000 -0.205778
1.417881 12.750000 -0.219649
1.417881 12.800000 -0.233519
1.417881 12.850000 -0.247391
1.417881 12.900000 -0.261262
1.417881 12.950000 -0.280598
1.417881 13.000000 -0.299935
1.417881 13.050000 -0.319273
1.417881 13.100000 -0.338608
1.417881 13.150000 -0.362293
1.417881 13.200000 -0.385977
1.417881 13.250000 -0.409660
1.417881 13.300000 -0.433345
1.417881 13.350000 -0.446972
1.417881 13.400000 -0.460600
1.417881 13.450000 -0.474227
1.417881 13.500000 -0.487856
1.417881 13.550000 -0.456916
1.417881 13.600000 -0.425978
1.417881 13.650000 -0.395037
1.417881 13.700000 -0.364100
1.417881 13.750000 -0.284440
1.417881 13.800000 -0.204779
1.417881 13.850000 -0.125118
1.417881 13.900000 -0.045458
1.417881 13.950000 0.050850
1.417881 14.000000 0.147158
1.417881 14.050000 0.243465
1.417881 14.100000 0.339773
1.417881 14.150000 0.436344
1.417881 14.200000 0.532915
1.417881 14.250000 0.629487
1.417881 14.300000 0.726058
1.417881 14.350000 0.819400
1.417881 14.400000 0.912741
1.417881 14.450000 1.006083
1.417881 14.500000 1.099425
1.417881 14.550000 1.189451
1.417881 14.600000 1.279476
1.417881 14.650000 1.369501
1.405493 11.000000 0.115829
1.405493 11.050000 0.096388
1.405493 11.100000 0.076948
1.405493 11.150000 0.063054
1.405493 11.200000 0.049162
1.405493 11.250000 0.035269
1.405493 11.300000 0.021377
1.405493 11.350000 0.010692
1.405493 11.400000 0.000006
1.405493 11.450000 -0.010679
1.405493 11.500000 -0.021364
1.405493 11.550000 -0.030168
1.405493 11.600000 -0.038971
1.405493 11.650000 -0.047776
1.405493 11.700000 -0.056580
1.405493 11.750000 -0.063935
1.405493 11.800000 -0.071292
1.405493 11.850000 -0.078647
1.405493 11.900000 -0.086003
1.405493 11.950000 -0.092287
1.405493 12.000000 -0.098571
1.405493 12.050000 -0.104855
1.405493 12.100000 -0.111140
1.405493 12.150000 -0.117507
1.405493 12.200000 -0.123875
1.405493 12.250000 -0.130241
1.405493 12.300000 -0.136609
1.405493 12.350000 -0.144243
1.405493 12.400000 -0.151876
1.405493 12.450000 -0.159510
1.405493 12.500000 -0.167143
1.405493 12.550000 -0.177175
1.405493 12.600000 -0.187205
1.405493 12.650000 -0.197235
1.405493 12.700000 -0.207265
1.405493 12.750000 -0.221181
1.405493 12.800000 -0.235099
1.405493 12.850000 -0.249015
1.405493 12.900000 -0.262932
1.405493 12.950000 -0.282263
1.405493 13.000000 -0.301593
1.405493 13.050000 -0.320926
1.405493 13.100000 -0.340256
1.405493 13.150000 -0.363661
1.405493 13.200000 -0.387067
1.405493 13.250000 -0.410474
1.405493 13.300000 -0.433878
1.405493 13.350000 -0.446486
1.405493 13.400000 -0.459094
1.405493 13.450000 -0.471701
1.405493 13.500000 -0.484308
1.405493 13.550000 -0.452064
1.405493 13.600000 -0.419819
1.405493 13.650000 -0.387573
1.405493 13.700000 -0.355329
1.405493 13.750000 -0.275421
1.405493 13.800000 -0.195513
1.405493 13.850000 -0.115605
1.405493 13.900000 -0.035695
1.405493 13.950000 0.060295
1.405493 14.000000 0.156286
1.405493 14.050000 0.252278
1.405493 14.100000 0.348270
1.405493 14.150000 0.444493
1.405493 14.200000 0.540716
1.405493 14.250000 0.636939
1.405493 14.300000 0.733161
1.405493 14.350000 0.826207
1.405493 14.400000 0.919255
1.405493 14.450000 1.012301
1.405493 14.500000 1.105348
1.405493 14.550000 1.195130
1.405493 14.600000 1.284912
1.405493 14.650000 1.374692
1.393105 11.000000 0.113551
1.393105 11.050000 0.094258
1.393105 11.100000 0.074961
1.393105 11.150000 0.061168
1.393105 11.200000 0.047373
1.393105 11.250000 0.033576
1.393105 11.300000 0.019782
1.393105 11.350000 0.009152
1.393105 11.400000 -0.001479
1.393105 11.450000 -0.012108
1.393105 11.500000 -0.022738
1.393105 11.550000 -0.031514
1.393105 11.600000 -0.040289
1.393105 11.650000 -0.049064
1.393105 11.700000 -0.057839
1.393105 11.750000 -0.065176
1.393105 11.800000 -0.072512
1.393105 11.850000 -0.079848
1.393105 11.900000 -0.087184
1.393105 11.950000 -0.093463
1.393105 12.000000 -0.099741
1.393105 12.050000 -0.106019
1.393105 12.100000 -0.112297
1.393105 12.150000 -0.118678
1.393105 12.200000 -0.125059
1.393105 12.250000 -0.131441
1.393105 12.300000 -0.137823
1.393105 12.350000 -0.145483
1.393105 12.400000 -0.153145
1.393105 12.450000 -0.160808
1.393105 12.500000 -0.168469
1.393105 12.550000 -0.178540
1.393105 12.600000 -0.188611
1.393105 12.650000 -0.198683
1.393105 12.700000 -0.208755
1.393105 12.750000 -0.222716
1.393105 12.800000 -0.236677
1.393105 12.850000 -0.250638
1.393105 12.900000 -0.264600
1.393105 12.950000 -0.283926
1.393105 13.000000 -0.303250
1.393105 13.050000 -0.322577
1.393105 13.100000 -0.341901
1.393105 13.150000 -0.365029
1.393105 13.200000 -0.388158
1.393105 13.250000 -0.411285
1.393105 13.300000 -0.434412
1.393105 13.350000 -0.445999
1.393105 13.400000 -0.457587
1.393105 13.450000 -0.469174
1.393105 13.500000 -0.480760
1.393105 13.550000 -0.447211
1.393105 13.600000 -0.413660
1.393105 13.650000 -0.380109
1.393105 13.700000 -0.346558
1.393105 13.750000 -0.266401
1.393105 13.800000 -0.186247
1.393105 13.850000 -0.106090
1.393105 13.900000 -0.025934
1.393105 13.950000 0.069741
1.393105 14.000000 0.165416
1.393105 14.050000 0.261091
1.393105 14.100000 0.356766
1.393105 14.150000 0.452641
1.393105 14.200000 0.548515
1.393105 14.250000 0.644390
1.393105 14.300000 0.740263
1.393105 14.350000 0.833015
1.393105 14.400000 0.925768
1.393105 14.450000 1.018520
1.393105 14.500000 1.111270
1.393105 14.550000 1.200809
1.393105 14.600000 1.290348
1.393105 14.650000 1.379885
1.380718 11.000000 0.111272
1.380718 11.050000 0.092125
1.380718 11.100000 0.072977
1.380718 11.150000 0.059280
1.380718 11.200000 0.045583
1.380718 11.250000 0.031884
1.380718 11.300000 0.018188
1.380718 11.350000 0.007612
1.380718 11.400000 -0.002964
1.380718 11.450000 -0.013539
1.380718 11.500000 -0.024114
1.380718 11.550000 -0.032860
1.380718 11.600000 -0.041607
1.380718 11.650000 -0.050354
1.380718 11.700000 -0.059099
1.380718 11.750000 -0.066416
1.380718 11.800000 -0.073733
1.380718 11.850000 -0.081048
1.380718 11.900000 -0.088365
1.380718 11.950000 -0.094637
1.380718 12.000000 -0.100909
1.380718 12.050000 -0.107182
1.380718 12.100000 -0.113452
1.380718 12.150000 -0.119849
1.380718 12.200000 -0.126245
1.380718 12.250000 -0.132640
1.380718 12.300000 -0.139036
1.380718 12.350000 -0.146726
1.380718 12.400000 -0.154415
1.380718 12.450000 -0.162105
1.380718 12.500000 -0.169795
1.380718 12.550000 -0.179907
1.380718 12.600000 -0.190019
1.380718 12.650000 -0.200130
1.380718 12.700000 -0.210242
1.380718 12.750000 -0.224248
1.380718 12.800000 -0.238256
1.380718 12.850000 -0.252263
1.380718 12.900000 -0.266269
1.380718 12.950000 -0.285589
1.380718 13.000000 -0.304909
1.380718 13.050000 -0.324229
1.380718 13.100000 -0.343549
1.380718 13.150000 -0.366398
1.380718 13.200000 -0.389248
1.380718 13.250000 -0.412098
1.380718 13.300000 -0.434947
1.380718 13.350000 -0.445514
1.380718 13.400000 -0.456080
1.380718 13.450000 -0.466647
1.380718 13.500000 -0.477215
1.380718 13.550000 -0.442358
1.380718 13.600000 -0.407500
1.380718 13.650000 -0.372644
1.380718 13.700000 -0.337788
1.380718 13.750000 -0.257382
1.380718 13.800000 -0.176979
1.380718 13.850000 -0.096576
1.380718 13.900000 -0.016172
1.380718 13.950000 0.079187
1.380718 14.000000 0.174546
1.380718 14.050000 0.269905
1.380718 14.100000 0.365263
1.380718 14.150000 0.460789
1.380718 14.200000 0.556315
1.380718 14.250000 0.651841
1.380718 14.300000 0.747367
1.380718 14.350000 0.839823
1.380718 14.400000 0.932280
1.380718 14.450000 1.024738
1.380718 14.500000 1.117194
1.380718 14.550000 1.206489
1.380718 14.600000 1.295784
1.380718 14.650000 1.385077
1.368521 11.000000 0.109538
1.368521 11.050000 0.090538
1.368521 11.100000 0.071538
1.368521 11.150000 0.057933
1.368521 11.200000 0.044326
1.368521 11.250000 0.030721
1.368521 11.300000 0.017115
1.368521 11.350000 0.006586
1.368521 11.400000 -0.003944
1.368521 11.450000 -0.014474
1.368521 11.500000 -0.025004
1.368521 11.550000 -0.033733
1.368521 11.600000 -0.042462
1.368521 11.650000 -0.051191
1.368521 11.700000 -0.059919
1.368521 11.750000 -0.067229
1.368521 11.800000 -0.074542
1.368521 11.850000 -0.081852
1.368521 11.900000 -0.089164
1.368521 11.950000 -0.095447
1.368521 12.000000 -0.101732
1.368521 12.050000 -0.108015
1.368521 12.100000 -0.114300
1.368521 12.150000 -0.120725
1.368521 12.200000 -0.127150
1.368521 12.250000 -0.133575
1.368521 12.300000 -0.140001
1.368521 12.350000 -0.147726
1.368521 12.400000 -0.155454
1.368521 12.450000 -0.163180
1.368521 12.500000 -0.170906
1.368521 12.550000 -0.181060
1.368521 12.600000 -0.191214
1.368521 12.650000 -0.201367
1.368521 12.700000 -0.211521
1.368521 12.750000 -0.225564
1.368521 12.800000 -0.239609
1.368521 12.850000 -0.253652
1.368521 12.900000 -0.267695
1.368521 12.950000 -0.286982
1.368521 13.000000 -0.306268
1.368521 13.050000 -0.325556
1.368521 13.100000 -0.344842
1.368521 13.150000 -0.367353
1.368521 13.200000 -0.389861
1.368521 13.250000 -0.412372
1.368521 13.300000 -0.434883
1.368521 13.350000 -0.444383
1.368521 13.400000 -0.453882
1.368521 13.450000 -0.463384
1.368521 13.500000 -0.472884
1.368521 13.550000 -0.436841
1.368521 13.600000 -0.400799
1.368521 13.650000 -0.364756
1.368521 13.700000 -0.328714
1.368521 13.750000 -0.248165
1.368521 13.800000 -0.167617
1.368521 13.850000 -0.087069
1.368521 13.900000 -0.006521
1.368521 13.950000 0.088502
1.368521 14.000000 0.183524
1.368521 14.050000 0.278545
1.368521 14.100000 0.373567
1.368521 14.150000 0.468742
1.368521 14.200000 0.563920
1.368521 14.250000 0.659095
1.368521 14.300000 0.754270
1.368521 14.350000 0.846434
1.368521 14.400000 0.938600
1.368521 14.450000 1.030763
1.368521 14.500000 1.122928
1.368521 14.550000 1.211980
1.368521 14.600000 1.301031
1.368521 14.650000 1.390082
1.356323 11.000000 0.107803
1.356323 11.050000 0.088951
1.356323 11.100000 0.070099
1.356323 11.150000 0.056586
1.356323 11.200000 0.043072
1.356323 11.250000 0.029558
1.356323 11.300000 0.016044
1.356323 11.350000 0.005559
1.356323 11.400000 -0.004926
1.356323 11.450000 -0.015411
1.356323 11.500000 -0.025895
1.356323 11.550000 -0.034607
1.356323 11.600000 -0.043318
1.356323 11.650000 -0.052029
1.356323 11.700000 -0.060739
1.356323 11.750000 -0.068045
1.356323 11.800000 -0.075350
1.356323 11.850000 -0.082656
1.356323 11.900000 -0.089961
1.356323 11.950000 -0.096257
1.356323 12.000000 -0.102554
1.356323 12.050000 -0.108851
1.356323 12.100000 -0.115146
1.356323 12.150000 -0.121603
1.356323 12.200000 -0.128056
1.356323 12.250000 -0.134511
1.356323 12.300000 -0.140967
1.356323 12.350000 -0.148729
1.356323 12.400000 -0.156492
1.356323 12.450000 -0.164254
1.356323 12.500000 -0.172016
1.356323 12.550000 -0.182213
1.356323 12.600000 -0.192408
1.356323 12.650000 -0.202604
1.356323 12.700000 -0.212800
1.356323 12.750000 -0.226881
1.356323 12.800000 -0.240960
1.356323 12.850000 -0.255040
1.356323 12.900000 -0.269122
1.356323 12.950000 -0.288375
1.356323 13.000000 -0.307627
1.356323 13.050000 -0.326882
1.356323 13.100000 -0.346136
1.356323 13.150000 -0.368307
1.356323 13.200000 -0.390478
1.356323 13.250000 -0.412646
1.356323 13.300000 -0.434818
1.356323 13.350000 -0.443253
1.356323 13.400000 -0.451686
1.356323 13.450000 -0.460119
1.356323 13.500000 -0.468554
1.356323 13.550000 -0.431325
1.356323 13.600000 -0.394097
1.356323 13.650000 -0.356869
1.356323 13.700000 -0.319640
1.356323 13.750000 -0.238947
1.356323 13.800000 -0.158255
1.356323 13.850000 -0.077562
1.356323 13.900000 0.003131
1.356323 13.950000 0.097816
1.356323 14.000000 0.192502
1.356323 14.050000 0.287187
1.356323 14.100000 0.381872
1.356323 14.150000 0.476697
1.356323 14.200000 0.571524
1.356323 14.250000 0.666349
1.356323 14.300000 0.761175
1.356323 14.350000 0.853046
