#Median black hole mass (Mbh_median) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(Mbh_median)[Msun]
3.136629 13.250000 9.138207
3.136629 13.300000 9.164455
3.136629 13.350000 9.184664
3.136629 13.400000 9.204873
3.136629 13.450000 9.225083
3.136629 13.500000 9.245292
3.136629 13.550000 9.261167
3.136629 13.600000 9.277042
3.136629 13.650000 9.292917
3.136629 13.700000 9.308792
3.136629 13.750000 9.321686
3.115326 11.000000 4.359447
3.115326 11.050000 4.513838
3.115326 11.100000 4.668229
3.115326 11.150000 4.823439
3.115326 11.200000 4.978649
3.115326 11.250000 5.133859
3.115326 11.300000 5.289068
3.115326 11.350000 5.443898
3.115326 11.400000 5.598728
3.115326 11.450000 5.753559
3.115326 11.500000 5.908389
3.115326 11.550000 6.060867
3.115326 11.600000 6.213345
3.115326 11.650000 6.365823
3.115326 11.700000 6.518301
3.115326 11.750000 6.665106
3.115326 11.800000 6.811911
3.115326 11.850000 6.958716
3.115326 11.900000 7.105522
3.115326 11.950000 7.240959
3.115326 12.000000 7.376396
3.115326 12.050000 7.511833
3.115326 12.100000 7.647271
3.115326 12.150000 7.763086
3.115326 12.200000 7.878902
3.115326 12.250000 7.994718
3.115326 12.300000 8.110534
3.115326 12.350000 8.200301
3.115326 12.400000 8.290069
3.115326 12.450000 8.379837
3.115326 12.500000 8.469604
3.115326 12.550000 8.534713
3.115326 12.600000 8.599822
3.115326 12.650000 8.664930
3.115326 12.700000 8.730039
3.115326 12.750000 8.776919
3.115326 12.800000 8.823799
3.115326 12.850000 8.870679
3.115326 12.900000 8.917560
3.115326 12.950000 8.952073
3.115326 13.000000 8.986587
3.115326 13.050000 9.021100
3.115326 13.100000 9.055614
3.115326 13.150000 9.081734
3.115326 13.200000 9.107853
3.115326 13.250000 9.133973
3.115326 13.300000 9.160093
3.115326 13.350000 9.180241
3.115326 13.400000 9.200389
3.115326 13.450000 9.220536
3.115326 13.500000 9.240684
3.115326 13.550000 9.256526
3.115326 13.600000 9.272367
3.115326 13.650000 9.288209
3.115326 13.700000 9.304051
3.115326 13.750000 9.316933
3.115326 13.800000 9.329815
3.094024 11.000000 4.363781
3.094024 11.050000 4.518132
3.094024 11.100000 4.672483
3.094024 11.150000 4.827714
3.094024 11.200000 4.982944
3.094024 11.250000 5.138174
3.094024 11.300000 5.293405
3.094024 11.350000 5.448299
3.094024 11.400000 5.603194
3.094024 11.450000 5.758089
3.094024 11.500000 5.912984
3.094024 11.550000 6.065534
3.094024 11.600000 6.218084
3.094024 11.650000 6.370635
3.094024 11.700000 6.523185
3.094024 11.750000 6.670000
3.094024 11.800000 6.816814
3.094024 11.850000 6.963628
3.094024 11.900000 7.110442
3.094024 11.950000 7.245711
3.094024 12.000000 7.380981
3.094024 12.050000 7.516250
3.094024 12.100000 7.651519
3.094024 12.150000 7.766904
3.094024 12.200000 7.882290
3.094024 12.250000 7.997675
3.094024 12.300000 8.113060
3.094024 12.350000 8.202253
3.094024 12.400000 8.291446
3.094024 12.450000 8.380638
3.094024 12.500000 8.469831
3.094024 12.550000 8.534452
3.094024 12.600000 8.599072
3.094024 12.650000 8.663693
3.094024 12.700000 8.728314
3.094024 12.750000 8.774867
3.094024 12.800000 8.821420
3.094024 12.850000 8.867973
3.094024 12.900000 8.914526
3.094024 12.950000 8.948835
3.094024 13.000000 8.983145
3.094024 13.050000 9.017454
3.094024 13.100000 9.051763
3.094024 13.150000 9.077755
3.094024 13.200000 9.103747
3.094024 13.250000 9.129739
3.094024 13.300000 9.155731
3.094024 13.350000 9.175817
3.094024 13.400000 9.195904
3.094024 13.450000 9.215990
3.094024 13.500000 9.236076
3.094024 13.550000 9.251885
3.094024 13.600000 9.267693
3.094024 13.650000 9.283501
3.094024 13.700000 9.299309
3.094024 13.750000 9.312180
3.094024 13.800000 9.325051
3.073049 11.000000 4.367501
3.073049 11.050000 4.521807
3.073049 11.100000 4.676113
3.073049 11.150000 4.831360
3.073049 11.200000 4.986606
3.073049 11.250000 5.141853
3.073049 11.300000 5.297100
3.073049 11.350000 5.452056
3.073049 11.400000 5.607011
3.073049 11.450000 5.761967
3.073049 11.500000 5.916923
3.073049 11.550000 6.069541
3.073049 11.600000 6.222158
3.073049 11.650000 6.374776
3.073049 11.700000 6.527394
3.073049 11.750000 6.674208
3.073049 11.800000 6.821022
3.073049 11.850000 6.967836
3.073049 11.900000 7.114650
3.073049 11.950000 7.249736
3.073049 12.000000 7.384822
3.073049 12.050000 7.519908
3.073049 12.100000 7.654994
3.073049 12.150000 7.769941
3.073049 12.200000 7.884888
3.073049 12.250000 7.999835
3.073049 12.300000 8.114783
3.073049 12.350000 8.203423
3.073049 12.400000 8.292064
3.073049 12.450000 8.380704
3.073049 12.500000 8.469345
3.073049 12.550000 8.533520
3.073049 12.600000 8.597695
3.073049 12.650000 8.661870
3.073049 12.700000 8.726045
3.073049 12.750000 8.772308
3.073049 12.800000 8.818572
3.073049 12.850000 8.864836
3.073049 12.900000 8.911099
3.073049 12.950000 8.945231
3.073049 13.000000 8.979363
3.073049 13.050000 9.013496
3.073049 13.100000 9.047628
3.073049 13.150000 9.073511
3.073049 13.200000 9.099394
3.073049 13.250000 9.125277
3.073049 13.300000 9.151161
3.073049 13.350000 9.171194
3.073049 13.400000 9.191228
3.073049 13.450000 9.211262
3.073049 13.500000 9.231296
3.073049 13.550000 9.247082
3.073049 13.600000 9.262867
3.073049 13.650000 9.278653
3.073049 13.700000 9.294439
3.073049 13.750000 9.307305
3.073049 13.800000 9.320171
3.052074 11.000000 4.371221
3.052074 11.050000 4.525482
3.052074 11.100000 4.679742
3.052074 11.150000 4.835005
3.052074 11.200000 4.990269
3.052074 11.250000 5.145532
3.052074 11.300000 5.300795
3.052074 11.350000 5.455812
3.052074 11.400000 5.610828
3.052074 11.450000 5.765845
3.052074 11.500000 5.920862
3.052074 11.550000 6.073547
3.052074 11.600000 6.226232
3.052074 11.650000 6.378918
3.052074 11.700000 6.531603
3.052074 11.750000 6.678416
3.052074 11.800000 6.825230
3.052074 11.850000 6.972044
3.052074 11.900000 7.118857
3.052074 11.950000 7.253760
3.052074 12.000000 7.388663
3.052074 12.050000 7.523565
3.052074 12.100000 7.658468
3.052074 12.150000 7.772977
3.052074 12.200000 7.887487
3.052074 12.250000 8.001996
3.052074 12.300000 8.116505
3.052074 12.350000 8.204593
3.052074 12.400000 8.292682
3.052074 12.450000 8.380770
3.052074 12.500000 8.468858
3.052074 12.550000 8.532588
3.052074 12.600000 8.596317
3.052074 12.650000 8.660047
3.052074 12.700000 8.723776
3.052074 12.750000 8.769750
3.052074 12.800000 8.815724
3.052074 12.850000 8.861698
3.052074 12.900000 8.907672
3.052074 12.950000 8.941627
3.052074 13.000000 8.975582
3.052074 13.050000 9.009537
3.052074 13.100000 9.043492
3.052074 13.150000 9.069267
3.052074 13.200000 9.095041
3.052074 13.250000 9.120816
3.052074 13.300000 9.146590
3.052074 13.350000 9.166572
3.052074 13.400000 9.186553
3.052074 13.450000 9.206534
3.052074 13.500000 9.226515
3.052074 13.550000 9.242278
3.052074 13.600000 9.258042
3.052074 13.650000 9.273805
3.052074 13.700000 9.289568
3.052074 13.750000 9.302430
3.052074 13.800000 9.315291
3.031099 11.000000 4.374942
3.031099 11.050000 4.529157
3.031099 11.100000 4.683372
3.031099 11.150000 4.838651
3.031099 11.200000 4.993931
3.031099 11.250000 5.149210
3.031099 11.300000 5.304490
3.031099 11.350000 5.459568
3.031099 11.400000 5.614645
3.031099 11.450000 5.769723
3.031099 11.500000 5.924801
3.031099 11.550000 6.077554
3.031099 11.600000 6.230306
3.031099 11.650000 6.383059
3.031099 11.700000 6.535812
3.031099 11.750000 6.682625
3.031099 11.800000 6.829438
3.031099 11.850000 6.976251
3.031099 11.900000 7.123065
3.031099 11.950000 7.257784
3.031099 12.000000 7.392504
3.031099 12.050000 7.527223
3.031099 12.100000 7.661943
3.031099 12.150000 7.776014
3.031099 12.200000 7.890085
3.031099 12.250000 8.004156
3.031099 12.300000 8.118227
3.031099 12.350000 8.205764
3.031099 12.400000 8.293300
3.031099 12.450000 8.380836
3.031099 12.500000 8.468372
3.031099 12.550000 8.531656
3.031099 12.600000 8.594940
3.031099 12.650000 8.658224
3.031099 12.700000 8.721507
3.031099 12.750000 8.767192
3.031099 12.800000 8.812876
3.031099 12.850000 8.858561
3.031099 12.900000 8.904245
3.031099 12.950000 8.938023
3.031099 13.000000 8.971801
3.031099 13.050000 9.005579
3.031099 13.100000 9.039357
3.031099 13.150000 9.065022
3.031099 13.200000 9.090688
3.031099 13.250000 9.116354
3.031099 13.300000 9.142020
3.031099 13.350000 9.161949
3.031099 13.400000 9.181877
3.031099 13.450000 9.201806
3.031099 13.500000 9.221735
3.031099 13.550000 9.237475
3.031099 13.600000 9.253216
3.031099 13.650000 9.268957
3.031099 13.700000 9.284698
3.031099 13.750000 9.297555
3.031099 13.800000 9.310411
3.010446 11.000000 4.378935
3.010446 11.050000 4.533117
3.010446 11.100000 4.687299
3.010446 11.150000 4.842607
3.010446 11.200000 4.997916
3.010446 11.250000 5.153225
3.010446 11.300000 5.308534
3.010446 11.350000 5.463685
3.010446 11.400000 5.618835
3.010446 11.450000 5.773986
3.010446 11.500000 5.929137
3.010446 11.550000 6.081965
3.010446 11.600000 6.234792
3.010446 11.650000 6.387620
3.010446 11.700000 6.540447
3.010446 11.750000 6.687258
3.010446 11.800000 6.834069
3.010446 11.850000 6.980880
3.010446 11.900000 7.127690
3.010446 11.950000 7.262210
3.010446 12.000000 7.396730
3.010446 12.050000 7.531249
3.010446 12.100000 7.665769
3.010446 12.150000 7.779380
3.010446 12.200000 7.892990
3.010446 12.250000 8.006600
3.010446 12.300000 8.120211
3.010446 12.350000 8.207184
3.010446 12.400000 8.294158
3.010446 12.450000 8.381131
3.010446 12.500000 8.468105
3.010446 12.550000 8.530942
3.010446 12.600000 8.593778
3.010446 12.650000 8.656615
3.010446 12.700000 8.719452
3.010446 12.750000 8.764845
3.010446 12.800000 8.810239
3.010446 12.850000 8.855632
3.010446 12.900000 8.901025
3.010446 12.950000 8.934623
3.010446 13.000000 8.968221
3.010446 13.050000 9.001819
3.010446 13.100000 9.035417
3.010446 13.150000 9.060971
3.010446 13.200000 9.086524
3.010446 13.250000 9.112078
3.010446 13.300000 9.137632
3.010446 13.350000 9.157504
3.010446 13.400000 9.177376
3.010446 13.450000 9.197248
3.010446 13.500000 9.217120
3.010446 13.550000 9.232836
3.010446 13.600000 9.248553
3.010446 13.650000 9.264269
3.010446 13.700000 9.279986
3.010446 13.750000 9.292837
3.010446 13.800000 9.305689
3.010446 13.850000 9.318541
2.989794 11.000000 4.382928
2.989794 11.050000 4.537077
2.989794 11.100000 4.691225
2.989794 11.150000 4.846564
2.989794 11.200000 5.001902
2.989794 11.250000 5.157240
2.989794 11.300000 5.312578
2.989794 11.350000 5.467802
2.989794 11.400000 5.623025
2.989794 11.450000 5.778249
2.989794 11.500000 5.933473
2.989794 11.550000 6.086376
2.989794 11.600000 6.239278
2.989794 11.650000 6.392181
2.989794 11.700000 6.545083
2.989794 11.750000 6.691891
2.989794 11.800000 6.838700
2.989794 11.850000 6.985508
2.989794 11.900000 7.132316
2.989794 11.950000 7.266636
2.989794 12.000000 7.400956
2.989794 12.050000 7.535276
2.989794 12.100000 7.669596
2.989794 12.150000 7.782745
2.989794 12.200000 7.895895
2.989794 12.250000 8.009045
2.989794 12.300000 8.122194
2.989794 12.350000 8.208605
2.989794 12.400000 8.295016
2.989794 12.450000 8.381427
2.989794 12.500000 8.467838
2.989794 12.550000 8.530227
2.989794 12.600000 8.592617
2.989794 12.650000 8.655007
2.989794 12.700000 8.717396
2.989794 12.750000 8.762498
2.989794 12.800000 8.807601
2.989794 12.850000 8.852703
2.989794 12.900000 8.897805
2.989794 12.950000 8.931223
2.989794 13.000000 8.964641
2.989794 13.050000 8.998059
2.989794 13.100000 9.031477
2.989794 13.150000 9.056919
2.989794 13.200000 9.082361
2.989794 13.250000 9.107803
2.989794 13.300000 9.133244
2.989794 13.350000 9.153060
2.989794 13.400000 9.172875
2.989794 13.450000 9.192690
2.989794 13.500000 9.212505
2.989794 13.550000 9.228197
2.989794 13.600000 9.243890
2.989794 13.650000 9.259582
2.989794 13.700000 9.275274
2.989794 13.750000 9.288120
2.989794 13.800000 9.300967
2.989794 13.850000 9.313813
2.969141 11.000000 4.386921
2.969141 11.050000 4.541036
2.969141 11.100000 4.695152
2.969141 11.150000 4.850520
2.969141 11.200000 5.005887
2.969141 11.250000 5.161255
2.969141 11.300000 5.316622
2.969141 11.350000 5.471919
2.969141 11.400000 5.627215
2.969141 11.450000 5.782512
2.969141 11.500000 5.937809
2.969141 11.550000 6.090786
2.969141 11.600000 6.243764
2.969141 11.650000 6.396741
2.969141 11.700000 6.549719
2.969141 11.750000 6.696525
2.969141 11.800000 6.843330
2.969141 11.850000 6.990136
2.969141 11.900000 7.136942
2.969141 11.950000 7.271062
2.969141 12.000000 7.405182
2.969141 12.050000 7.539302
2.969141 12.100000 7.673422
2.969141 12.150000 7.786111
2.969141 12.200000 7.898800
2.969141 12.250000 8.011489
2.969141 12.300000 8.124178
2.969141 12.350000 8.210026
2.969141 12.400000 8.295874
2.969141 12.450000 8.381722
2.969141 12.500000 8.467571
2.969141 12.550000 8.529513
2.969141 12.600000 8.591456
2.969141 12.650000 8.653398
2.969141 12.700000 8.715340
2.969141 12.750000 8.760152
2.969141 12.800000 8.804963
2.969141 12.850000 8.849774
2.969141 12.900000 8.894585
2.969141 12.950000 8.927823
2.969141 13.000000 8.961061
2.969141 13.050000 8.994299
2.969141 13.100000 9.027537
2.969141 13.150000 9.052867
2.969141 13.200000 9.078197
2.969141 13.250000 9.103527
2.969141 13.300000 9.128857
2.969141 13.350000 9.148615
2.969141 13.400000 9.168374
2.969141 13.450000 9.188132
2.969141 13.500000 9.207891
2.969141 13.550000 9.223558
2.969141 13.600000 9.239226
2.969141 13.650000 9.254894
2.969141 13.700000 9.270562
2.969141 13.750000 9.283403
2.969141 13.800000 9.296245
2.969141 13.850000 9.309086
2.948806 11.000000 4.391218
2.948806 11.050000 4.545313
2.948806 11.100000 4.699409
2.948806 11.150000 4.854818
2.948806 11.200000 5.010228
2.948806 11.250000 5.165638
2.948806 11.300000 5.321048
2.948806 11.350000 5.476429
2.948806 11.400000 5.631810
2.948806 11.450000 5.787191
2.948806 11.500000 5.942572
2.948806 11.550000 6.095632
2.948806 11.600000 6.248691
2.948806 11.650000 6.401750
2.948806 11.700000 6.554809
2.948806 11.750000 6.701608
2.948806 11.800000 6.848408
2.948806 11.850000 6.995207
2.948806 11.900000 7.142006
2.948806 11.950000 7.275908
2.948806 12.000000 7.409810
2.948806 12.050000 7.543712
2.948806 12.100000 7.677613
2.948806 12.150000 7.789819
2.948806 12.200000 7.902024
2.948806 12.250000 8.014229
2.948806 12.300000 8.126435
2.948806 12.350000 8.211711
2.948806 12.400000 8.296988
2.948806 12.450000 8.382265
2.948806 12.500000 8.467541
2.948806 12.550000 8.529035
2.948806 12.600000 8.590530
2.948806 12.650000 8.652024
2.948806 12.700000 8.713518
2.948806 12.750000 8.758036
2.948806 12.800000 8.802554
2.948806 12.850000 8.847072
2.948806 12.900000 8.891590
2.948806 12.950000 8.924645
2.948806 13.000000 8.957700
2.948806 13.050000 8.990754
2.948806 13.100000 9.023809
2.948806 13.150000 9.049023
2.948806 13.200000 9.074237
2.948806 13.250000 9.099451
2.948806 13.300000 9.124666
2.948806 13.350000 9.144363
2.948806 13.400000 9.164061
2.948806 13.450000 9.183759
2.948806 13.500000 9.203457
2.948806 13.550000 9.219098
2.948806 13.600000 9.234739
2.948806 13.650000 9.250380
2.948806 13.700000 9.266021
2.948806 13.750000 9.278856
2.948806 13.800000 9.291691
2.948806 13.850000 9.304527
2.928470 11.000000 4.395515
2.928470 11.050000 4.549590
2.928470 11.100000 4.703665
2.928470 11.150000 4.859117
2.928470 11.200000 5.014569
2.928470 11.250000 5.170021
2.928470 11.300000 5.325473
2.928470 11.350000 5.480939
2.928470 11.400000 5.636405
2.928470 11.450000 5.791870
2.928470 11.500000 5.947336
2.928470 11.550000 6.100477
2.928470 11.600000 6.253617
2.928470 11.650000 6.406758
2.928470 11.700000 6.559899
2.928470 11.750000 6.706692
2.928470 11.800000 6.853485
2.928470 11.850000 7.000278
2.928470 11.900000 7.147071
2.928470 11.950000 7.280754
2.928470 12.000000 7.414438
2.928470 12.050000 7.548121
2.928470 12.100000 7.681805
2.928470 12.150000 7.793526
2.928470 12.200000 7.905248
2.928470 12.250000 8.016970
2.928470 12.300000 8.128692
2.928470 12.350000 8.213397
2.928470 12.400000 8.298102
2.928470 12.450000 8.382807
2.928470 12.500000 8.467512
2.928470 12.550000 8.528558
2.928470 12.600000 8.589604
2.928470 12.650000 8.650650
2.928470 12.700000 8.711696
2.928470 12.750000 8.755921
2.928470 12.800000 8.800146
2.928470 12.850000 8.844370
2.928470 12.900000 8.888595
2.928470 12.950000 8.921467
2.928470 13.000000 8.954338
2.928470 13.050000 8.987209
2.928470 13.100000 9.020081
2.928470 13.150000 9.045179
2.928470 13.200000 9.070278
2.928470 13.250000 9.095376
2.928470 13.300000 9.120475
2.928470 13.350000 9.140112
2.928470 13.400000 9.159749
2.928470 13.450000 9.179386
2.928470 13.500000 9.199023
2.928470 13.550000 9.214637
2.928470 13.600000 9.230251
2.928470 13.650000 9.245865
2.928470 13.700000 9.261479
2.928470 13.750000 9.274309
2.928470 13.800000 9.287138
2.928470 13.850000 9.299967
2.908135 11.000000 4.399813
2.908135 11.050000 4.553867
2.908135 11.100000 4.707922
2.908135 11.150000 4.863416
2.908135 11.200000 5.018910
2.908135 11.250000 5.174405
2.908135 11.300000 5.329899
2.908135 11.350000 5.485449
2.908135 11.400000 5.640999
2.908135 11.450000 5.796549
2.908135 11.500000 5.952100
2.908135 11.550000 6.105322
2.908135 11.600000 6.258544
2.908135 11.650000 6.411766
2.908135 11.700000 6.564988
2.908135 11.750000 6.711775
2.908135 11.800000 6.858562
2.908135 11.850000 7.005348
2.908135 11.900000 7.152135
2.908135 11.950000 7.285600
2.908135 12.000000 7.419065
2.908135 12.050000 7.552531
2.908135 12.100000 7.685996
2.908135 12.150000 7.797234
2.908135 12.200000 7.908473
2.908135 12.250000 8.019711
2.908135 12.300000 8.130949
2.908135 12.350000 8.215083
2.908135 12.400000 8.299216
2.908135 12.450000 8.383349
2.908135 12.500000 8.467482
2.908135 12.550000 8.528080
2.908135 12.600000 8.588678
2.908135 12.650000 8.649276
2.908135 12.700000 8.709874
2.908135 12.750000 8.753805
2.908135 12.800000 8.797737
2.908135 12.850000 8.841669
2.908135 12.900000 8.885600
2.908135 12.950000 8.918288
2.908135 13.000000 8.950976
2.908135 13.050000 8.983664
2.908135 13.100000 9.016352
2.908135 13.150000 9.041335
2.908135 13.200000 9.066318
2.908135 13.250000 9.091301
2.908135 13.300000 9.116284
2.908135 13.350000 9.135860
2.908135 13.400000 9.155436
2.908135 13.450000 9.175013
2.908135 13.500000 9.194589
2.908135 13.550000 9.210176
2.908135 13.600000 9.225763
2.908135 13.650000 9.241351
2.908135 13.700000 9.256938
2.908135 13.750000 9.269761
2.908135 13.800000 9.282584
2.908135 13.850000 9.295408
2.908135 13.900000 9.308231
2.888113 11.000000 4.403566
2.888113 11.050000 4.557596
2.888113 11.100000 4.711626
2.888113 11.150000 4.867159
2.888113 11.200000 5.022693
2.888113 11.250000 5.178227
2.888113 11.300000 5.333760
2.888113 11.350000 5.489392
2.888113 11.400000 5.645023
2.888113 11.450000 5.800655
2.888113 11.500000 5.956286
2.888113 11.550000 6.109585
2.888113 11.600000 6.262883
2.888113 11.650000 6.416181
2.888113 11.700000 6.569479
2.888113 11.750000 6.716248
2.888113 11.800000 6.863017
2.888113 11.850000 7.009785
2.888113 11.900000 7.156554
2.888113 11.950000 7.289783
2.888113 12.000000 7.423012
2.888113 12.050000 7.556242
2.888113 12.100000 7.689471
2.888113 12.150000 7.800220
2.888113 12.200000 7.910969
2.888113 12.250000 8.021717
2.888113 12.300000 8.132466
2.888113 12.350000 8.216053
2.888113 12.400000 8.299639
2.888113 12.450000 8.383225
2.888113 12.500000 8.466812
2.888113 12.550000 8.527000
2.888113 12.600000 8.587187
2.888113 12.650000 8.647375
2.888113 12.700000 8.707563
2.888113 12.750000 8.751233
2.888113 12.800000 8.794904
2.888113 12.850000 8.838574
2.888113 12.900000 8.882245
2.888113 12.950000 8.914772
2.888113 13.000000 8.947300
2.888113 13.050000 8.979827
2.888113 13.100000 9.012355
2.888113 13.150000 9.037239
2.888113 13.200000 9.062124
2.888113 13.250000 9.087008
2.888113 13.300000 9.111893
2.888113 13.350000 9.131417
2.888113 13.400000 9.150942
2.888113 13.450000 9.170466
2.888113 13.500000 9.189991
2.888113 13.550000 9.205560
2.888113 13.600000 9.221128
2.888113 13.650000 9.236697
2.888113 13.700000 9.252266
2.888113 13.750000 9.265090
2.888113 13.800000 9.277913
2.888113 13.850000 9.290737
2.888113 13.900000 9.303561
2.868090 11.000000 4.407319
2.868090 11.050000 4.561324
2.868090 11.100000 4.715330
2.868090 11.150000 4.870903
2.868090 11.200000 5.026475
2.868090 11.250000 5.182048
2.868090 11.300000 5.337621
2.868090 11.350000 5.493334
2.868090 11.400000 5.649047
2.868090 11.450000 5.804760
2.868090 11.500000 5.960473
2.868090 11.550000 6.113847
2.868090 11.600000 6.267222
2.868090 11.650000 6.420596
2.868090 11.700000 6.573970
2.868090 11.750000 6.720721
2.868090 11.800000 6.867472
2.868090 11.850000 7.014223
2.868090 11.900000 7.160973
2.868090 11.950000 7.293966
2.868090 12.000000 7.426960
2.868090 12.050000 7.559953
2.868090 12.100000 7.692946
2.868090 12.150000 7.803205
2.868090 12.200000 7.913465
2.868090 12.250000 8.023724
2.868090 12.300000 8.133983
2.868090 12.350000 8.217023
2.868090 12.400000 8.300062
2.868090 12.450000 8.383102
2.868090 12.500000 8.466141
2.868090 12.550000 8.525919
2.868090 12.600000 8.585697
2.868090 12.650000 8.645475
2.868090 12.700000 8.705252
2.868090 12.750000 8.748661
2.868090 12.800000 8.792071
2.868090 12.850000 8.835480
2.868090 12.900000 8.878889
2.868090 12.950000 8.911256
2.868090 13.000000 8.943623
2.868090 13.050000 8.975990
2.868090 13.100000 9.008357
2.868090 13.150000 9.033144
2.868090 13.200000 9.057930
2.868090 13.250000 9.082716
2.868090 13.300000 9.107502
2.868090 13.350000 9.126975
2.868090 13.400000 9.146447
2.868090 13.450000 9.165920
2.868090 13.500000 9.185393
2.868090 13.550000 9.200943
2.868090 13.600000 9.216493
2.868090 13.650000 9.232044
2.868090 13.700000 9.247594
2.868090 13.750000 9.260418
2.868090 13.800000 9.273242
2.868090 13.850000 9.286066
2.868090 13.900000 9.298890
2.848067 11.000000 4.411072
2.848067 11.050000 4.565053
2.848067 11.100000 4.719034
2.848067 11.150000 4.874646
2.848067 11.200000 5.030258
2.848067 11.250000 5.185870
2.848067 11.300000 5.341482
2.848067 11.350000 5.497277
2.848067 11.400000 5.653071
2.848067 11.450000 5.808865
2.848067 11.500000 5.964659
2.848067 11.550000 6.118110
2.848067 11.600000 6.271560
2.848067 11.650000 6.425011
2.848067 11.700000 6.578461
2.848067 11.750000 6.725194
2.848067 11.800000 6.871927
2.848067 11.850000 7.018660
2.848067 11.900000 7.165392
2.848067 11.950000 7.298149
2.848067 12.000000 7.430907
2.848067 12.050000 7.563664
2.848067 12.100000 7.696421
2.848067 12.150000 7.806191
2.848067 12.200000 7.915960
2.848067 12.250000 8.025730
2.848067 12.300000 8.135500
2.848067 12.350000 8.217993
2.848067 12.400000 8.300486
2.848067 12.450000 8.382978
2.848067 12.500000 8.465471
2.848067 12.550000 8.524838
2.848067 12.600000 8.584206
2.848067 12.650000 8.643574
2.848067 12.700000 8.702942
2.848067 12.750000 8.746090
2.848067 12.800000 8.789237
2.848067 12.850000 8.832385
2.848067 12.900000 8.875533
2.848067 12.950000 8.907740
2.848067 13.000000 8.939947
2.848067 13.050000 8.972153
2.848067 13.100000 9.004360
2.848067 13.150000 9.029048
2.848067 13.200000 9.053735
2.848067 13.250000 9.078423
2.848067 13.300000 9.103111
2.848067 13.350000 9.122532
2.848067 13.400000 9.141953
2.848067 13.450000 9.161374
2.848067 13.500000 9.180795
2.848067 13.550000 9.196327
2.848067 13.600000 9.211858
2.848067 13.650000 9.227390
2.848067 13.700000 9.242922
2.848067 13.750000 9.255747
2.848067 13.800000 9.268571
2.848067 13.850000 9.281396
2.848067 13.900000 9.294220
2.828353 11.000000 4.415793
2.828353 11.050000 4.569776
2.828353 11.100000 4.723760
2.828353 11.150000 4.879438
2.828353 11.200000 5.035116
2.828353 11.250000 5.190795
2.828353 11.300000 5.346473
2.828353 11.350000 5.502373
2.828353 11.400000 5.658272
2.828353 11.450000 5.814172
2.828353 11.500000 5.970071
2.828353 11.550000 6.123614
2.828353 11.600000 6.277156
2.828353 11.650000 6.430698
2.828353 11.700000 6.584241
2.828353 11.750000 6.730955
2.828353 11.800000 6.877670
2.828353 11.850000 7.024384
2.828353 11.900000 7.171099
2.828353 11.950000 7.303597
2.828353 12.000000 7.436095
2.828353 12.050000 7.568593
2.828353 12.100000 7.701092
2.828353 12.150000 7.810336
2.828353 12.200000 7.919580
2.828353 12.250000 8.028824
2.828353 12.300000 8.138067
2.828353 12.350000 8.219978
2.828353 12.400000 8.301889
2.828353 12.450000 8.383799
2.828353 12.500000 8.465710
2.828353 12.550000 8.524635
2.828353 12.600000 8.583560
2.828353 12.650000 8.642485
2.828353 12.700000 8.701410
2.828353 12.750000 8.744267
2.828353 12.800000 8.787125
2.828353 12.850000 8.829983
2.828353 12.900000 8.872841
2.828353 12.950000 8.904863
2.828353 13.000000 8.936885
2.828353 13.050000 8.968908
2.828353 13.100000 9.000930
2.828353 13.150000 9.025501
2.828353 13.200000 9.050071
2.828353 13.250000 9.074642
2.828353 13.300000 9.099212
2.828353 13.350000 9.118563
2.828353 13.400000 9.137914
2.828353 13.450000 9.157264
2.828353 13.500000 9.176615
2.828353 13.550000 9.192123
2.828353 13.600000 9.207631
2.828353 13.650000 9.223139
2.828353 13.700000 9.238647
2.828353 13.750000 9.251465
2.828353 13.800000 9.264284
2.828353 13.850000 9.277102
2.828353 13.900000 9.289921
2.808638 11.000000 4.420513
2.808638 11.050000 4.574500
2.808638 11.100000 4.728486
2.808638 11.150000 4.884230
2.808638 11.200000 5.039975
2.808638 11.250000 5.195719
2.808638 11.300000 5.351464
2.808638 11.350000 5.507469
2.808638 11.400000 5.663474
2.808638 11.450000 5.819478
2.808638 11.500000 5.975483
2.808638 11.550000 6.129117
2.808638 11.600000 6.282752
2.808638 11.650000 6.436386
2.808638 11.700000 6.590020
2.808638 11.750000 6.736716
2.808638 11.800000 6.883412
2.808638 11.850000 7.030108
2.808638 11.900000 7.176805
2.808638 11.950000 7.309044
2.808638 12.000000 7.441284
2.808638 12.050000 7.573523
2.808638 12.100000 7.705763
2.808638 12.150000 7.814481
2.808638 12.200000 7.923199
2.808638 12.250000 8.031917
2.808638 12.300000 8.140635
2.808638 12.350000 8.221963
2.808638 12.400000 8.303292
2.808638 12.450000 8.384621
2.808638 12.500000 8.465950
2.808638 12.550000 8.524432
2.808638 12.600000 8.582914
2.808638 12.650000 8.641396
2.808638 12.700000 8.699878
2.808638 12.750000 8.742445
2.808638 12.800000 8.785013
2.808638 12.850000 8.827580
2.808638 12.900000 8.870148
2.808638 12.950000 8.901986
2.808638 13.000000 8.933824
2.808638 13.050000 8.965662
2.808638 13.100000 8.997500
2.808638 13.150000 9.021954
2.808638 13.200000 9.046407
