#Average black hole accretion rate (BHAR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with a redshift-independent black hole mass--galaxy bulge mass relation
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR)[Msun]
13.807623 9.900000 -6.822049
13.807623 9.950000 -6.613304
13.807623 10.000000 -6.404560
13.807623 10.050000 -6.195815
13.807623 10.100000 -5.987070
13.807623 10.150000 -5.778904
13.807623 10.200000 -5.570737
13.807623 10.250000 -5.362570
13.807623 10.300000 -5.154403
13.807623 10.350000 -4.947158
13.731758 8.000000 -14.703352
13.731758 8.050000 -14.489495
13.731758 8.100000 -14.275638
13.731758 8.150000 -14.067068
13.731758 8.200000 -13.858498
13.731758 8.250000 -13.649928
13.731758 8.300000 -13.441358
13.731758 8.350000 -13.232858
13.731758 8.400000 -13.024358
13.731758 8.450000 -12.815858
13.731758 8.500000 -12.607358
13.731758 8.550000 -12.398932
13.731758 8.600000 -12.190505
13.731758 8.650000 -11.982079
13.731758 8.700000 -11.773653
13.731758 8.750000 -11.565295
13.731758 8.800000 -11.356937
13.731758 8.850000 -11.148579
13.731758 8.900000 -10.940221
13.731758 8.950000 -10.731926
13.731758 9.000000 -10.523631
13.731758 9.050000 -10.315336
13.731758 9.100000 -10.107042
13.731758 9.150000 -9.898822
13.731758 9.200000 -9.690603
13.731758 9.250000 -9.482384
13.731758 9.300000 -9.274165
13.731758 9.350000 -9.066059
13.731758 9.400000 -8.857952
13.731758 9.450000 -8.649846
13.731758 9.500000 -8.441739
13.731758 9.550000 -8.233798
13.731758 9.600000 -8.025856
13.731758 9.650000 -7.817914
13.731758 9.700000 -7.609973
13.731758 9.750000 -7.402274
13.731758 9.800000 -7.194575
13.731758 9.850000 -6.986876
13.731758 9.900000 -6.779177
13.731758 9.950000 -6.571851
13.731758 10.000000 -6.364525
13.731758 10.050000 -6.157199
13.731758 10.100000 -5.949873
13.731758 10.150000 -5.743132
13.731758 10.200000 -5.536391
13.731758 10.250000 -5.329650
13.731758 10.300000 -5.122908
13.731758 10.350000 -4.917098
13.655894 8.000000 -14.603394
13.655894 8.050000 -14.392760
13.655894 8.100000 -14.182126
13.655894 8.150000 -13.974958
13.655894 8.200000 -13.767790
13.655894 8.250000 -13.560621
13.655894 8.300000 -13.353453
13.655894 8.350000 -13.146356
13.655894 8.400000 -12.939259
13.655894 8.450000 -12.732162
13.655894 8.500000 -12.525065
13.655894 8.550000 -12.318043
13.655894 8.600000 -12.111021
13.655894 8.650000 -11.903999
13.655894 8.700000 -11.696978
13.655894 8.750000 -11.490025
13.655894 8.800000 -11.283073
13.655894 8.850000 -11.076120
13.655894 8.900000 -10.869168
13.655894 8.950000 -10.662279
13.655894 9.000000 -10.455390
13.655894 9.050000 -10.248501
13.655894 9.100000 -10.041612
13.655894 9.150000 -9.834800
13.655894 9.200000 -9.627988
13.655894 9.250000 -9.421176
13.655894 9.300000 -9.214364
13.655894 9.350000 -9.007665
13.655894 9.400000 -8.800967
13.655894 9.450000 -8.594269
13.655894 9.500000 -8.387571
13.655894 9.550000 -8.181039
13.655894 9.600000 -7.974508
13.655894 9.650000 -7.767977
13.655894 9.700000 -7.561446
13.655894 9.750000 -7.355160
13.655894 9.800000 -7.148875
13.655894 9.850000 -6.942590
13.655894 9.900000 -6.736304
13.655894 9.950000 -6.530397
13.655894 10.000000 -6.324490
13.655894 10.050000 -6.118583
13.655894 10.100000 -5.912676
13.655894 10.150000 -5.707360
13.655894 10.200000 -5.502045
13.655894 10.250000 -5.296729
13.655894 10.300000 -5.091414
13.655894 10.350000 -4.887038
13.580029 8.000000 -14.503436
13.580029 8.050000 -14.296025
13.580029 8.100000 -14.088614
13.580029 8.150000 -13.882848
13.580029 8.200000 -13.677081
13.580029 8.250000 -13.471315
13.580029 8.300000 -13.265548
13.580029 8.350000 -13.059854
13.580029 8.400000 -12.854160
13.580029 8.450000 -12.648466
13.580029 8.500000 -12.442772
13.580029 8.550000 -12.237155
13.580029 8.600000 -12.031537
13.580029 8.650000 -11.825920
13.580029 8.700000 -11.620302
13.580029 8.750000 -11.414755
13.580029 8.800000 -11.209208
13.580029 8.850000 -11.003661
13.580029 8.900000 -10.798114
13.580029 8.950000 -10.592631
13.580029 9.000000 -10.387149
13.580029 9.050000 -10.181666
13.580029 9.100000 -9.976183
13.580029 9.150000 -9.770778
13.580029 9.200000 -9.565373
13.580029 9.250000 -9.359968
13.580029 9.300000 -9.154562
