#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(eta_avg)@log(Mpeak)=12 log10(eta_avg)_16@log(Mpeak)=12 log10(eta_avg)_84@log(Mpeak)=12 log10(eta_avg)@log(Mpeak)=13 log10(eta_avg)_16@log(Mpeak)=13 log10(eta_avg)_84@log(Mpeak)=13 log10(eta_avg)@log(Mpeak)=14 log10(eta_avg)_16@log(Mpeak)=14 log10(eta_avg)_84@log(Mpeak)=14 log10(eta_avg)@log(Mpeak)=15 log10(eta_avg)_16@log(Mpeak)=15 log10(eta_avg)_84@log(Mpeak)=15
2.071089 -1.449759 -1.512097 -1.385670 -1.413835 -1.480274 -1.353444 -1.904907 -1.965295 -1.838531 -2.710891 -2.686103 -2.429546
2.063774 -1.450906 -1.513431 -1.387148 -1.417689 -1.484211 -1.357435 -1.912857 -1.973072 -1.846210 -2.723084 -2.696368 -2.437549
2.056476 -1.452053 -1.514764 -1.388627 -1.421544 -1.488147 -1.361427 -1.920808 -1.980849 -1.853889 -2.735278 -2.706633 -2.445552
2.049196 -1.453203 -1.516105 -1.390108 -1.425447 -1.492134 -1.365467 -1.928773 -1.988642 -1.861565 -2.747448 -2.716881 -2.453520
2.041933 -1.454370 -1.517491 -1.391610 -1.429630 -1.496410 -1.369789 -1.936822 -1.996525 -1.869227 -2.759479 -2.727035 -2.461281
2.034687 -1.455536 -1.518876 -1.393111 -1.433814 -1.500685 -1.374111 -1.944871 -2.004408 -1.876888 -2.771509 -2.737188 -2.469043
2.027459 -1.456703 -1.520262 -1.394613 -1.437997 -1.504961 -1.378432 -1.952920 -2.012291 -1.884550 -2.783540 -2.747342 -2.476805
2.020247 -1.457869 -1.521648 -1.396114 -1.442181 -1.509237 -1.382754 -1.960969 -2.020174 -1.892211 -2.795571 -2.757495 -2.484567
2.013053 -1.459036 -1.523033 -1.397616 -1.446364 -1.513512 -1.387076 -1.969018 -2.028057 -1.899873 -2.807601 -2.767649 -2.492329
2.005876 -1.460202 -1.524419 -1.399117 -1.450548 -1.517788 -1.391397 -1.977067 -2.035940 -1.907534 -2.819632 -2.777803 -2.500091
1.998717 -1.461342 -1.525759 -1.400598 -1.454873 -1.522204 -1.395860 -1.985165 -2.043841 -1.915143 -2.831451 -2.787967 -2.507591
1.991574 -1.462469 -1.527074 -1.402068 -1.459273 -1.526694 -1.400397 -1.993288 -2.051753 -1.922724 -2.843158 -2.798136 -2.514951
1.984448 -1.463595 -1.528389 -1.403538 -1.463673 -1.531184 -1.404935 -2.001412 -2.059664 -1.930305 -2.854865 -2.808305 -2.522311
1.977339 -1.464721 -1.529705 -1.405008 -1.468073 -1.535674 -1.409472 -2.009535 -2.067575 -1.937886 -2.866571 -2.818474 -2.529671
1.970247 -1.465847 -1.531020 -1.406478 -1.472473 -1.540165 -1.414010 -2.017659 -2.075487 -1.945467 -2.878278 -2.828643 -2.537031
1.963172 -1.466974 -1.532336 -1.407948 -1.476873 -1.544655 -1.418547 -2.025782 -2.083398 -1.953049 -2.889985 -2.838813 -2.544391
1.956114 -1.468105 -1.533653 -1.409422 -1.481311 -1.549183 -1.423121 -2.033928 -2.091330 -1.960620 -2.901611 -2.848955 -2.551686
1.949073 -1.469264 -1.534981 -1.410914 -1.485956 -1.553908 -1.427892 -2.042192 -2.099366 -1.968141 -2.912808 -2.858954 -2.558639
1.942048 -1.470423 -1.536308 -1.412407 -1.490600 -1.558633 -1.432663 -2.050456 -2.107402 -1.975662 -2.924005 -2.868953 -2.565591
1.935041 -1.471583 -1.537636 -1.413900 -1.495244 -1.563359 -1.437434 -2.058720 -2.115439 -1.983183 -2.935202 -2.878952 -2.572544
1.928049 -1.472742 -1.538964 -1.415393 -1.499888 -1.568084 -1.442205 -2.066984 -2.123475 -1.990704 -2.946399 -2.888952 -2.579496
1.921075 -1.473901 -1.540291 -1.416885 -1.504532 -1.572809 -1.446977 -2.075248 -2.131512 -1.998224 -2.957596 -2.898951 -2.586448
1.914117 -1.475060 -1.541619 -1.418378 -1.509176 -1.577535 -1.451748 -2.083512 -2.139548 -2.005745 -2.968793 -2.908950 -2.593401
1.907176 -1.476215 -1.542936 -1.419829 -1.513959 -1.582398 -1.456652 -2.091860 -2.147645 -2.013292 -2.979541 -2.918462 -2.600014
1.900251 -1.477369 -1.544249 -1.421260 -1.518812 -1.587332 -1.461624 -2.100250 -2.155772 -2.020851 -2.990062 -2.927726 -2.606454
1.893343 -1.478523 -1.545561 -1.422690 -1.523665 -1.592265 -1.466596 -2.108641 -2.163900 -2.028410 -3.000582 -2.936990 -2.612895
1.886451 -1.479677 -1.546874 -1.424121 -1.528519 -1.597199 -1.471568 -2.117031 -2.172027 -2.035970 -3.011102 -2.946254 -2.619335
1.879576 -1.480830 -1.548186 -1.425551 -1.533372 -1.602132 -1.476540 -2.125422 -2.180155 -2.043529 -3.021623 -2.955518 -2.625776
1.872717 -1.481984 -1.549498 -1.426981 -1.538225 -1.607066 -1.481512 -2.133813 -2.188282 -2.051089 -3.032143 -2.964782 -2.632216
1.865874 -1.483143 -1.550807 -1.428411 -1.543114 -1.612036 -1.486516 -2.142224 -2.196423 -2.058654 -3.042514 -2.973945 -2.638578
1.859048 -1.484329 -1.552100 -1.429839 -1.548182 -1.617190 -1.491678 -2.150740 -2.204628 -2.066247 -3.052148 -2.982604 -2.644551
1.852237 -1.485515 -1.553393 -1.431267 -1.553249 -1.622344 -1.496839 -2.159255 -2.212834 -2.073841 -3.061782 -2.991263 -2.650525
1.845444 -1.486701 -1.554686 -1.432695 -1.558317 -1.627498 -1.502001 -2.167770 -2.221039 -2.081435 -3.071416 -2.999922 -2.656498
1.838666 -1.487887 -1.555978 -1.434124 -1.563384 -1.632652 -1.507163 -2.176286 -2.229245 -2.089028 -3.081050 -3.008581 -2.662472
1.831904 -1.489072 -1.557271 -1.435552 -1.568452 -1.637806 -1.512324 -2.184801 -2.237450 -2.096622 -3.090684 -3.017240 -2.668445
1.825159 -1.490258 -1.558564 -1.436980 -1.573519 -1.642960 -1.517486 -2.193316 -2.245656 -2.104216 -3.100317 -3.025900 -2.674419
1.818429 -1.491463 -1.559874 -1.438442 -1.578718 -1.648233 -1.522797 -2.201893 -2.253883 -2.111827 -3.109052 -3.033983 -2.679986
1.811716 -1.492676 -1.561193 -1.439921 -1.583979 -1.653566 -1.528181 -2.210499 -2.262121 -2.119448 -3.117350 -3.041787 -2.685357
1.805019 -1.493890 -1.562512 -1.441399 -1.589241 -1.658898 -1.533564 -2.219105 -2.270359 -2.127068 -3.125648 -3.049592 -2.690727
1.798337 -1.495104 -1.563831 -1.442878 -1.594503 -1.664230 -1.538947 -2.227711 -2.278597 -2.134688 -3.133945 -3.057396 -2.696097
1.791672 -1.496317 -1.565150 -1.444357 -1.599765 -1.669562 -1.544331 -2.236317 -2.286835 -2.142309 -3.142243 -3.065200 -2.701468
1.785022 -1.497531 -1.566469 -1.445836 -1.605026 -1.674894 -1.549714 -2.244923 -2.295073 -2.149929 -3.150541 -3.073004 -2.706838
1.778388 -1.498751 -1.567798 -1.447320 -1.610321 -1.680254 -1.555131 -2.253544 -2.303316 -2.157551 -3.158594 -3.080643 -2.712104
1.771770 -1.500000 -1.569172 -1.448829 -1.615765 -1.685746 -1.560702 -2.262233 -2.311579 -2.165183 -3.165521 -3.087518 -2.716888
1.765168 -1.501249 -1.570546 -1.450338 -1.621209 -1.691238 -1.566273 -2.270923 -2.319843 -2.172814 -3.172447 -3.094394 -2.721672
1.758582 -1.502498 -1.571921 -1.451847 -1.626653 -1.696730 -1.571844 -2.279612 -2.328107 -2.180445 -3.179373 -3.101270 -2.726455
1.752011 -1.503747 -1.573295 -1.453356 -1.632097 -1.702222 -1.577415 -2.288302 -2.336371 -2.188076 -3.186299 -3.108145 -2.731239
1.745456 -1.504996 -1.574669 -1.454865 -1.637541 -1.707714 -1.582986 -2.296991 -2.344635 -2.195707 -3.193225 -3.115021 -2.736022
1.738916 -1.506245 -1.576043 -1.456374 -1.642985 -1.713206 -1.588557 -2.305681 -2.352898 -2.203339 -3.200152 -3.121897 -2.740806
1.732392 -1.507530 -1.577447 -1.457911 -1.648546 -1.718808 -1.594260 -2.314426 -2.361217 -2.210930 -3.206134 -3.128379 -2.745158
1.725884 -1.508831 -1.578863 -1.459461 -1.654162 -1.724461 -1.600025 -2.323196 -2.369562 -2.218502 -3.211678 -3.134679 -2.749310
1.719391 -1.510132 -1.580280 -1.461011 -1.659778 -1.730114 -1.605790 -2.331967 -2.377906 -2.226074 -3.217223 -3.140979 -2.753462
1.712914 -1.511433 -1.581697 -1.462561 -1.665394 -1.735767 -1.611555 -2.340738 -2.386251 -2.233646 -3.222767 -3.147279 -2.757614
1.706452 -1.512734 -1.583113 -1.464111 -1.671010 -1.741419 -1.617320 -2.349508 -2.394595 -2.241218 -3.228311 -3.153579 -2.761765
1.700005 -1.514035 -1.584530 -1.465661 -1.676626 -1.747072 -1.623085 -2.358279 -2.402940 -2.248791 -3.233855 -3.159879 -2.765917
1.693574 -1.515347 -1.585957 -1.467212 -1.682271 -1.752752 -1.628885 -2.367062 -2.411302 -2.256348 -3.239141 -3.165964 -2.769948
1.687158 -1.516703 -1.587430 -1.468767 -1.688042 -1.758550 -1.634839 -2.375899 -2.419740 -2.263843 -3.243309 -3.171119 -2.773454
1.680757 -1.518059 -1.588903 -1.470322 -1.693814 -1.764348 -1.640794 -2.384736 -2.428178 -2.271337 -3.247477 -3.176274 -2.776961
1.674372 -1.519415 -1.590376 -1.471876 -1.699585 -1.770145 -1.646748 -2.393573 -2.436616 -2.278832 -3.251645 -3.181428 -2.780468
1.668001 -1.520771 -1.591848 -1.473431 -1.705356 -1.775943 -1.652702 -2.402410 -2.445054 -2.286327 -3.255813 -3.186583 -2.783975
1.661646 -1.522126 -1.593321 -1.474986 -1.711128 -1.781740 -1.658657 -2.411248 -2.453492 -2.293821 -3.259981 -3.191738 -2.787481
1.655306 -1.523482 -1.594794 -1.476541 -1.716899 -1.787538 -1.664611 -2.420085 -2.461931 -2.301316 -3.264148 -3.196892 -2.790988
1.648982 -1.524880 -1.596319 -1.478125 -1.722767 -1.793431 -1.670673 -2.428963 -2.470409 -2.308747 -3.267430 -3.201228 -2.794053
1.642672 -1.526296 -1.597868 -1.479722 -1.728679 -1.799367 -1.676781 -2.437860 -2.478905 -2.316150 -3.270319 -3.205201 -2.796922
1.636377 -1.527712 -1.599416 -1.481320 -1.734591 -1.805302 -1.682890 -2.446757 -2.487401 -2.323552 -3.273208 -3.209173 -2.799791
1.630097 -1.529128 -1.600965 -1.482917 -1.740502 -1.811238 -1.688999 -2.455654 -2.495897 -2.330955 -3.276097 -3.213145 -2.802660
1.623833 -1.530544 -1.602514 -1.484515 -1.746414 -1.817174 -1.695108 -2.464551 -2.504393 -2.338358 -3.278986 -3.217118 -2.805529
1.617583 -1.531960 -1.604063 -1.486112 -1.752326 -1.823109 -1.701217 -2.473448 -2.512889 -2.345761 -3.281875 -3.221090 -2.808398
1.611348 -1.533395 -1.605628 -1.487719 -1.758264 -1.829072 -1.707354 -2.482356 -2.521380 -2.353166 -3.284532 -3.224907 -2.811167
1.605128 -1.534904 -1.607263 -1.489368 -1.764313 -1.835147 -1.713604 -2.491309 -2.529852 -2.360582 -3.286246 -3.228090 -2.813531
1.598922 -1.536413 -1.608897 -1.491016 -1.770362 -1.841221 -1.719854 -2.500262 -2.538324 -2.367998 -3.287960 -3.231274 -2.815895
1.592732 -1.537922 -1.610532 -1.492664 -1.776411 -1.847295 -1.726103 -2.509215 -2.546796 -2.375414 -3.289674 -3.234458 -2.818259
1.586556 -1.539431 -1.612166 -1.494312 -1.782459 -1.853370 -1.732353 -2.518168 -2.555267 -2.382830 -3.291388 -3.237641 -2.820623
1.580395 -1.540940 -1.613800 -1.495960 -1.788508 -1.859444 -1.738603 -2.527121 -2.563739 -2.390246 -3.293102 -3.240825 -2.822986
1.574249 -1.542449 -1.615435 -1.497608 -1.794557 -1.865519 -1.744853 -2.536073 -2.572211 -2.397662 -3.294816 -3.244009 -2.825350
1.568117 -1.543997 -1.617070 -1.499262 -1.800641 -1.871632 -1.751119 -2.545057 -2.580644 -2.405080 -3.295755 -3.246652 -2.827335
1.562000 -1.545561 -1.618704 -1.500919 -1.806741 -1.877763 -1.757393 -2.554053 -2.589062 -2.412499 -3.296366 -3.249067 -2.829159
1.555897 -1.547125 -1.620339 -1.502576 -1.812841 -1.883894 -1.763666 -2.563049 -2.597480 -2.419918 -3.296977 -3.251482 -2.830983
1.549809 -1.548689 -1.621973 -1.504233 -1.818941 -1.890025 -1.769939 -2.572046 -2.605898 -2.427337 -3.297588 -3.253896 -2.832806
1.543736 -1.550253 -1.623608 -1.505890 -1.825041 -1.896155 -1.776212 -2.581042 -2.614316 -2.434756 -3.298199 -3.256311 -2.834630
1.537677 -1.551818 -1.625243 -1.507547 -1.831141 -1.902286 -1.782486 -2.590038 -2.622734 -2.442175 -3.298809 -3.258726 -2.836454
1.531632 -1.553404 -1.626907 -1.509226 -1.837257 -1.908423 -1.788773 -2.599045 -2.631153 -2.449598 -3.299207 -3.260865 -2.838166
1.525602 -1.555073 -1.628686 -1.510988 -1.843439 -1.914586 -1.795115 -2.608091 -2.639579 -2.457034 -3.298789 -3.261951 -2.839451
1.519586 -1.556743 -1.630465 -1.512751 -1.849620 -1.920748 -1.801457 -2.617138 -2.648005 -2.464470 -3.298372 -3.263038 -2.840736
1.513585 -1.558413 -1.632243 -1.514514 -1.855801 -1.926911 -1.807799 -2.626185 -2.656431 -2.471907 -3.297954 -3.264124 -2.842021
1.507597 -1.560083 -1.634022 -1.516276 -1.861982 -1.933073 -1.814141 -2.635232 -2.664857 -2.479343 -3.297537 -3.265210 -2.843306
1.501624 -1.561753 -1.635801 -1.518039 -1.868164 -1.939235 -1.820482 -2.644278 -2.673283 -2.486779 -3.297119 -3.266297 -2.844591
1.495666 -1.563423 -1.637579 -1.519802 -1.874345 -1.945398 -1.826824 -2.653325 -2.681708 -2.494216 -3.296702 -3.267383 -2.845876
1.489721 -1.565142 -1.639434 -1.521626 -1.880562 -1.951579 -1.833214 -2.662344 -2.690027 -2.501534 -3.295609 -3.267647 -2.846820
1.483791 -1.566883 -1.641320 -1.523476 -1.886794 -1.957767 -1.839622 -2.671351 -2.698302 -2.508805 -3.294243 -3.267578 -2.847628
1.477874 -1.568623 -1.643206 -1.525325 -1.893026 -1.963956 -1.846030 -2.680359 -2.706577 -2.516075 -3.292877 -3.267509 -2.848436
1.471972 -1.570363 -1.645092 -1.527174 -1.899257 -1.970144 -1.852438 -2.689366 -2.714853 -2.523346 -3.291511 -3.267441 -2.849243
1.466084 -1.572103 -1.646978 -1.529023 -1.905489 -1.976333 -1.858847 -2.698373 -2.723128 -2.530617 -3.290145 -3.267372 -2.850051
1.460210 -1.573843 -1.648864 -1.530873 -1.911721 -1.982521 -1.865255 -2.707381 -2.731403 -2.537887 -3.288780 -3.267304 -2.850858
1.454350 -1.575604 -1.650767 -1.532751 -1.917964 -1.988726 -1.871675 -2.716373 -2.739647 -2.545129 -3.287240 -3.267098 -2.851587
1.448504 -1.577437 -1.652729 -1.534735 -1.924248 -1.994991 -1.878135 -2.725311 -2.747779 -2.552265 -3.285076 -3.266399 -2.852031
1.442672 -1.579271 -1.654691 -1.536719 -1.930533 -2.001256 -1.884596 -2.734249 -2.755911 -2.559401 -3.282912 -3.265700 -2.852475
1.436853 -1.581105 -1.656653 -1.538703 -1.936817 -2.007521 -1.891056 -2.743188 -2.764042 -2.566538 -3.280748 -3.265000 -2.852919
1.431049 -1.582938 -1.658615 -1.540687 -1.943102 -2.013785 -1.897517 -2.752126 -2.772174 -2.573674 -3.278584 -3.264301 -2.853363
1.425258 -1.584772 -1.660577 -1.542671 -1.949386 -2.020050 -1.903977 -2.761064 -2.780306 -2.580810 -3.276420 -3.263602 -2.853807
1.419481 -1.586605 -1.662540 -1.544655 -1.955671 -2.026315 -1.910437 -2.770002 -2.788437 -2.587947 -3.274256 -3.262903 -2.854251
1.413718 -1.588508 -1.664582 -1.546737 -1.961987 -2.032594 -1.916916 -2.778872 -2.796507 -2.594942 -3.271684 -3.261644 -2.854487
1.407969 -1.590437 -1.666655 -1.548857 -1.968315 -2.038880 -1.923402 -2.787716 -2.804553 -2.601884 -3.268957 -3.260170 -2.854644
1.402233 -1.592366 -1.668729 -1.550976 -1.974642 -2.045165 -1.929888 -2.796560 -2.812599 -2.608826 -3.266229 -3.258696 -2.854801
1.396511 -1.594295 -1.670802 -1.553096 -1.980970 -2.051450 -1.936374 -2.805404 -2.820645 -2.615768 -3.263501 -3.257223 -2.854958
1.390803 -1.596223 -1.672875 -1.555216 -1.987298 -2.057735 -1.942860 -2.814248 -2.828691 -2.622709 -3.260774 -3.255749 -2.855114
1.385108 -1.598152 -1.674949 -1.557336 -1.993626 -2.064020 -1.949346 -2.823092 -2.836737 -2.629651 -3.258046 -3.254275 -2.855271
1.379427 -1.600105 -1.677037 -1.559475 -1.999962 -2.070308 -1.955827 -2.831908 -2.844773 -2.636539 -3.255296 -3.252744 -2.855363
1.373759 -1.602137 -1.679178 -1.561679 -2.006329 -2.076606 -1.962293 -2.840630 -2.852774 -2.643246 -3.252470 -3.251017 -2.855234
1.368105 -1.604168 -1.681318 -1.563884 -2.012695 -2.082904 -1.968759 -2.849352 -2.860775 -2.649953 -3.249643 -3.249290 -2.855105
1.362464 -1.606200 -1.683459 -1.566088 -2.019061 -2.089202 -1.975225 -2.858073 -2.868776 -2.656659 -3.246817 -3.247564 -2.854976
1.356837 -1.608232 -1.685599 -1.568292 -2.025428 -2.095500 -1.981692 -2.866795 -2.876777 -2.663366 -3.243991 -3.245837 -2.854847
1.351223 -1.610264 -1.687740 -1.570496 -2.031794 -2.101798 -1.988158 -2.875516 -2.884779 -2.670073 -3.241165 -3.244110 -2.854718
1.345623 -1.612296 -1.689880 -1.572700 -2.038161 -2.108095 -1.994624 -2.884238 -2.892780 -2.676780 -3.238339 -3.242383 -2.854589
1.340036 -1.614422 -1.692109 -1.574972 -2.044551 -2.114441 -2.001104 -2.892846 -2.900729 -2.683323 -3.235486 -3.240570 -2.854326
1.334462 -1.616582 -1.694370 -1.577268 -2.050951 -2.120804 -2.007590 -2.901414 -2.908659 -2.689807 -3.232624 -3.238724 -2.854014
1.328901 -1.618741 -1.696631 -1.579564 -2.057350 -2.127168 -2.014075 -2.909981 -2.916588 -2.696291 -3.229762 -3.236878 -2.853702
1.323354 -1.620901 -1.698892 -1.581860 -2.063750 -2.133531 -2.020560 -2.918548 -2.924518 -2.702775 -3.226900 -3.235033 -2.853391
1.317820 -1.623061 -1.701153 -1.584156 -2.070149 -2.139894 -2.027046 -2.927115 -2.932448 -2.709258 -3.224038 -3.233187 -2.853079
1.312299 -1.625221 -1.703414 -1.586452 -2.076548 -2.146258 -2.033531 -2.935683 -2.940378 -2.715742 -3.221176 -3.231342 -2.852767
1.306791 -1.627414 -1.705716 -1.588780 -2.082953 -2.152635 -2.040011 -2.944205 -2.948276 -2.722188 -3.218314 -3.229393 -2.852432
1.301296 -1.629717 -1.708152 -1.591212 -2.089375 -2.159059 -2.046473 -2.952585 -2.956075 -2.728510 -3.215452 -3.227114 -2.852019
1.295815 -1.632020 -1.710588 -1.593643 -2.095798 -2.165483 -2.052935 -2.960966 -2.963873 -2.734833 -3.212591 -3.224835 -2.851606
1.290346 -1.634323 -1.713024 -1.596075 -2.102220 -2.171907 -2.059397 -2.969346 -2.971671 -2.741155 -3.209729 -3.222556 -2.851194
1.284891 -1.636626 -1.715460 -1.598507 -2.108642 -2.178330 -2.065859 -2.977726 -2.979469 -2.747478 -3.206868 -3.220277 -2.850781
1.279448 -1.638928 -1.717896 -1.600939 -2.115065 -2.184754 -2.072321 -2.986106 -2.987268 -2.753800 -3.204006 -3.217998 -2.850368
1.274019 -1.641231 -1.720332 -1.603370 -2.121487 -2.191178 -2.078783 -2.994486 -2.995066 -2.760123 -3.201145 -3.215719 -2.849956
1.268602 -1.643658 -1.722914 -1.605927 -2.127930 -2.197638 -2.085208 -3.002715 -3.002709 -2.766327 -3.198322 -3.213532 -2.849407
1.263198 -1.646127 -1.725547 -1.608526 -2.134380 -2.204111 -2.091621 -3.010891 -3.010299 -2.772491 -3.195512 -3.211377 -2.848810
1.257808 -1.648597 -1.728179 -1.611126 -2.140830 -2.210584 -2.098033 -3.019067 -3.017889 -2.778654 -3.192703 -3.209221 -2.848214
1.252430 -1.651066 -1.730812 -1.613726 -2.147281 -2.217057 -2.104446 -3.027243 -3.025478 -2.784818 -3.189893 -3.207066 -2.847618
1.247065 -1.653536 -1.733445 -1.616325 -2.153731 -2.223530 -2.110858 -3.035419 -3.033068 -2.790982 -3.187084 -3.204910 -2.847022
1.241712 -1.656005 -1.736077 -1.618925 -2.160181 -2.230003 -2.117271 -3.043595 -3.040658 -2.797145 -3.184274 -3.202755 -2.846425
1.236372 -1.658513 -1.738747 -1.621558 -2.166635 -2.236484 -2.123684 -3.051712 -3.048209 -2.803258 -3.181483 -3.200608 -2.845829
1.231046 -1.661139 -1.741527 -1.624296 -2.173102 -2.242986 -2.130099 -3.059648 -3.055646 -2.809216 -3.178748 -3.198488 -2.845233
1.225731 -1.663764 -1.744307 -1.627033 -2.179569 -2.249489 -2.136515 -3.067584 -3.063083 -2.815173 -3.176013 -3.196368 -2.844637
1.220430 -1.666390 -1.747088 -1.629770 -2.186035 -2.255992 -2.142931 -3.075520 -3.070520 -2.821131 -3.173278 -3.194248 -2.844040
1.215141 -1.669015 -1.749868 -1.632508 -2.192502 -2.262495 -2.149346 -3.083456 -3.077957 -2.827088 -3.170543 -3.192128 -2.843444
1.209864 -1.671641 -1.752649 -1.635245 -2.198969 -2.268998 -2.155762 -3.091393 -3.085394 -2.833046 -3.167808 -3.190008 -2.842848
1.204601 -1.674266 -1.755429 -1.637982 -2.205435 -2.275501 -2.162177 -3.099329 -3.092831 -2.839004 -3.165073 -3.187889 -2.842252
1.199349 -1.677006 -1.758327 -1.640846 -2.211910 -2.281989 -2.168565 -3.107030 -3.100216 -2.844803 -3.162412 -3.185711 -2.841634
1.194111 -1.679785 -1.761264 -1.643751 -2.218387 -2.288472 -2.174943 -3.114653 -3.107583 -2.850551 -3.159775 -3.183515 -2.841010
1.188884 -1.682563 -1.764200 -1.646656 -2.224865 -2.294956 -2.181322 -3.122275 -3.114951 -2.856298 -3.157139 -3.181319 -2.840386
1.183671 -1.685341 -1.767137 -1.649561 -2.231342 -2.301439 -2.187700 -3.129898 -3.122318 -2.862045 -3.154503 -3.179122 -2.839762
1.178469 -1.688119 -1.770074 -1.652467 -2.237819 -2.307922 -2.194079 -3.137521 -3.129686 -2.867793 -3.151866 -3.176926 -2.839138
1.173280 -1.690898 -1.773010 -1.655372 -2.244297 -2.314406 -2.200457 -3.145144 -3.137053 -2.873540 -3.149230 -3.174730 -2.838514
1.168104 -1.693722 -1.776000 -1.658324 -2.250778 -2.320893 -2.206842 -3.152652 -3.144329 -2.879208 -3.146626 -3.172527 -2.837886
1.162939 -1.696677 -1.779145 -1.661412 -2.257272 -2.327390 -2.213243 -3.159826 -3.151340 -2.884647 -3.144114 -3.170305 -2.837247
1.157787 -1.699633 -1.782290 -1.664501 -2.263766 -2.333886 -2.219645 -3.167000 -3.158351 -2.890086 -3.141603 -3.168084 -2.836607
1.152647 -1.702589 -1.785434 -1.667589 -2.270260 -2.340383 -2.226047 -3.174174 -3.165363 -2.895525 -3.139091 -3.165862 -2.835968
1.147520 -1.705545 -1.788579 -1.670677 -2.276754 -2.346880 -2.232449 -3.181348 -3.172374 -2.900964 -3.136580 -3.163641 -2.835328
1.142405 -1.708500 -1.791723 -1.673765 -2.283248 -2.353377 -2.238850 -3.188522 -3.179385 -2.906402 -3.134068 -3.161419 -2.834688
1.137302 -1.711456 -1.794868 -1.676854 -2.289742 -2.359873 -2.245252 -3.195696 -3.186397 -2.911841 -3.131557 -3.159198 -2.834049
1.132211 -1.714534 -1.798129 -1.680052 -2.296231 -2.366398 -2.251621 -3.202502 -3.193172 -2.917063 -3.129198 -3.157168 -2.833461
1.127132 -1.717651 -1.801426 -1.683286 -2.302718 -2.372931 -2.257980 -3.209192 -3.199873 -2.922218 -3.126887 -3.155199 -2.832889
1.122065 -1.720767 -1.804722 -1.686519 -2.309205 -2.379464 -2.264339 -3.215883 -3.206574 -2.927373 -3.124576 -3.153230 -2.832317
1.117010 -1.723884 -1.808019 -1.689752 -2.315692 -2.385997 -2.270698 -3.222574 -3.213276 -2.932527 -3.122266 -3.151260 -2.831745
1.111968 -1.727000 -1.811316 -1.692985 -2.322179 -2.392530 -2.277057 -3.229265 -3.219977 -2.937682 -3.119955 -3.149291 -2.831173
1.106937 -1.730117 -1.814613 -1.696218 -2.328666 -2.399063 -2.283416 -3.235956 -3.226678 -2.942837 -3.117644 -3.147321 -2.830601
1.101919 -1.733277 -1.817950 -1.699497 -2.335151 -2.405609 -2.289759 -3.242516 -3.233303 -2.947965 -3.115390 -3.145410 -2.830024
1.096912 -1.736557 -1.821397 -1.702900 -2.341632 -2.412190 -2.296057 -3.248715 -3.239719 -2.953020 -3.113291 -3.143658 -2.829436
1.091917 -1.739837 -1.824843 -1.706304 -2.348112 -2.418770 -2.302356 -3.254914 -3.246135 -2.958075 -3.111192 -3.141906 -2.828847
1.086934 -1.743117 -1.828290 -1.709707 -2.354593 -2.425351 -2.308654 -3.261114 -3.252551 -2.963130 -3.109094 -3.140154 -2.828258
1.081963 -1.746397 -1.831736 -1.713110 -2.361074 -2.431932 -2.314952 -3.267313 -3.258967 -2.968185 -3.106995 -3.138402 -2.827669
1.077004 -1.749676 -1.835183 -1.716514 -2.367554 -2.438513 -2.321251 -3.273513 -3.265383 -2.973240 -3.104896 -3.136650 -2.827080
1.072057 -1.752956 -1.838630 -1.719917 -2.374035 -2.445094 -2.327549 -3.279712 -3.271798 -2.978296 -3.102797 -3.134898 -2.826492
1.067121 -1.756371 -1.842228 -1.723436 -2.380514 -2.451681 -2.333834 -3.285536 -3.277917 -2.983110 -3.100859 -3.133254 -2.825891
1.062198 -1.759825 -1.845871 -1.726989 -2.386992 -2.458270 -2.340116 -3.291249 -3.283949 -2.987854 -3.098969 -3.131643 -2.825287
1.057286 -1.763279 -1.849515 -1.730542 -2.393470 -2.464860 -2.346398 -3.296962 -3.289980 -2.992597 -3.097078 -3.130031 -2.824684
1.052385 -1.766733 -1.853158 -1.734095 -2.399949 -2.471449 -2.352680 -3.302674 -3.296011 -2.997341 -3.095187 -3.128419 -2.824080
1.047497 -1.770187 -1.856801 -1.737648 -2.406427 -2.478038 -2.358961 -3.308387 -3.302043 -3.002084 -3.093297 -3.126808 -2.823476
1.042620 -1.773641 -1.860444 -1.741201 -2.412905 -2.484628 -2.365243 -3.314100 -3.308074 -3.006828 -3.091406 -3.125196 -2.822872
1.037754 -1.777138 -1.864134 -1.744799 -2.419381 -2.491221 -2.371528 -3.319674 -3.313993 -3.011500 -3.089570 -3.123648 -2.822273
1.032900 -1.780748 -1.867946 -1.748514 -2.425852 -2.497824 -2.377823 -3.324885 -3.319619 -3.015986 -3.087875 -3.122269 -2.821687
1.028058 -1.784357 -1.871757 -1.752229 -2.432322 -2.504427 -2.384118 -3.330097 -3.325244 -3.020472 -3.086181 -3.120889 -2.821101
1.023227 -1.787967 -1.875568 -1.755944 -2.438792 -2.511030 -2.390413 -3.335308 -3.330870 -3.024957 -3.084487 -3.119509 -2.820514
1.018408 -1.791576 -1.879380 -1.759659 -2.445262 -2.517633 -2.396708 -3.340520 -3.336495 -3.029443 -3.082792 -3.118129 -2.819928
