#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(eta_avg)@log(Mpeak)=12 log10(eta_avg)_16@log(Mpeak)=12 log10(eta_avg)_84@log(Mpeak)=12 log10(eta_avg)@log(Mpeak)=13 log10(eta_avg)_16@log(Mpeak)=13 log10(eta_avg)_84@log(Mpeak)=13 log10(eta_avg)@log(Mpeak)=14 log10(eta_avg)_16@log(Mpeak)=14 log10(eta_avg)_84@log(Mpeak)=14 log10(eta_avg)@log(Mpeak)=15 log10(eta_avg)_16@log(Mpeak)=15 log10(eta_avg)_84@log(Mpeak)=15
6.143824 -0.412799 -0.470707 -0.298050 -0.444401 -0.502410 -0.333191 -0.467480 -0.528211 -0.355242 -0.482645 -0.544470 -0.370759
6.126807 -0.417288 -0.475120 -0.302532 -0.448754 -0.506682 -0.337595 -0.471578 -0.532232 -0.359408 -0.486407 -0.548169 -0.374633
6.109832 -0.421778 -0.479533 -0.307014 -0.453107 -0.510954 -0.341998 -0.475675 -0.536253 -0.363573 -0.490168 -0.551869 -0.378506
6.092897 -0.426268 -0.483946 -0.311495 -0.457460 -0.515226 -0.346401 -0.479773 -0.540274 -0.367739 -0.493930 -0.555569 -0.382380
6.076002 -0.430758 -0.488360 -0.315977 -0.461813 -0.519499 -0.350804 -0.483870 -0.544295 -0.371905 -0.497691 -0.559268 -0.386254
6.059147 -0.435248 -0.492773 -0.320458 -0.466166 -0.523771 -0.355208 -0.487968 -0.548316 -0.376071 -0.501453 -0.562968 -0.390127
6.042332 -0.439737 -0.497186 -0.324940 -0.470519 -0.528043 -0.359611 -0.492065 -0.552337 -0.380237 -0.505214 -0.566667 -0.394001
6.025558 -0.444339 -0.501700 -0.329528 -0.474997 -0.532424 -0.364131 -0.496277 -0.556472 -0.384499 -0.509064 -0.570417 -0.397957
6.008823 -0.448955 -0.506227 -0.334130 -0.479491 -0.536820 -0.368668 -0.500504 -0.560622 -0.388775 -0.512926 -0.574174 -0.401924
5.992129 -0.453571 -0.510755 -0.338733 -0.483986 -0.541216 -0.373204 -0.504732 -0.564772 -0.393050 -0.516789 -0.577931 -0.405891
5.975474 -0.458188 -0.515282 -0.343335 -0.488481 -0.545612 -0.377740 -0.508959 -0.568923 -0.397326 -0.520651 -0.581687 -0.409858
5.958859 -0.462804 -0.519809 -0.347938 -0.492976 -0.550008 -0.382276 -0.513187 -0.573073 -0.401601 -0.524513 -0.585444 -0.413826
5.942283 -0.467420 -0.524337 -0.352540 -0.497471 -0.554404 -0.386812 -0.517414 -0.577223 -0.405877 -0.528375 -0.589200 -0.417793
5.925747 -0.472045 -0.528869 -0.357152 -0.501967 -0.558798 -0.391350 -0.521628 -0.581364 -0.410135 -0.532204 -0.592909 -0.421730
5.909250 -0.476684 -0.533411 -0.361778 -0.506466 -0.563189 -0.395892 -0.525820 -0.585489 -0.414367 -0.535978 -0.596541 -0.425621
5.892793 -0.481322 -0.537953 -0.366405 -0.510965 -0.567579 -0.400434 -0.530011 -0.589613 -0.418598 -0.539752 -0.600173 -0.429512
5.876374 -0.485961 -0.542494 -0.371031 -0.515463 -0.571970 -0.404976 -0.534203 -0.593738 -0.422829 -0.543526 -0.603804 -0.433403
5.859995 -0.490599 -0.547036 -0.375657 -0.519962 -0.576360 -0.409518 -0.538395 -0.597863 -0.427061 -0.547300 -0.607436 -0.437293
5.843655 -0.495238 -0.551577 -0.380283 -0.524461 -0.580751 -0.414059 -0.542587 -0.601988 -0.431292 -0.551075 -0.611068 -0.441184
5.827354 -0.499876 -0.556119 -0.384910 -0.528960 -0.585142 -0.418601 -0.546779 -0.606112 -0.435523 -0.554849 -0.614700 -0.445075
5.811091 -0.504422 -0.560557 -0.389456 -0.533331 -0.589392 -0.423028 -0.550807 -0.610055 -0.439609 -0.558430 -0.618141 -0.448792
5.794868 -0.508957 -0.564981 -0.393992 -0.537686 -0.593625 -0.427440 -0.554815 -0.613976 -0.443677 -0.561987 -0.621558 -0.452487
5.778683 -0.513492 -0.569406 -0.398529 -0.542041 -0.597858 -0.431852 -0.558823 -0.617896 -0.447745 -0.565544 -0.624976 -0.456182
5.762536 -0.518026 -0.573831 -0.403065 -0.546396 -0.602091 -0.436265 -0.562831 -0.621817 -0.451813 -0.569101 -0.628393 -0.459877
5.746428 -0.522561 -0.578256 -0.407602 -0.550752 -0.606324 -0.440677 -0.566839 -0.625738 -0.455881 -0.572658 -0.631811 -0.463572
5.730358 -0.527096 -0.582681 -0.412138 -0.555107 -0.610557 -0.445090 -0.570847 -0.629658 -0.459949 -0.576215 -0.635228 -0.467268
5.714327 -0.531560 -0.587029 -0.416616 -0.559379 -0.614707 -0.449425 -0.574763 -0.633479 -0.463943 -0.579688 -0.638568 -0.470879
5.698334 -0.535917 -0.591259 -0.421005 -0.563522 -0.618727 -0.453643 -0.578538 -0.637148 -0.467821 -0.583031 -0.641790 -0.474364
5.682379 -0.540273 -0.595489 -0.425393 -0.567666 -0.622747 -0.457861 -0.582314 -0.640817 -0.471700 -0.586374 -0.645011 -0.477849
5.666462 -0.544630 -0.599719 -0.429782 -0.571809 -0.626768 -0.462078 -0.586089 -0.644486 -0.475579 -0.589717 -0.648233 -0.481333
5.650583 -0.548987 -0.603949 -0.434171 -0.575953 -0.630788 -0.466296 -0.589865 -0.648155 -0.479458 -0.593060 -0.651454 -0.484818
5.634741 -0.553343 -0.608179 -0.438559 -0.580096 -0.634809 -0.470514 -0.593640 -0.651823 -0.483336 -0.596403 -0.654676 -0.488302
5.618938 -0.557700 -0.612409 -0.442948 -0.584239 -0.638829 -0.474732 -0.597415 -0.655492 -0.487215 -0.599747 -0.657897 -0.491787
5.603172 -0.562048 -0.616644 -0.447341 -0.588369 -0.642851 -0.478938 -0.601157 -0.659114 -0.491066 -0.603048 -0.661087 -0.495228
5.587443 -0.566396 -0.620879 -0.451735 -0.592496 -0.646872 -0.483143 -0.604895 -0.662731 -0.494914 -0.606345 -0.664273 -0.498663
5.571752 -0.570744 -0.625115 -0.456129 -0.596624 -0.650894 -0.487349 -0.608634 -0.666347 -0.498763 -0.609642 -0.667459 -0.502099
5.556099 -0.575092 -0.629350 -0.460522 -0.600751 -0.654916 -0.491554 -0.612372 -0.669964 -0.502611 -0.612939 -0.670646 -0.505535
5.540482 -0.579439 -0.633586 -0.464916 -0.604879 -0.658937 -0.495759 -0.616110 -0.673581 -0.506459 -0.616236 -0.673832 -0.508971
5.524903 -0.583787 -0.637821 -0.469309 -0.609007 -0.662959 -0.499964 -0.619848 -0.677197 -0.510307 -0.619533 -0.677018 -0.512407
5.509361 -0.588195 -0.642122 -0.473761 -0.613198 -0.667047 -0.504230 -0.623637 -0.680867 -0.514203 -0.622861 -0.680241 -0.515870
5.493856 -0.592692 -0.646519 -0.478298 -0.617482 -0.671234 -0.508586 -0.627499 -0.684614 -0.518167 -0.626235 -0.683519 -0.519374
5.478388 -0.597189 -0.650915 -0.482835 -0.621767 -0.675421 -0.512941 -0.631361 -0.688361 -0.522132 -0.629608 -0.686797 -0.522878
5.462957 -0.601686 -0.655312 -0.487373 -0.626051 -0.679607 -0.517296 -0.635223 -0.692109 -0.526096 -0.632982 -0.690076 -0.526382
5.447563 -0.606183 -0.659708 -0.491910 -0.630336 -0.683794 -0.521652 -0.639086 -0.695856 -0.530061 -0.636355 -0.693354 -0.529887
5.432205 -0.610680 -0.664105 -0.496447 -0.634620 -0.687980 -0.526007 -0.642948 -0.699603 -0.534026 -0.639728 -0.696632 -0.533391
5.416884 -0.615177 -0.668501 -0.500984 -0.638905 -0.692167 -0.530362 -0.646810 -0.703351 -0.537990 -0.643102 -0.699910 -0.536895
5.401599 -0.619555 -0.672778 -0.505414 -0.643032 -0.696201 -0.534577 -0.650476 -0.706924 -0.541773 -0.646268 -0.702992 -0.540217
5.386351 -0.623920 -0.677043 -0.509834 -0.647143 -0.700219 -0.538777 -0.654122 -0.710480 -0.545538 -0.649415 -0.706056 -0.543520
5.371139 -0.628286 -0.681307 -0.514254 -0.651254 -0.704238 -0.542977 -0.657768 -0.714036 -0.549304 -0.652561 -0.709119 -0.546824
5.355963 -0.632651 -0.685572 -0.518674 -0.655366 -0.708256 -0.547177 -0.661414 -0.717593 -0.553069 -0.655707 -0.712182 -0.550128
5.340823 -0.637017 -0.689837 -0.523094 -0.659477 -0.712275 -0.551378 -0.665060 -0.721149 -0.556834 -0.658853 -0.715246 -0.553432
5.325720 -0.641382 -0.694102 -0.527514 -0.663588 -0.716293 -0.555578 -0.668706 -0.724705 -0.560599 -0.662000 -0.718309 -0.556735
5.310652 -0.645672 -0.698295 -0.531864 -0.667608 -0.720229 -0.559695 -0.672254 -0.728180 -0.564276 -0.665062 -0.721289 -0.559960
5.295621 -0.649856 -0.702386 -0.536116 -0.671499 -0.724047 -0.563696 -0.675664 -0.731539 -0.567830 -0.668005 -0.724150 -0.563072
5.280625 -0.654040 -0.706476 -0.540368 -0.675389 -0.727866 -0.567697 -0.679075 -0.734899 -0.571384 -0.670948 -0.727011 -0.566183
5.265665 -0.658223 -0.710567 -0.544619 -0.679280 -0.731684 -0.571698 -0.682485 -0.738258 -0.574938 -0.673891 -0.729872 -0.569295
5.250740 -0.662407 -0.714658 -0.548871 -0.683171 -0.735503 -0.575699 -0.685895 -0.741618 -0.578491 -0.676835 -0.732733 -0.572407
5.235851 -0.666591 -0.718749 -0.553123 -0.687061 -0.739321 -0.579699 -0.689306 -0.744977 -0.582045 -0.679778 -0.735595 -0.575519
5.220998 -0.670774 -0.722840 -0.557375 -0.690952 -0.743140 -0.583700 -0.692716 -0.748336 -0.585599 -0.682721 -0.738456 -0.578631
5.206180 -0.674928 -0.726911 -0.561596 -0.694794 -0.746901 -0.587657 -0.696052 -0.751642 -0.589090 -0.685601 -0.741260 -0.581702
5.191397 -0.679078 -0.730981 -0.565814 -0.698632 -0.750657 -0.591610 -0.699382 -0.754942 -0.592575 -0.688475 -0.744060 -0.584769
5.176649 -0.683229 -0.735050 -0.570032 -0.702470 -0.754414 -0.595563 -0.702713 -0.758243 -0.596060 -0.691349 -0.746860 -0.587837
5.161937 -0.687380 -0.739119 -0.574250 -0.706308 -0.758170 -0.599516 -0.706043 -0.761543 -0.599545 -0.694223 -0.749660 -0.590904
5.147259 -0.691531 -0.743189 -0.578468 -0.710146 -0.761927 -0.603469 -0.709373 -0.764844 -0.603030 -0.697098 -0.752460 -0.593971
5.132617 -0.695681 -0.747258 -0.582686 -0.713983 -0.765683 -0.607421 -0.712703 -0.768145 -0.606515 -0.699972 -0.755260 -0.597039
5.118009 -0.699854 -0.751353 -0.586921 -0.717838 -0.769455 -0.611390 -0.716034 -0.771456 -0.610007 -0.702841 -0.758069 -0.600111
5.103437 -0.704058 -0.755482 -0.591180 -0.721715 -0.773246 -0.615380 -0.719366 -0.774782 -0.613509 -0.705703 -0.760890 -0.603191
5.088898 -0.708261 -0.759611 -0.595438 -0.725592 -0.777038 -0.619370 -0.722698 -0.778108 -0.617011 -0.708565 -0.763712 -0.606271
5.074395 -0.712465 -0.763740 -0.599697 -0.729469 -0.780830 -0.623360 -0.726030 -0.781433 -0.620513 -0.711427 -0.766533 -0.609351
5.059926 -0.716668 -0.767869 -0.603955 -0.733346 -0.784622 -0.627349 -0.729362 -0.784759 -0.624015 -0.714289 -0.769354 -0.612431
5.045492 -0.720871 -0.771999 -0.608213 -0.737223 -0.788414 -0.631339 -0.732694 -0.788085 -0.627516 -0.717151 -0.772176 -0.615511
5.031092 -0.725075 -0.776128 -0.612472 -0.741101 -0.792206 -0.635329 -0.736026 -0.791411 -0.631018 -0.720013 -0.774997 -0.618591
5.016726 -0.729181 -0.780157 -0.616623 -0.744855 -0.795886 -0.639201 -0.739222 -0.794613 -0.634421 -0.722776 -0.777750 -0.621585
5.002394 -0.733280 -0.784179 -0.620767 -0.748601 -0.799558 -0.643064 -0.742409 -0.797806 -0.637816 -0.725532 -0.780498 -0.624572
4.988097 -0.737378 -0.788201 -0.624910 -0.752347 -0.803230 -0.646928 -0.745595 -0.801000 -0.641211 -0.728288 -0.783245 -0.627560
4.973834 -0.741477 -0.792223 -0.629054 -0.756092 -0.806903 -0.650791 -0.748782 -0.804193 -0.644606 -0.731043 -0.785993 -0.630548
4.959604 -0.745576 -0.796245 -0.633197 -0.759838 -0.810575 -0.654654 -0.751968 -0.807386 -0.648001 -0.733799 -0.788741 -0.633535
4.945409 -0.749675 -0.800267 -0.637341 -0.763584 -0.814247 -0.658517 -0.755155 -0.810579 -0.651396 -0.736555 -0.791488 -0.636523
4.931247 -0.753719 -0.804236 -0.641427 -0.767260 -0.817854 -0.662316 -0.758263 -0.813688 -0.654724 -0.739263 -0.794195 -0.639461
4.917119 -0.757691 -0.808138 -0.645438 -0.770846 -0.821376 -0.666032 -0.761270 -0.816687 -0.657964 -0.741907 -0.796850 -0.642334
4.903025 -0.761663 -0.812040 -0.649449 -0.774432 -0.824898 -0.669748 -0.764277 -0.819686 -0.661204 -0.744552 -0.799504 -0.645206
4.888964 -0.765635 -0.815942 -0.653460 -0.778018 -0.828420 -0.673463 -0.767284 -0.822685 -0.664444 -0.747197 -0.802159 -0.648079
4.874937 -0.769607 -0.819843 -0.657472 -0.781605 -0.831943 -0.677179 -0.770291 -0.825684 -0.667685 -0.749841 -0.804813 -0.650952
4.860943 -0.773579 -0.823745 -0.661483 -0.785191 -0.835465 -0.680895 -0.773298 -0.828683 -0.670925 -0.752486 -0.807468 -0.653825
4.846983 -0.777552 -0.827647 -0.665494 -0.788777 -0.838987 -0.684610 -0.776305 -0.831683 -0.674165 -0.755131 -0.810122 -0.656698
4.833055 -0.781475 -0.831504 -0.669444 -0.792289 -0.842443 -0.688254 -0.779208 -0.834546 -0.677315 -0.757736 -0.812791 -0.659525
4.819161 -0.785394 -0.835358 -0.673390 -0.795797 -0.845896 -0.691892 -0.782104 -0.837400 -0.680459 -0.760338 -0.815461 -0.662350
4.805301 -0.789314 -0.839213 -0.677336 -0.799304 -0.849348 -0.695531 -0.785000 -0.840254 -0.683602 -0.762941 -0.818131 -0.665175
4.791473 -0.793234 -0.843067 -0.681282 -0.802811 -0.852800 -0.699170 -0.787896 -0.843108 -0.686746 -0.765543 -0.820800 -0.668000
4.777678 -0.797154 -0.846921 -0.685228 -0.806319 -0.856252 -0.702809 -0.790793 -0.845963 -0.689890 -0.768146 -0.823470 -0.670825
4.763915 -0.801074 -0.850776 -0.689174 -0.809826 -0.859704 -0.706447 -0.793689 -0.848817 -0.693033 -0.770748 -0.826140 -0.673650
4.750186 -0.804979 -0.854620 -0.693103 -0.813305 -0.863135 -0.710054 -0.796546 -0.851634 -0.696142 -0.773347 -0.828805 -0.676468
4.736489 -0.808865 -0.858451 -0.697012 -0.816750 -0.866538 -0.713620 -0.799355 -0.854403 -0.699209 -0.775941 -0.831464 -0.679278
4.722825 -0.812751 -0.862282 -0.700921 -0.820195 -0.869941 -0.717186 -0.802164 -0.857173 -0.702275 -0.778536 -0.834123 -0.682089
4.709194 -0.816637 -0.866113 -0.704829 -0.823640 -0.873344 -0.720752 -0.804972 -0.859943 -0.705341 -0.781130 -0.836782 -0.684899
4.695595 -0.820524 -0.869944 -0.708738 -0.827085 -0.876747 -0.724319 -0.807781 -0.862713 -0.708407 -0.783725 -0.839441 -0.687709
4.682028 -0.824410 -0.873776 -0.712647 -0.830530 -0.880151 -0.727885 -0.810590 -0.865483 -0.711474 -0.786319 -0.842100 -0.690519
4.668494 -0.828296 -0.877607 -0.716556 -0.833975 -0.883554 -0.731451 -0.813399 -0.868253 -0.714540 -0.788913 -0.844759 -0.693329
4.654992 -0.832111 -0.881385 -0.720396 -0.837322 -0.886869 -0.734914 -0.816120 -0.870948 -0.717491 -0.791515 -0.847410 -0.696154
4.641522 -0.835922 -0.885160 -0.724232 -0.840664 -0.890179 -0.738372 -0.818836 -0.873640 -0.720437 -0.794118 -0.850059 -0.698980
4.628084 -0.839732 -0.888935 -0.728069 -0.844006 -0.893490 -0.741829 -0.821552 -0.876332 -0.723382 -0.796720 -0.852709 -0.701806
4.614678 -0.843543 -0.892710 -0.731905 -0.847348 -0.896801 -0.745287 -0.824268 -0.879024 -0.726328 -0.799322 -0.855359 -0.704632
4.601305 -0.847354 -0.896485 -0.735742 -0.850690 -0.900111 -0.748745 -0.826985 -0.881716 -0.729273 -0.801925 -0.858009 -0.707458
4.587962 -0.851165 -0.900260 -0.739578 -0.854032 -0.903422 -0.752202 -0.829701 -0.884408 -0.732218 -0.804527 -0.860659 -0.710284
4.574652 -0.854946 -0.904008 -0.743385 -0.857326 -0.906675 -0.755618 -0.832361 -0.887046 -0.735110 -0.807120 -0.863313 -0.713099
4.561374 -0.858693 -0.907724 -0.747157 -0.860563 -0.909860 -0.758983 -0.834954 -0.889617 -0.737937 -0.809703 -0.865970 -0.715898
4.548127 -0.862439 -0.911440 -0.750929 -0.863799 -0.913046 -0.762348 -0.837547 -0.892189 -0.740764 -0.812285 -0.868627 -0.718698
4.534911 -0.866186 -0.915156 -0.754701 -0.867035 -0.916231 -0.765714 -0.840139 -0.894760 -0.743591 -0.814867 -0.871285 -0.721498
4.521728 -0.869932 -0.918871 -0.758473 -0.870272 -0.919416 -0.769079 -0.842732 -0.897332 -0.746418 -0.817450 -0.873942 -0.724297
4.508575 -0.873679 -0.922587 -0.762245 -0.873508 -0.922602 -0.772444 -0.845325 -0.899903 -0.749245 -0.820032 -0.876600 -0.727097
4.495454 -0.877426 -0.926303 -0.766016 -0.876744 -0.925787 -0.775810 -0.847918 -0.902475 -0.752072 -0.822614 -0.879257 -0.729897
4.482364 -0.881106 -0.929969 -0.769717 -0.879875 -0.928864 -0.779076 -0.850391 -0.904927 -0.754793 -0.825268 -0.882001 -0.732750
4.469305 -0.884783 -0.933634 -0.773416 -0.883001 -0.931937 -0.782338 -0.852859 -0.907375 -0.757510 -0.827925 -0.884748 -0.735606
4.456278 -0.888460 -0.937298 -0.777114 -0.886127 -0.935010 -0.785600 -0.855327 -0.909823 -0.760227 -0.830582 -0.887495 -0.738462
4.443281 -0.892138 -0.940962 -0.780812 -0.889253 -0.938083 -0.788862 -0.857795 -0.912271 -0.762944 -0.833238 -0.890242 -0.741318
4.430316 -0.895815 -0.944627 -0.784510 -0.892380 -0.941156 -0.792124 -0.860263 -0.914719 -0.765660 -0.835895 -0.892989 -0.744174
4.417381 -0.899492 -0.948291 -0.788208 -0.895506 -0.944228 -0.795385 -0.862731 -0.917167 -0.768377 -0.838552 -0.895736 -0.747030
4.404477 -0.903092 -0.951874 -0.791832 -0.898544 -0.947219 -0.798565 -0.865131 -0.919552 -0.771032 -0.841262 -0.898554 -0.749924
4.391604 -0.906601 -0.955363 -0.795372 -0.901481 -0.950115 -0.801650 -0.867454 -0.921866 -0.773617 -0.844035 -0.901453 -0.752863
4.378761 -0.910110 -0.958852 -0.798912 -0.904418 -0.953011 -0.804734 -0.869776 -0.924179 -0.776201 -0.846808 -0.904352 -0.755802
4.365949 -0.913620 -0.962341 -0.802452 -0.907356 -0.955907 -0.807819 -0.872099 -0.926492 -0.778785 -0.849580 -0.907251 -0.758741
4.353168 -0.917129 -0.965831 -0.805992 -0.910293 -0.958803 -0.810903 -0.874421 -0.928806 -0.781370 -0.852353 -0.910150 -0.761680
4.340417 -0.920639 -0.969320 -0.809532 -0.913230 -0.961699 -0.813988 -0.876743 -0.931119 -0.783954 -0.855126 -0.913050 -0.764619
4.327696 -0.924148 -0.972809 -0.813071 -0.916167 -0.964595 -0.817072 -0.879066 -0.933432 -0.786538 -0.857898 -0.915949 -0.767558
4.315006 -0.927708 -0.976351 -0.816654 -0.919135 -0.967509 -0.820172 -0.881400 -0.935749 -0.789143 -0.860883 -0.919076 -0.770695
4.302346 -0.931269 -0.979894 -0.820238 -0.922105 -0.970424 -0.823273 -0.883736 -0.938066 -0.791748 -0.863874 -0.922211 -0.773839
4.289716 -0.934831 -0.983437 -0.823822 -0.925074 -0.973340 -0.826373 -0.886071 -0.940383 -0.794353 -0.866865 -0.925346 -0.776982
4.277116 -0.938393 -0.986980 -0.827406 -0.928043 -0.976255 -0.829474 -0.888406 -0.942700 -0.796957 -0.869856 -0.928481 -0.780126
4.264546 -0.941954 -0.990524 -0.830990 -0.931012 -0.979170 -0.832574 -0.890741 -0.945017 -0.799562 -0.872847 -0.931616 -0.783270
4.252006 -0.945516 -0.994067 -0.834575 -0.933982 -0.982085 -0.835675 -0.893076 -0.947334 -0.802167 -0.875838 -0.934751 -0.786413
4.239496 -0.949041 -0.997573 -0.838124 -0.936894 -0.984959 -0.838717 -0.895350 -0.949589 -0.804713 -0.878887 -0.937945 -0.789603
4.227016 -0.952527 -1.001037 -0.841635 -0.939742 -0.987788 -0.841695 -0.897555 -0.951778 -0.807194 -0.882001 -0.941206 -0.792845
4.214566 -0.956013 -1.004500 -0.845146 -0.942591 -0.990616 -0.844673 -0.899759 -0.953966 -0.809674 -0.885116 -0.944466 -0.796087
4.202145 -0.959500 -1.007964 -0.848657 -0.945440 -0.993445 -0.847651 -0.901964 -0.956154 -0.812155 -0.888230 -0.947726 -0.799329
4.189754 -0.962986 -1.011428 -0.852168 -0.948289 -0.996273 -0.850628 -0.904169 -0.958342 -0.814635 -0.891344 -0.950986 -0.802570
4.177392 -0.966472 -1.014892 -0.855680 -0.951138 -0.999102 -0.853606 -0.906374 -0.960530 -0.817116 -0.894458 -0.954246 -0.805812
4.165060 -0.969958 -1.018356 -0.859191 -0.953986 -1.001931 -0.856584 -0.908579 -0.962718 -0.819596 -0.897572 -0.957506 -0.809054
4.152757 -0.973234 -1.021634 -0.862505 -0.956591 -1.004551 -0.859320 -0.910630 -0.964754 -0.821911 -0.900834 -0.960916 -0.812419
4.140483 -0.976505 -1.024908 -0.865815 -0.959192 -1.007167 -0.862052 -0.912677 -0.966786 -0.824223 -0.904099 -0.964328 -0.815787
4.128239 -0.979777 -1.028182 -0.869125 -0.961792 -1.009783 -0.864783 -0.914725 -0.968819 -0.826534 -0.907364 -0.967741 -0.819155
4.116023 -0.983049 -1.031456 -0.872436 -0.964392 -1.012399 -0.867514 -0.916773 -0.970851 -0.828846 -0.910628 -0.971153 -0.822523
4.103837 -0.986320 -1.034730 -0.875746 -0.966992 -1.015015 -0.870246 -0.918821 -0.972884 -0.831157 -0.913893 -0.974566 -0.825890
4.091680 -0.989592 -1.038004 -0.879056 -0.969592 -1.017631 -0.872977 -0.920869 -0.974916 -0.833469 -0.917158 -0.977979 -0.829258
4.079552 -0.992887 -1.041313 -0.882393 -0.972201 -1.020256 -0.875710 -0.922945 -0.976980 -0.835801 -0.920607 -0.981574 -0.832813
4.067453 -0.996208 -1.044658 -0.885757 -0.974820 -1.022891 -0.878446 -0.925051 -0.979078 -0.838155 -0.924250 -0.985363 -0.836566
4.055383 -0.999529 -1.048003 -0.889122 -0.977439 -1.025526 -0.881181 -0.927158 -0.981176 -0.840509 -0.927894 -0.989152 -0.840319
4.043341 -1.002850 -1.051349 -0.892487 -0.980058 -1.028161 -0.883917 -0.929264 -0.983274 -0.842862 -0.931537 -0.992941 -0.844072
4.031328 -1.006170 -1.054694 -0.895852 -0.982677 -1.030797 -0.886652 -0.931371 -0.985372 -0.845216 -0.935180 -0.996730 -0.847825
4.019344 -1.009491 -1.058039 -0.899217 -0.985296 -1.033432 -0.889388 -0.933477 -0.987470 -0.847570 -0.938824 -1.000519 -0.851578
4.007388 -1.012812 -1.061384 -0.902582 -0.987915 -1.036067 -0.892123 -0.935584 -0.989568 -0.849924 -0.942467 -1.004308 -0.855332
3.995460 -1.016130 -1.064734 -0.905957 -0.990475 -1.038659 -0.894790 -0.937666 -0.991672 -0.852254 -0.946440 -1.008437 -0.859452
3.983561 -1.019448 -1.068083 -0.909332 -0.993034 -1.041251 -0.897457 -0.939749 -0.993776 -0.854584 -0.950416 -1.012570 -0.863577
3.971691 -1.022766 -1.071433 -0.912707 -0.995594 -1.043842 -0.900124 -0.941831 -0.995880 -0.856914 -0.954392 -1.016702 -0.867702
3.959849 -1.026085 -1.074783 -0.916083 -0.998153 -1.046434 -0.902790 -0.943913 -0.997985 -0.859243 -0.958368 -1.020835 -0.871826
3.948034 -1.029403 -1.078132 -0.919458 -1.000712 -1.049025 -0.905457 -0.945995 -1.000089 -0.861573 -0.962345 -1.024967 -0.875951
3.936248 -1.032721 -1.081482 -0.922833 -1.003272 -1.051617 -0.908123 -0.948077 -1.002193 -0.863903 -0.966321 -1.029100 -0.880076
3.924491 -1.035930 -1.084729 -0.926115 -1.005709 -1.054095 -0.910673 -0.950096 -1.004244 -0.866168 -0.970447 -1.033376 -0.884365
3.912761 -1.039028 -1.087870 -0.929300 -1.008021 -1.056458 -0.913104 -0.952050 -1.006239 -0.868368 -0.974728 -1.037797 -0.888823
3.901059 -1.042127 -1.091012 -0.932486 -1.010333 -1.058821 -0.915536 -0.954005 -1.008234 -0.870567 -0.979009 -1.042219 -0.893280
3.889385 -1.045225 -1.094154 -0.935671 -1.012645 -1.061183 -0.917967 -0.955959 -1.010230 -0.872767 -0.983289 -1.046641 -0.897738
3.877738 -1.048323 -1.097295 -0.938857 -1.014956 -1.063546 -0.920398 -0.957913 -1.012225 -0.874966 -0.987570 -1.051063 -0.902196
3.866120 -1.051421 -1.100437 -0.942042 -1.017268 -1.065909 -0.922829 -0.959867 -1.014220 -0.877166 -0.991851 -1.055485 -0.906654
3.854529 -1.054519 -1.103578 -0.945228 -1.019580 -1.068272 -0.925260 -0.961821 -1.016215 -0.879366 -0.996131 -1.059907 -0.911111
3.842966 -1.057544 -1.106668 -0.948350 -1.021803 -1.070546 -0.927642 -0.963781 -1.018230 -0.881536 -1.000813 -1.064772 -0.915973
3.831430 -1.060570 -1.109757 -0.951471 -1.024026 -1.072820 -0.930025 -0.965740 -1.020244 -0.883706 -1.005496 -1.069638 -0.920835
3.819922 -1.063595 -1.112846 -0.954593 -1.026249 -1.075094 -0.932407 -0.967700 -1.022259 -0.885876 -1.010178 -1.074503 -0.925698
3.808441 -1.066620 -1.115935 -0.957715 -1.028472 -1.077368 -0.934790 -0.969659 -1.024273 -0.888046 -1.014861 -1.079369 -0.930560
3.796988 -1.069646 -1.119025 -0.960837 -1.030695 -1.079642 -0.937172 -0.971619 -1.026288 -0.890216 -1.019543 -1.084235 -0.935422
3.785561 -1.072671 -1.122114 -0.963958 -1.032918 -1.081916 -0.939554 -0.973578 -1.028302 -0.892386 -1.024226 -1.089100 -0.940284
3.774162 -1.075743 -1.125254 -0.967121 -1.035171 -1.084221 -0.941984 -0.975586 -1.030372 -0.894589 -1.029128 -1.094201 -0.945362
3.762791 -1.078859 -1.128444 -0.970324 -1.037452 -1.086555 -0.944459 -0.977641 -1.032496 -0.896824 -1.034246 -1.099533 -0.950652
3.751446 -1.081976 -1.131635 -0.973526 -1.039734 -1.088889 -0.946935 -0.979695 -1.034621 -0.899059 -1.039364 -1.104865 -0.955941
3.740128 -1.085093 -1.134825 -0.976729 -1.042016 -1.091224 -0.949410 -0.981750 -1.036745 -0.901294 -1.044481 -1.110197 -0.961231
3.728837 -1.088210 -1.138015 -0.979932 -1.044297 -1.093558 -0.951886 -0.983805 -1.038869 -0.903530 -1.049599 -1.115528 -0.966521
3.717574 -1.091327 -1.141205 -0.983135 -1.046579 -1.095893 -0.954361 -0.985860 -1.040994 -0.905765 -1.054717 -1.120860 -0.971811
3.706337 -1.094442 -1.144393 -0.986335 -1.048858 -1.098225 -0.956835 -0.987914 -1.043118 -0.907999 -1.059838 -1.126195 -0.977103
3.695126 -1.097321 -1.147339 -0.989345 -1.050890 -1.100339 -0.959073 -0.989924 -1.045229 -0.910148 -1.065291 -1.131839 -0.982722
