#Average star formation rate (SFR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SFR)[Msun]
1.332116 12.400000 1.583539
1.332116 12.450000 1.578475
1.332116 12.500000 1.573412
1.332116 12.550000 1.559320
1.332116 12.600000 1.545228
1.332116 12.650000 1.531137
1.332116 12.700000 1.517045
1.332116 12.750000 1.495986
1.332116 12.800000 1.474927
1.332116 12.850000 1.453868
1.332116 12.900000 1.432810
1.332116 12.950000 1.406348
1.332116 13.000000 1.379885
1.332116 13.050000 1.353423
1.332116 13.100000 1.326961
1.332116 13.150000 1.296512
1.332116 13.200000 1.266063
1.332116 13.250000 1.235614
1.332116 13.300000 1.205165
1.332116 13.350000 1.171934
1.332116 13.400000 1.138704
1.332116 13.450000 1.105474
1.332116 13.500000 1.072244
1.332116 13.550000 1.037160
1.332116 13.600000 1.002076
1.332116 13.650000 0.966992
1.332116 13.700000 0.931909
1.332116 13.750000 0.895630
1.332116 13.800000 0.859350
1.332116 13.850000 0.823071
1.332116 13.900000 0.786792
1.332116 13.950000 0.749758
1.332116 14.000000 0.712724
1.332116 14.050000 0.675690
1.332116 14.100000 0.638656
1.332116 14.150000 0.601153
1.332116 14.200000 0.563649
1.332116 14.250000 0.526146
1.332116 14.300000 0.488642
1.332116 14.350000 0.450849
1.332116 14.400000 0.413056
1.332116 14.450000 0.375263
1.332116 14.500000 0.337470
1.332116 14.550000 0.299499
1.332116 14.600000 0.261528
1.332116 14.650000 0.223557
1.332116 14.700000 0.185587
1.320107 11.000000 -0.519338
1.320107 11.050000 -0.382176
1.320107 11.100000 -0.245013
1.320107 11.150000 -0.111933
1.320107 11.200000 0.021148
1.320107 11.250000 0.154229
1.320107 11.300000 0.287310
1.320107 11.350000 0.410001
1.320107 11.400000 0.532691
1.320107 11.450000 0.655382
1.320107 11.500000 0.778073
1.320107 11.550000 0.877877
1.320107 11.600000 0.977680
1.320107 11.650000 1.077484
1.320107 11.700000 1.177288
1.320107 11.750000 1.241450
1.320107 11.800000 1.305612
1.320107 11.850000 1.369775
1.320107 11.900000 1.433937
1.320107 11.950000 1.463890
1.320107 12.000000 1.493843
1.320107 12.050000 1.523797
1.320107 12.100000 1.553750
1.320107 12.150000 1.561566
1.320107 12.200000 1.569383
1.320107 12.250000 1.577199
1.320107 12.300000 1.585015
1.320107 12.350000 1.579747
1.320107 12.400000 1.574478
1.320107 12.450000 1.569209
1.320107 12.500000 1.563941
1.320107 12.550000 1.549697
1.320107 12.600000 1.535454
1.320107 12.650000 1.521210
1.320107 12.700000 1.506966
1.320107 12.750000 1.485794
1.320107 12.800000 1.464621
1.320107 12.850000 1.443449
1.320107 12.900000 1.422276
1.320107 12.950000 1.395738
1.320107 13.000000 1.369200
1.320107 13.050000 1.342662
1.320107 13.100000 1.316124
1.320107 13.150000 1.285635
1.320107 13.200000 1.255146
1.320107 13.250000 1.224657
1.320107 13.300000 1.194168
1.320107 13.350000 1.160928
1.320107 13.400000 1.127687
1.320107 13.450000 1.094447
1.320107 13.500000 1.061207
1.320107 13.550000 1.026136
1.320107 13.600000 0.991065
1.320107 13.650000 0.955994
1.320107 13.700000 0.920923
1.320107 13.750000 0.884672
1.320107 13.800000 0.848421
1.320107 13.850000 0.812170
1.320107 13.900000 0.775920
1.320107 13.950000 0.738925
1.320107 14.000000 0.701930
1.320107 14.050000 0.664935
1.320107 14.100000 0.627940
1.320107 14.150000 0.590482
1.320107 14.200000 0.553024
1.320107 14.250000 0.515566
1.320107 14.300000 0.478109
1.320107 14.350000 0.440365
1.320107 14.400000 0.402622
1.320107 14.450000 0.364879
1.320107 14.500000 0.327136
1.320107 14.550000 0.289218
1.320107 14.600000 0.251300
1.320107 14.650000 0.213382
1.320107 14.700000 0.175464
1.308097 11.000000 -0.519255
1.308097 11.050000 -0.381989
1.308097 11.100000 -0.244722
1.308097 11.150000 -0.111617
1.308097 11.200000 0.021488
1.308097 11.250000 0.154593
1.308097 11.300000 0.287698
1.308097 11.350000 0.410218
1.308097 11.400000 0.532737
1.308097 11.450000 0.655257
1.308097 11.500000 0.777777
1.308097 11.550000 0.877079
1.308097 11.600000 0.976381
1.308097 11.650000 1.075683
1.308097 11.700000 1.174985
1.308097 11.750000 1.238441
1.308097 11.800000 1.301897
1.308097 11.850000 1.365354
1.308097 11.900000 1.428810
1.308097 11.950000 1.458209
1.308097 12.000000 1.487607
1.308097 12.050000 1.517005
1.308097 12.100000 1.546404
1.308097 12.150000 1.553894
1.308097 12.200000 1.561385
1.308097 12.250000 1.568875
1.308097 12.300000 1.576366
1.308097 12.350000 1.570892
1.308097 12.400000 1.565418
1.308097 12.450000 1.559944
1.308097 12.500000 1.554470
1.308097 12.550000 1.540074
1.308097 12.600000 1.525679
1.308097 12.650000 1.511283
1.308097 12.700000 1.496888
1.308097 12.750000 1.475602
1.308097 12.800000 1.454315
1.308097 12.850000 1.433029
1.308097 12.900000 1.411742
1.308097 12.950000 1.385129
1.308097 13.000000 1.358515
1.308097 13.050000 1.331901
1.308097 13.100000 1.305287
1.308097 13.150000 1.274758
1.308097 13.200000 1.244229
1.308097 13.250000 1.213700
1.308097 13.300000 1.183171
1.308097 13.350000 1.149921
1.308097 13.400000 1.116671
1.308097 13.450000 1.083421
1.308097 13.500000 1.050171
1.308097 13.550000 1.015112
1.308097 13.600000 0.980054
1.308097 13.650000 0.944995
1.308097 13.700000 0.909937
1.308097 13.750000 0.873715
1.308097 13.800000 0.837492
1.308097 13.850000 0.801270
1.308097 13.900000 0.765047
1.308097 13.950000 0.728091
1.308097 14.000000 0.691135
1.308097 14.050000 0.654179
1.308097 14.100000 0.617223
1.308097 14.150000 0.579811
1.308097 14.200000 0.542399
1.308097 14.250000 0.504987
1.308097 14.300000 0.467575
1.308097 14.350000 0.429882
1.308097 14.400000 0.392188
1.308097 14.450000 0.354495
1.308097 14.500000 0.316802
1.308097 14.550000 0.278937
1.308097 14.600000 0.241071
1.308097 14.650000 0.203206
1.308097 14.700000 0.165341
1.296272 11.000000 -0.519105
1.296272 11.050000 -0.381749
1.296272 11.100000 -0.244392
1.296272 11.150000 -0.111281
1.296272 11.200000 0.021830
1.296272 11.250000 0.154941
1.296272 11.300000 0.288052
1.296272 11.350000 0.410376
1.296272 11.400000 0.532701
1.296272 11.450000 0.655025
1.296272 11.500000 0.777349
1.296272 11.550000 0.876129
1.296272 11.600000 0.974909
1.296272 11.650000 1.073688
1.296272 11.700000 1.172468
1.296272 11.750000 1.235224
1.296272 11.800000 1.297981
1.296272 11.850000 1.360737
1.296272 11.900000 1.423494
1.296272 11.950000 1.452360
1.296272 12.000000 1.481227
1.296272 12.050000 1.510093
1.296272 12.100000 1.538960
1.296272 12.150000 1.546140
1.296272 12.200000 1.553321
1.296272 12.250000 1.560501
1.296272 12.300000 1.567682
1.296272 12.350000 1.562012
1.296272 12.400000 1.556341
1.296272 12.450000 1.550671
1.296272 12.500000 1.545001
1.296272 12.550000 1.530461
1.296272 12.600000 1.515921
1.296272 12.650000 1.501381
1.296272 12.700000 1.486841
1.296272 12.750000 1.465449
1.296272 12.800000 1.444056
1.296272 12.850000 1.422664
1.296272 12.900000 1.401272
1.296272 12.950000 1.374589
1.296272 13.000000 1.347907
1.296272 13.050000 1.321225
1.296272 13.100000 1.294543
1.296272 13.150000 1.263981
1.296272 13.200000 1.233419
1.296272 13.250000 1.202857
1.296272 13.300000 1.172295
1.296272 13.350000 1.139041
1.296272 13.400000 1.105787
1.296272 13.450000 1.072532
1.296272 13.500000 1.039278
1.296272 13.550000 1.004237
1.296272 13.600000 0.969196
1.296272 13.650000 0.934155
1.296272 13.700000 0.899113
1.296272 13.750000 0.862923
1.296272 13.800000 0.826733
1.296272 13.850000 0.790542
1.296272 13.900000 0.754352
1.296272 13.950000 0.717437
1.296272 14.000000 0.680523
1.296272 14.050000 0.643609
1.296272 14.100000 0.606695
1.296272 14.150000 0.569331
1.296272 14.200000 0.531967
1.296272 14.250000 0.494603
1.296272 14.300000 0.457239
1.296272 14.350000 0.419598
1.296272 14.400000 0.381957
1.296272 14.450000 0.344316
1.296272 14.500000 0.306675
1.296272 14.550000 0.268864
1.296272 14.600000 0.231053
1.296272 14.650000 0.193242
1.296272 14.700000 0.155431
1.284447 11.000000 -0.518955
1.284447 11.050000 -0.381509
1.284447 11.100000 -0.244062
1.284447 11.150000 -0.110946
1.284447 11.200000 0.022171
1.284447 11.250000 0.155288
1.284447 11.300000 0.288405
1.284447 11.350000 0.410534
1.284447 11.400000 0.532664
1.284447 11.450000 0.654793
1.284447 11.500000 0.776922
1.284447 11.550000 0.875179
1.284447 11.600000 0.973437
1.284447 11.650000 1.071694
1.284447 11.700000 1.169951
1.284447 11.750000 1.232008
1.284447 11.800000 1.294064
1.284447 11.850000 1.356121
1.284447 11.900000 1.418178
1.284447 11.950000 1.446512
1.284447 12.000000 1.474847
1.284447 12.050000 1.503181
1.284447 12.100000 1.531516
1.284447 12.150000 1.538386
1.284447 12.200000 1.545257
1.284447 12.250000 1.552128
1.284447 12.300000 1.558998
1.284447 12.350000 1.553132
1.284447 12.400000 1.547265
1.284447 12.450000 1.541398
1.284447 12.500000 1.535531
1.284447 12.550000 1.520847
1.284447 12.600000 1.506163
1.284447 12.650000 1.491479
1.284447 12.700000 1.476795
1.284447 12.750000 1.455296
1.284447 12.800000 1.433798
1.284447 12.850000 1.412299
1.284447 12.900000 1.390801
1.284447 12.950000 1.364050
1.284447 13.000000 1.337300
1.284447 13.050000 1.310550
1.284447 13.100000 1.283799
1.284447 13.150000 1.253204
1.284447 13.200000 1.222609
1.284447 13.250000 1.192014
1.284447 13.300000 1.161419
1.284447 13.350000 1.128161
1.284447 13.400000 1.094902
1.284447 13.450000 1.061644
1.284447 13.500000 1.028386
1.284447 13.550000 0.993362
1.284447 13.600000 0.958338
1.284447 13.650000 0.923314
1.284447 13.700000 0.888290
1.284447 13.750000 0.852131
1.284447 13.800000 0.815973
1.284447 13.850000 0.779815
1.284447 13.900000 0.743656
1.284447 13.950000 0.706784
1.284447 14.000000 0.669911
1.284447 14.050000 0.633039
1.284447 14.100000 0.596166
1.284447 14.150000 0.558851
1.284447 14.200000 0.521535
1.284447 14.250000 0.484219
1.284447 14.300000 0.446903
1.284447 14.350000 0.409314
1.284447 14.400000 0.371725
1.284447 14.450000 0.334136
1.284447 14.500000 0.296547
1.284447 14.550000 0.258791
1.284447 14.600000 0.221034
1.284447 14.650000 0.183278
1.284447 14.700000 0.145522
1.272622 11.000000 -0.518804
1.272622 11.050000 -0.381269
1.272622 11.100000 -0.243733
1.272622 11.150000 -0.110610
1.272622 11.200000 0.022513
1.272622 11.250000 0.155636
1.272622 11.300000 0.288759
1.272622 11.350000 0.410693
1.272622 11.400000 0.532627
1.272622 11.450000 0.654561
1.272622 11.500000 0.776495
1.272622 11.550000 0.874230
1.272622 11.600000 0.971964
1.272622 11.650000 1.069699
1.272622 11.700000 1.167434
1.272622 11.750000 1.228791
1.272622 11.800000 1.290148
1.272622 11.850000 1.351505
1.272622 11.900000 1.412861
1.272622 11.950000 1.440664
1.272622 12.000000 1.468466
1.272622 12.050000 1.496269
1.272622 12.100000 1.524071
1.272622 12.150000 1.530632
1.272622 12.200000 1.537193
1.272622 12.250000 1.543754
1.272622 12.300000 1.550315
1.272622 12.350000 1.544252
1.272622 12.400000 1.538189
1.272622 12.450000 1.532126
1.272622 12.500000 1.526062
1.272622 12.550000 1.511234
1.272622 12.600000 1.496405
1.272622 12.650000 1.481577
1.272622 12.700000 1.466748
1.272622 12.750000 1.445144
1.272622 12.800000 1.423539
1.272622 12.850000 1.401934
1.272622 12.900000 1.380330
1.272622 12.950000 1.353511
1.272622 13.000000 1.326693
1.272622 13.050000 1.299874
1.272622 13.100000 1.273055
1.272622 13.150000 1.242427
1.272622 13.200000 1.211799
1.272622 13.250000 1.181171
1.272622 13.300000 1.150543
1.272622 13.350000 1.117281
1.272622 13.400000 1.084018
1.272622 13.450000 1.050756
1.272622 13.500000 1.017493
1.272622 13.550000 0.982486
1.272622 13.600000 0.947480
1.272622 13.650000 0.912473
1.272622 13.700000 0.877466
1.272622 13.750000 0.841340
1.272622 13.800000 0.805213
1.272622 13.850000 0.769087
1.272622 13.900000 0.732961
1.272622 13.950000 0.696130
1.272622 14.000000 0.659299
1.272622 14.050000 0.622469
1.272622 14.100000 0.585638
1.272622 14.150000 0.548370
1.272622 14.200000 0.511103
1.272622 14.250000 0.473835
1.272622 14.300000 0.436567
1.272622 14.350000 0.399030
1.272622 14.400000 0.361493
1.272622 14.450000 0.323956
1.272622 14.500000 0.286419
1.272622 14.550000 0.248718
1.272622 14.600000 0.211016
1.272622 14.650000 0.173314
1.272622 14.700000 0.135613
1.272622 14.750000 0.097810
1.260978 11.000000 -0.518599
1.260978 11.050000 -0.380989
1.260978 11.100000 -0.243379
1.260978 11.150000 -0.110268
1.260978 11.200000 0.022842
1.260978 11.250000 0.155952
1.260978 11.300000 0.289063
1.260978 11.350000 0.410778
1.260978 11.400000 0.532492
1.260978 11.450000 0.654207
1.260978 11.500000 0.775922
1.260978 11.550000 0.873116
1.260978 11.600000 0.970310
1.260978 11.650000 1.067504
1.260978 11.700000 1.164698
1.260978 11.750000 1.225364
1.260978 11.800000 1.286030
1.260978 11.850000 1.346696
1.260978 11.900000 1.407362
1.260978 11.950000 1.434655
1.260978 12.000000 1.461949
1.260978 12.050000 1.489242
1.260978 12.100000 1.516536
1.260978 12.150000 1.522802
1.260978 12.200000 1.529068
1.260978 12.250000 1.535335
1.260978 12.300000 1.541601
1.260978 12.350000 1.535351
1.260978 12.400000 1.529100
1.260978 12.450000 1.522850
1.260978 12.500000 1.516599
1.260978 12.550000 1.501634
1.260978 12.600000 1.486669
1.260978 12.650000 1.471703
1.260978 12.700000 1.456738
1.260978 12.750000 1.435035
1.260978 12.800000 1.413332
1.260978 12.850000 1.391629
1.260978 12.900000 1.369926
1.260978 12.950000 1.343047
1.260978 13.000000 1.316168
1.260978 13.050000 1.289289
1.260978 13.100000 1.262409
1.260978 13.150000 1.231755
1.260978 13.200000 1.201101
1.260978 13.250000 1.170446
1.260978 13.300000 1.139792
1.260978 13.350000 1.106531
1.260978 13.400000 1.073270
1.260978 13.450000 1.040008
1.260978 13.500000 1.006747
1.260978 13.550000 0.971762
1.260978 13.600000 0.936777
1.260978 13.650000 0.901792
1.260978 13.700000 0.866807
1.260978 13.750000 0.830716
1.260978 13.800000 0.794625
1.260978 13.850000 0.758534
1.260978 13.900000 0.722444
1.260978 13.950000 0.685658
1.260978 14.000000 0.648872
1.260978 14.050000 0.612086
1.260978 14.100000 0.575300
1.260978 14.150000 0.538083
1.260978 14.200000 0.500865
1.260978 14.250000 0.463648
1.260978 14.300000 0.426431
1.260978 14.350000 0.388948
1.260978 14.400000 0.351465
1.260978 14.450000 0.313983
1.260978 14.500000 0.276500
1.260978 14.550000 0.238855
1.260978 14.600000 0.201209
1.260978 14.650000 0.163564
1.260978 14.700000 0.125919
1.260978 14.750000 0.088174
1.249335 11.000000 -0.518395
1.249335 11.050000 -0.380710
1.249335 11.100000 -0.243024
1.249335 11.150000 -0.109927
1.249335 11.200000 0.023171
1.249335 11.250000 0.156269
1.249335 11.300000 0.289366
1.249335 11.350000 0.410862
1.249335 11.400000 0.532358
1.249335 11.450000 0.653854
1.249335 11.500000 0.775350
1.249335 11.550000 0.872003
1.249335 11.600000 0.968656
1.249335 11.650000 1.065309
1.249335 11.700000 1.161962
1.249335 11.750000 1.221937
1.249335 11.800000 1.281912
1.249335 11.850000 1.341887
1.249335 11.900000 1.401862
1.249335 11.950000 1.428646
1.249335 12.000000 1.455431
1.249335 12.050000 1.482215
1.249335 12.100000 1.509000
1.249335 12.150000 1.514972
1.249335 12.200000 1.520944
1.249335 12.250000 1.526916
1.249335 12.300000 1.532888
1.249335 12.350000 1.526450
1.249335 12.400000 1.520012
1.249335 12.450000 1.513574
1.249335 12.500000 1.507136
1.249335 12.550000 1.492034
1.249335 12.600000 1.476932
1.249335 12.650000 1.461829
1.249335 12.700000 1.446727
1.249335 12.750000 1.424926
1.249335 12.800000 1.403125
1.249335 12.850000 1.381324
1.249335 12.900000 1.359522
1.249335 12.950000 1.332583
1.249335 13.000000 1.305643
1.249335 13.050000 1.278703
1.249335 13.100000 1.251763
1.249335 13.150000 1.221083
1.249335 13.200000 1.190402
1.249335 13.250000 1.159721
1.249335 13.300000 1.129041
1.249335 13.350000 1.095781
1.249335 13.400000 1.062521
1.249335 13.450000 1.029261
1.249335 13.500000 0.996002
1.249335 13.550000 0.961038
1.249335 13.600000 0.926075
1.249335 13.650000 0.891111
1.249335 13.700000 0.856148
1.249335 13.750000 0.820093
1.249335 13.800000 0.784037
1.249335 13.850000 0.747982
1.249335 13.900000 0.711927
1.249335 13.950000 0.675185
1.249335 14.000000 0.638444
1.249335 14.050000 0.601703
1.249335 14.100000 0.564962
1.249335 14.150000 0.527795
1.249335 14.200000 0.490628
1.249335 14.250000 0.453461
1.249335 14.300000 0.416294
1.249335 14.350000 0.378866
1.249335 14.400000 0.341437
1.249335 14.450000 0.304009
1.249335 14.500000 0.266580
1.249335 14.550000 0.228991
1.249335 14.600000 0.191402
1.249335 14.650000 0.153814
1.249335 14.700000 0.116225
1.249335 14.750000 0.078538
1.237691 11.000000 -0.518190
1.237691 11.050000 -0.380430
1.237691 11.100000 -0.242670
1.237691 11.150000 -0.109585
1.237691 11.200000 0.023500
1.237691 11.250000 0.156585
1.237691 11.300000 0.289670
1.237691 11.350000 0.410947
1.237691 11.400000 0.532224
1.237691 11.450000 0.653501
1.237691 11.500000 0.774778
1.237691 11.550000 0.870890
1.237691 11.600000 0.967002
1.237691 11.650000 1.063114
1.237691 11.700000 1.159226
1.237691 11.750000 1.218510
1.237691 11.800000 1.277794
1.237691 11.850000 1.337078
1.237691 11.900000 1.396362
1.237691 11.950000 1.422637
1.237691 12.000000 1.448913
1.237691 12.050000 1.475189
1.237691 12.100000 1.501464
1.237691 12.150000 1.507142
1.237691 12.200000 1.512819
1.237691 12.250000 1.518497
1.237691 12.300000 1.524174
1.237691 12.350000 1.517549
1.237691 12.400000 1.510924
1.237691 12.450000 1.504299
1.237691 12.500000 1.497673
1.237691 12.550000 1.482434
1.237691 12.600000 1.467195
1.237691 12.650000 1.451956
1.237691 12.700000 1.436717
1.237691 12.750000 1.414817
1.237691 12.800000 1.392918
1.237691 12.850000 1.371018
1.237691 12.900000 1.349119
1.237691 12.950000 1.322118
1.237691 13.000000 1.295118
1.237691 13.050000 1.268118
1.237691 13.100000 1.241117
1.237691 13.150000 1.210410
1.237691 13.200000 1.179703
1.237691 13.250000 1.148996
1.237691 13.300000 1.118289
1.237691 13.350000 1.085031
1.237691 13.400000 1.051773
1.237691 13.450000 1.018514
1.237691 13.500000 0.985256
1.237691 13.550000 0.950314
1.237691 13.600000 0.915372
1.237691 13.650000 0.880431
1.237691 13.700000 0.845489
1.237691 13.750000 0.809469
1.237691 13.800000 0.773449
1.237691 13.850000 0.737430
1.237691 13.900000 0.701410
1.237691 13.950000 0.664713
1.237691 14.000000 0.628017
1.237691 14.050000 0.591320
1.237691 14.100000 0.554623
1.237691 14.150000 0.517507
1.237691 14.200000 0.480391
1.237691 14.250000 0.443274
1.237691 14.300000 0.406158
1.237691 14.350000 0.368784
1.237691 14.400000 0.331409
1.237691 14.450000 0.294035
1.237691 14.500000 0.256661
1.237691 14.550000 0.219128
1.237691 14.600000 0.181596
1.237691 14.650000 0.144063
1.237691 14.700000 0.106531
1.237691 14.750000 0.068902
1.226227 11.000000 -0.517943
1.226227 11.050000 -0.380124
1.226227 11.100000 -0.242305
1.226227 11.150000 -0.109252
1.226227 11.200000 0.023802
1.226227 11.250000 0.156856
1.226227 11.300000 0.289909
1.226227 11.350000 0.410944
1.226227 11.400000 0.531978
1.226227 11.450000 0.653012
1.226227 11.500000 0.774047
1.226227 11.550000 0.869602
1.226227 11.600000 0.965157
1.226227 11.650000 1.060712
1.226227 11.700000 1.156267
1.226227 11.750000 1.214871
1.226227 11.800000 1.273475
1.226227 11.850000 1.332080
1.226227 11.900000 1.390684
1.226227 11.950000 1.416474
1.226227 12.000000 1.442264
1.226227 12.050000 1.468053
1.226227 12.100000 1.493843
1.226227 12.150000 1.499241
1.226227 12.200000 1.504639
1.226227 12.250000 1.510037
1.226227 12.300000 1.515435
1.226227 12.350000 1.508631
1.226227 12.400000 1.501828
1.226227 12.450000 1.495024
1.226227 12.500000 1.488220
1.226227 12.550000 1.472852
1.226227 12.600000 1.457483
1.226227 12.650000 1.442115
1.226227 12.700000 1.426747
1.226227 12.750000 1.404757
1.226227 12.800000 1.382767
1.226227 12.850000 1.360777
1.226227 12.900000 1.338787
1.226227 12.950000 1.311733
1.226227 13.000000 1.284680
1.226227 13.050000 1.257626
1.226227 13.100000 1.230573
1.226227 13.150000 1.199846
1.226227 13.200000 1.169119
1.226227 13.250000 1.138393
1.226227 13.300000 1.107666
1.226227 13.350000 1.074414
1.226227 13.400000 1.041163
1.226227 13.450000 1.007911
1.226227 13.500000 0.974660
1.226227 13.550000 0.939744
1.226227 13.600000 0.904828
1.226227 13.650000 0.869912
1.226227 13.700000 0.834996
1.226227 13.750000 0.799016
1.226227 13.800000 0.763035
1.226227 13.850000 0.727054
1.226227 13.900000 0.691073
1.226227 13.950000 0.654424
1.226227 14.000000 0.617775
1.226227 14.050000 0.581126
1.226227 14.100000 0.544476
1.226227 14.150000 0.507413
1.226227 14.200000 0.470350
1.226227 14.250000 0.433286
1.226227 14.300000 0.396223
1.226227 14.350000 0.358905
1.226227 14.400000 0.321586
1.226227 14.450000 0.284268
1.226227 14.500000 0.246950
1.226227 14.550000 0.209476
1.226227 14.600000 0.172002
1.226227 14.650000 0.134528
1.226227 14.700000 0.097054
1.226227 14.750000 0.059484
1.214763 11.000000 -0.517696
1.214763 11.050000 -0.379818
1.214763 11.100000 -0.241940
1.214763 11.150000 -0.108918
1.214763 11.200000 0.024104
1.214763 11.250000 0.157126
1.214763 11.300000 0.290148
1.214763 11.350000 0.410940
1.214763 11.400000 0.531732
1.214763 11.450000 0.652524
1.214763 11.500000 0.773316
1.214763 11.550000 0.868314
1.214763 11.600000 0.963312
1.214763 11.650000 1.058310
1.214763 11.700000 1.153308
1.214763 11.750000 1.211232
1.214763 11.800000 1.269157
1.214763 11.850000 1.327082
1.214763 11.900000 1.385007
1.214763 11.950000 1.410311
1.214763 12.000000 1.435614
1.214763 12.050000 1.460918
1.214763 12.100000 1.486222
1.214763 12.150000 1.491340
1.214763 12.200000 1.496459
1.214763 12.250000 1.501577
1.214763 12.300000 1.506696
1.214763 12.350000 1.499714
1.214763 12.400000 1.492731
1.214763 12.450000 1.485749
1.214763 12.500000 1.478767
1.214763 12.550000 1.463269
1.214763 12.600000 1.447772
1.214763 12.650000 1.432274
1.214763 12.700000 1.416776
1.214763 12.750000 1.394696
1.214763 12.800000 1.372615
1.214763 12.850000 1.350535
1.214763 12.900000 1.328455
1.214763 12.950000 1.301348
1.214763 13.000000 1.274241
1.214763 13.050000 1.247135
1.214763 13.100000 1.220028
1.214763 13.150000 1.189282
1.214763 13.200000 1.158535
1.214763 13.250000 1.127789
1.214763 13.300000 1.097043
1.214763 13.350000 1.063798
1.214763 13.400000 1.030553
1.214763 13.450000 0.997308
1.214763 13.500000 0.964063
1.214763 13.550000 0.929173
1.214763 13.600000 0.894284
1.214763 13.650000 0.859394
1.214763 13.700000 0.824504
1.214763 13.750000 0.788562
1.214763 13.800000 0.752620
1.214763 13.850000 0.716678
1.214763 13.900000 0.680737
1.214763 13.950000 0.644135
1.214763 14.000000 0.607533
1.214763 14.050000 0.570931
1.214763 14.100000 0.534330
1.214763 14.150000 0.497319
1.214763 14.200000 0.460309
1.214763 14.250000 0.423298
1.214763 14.300000 0.386287
1.214763 14.350000 0.349025
1.214763 14.400000 0.311763
1.214763 14.450000 0.274501
1.214763 14.500000 0.237240
1.214763 14.550000 0.199824
1.214763 14.600000 0.162408
1.214763 14.650000 0.124992
1.214763 14.700000 0.087576
1.214763 14.750000 0.050067
1.203298 11.000000 -0.517450
1.203298 11.050000 -0.379512
1.203298 11.100000 -0.241575
1.203298 11.150000 -0.108585
1.203298 11.200000 0.024406
1.203298 11.250000 0.157397
1.203298 11.300000 0.290387
1.203298 11.350000 0.410937
1.203298 11.400000 0.531486
1.203298 11.450000 0.652036
1.203298 11.500000 0.772585
1.203298 11.550000 0.867026
1.203298 11.600000 0.961467
1.203298 11.650000 1.055908
1.203298 11.700000 1.150348
1.203298 11.750000 1.207594
1.203298 11.800000 1.264839
1.203298 11.850000 1.322084
1.203298 11.900000 1.379329
1.203298 11.950000 1.404147
1.203298 12.000000 1.428965
1.203298 12.050000 1.453783
1.203298 12.100000 1.478601
1.203298 12.150000 1.483440
1.203298 12.200000 1.488279
1.203298 12.250000 1.493118
1.203298 12.300000 1.497957
1.203298 12.350000 1.490796
1.203298 12.400000 1.483635
1.203298 12.450000 1.476474
1.203298 12.500000 1.469313
1.203298 12.550000 1.453687
1.203298 12.600000 1.438060
1.203298 12.650000 1.422433
1.203298 12.700000 1.406806
1.203298 12.750000 1.384635
1.203298 12.800000 1.362464
1.203298 12.850000 1.340293
1.203298 12.900000 1.318122
1.203298 12.950000 1.290963
1.203298 13.000000 1.263803
1.203298 13.050000 1.236643
1.203298 13.100000 1.209483
1.203298 13.150000 1.178717
1.203298 13.200000 1.147951
1.203298 13.250000 1.117185
1.203298 13.300000 1.086419
1.203298 13.350000 1.053181
1.203298 13.400000 1.019943
1.203298 13.450000 0.986705
1.203298 13.500000 0.953467
1.203298 13.550000 0.918603
1.203298 13.600000 0.883739
1.203298 13.650000 0.848875
1.203298 13.700000 0.814011
1.203298 13.750000 0.778108
1.203298 13.800000 0.742206
1.203298 13.850000 0.706303
1.203298 13.900000 0.670400
1.203298 13.950000 0.633846
1.203298 14.000000 0.597291
1.203298 14.050000 0.560737
1.203298 14.100000 0.524183
1.203298 14.150000 0.487225
1.203298 14.200000 0.450267
1.203298 14.250000 0.413310
1.203298 14.300000 0.376352
1.203298 14.350000 0.339146
1.203298 14.400000 0.301940
1.203298 14.450000 0.264735
1.203298 14.500000 0.227529
1.203298 14.550000 0.190172
1.203298 14.600000 0.152814
1.203298 14.650000 0.115457
1.203298 14.700000 0.078099
1.203298 14.750000 0.040649
1.192010 11.000000 -0.517174
1.192010 11.050000 -0.379193
1.192010 11.100000 -0.241213
1.192010 11.150000 -0.108273
1.192010 11.200000 0.024667
1.192010 11.250000 0.157607
1.192010 11.300000 0.290547
1.192010 11.350000 0.410831
1.192010 11.400000 0.531115
1.192010 11.450000 0.651399
1.192010 11.500000 0.771683
1.192010 11.550000 0.865553
1.192010 11.600000 0.959423
1.192010 11.650000 1.053293
1.192010 11.700000 1.147163
1.192010 11.750000 1.203743
1.192010 11.800000 1.260322
1.192010 11.850000 1.316902
1.192010 11.900000 1.373481
1.192010 11.950000 1.397836
1.192010 12.000000 1.422191
1.192010 12.050000 1.446545
1.192010 12.100000 1.470900
1.192010 12.150000 1.475474
1.192010 12.200000 1.480048
1.192010 12.250000 1.484622
1.192010 12.300000 1.489196
1.192010 12.350000 1.481865
1.192010 12.400000 1.474535
1.192010 12.450000 1.467204
1.192010 12.500000 1.459873
1.192010 12.550000 1.444125
1.192010 12.600000 1.428377
1.192010 12.650000 1.412628
1.192010 12.700000 1.396880
1.192010 12.750000 1.374627
1.192010 12.800000 1.352373
1.192010 12.850000 1.330119
1.192010 12.900000 1.307866
1.192010 12.950000 1.280660
1.192010 13.000000 1.253455
1.192010 13.050000 1.226249
1.192010 13.100000 1.199044
1.192010 13.150000 1.168264
1.192010 13.200000 1.137485
