#Average star formation rate (SFR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SFR)[Msun]
3.586620 11.750000 1.536895
3.586620 11.800000 1.632278
3.586620 11.850000 1.727662
3.586620 11.900000 1.823046
3.586620 11.950000 1.912059
3.586620 12.000000 2.001072
3.586620 12.050000 2.090086
3.586620 12.100000 2.179099
3.586620 12.150000 2.254549
3.586620 12.200000 2.330000
3.586620 12.250000 2.405450
3.586620 12.300000 2.480900
3.586620 12.350000 2.533409
3.586620 12.400000 2.585918
3.586620 12.450000 2.638427
3.586620 12.500000 2.690936
3.586620 12.550000 2.716481
3.586620 12.600000 2.742026
3.586620 12.650000 2.767570
3.586620 12.700000 2.793115
3.586620 12.750000 2.797407
3.586620 12.800000 2.801699
3.586620 12.850000 2.805991
3.586620 12.900000 2.810283
3.586620 12.950000 2.801903
3.586620 13.000000 2.793522
3.586620 13.050000 2.785142
3.586620 13.100000 2.776762
3.586620 13.150000 2.761160
3.586620 13.200000 2.745559
3.586620 13.250000 2.729958
3.586620 13.300000 2.714357
3.586620 13.350000 2.693863
3.586620 13.400000 2.673370
3.586620 13.450000 2.652877
3.586620 13.500000 2.632383
3.586620 13.550000 2.607785
3.562878 11.000000 0.043173
3.562878 11.050000 0.143505
3.562878 11.100000 0.243838
3.562878 11.150000 0.343921
3.562878 11.200000 0.444004
3.562878 11.250000 0.544087
3.562878 11.300000 0.644170
3.562878 11.350000 0.743733
3.562878 11.400000 0.843296
3.562878 11.450000 0.942858
3.562878 11.500000 1.042421
3.562878 11.550000 1.140807
3.562878 11.600000 1.239193
3.562878 11.650000 1.337578
3.562878 11.700000 1.435964
3.562878 11.750000 1.531564
3.562878 11.800000 1.627165
3.562878 11.850000 1.722765
3.562878 11.900000 1.818365
3.562878 11.950000 1.907438
3.562878 12.000000 1.996511
3.562878 12.050000 2.085585
3.562878 12.100000 2.174658
3.562878 12.150000 2.249892
3.562878 12.200000 2.325127
3.562878 12.250000 2.400362
3.562878 12.300000 2.475596
3.562878 12.350000 2.527617
3.562878 12.400000 2.579638
3.562878 12.450000 2.631659
3.562878 12.500000 2.683679
3.562878 12.550000 2.708730
3.562878 12.600000 2.733780
3.562878 12.650000 2.758831
3.562878 12.700000 2.783881
3.562878 12.750000 2.787900
3.562878 12.800000 2.791918
3.562878 12.850000 2.795937
3.562878 12.900000 2.799955
3.562878 12.950000 2.791489
3.562878 13.000000 2.783023
3.562878 13.050000 2.774557
3.562878 13.100000 2.766092
3.562878 13.150000 2.750479
3.562878 13.200000 2.734867
3.562878 13.250000 2.719254
3.562878 13.300000 2.703642
3.562878 13.350000 2.683140
3.562878 13.400000 2.662638
3.562878 13.450000 2.642136
3.562878 13.500000 2.621635
3.562878 13.550000 2.597005
3.562878 13.600000 2.572375
3.539501 11.000000 0.033460
3.539501 11.050000 0.134128
3.539501 11.100000 0.234796
3.539501 11.150000 0.335209
3.539501 11.200000 0.435622
3.539501 11.250000 0.536035
3.539501 11.300000 0.636448
3.539501 11.350000 0.736327
3.539501 11.400000 0.836207
3.539501 11.450000 0.936087
3.539501 11.500000 1.035967
3.539501 11.550000 1.134638
3.539501 11.600000 1.233310
3.539501 11.650000 1.331982
3.539501 11.700000 1.430653
3.539501 11.750000 1.526464
3.539501 11.800000 1.622275
3.539501 11.850000 1.718086
3.539501 11.900000 1.813897
3.539501 11.950000 1.903014
3.539501 12.000000 1.992131
3.539501 12.050000 2.081248
3.539501 12.100000 2.170365
3.539501 12.150000 2.245358
3.539501 12.200000 2.320350
3.539501 12.250000 2.395342
3.539501 12.300000 2.470334
3.539501 12.350000 2.521849
3.539501 12.400000 2.573364
3.539501 12.450000 2.624879
3.539501 12.500000 2.676394
3.539501 12.550000 2.700957
3.539501 12.600000 2.725519
3.539501 12.650000 2.750081
3.539501 12.700000 2.774644
3.539501 12.750000 2.778399
3.539501 12.800000 2.782154
3.539501 12.850000 2.785910
3.539501 12.900000 2.789665
3.539501 12.950000 2.781113
3.539501 13.000000 2.772561
3.539501 13.050000 2.764009
3.539501 13.100000 2.755457
3.539501 13.150000 2.739823
3.539501 13.200000 2.724190
3.539501 13.250000 2.708556
3.539501 13.300000 2.692923
3.539501 13.350000 2.672399
3.539501 13.400000 2.651875
3.539501 13.450000 2.631351
3.539501 13.500000 2.610827
3.539501 13.550000 2.586151
3.539501 13.600000 2.561476
3.516124 11.000000 0.023747
3.516124 11.050000 0.124750
3.516124 11.100000 0.225754
3.516124 11.150000 0.326496
3.516124 11.200000 0.427239
3.516124 11.250000 0.527982
3.516124 11.300000 0.628725
3.516124 11.350000 0.728922
3.516124 11.400000 0.829118
3.516124 11.450000 0.929315
3.516124 11.500000 1.029512
3.516124 11.550000 1.128470
3.516124 11.600000 1.227427
3.516124 11.650000 1.326385
3.516124 11.700000 1.425343
3.516124 11.750000 1.521364
3.516124 11.800000 1.617386
3.516124 11.850000 1.713408
3.516124 11.900000 1.809429
3.516124 11.950000 1.898590
3.516124 12.000000 1.987751
3.516124 12.050000 2.076912
3.516124 12.100000 2.166073
3.516124 12.150000 2.240823
3.516124 12.200000 2.315573
3.516124 12.250000 2.390323
3.516124 12.300000 2.465073
3.516124 12.350000 2.516082
3.516124 12.400000 2.567091
3.516124 12.450000 2.618100
3.516124 12.500000 2.669109
3.516124 12.550000 2.693184
3.516124 12.600000 2.717258
3.516124 12.650000 2.741332
3.516124 12.700000 2.765406
3.516124 12.750000 2.768899
3.516124 12.800000 2.772391
3.516124 12.850000 2.775883
3.516124 12.900000 2.779375
3.516124 12.950000 2.770737
3.516124 13.000000 2.762098
3.516124 13.050000 2.753460
3.516124 13.100000 2.744822
3.516124 13.150000 2.729167
3.516124 13.200000 2.713512
3.516124 13.250000 2.697858
3.516124 13.300000 2.682203
3.516124 13.350000 2.661657
3.516124 13.400000 2.641111
3.516124 13.450000 2.620565
3.516124 13.500000 2.600019
3.516124 13.550000 2.575298
3.516124 13.600000 2.550577
3.492747 11.000000 0.014034
3.492747 11.050000 0.115373
3.492747 11.100000 0.216711
3.492747 11.150000 0.317784
3.492747 11.200000 0.418857
3.492747 11.250000 0.519930
3.492747 11.300000 0.621002
3.492747 11.350000 0.721516
3.492747 11.400000 0.822030
3.492747 11.450000 0.922544
3.492747 11.500000 1.023058
3.492747 11.550000 1.122301
3.492747 11.600000 1.221545
3.492747 11.650000 1.320788
3.492747 11.700000 1.420032
3.492747 11.750000 1.516264
3.492747 11.800000 1.612497
3.492747 11.850000 1.708729
3.492747 11.900000 1.804962
3.492747 11.950000 1.894166
3.492747 12.000000 1.983371
3.492747 12.050000 2.072576
3.492747 12.100000 2.161781
3.492747 12.150000 2.236288
3.492747 12.200000 2.310796
3.492747 12.250000 2.385303
3.492747 12.300000 2.459811
3.492747 12.350000 2.510314
3.492747 12.400000 2.560818
3.492747 12.450000 2.611321
3.492747 12.500000 2.661824
3.492747 12.550000 2.685410
3.492747 12.600000 2.708997
3.492747 12.650000 2.732583
3.492747 12.700000 2.756169
3.492747 12.750000 2.759398
3.492747 12.800000 2.762627
3.492747 12.850000 2.765856
3.492747 12.900000 2.769085
3.492747 12.950000 2.760361
3.492747 13.000000 2.751636
3.492747 13.050000 2.742911
3.492747 13.100000 2.734187
3.492747 13.150000 2.718511
3.492747 13.200000 2.702835
3.492747 13.250000 2.687160
3.492747 13.300000 2.671484
3.492747 13.350000 2.650916
3.492747 13.400000 2.630348
3.492747 13.450000 2.609780
3.492747 13.500000 2.589211
3.492747 13.550000 2.564445
3.492747 13.600000 2.539678
3.469729 11.000000 0.004545
3.469729 11.050000 0.106221
3.469729 11.100000 0.207898
3.469729 11.150000 0.309303
3.469729 11.200000 0.410707
3.469729 11.250000 0.512112
3.469729 11.300000 0.613517
3.469729 11.350000 0.714349
3.469729 11.400000 0.815182
3.469729 11.450000 0.916014
3.469729 11.500000 1.016846
3.469729 11.550000 1.116375
3.469729 11.600000 1.215903
3.469729 11.650000 1.315432
3.469729 11.700000 1.414960
3.469729 11.750000 1.511397
3.469729 11.800000 1.607833
3.469729 11.850000 1.704269
3.469729 11.900000 1.800706
3.469729 11.950000 1.889937
3.469729 12.000000 1.979168
3.469729 12.050000 2.068399
3.469729 12.100000 2.157630
3.469729 12.150000 2.231867
3.469729 12.200000 2.306105
3.469729 12.250000 2.380342
3.469729 12.300000 2.454580
3.469729 12.350000 2.504561
3.469729 12.400000 2.554543
3.469729 12.450000 2.604524
3.469729 12.500000 2.654505
3.469729 12.550000 2.677610
3.469729 12.600000 2.700716
3.469729 12.650000 2.723821
3.469729 12.700000 2.746926
3.469729 12.750000 2.749902
3.469729 12.800000 2.752877
3.469729 12.850000 2.755853
3.469729 12.900000 2.758828
3.469729 12.950000 2.750016
3.469729 13.000000 2.741204
3.469729 13.050000 2.732391
3.469729 13.100000 2.723579
3.469729 13.150000 2.707872
3.469729 13.200000 2.692165
3.469729 13.250000 2.676458
3.469729 13.300000 2.660751
3.469729 13.350000 2.640147
3.469729 13.400000 2.619544
3.469729 13.450000 2.598940
3.469729 13.500000 2.578336
3.469729 13.550000 2.553511
3.469729 13.600000 2.528686
3.446711 11.000000 -0.004945
3.446711 11.050000 0.097070
3.446711 11.100000 0.199084
3.446711 11.150000 0.300821
3.446711 11.200000 0.402558
3.446711 11.250000 0.504295
3.446711 11.300000 0.606032
3.446711 11.350000 0.707183
3.446711 11.400000 0.808333
3.446711 11.450000 0.909484
3.446711 11.500000 1.010634
3.446711 11.550000 1.110448
3.446711 11.600000 1.210261
3.446711 11.650000 1.310075
3.446711 11.700000 1.409888
3.446711 11.750000 1.506529
3.446711 11.800000 1.603169
3.446711 11.850000 1.699809
3.446711 11.900000 1.796450
3.446711 11.950000 1.885707
3.446711 12.000000 1.974964
3.446711 12.050000 2.064221
3.446711 12.100000 2.153478
3.446711 12.150000 2.227446
3.446711 12.200000 2.301414
3.446711 12.250000 2.375382
3.446711 12.300000 2.449349
3.446711 12.350000 2.498809
3.446711 12.400000 2.548268
3.446711 12.450000 2.597727
3.446711 12.500000 2.647186
3.446711 12.550000 2.669810
3.446711 12.600000 2.692435
3.446711 12.650000 2.715059
3.446711 12.700000 2.737684
3.446711 12.750000 2.740406
3.446711 12.800000 2.743128
3.446711 12.850000 2.745849
3.446711 12.900000 2.748571
3.446711 12.950000 2.739671
3.446711 13.000000 2.730771
3.446711 13.050000 2.721871
3.446711 13.100000 2.712971
3.446711 13.150000 2.697233
3.446711 13.200000 2.681495
3.446711 13.250000 2.665757
3.446711 13.300000 2.650019
3.446711 13.350000 2.629379
3.446711 13.400000 2.608740
3.446711 13.450000 2.588100
3.446711 13.500000 2.567460
3.446711 13.550000 2.542577
3.446711 13.600000 2.517693
3.446711 13.650000 2.492809
3.423694 11.000000 -0.014434
3.423694 11.050000 0.087918
3.423694 11.100000 0.190270
3.423694 11.150000 0.292340
3.423694 11.200000 0.394409
3.423694 11.250000 0.496478
3.423694 11.300000 0.598547
3.423694 11.350000 0.700016
3.423694 11.400000 0.801485
3.423694 11.450000 0.902954
3.423694 11.500000 1.004423
3.423694 11.550000 1.104521
3.423694 11.600000 1.204620
3.423694 11.650000 1.304718
3.423694 11.700000 1.404816
3.423694 11.750000 1.501661
3.423694 11.800000 1.598505
3.423694 11.850000 1.695350
3.423694 11.900000 1.792194
3.423694 11.950000 1.881477
3.423694 12.000000 1.970761
3.423694 12.050000 2.060044
3.423694 12.100000 2.149327
3.423694 12.150000 2.223025
3.423694 12.200000 2.296723
3.423694 12.250000 2.370421
3.423694 12.300000 2.444119
3.423694 12.350000 2.493056
3.423694 12.400000 2.541993
3.423694 12.450000 2.590930
3.423694 12.500000 2.639867
3.423694 12.550000 2.662010
3.423694 12.600000 2.684154
3.423694 12.650000 2.706297
3.423694 12.700000 2.728441
3.423694 12.750000 2.730909
3.423694 12.800000 2.733378
3.423694 12.850000 2.735846
3.423694 12.900000 2.738315
3.423694 12.950000 2.729327
3.423694 13.000000 2.720339
3.423694 13.050000 2.711351
3.423694 13.100000 2.702363
3.423694 13.150000 2.686594
3.423694 13.200000 2.670824
3.423694 13.250000 2.655055
3.423694 13.300000 2.639286
3.423694 13.350000 2.618611
3.423694 13.400000 2.597935
3.423694 13.450000 2.577260
3.423694 13.500000 2.556585
3.423694 13.550000 2.531643
3.423694 13.600000 2.506700
3.423694 13.650000 2.481758
3.401029 11.000000 -0.023692
3.401029 11.050000 0.079000
3.401029 11.100000 0.181693
3.401029 11.150000 0.284096
3.401029 11.200000 0.386499
3.401029 11.250000 0.488902
3.401029 11.300000 0.591305
3.401029 11.350000 0.693094
3.401029 11.400000 0.794882
3.401029 11.450000 0.896670
3.401029 11.500000 0.998458
3.401029 11.550000 1.098840
3.401029 11.600000 1.199222
3.401029 11.650000 1.299603
3.401029 11.700000 1.399985
3.401029 11.750000 1.497026
3.401029 11.800000 1.594066
3.401029 11.850000 1.691107
3.401029 11.900000 1.788148
3.401029 11.950000 1.877438
3.401029 12.000000 1.966729
3.401029 12.050000 2.056019
3.401029 12.100000 2.145309
3.401029 12.150000 2.218709
3.401029 12.200000 2.292109
3.401029 12.250000 2.365508
3.401029 12.300000 2.438908
3.401029 12.350000 2.487308
3.401029 12.400000 2.535708
3.401029 12.450000 2.584108
3.401029 12.500000 2.632508
3.401029 12.550000 2.654178
3.401029 12.600000 2.675849
3.401029 12.650000 2.697520
3.401029 12.700000 2.719191
3.401029 12.750000 2.721414
3.401029 12.800000 2.723638
3.401029 12.850000 2.725862
3.401029 12.900000 2.728086
3.401029 12.950000 2.719008
3.401029 13.000000 2.709930
3.401029 13.050000 2.700852
3.401029 13.100000 2.691774
3.401029 13.150000 2.675963
3.401029 13.200000 2.660152
3.401029 13.250000 2.644341
3.401029 13.300000 2.628530
3.401029 13.350000 2.607806
3.401029 13.400000 2.587082
3.401029 13.450000 2.566358
3.401029 13.500000 2.545634
3.401029 13.550000 2.520621
3.401029 13.600000 2.495607
3.401029 13.650000 2.470594
3.378365 11.000000 -0.032950
3.378365 11.050000 0.070083
3.378365 11.100000 0.173116
3.378365 11.150000 0.275853
3.378365 11.200000 0.378590
3.378365 11.250000 0.481327
3.378365 11.300000 0.584064
3.378365 11.350000 0.686171
3.378365 11.400000 0.788279
3.378365 11.450000 0.890386
3.378365 11.500000 0.992494
3.378365 11.550000 1.093159
3.378365 11.600000 1.193824
3.378365 11.650000 1.294489
3.378365 11.700000 1.395154
3.378365 11.750000 1.492391
3.378365 11.800000 1.589628
3.378365 11.850000 1.686865
3.378365 11.900000 1.784102
3.378365 11.950000 1.873399
3.378365 12.000000 1.962696
3.378365 12.050000 2.051994
3.378365 12.100000 2.141291
3.378365 12.150000 2.214393
3.378365 12.200000 2.287494
3.378365 12.250000 2.360595
3.378365 12.300000 2.433697
3.378365 12.350000 2.481560
3.378365 12.400000 2.529423
3.378365 12.450000 2.577286
3.378365 12.500000 2.625149
3.378365 12.550000 2.646347
3.378365 12.600000 2.667544
3.378365 12.650000 2.688742
3.378365 12.700000 2.709940
3.378365 12.750000 2.711919
3.378365 12.800000 2.713898
3.378365 12.850000 2.715877
3.378365 12.900000 2.717857
3.378365 12.950000 2.708689
3.378365 13.000000 2.699521
3.378365 13.050000 2.690353
3.378365 13.100000 2.681185
3.378365 13.150000 2.665332
3.378365 13.200000 2.649480
3.378365 13.250000 2.633627
3.378365 13.300000 2.617775
3.378365 13.350000 2.597002
3.378365 13.400000 2.576229
3.378365 13.450000 2.555456
3.378365 13.500000 2.534682
3.378365 13.550000 2.509598
3.378365 13.600000 2.484514
3.378365 13.650000 2.459430
3.355701 11.000000 -0.042208
3.355701 11.050000 0.061165
3.355701 11.100000 0.164538
3.355701 11.150000 0.267609
3.355701 11.200000 0.370680
3.355701 11.250000 0.473751
3.355701 11.300000 0.576822
3.355701 11.350000 0.679249
3.355701 11.400000 0.781676
3.355701 11.450000 0.884103
3.355701 11.500000 0.986530
3.355701 11.550000 1.087478
3.355701 11.600000 1.188426
3.355701 11.650000 1.289374
3.355701 11.700000 1.390323
3.355701 11.750000 1.487756
3.355701 11.800000 1.585189
3.355701 11.850000 1.682622
3.355701 11.900000 1.780055
3.355701 11.950000 1.869360
3.355701 12.000000 1.958664
3.355701 12.050000 2.047969
3.355701 12.100000 2.137273
3.355701 12.150000 2.210076
3.355701 12.200000 2.282879
3.355701 12.250000 2.355682
3.355701 12.300000 2.428486
3.355701 12.350000 2.475812
3.355701 12.400000 2.523138
3.355701 12.450000 2.570463
3.355701 12.500000 2.617789
3.355701 12.550000 2.638515
3.355701 12.600000 2.659240
3.355701 12.650000 2.679965
3.355701 12.700000 2.700690
3.355701 12.750000 2.702424
3.355701 12.800000 2.704159
3.355701 12.850000 2.705893
3.355701 12.900000 2.707628
3.355701 12.950000 2.698370
3.355701 13.000000 2.689112
3.355701 13.050000 2.679854
3.355701 13.100000 2.670596
3.355701 13.150000 2.654702
3.355701 13.200000 2.638808
3.355701 13.250000 2.622913
3.355701 13.300000 2.607019
3.355701 13.350000 2.586197
3.355701 13.400000 2.565375
3.355701 13.450000 2.544553
3.355701 13.500000 2.523731
3.355701 13.550000 2.498576
3.355701 13.600000 2.473421
3.355701 13.650000 2.448267
3.333386 11.000000 -0.051226
3.333386 11.050000 0.052489
3.333386 11.100000 0.156204
3.333386 11.150000 0.259611
3.333386 11.200000 0.363017
3.333386 11.250000 0.466424
3.333386 11.300000 0.569830
3.333386 11.350000 0.672577
3.333386 11.400000 0.775323
3.333386 11.450000 0.878070
3.333386 11.500000 0.980816
3.333386 11.550000 1.082046
3.333386 11.600000 1.183275
3.333386 11.650000 1.284504
3.333386 11.700000 1.385733
3.333386 11.750000 1.483354
3.333386 11.800000 1.580975
3.333386 11.850000 1.678595
3.333386 11.900000 1.776216
3.333386 11.950000 1.865506
3.333386 12.000000 1.954797
3.333386 12.050000 2.044088
3.333386 12.100000 2.133378
3.333386 12.150000 2.205854
3.333386 12.200000 2.278330
3.333386 12.250000 2.350806
3.333386 12.300000 2.423282
3.333386 12.350000 2.470058
3.333386 12.400000 2.516833
3.333386 12.450000 2.563609
3.333386 12.500000 2.610385
3.333386 12.550000 2.630646
3.333386 12.600000 2.650907
3.333386 12.650000 2.671169
3.333386 12.700000 2.691430
3.333386 12.750000 2.692928
3.333386 12.800000 2.694426
3.333386 12.850000 2.695924
3.333386 12.900000 2.697421
3.333386 12.950000 2.688070
3.333386 13.000000 2.678719
3.333386 13.050000 2.669368
3.333386 13.100000 2.660017
3.333386 13.150000 2.644071
3.333386 13.200000 2.628125
3.333386 13.250000 2.612179
3.333386 13.300000 2.596232
3.333386 13.350000 2.575349
3.333386 13.400000 2.554465
3.333386 13.450000 2.533581
3.333386 13.500000 2.512698
3.333386 13.550000 2.487460
3.333386 13.600000 2.462223
3.333386 13.650000 2.436986
3.333386 13.700000 2.411749
3.311070 11.000000 -0.060244
3.311070 11.050000 0.043813
3.311070 11.100000 0.147870
3.311070 11.150000 0.251612
3.311070 11.200000 0.355354
3.311070 11.250000 0.459096
3.311070 11.300000 0.562838
3.311070 11.350000 0.665904
3.311070 11.400000 0.768971
3.311070 11.450000 0.872037
3.311070 11.500000 0.975103
3.311070 11.550000 1.076613
3.311070 11.600000 1.178124
3.311070 11.650000 1.279634
3.311070 11.700000 1.381144
3.311070 11.750000 1.478952
3.311070 11.800000 1.576760
3.311070 11.850000 1.674568
3.311070 11.900000 1.772376
3.311070 11.950000 1.861653
3.311070 12.000000 1.950930
3.311070 12.050000 2.040207
3.311070 12.100000 2.129484
3.311070 12.150000 2.201633
3.311070 12.200000 2.273781
3.311070 12.250000 2.345930
3.311070 12.300000 2.418079
3.311070 12.350000 2.464304
3.311070 12.400000 2.510529
3.311070 12.450000 2.556755
3.311070 12.500000 2.602980
3.311070 12.550000 2.622777
3.311070 12.600000 2.642575
3.311070 12.650000 2.662373
3.311070 12.700000 2.682170
3.311070 12.750000 2.683432
3.311070 12.800000 2.684693
3.311070 12.850000 2.685954
3.311070 12.900000 2.687215
3.311070 12.950000 2.677771
3.311070 13.000000 2.668327
3.311070 13.050000 2.658883
3.311070 13.100000 2.649439
3.311070 13.150000 2.633441
3.311070 13.200000 2.617442
3.311070 13.250000 2.601444
3.311070 13.300000 2.585446
3.311070 13.350000 2.564500
3.311070 13.400000 2.543555
3.311070 13.450000 2.522609
3.311070 13.500000 2.501664
3.311070 13.550000 2.476345
3.311070 13.600000 2.451025
3.311070 13.650000 2.425706
3.311070 13.700000 2.400387
3.288754 11.000000 -0.069262
3.288754 11.050000 0.035137
3.288754 11.100000 0.139536
3.288754 11.150000 0.243614
3.288754 11.200000 0.347691
3.288754 11.250000 0.451768
3.288754 11.300000 0.555846
3.288754 11.350000 0.659232
3.288754 11.400000 0.762618
3.288754 11.450000 0.866004
3.288754 11.500000 0.969390
3.288754 11.550000 1.071181
3.288754 11.600000 1.172972
3.288754 11.650000 1.274763
3.288754 11.700000 1.376555
3.288754 11.750000 1.474550
3.288754 11.800000 1.572546
3.288754 11.850000 1.670541
3.288754 11.900000 1.768537
3.288754 11.950000 1.857800
3.288754 12.000000 1.947063
3.288754 12.050000 2.036326
3.288754 12.100000 2.125589
3.288754 12.150000 2.197411
3.288754 12.200000 2.269232
3.288754 12.250000 2.341054
3.288754 12.300000 2.412876
3.288754 12.350000 2.458550
3.288754 12.400000 2.504225
3.288754 12.450000 2.549900
3.288754 12.500000 2.595575
3.288754 12.550000 2.614909
3.288754 12.600000 2.634243
3.288754 12.650000 2.653577
3.288754 12.700000 2.672911
3.288754 12.750000 2.673935
3.288754 12.800000 2.674960
3.288754 12.850000 2.675985
3.288754 12.900000 2.677009
3.288754 12.950000 2.667472
3.288754 13.000000 2.657935
3.288754 13.050000 2.648398
3.288754 13.100000 2.638861
3.288754 13.150000 2.622810
3.288754 13.200000 2.606760
3.288754 13.250000 2.590709
3.288754 13.300000 2.574659
3.288754 13.350000 2.553652
3.288754 13.400000 2.532644
3.288754 13.450000 2.511637
3.288754 13.500000 2.490630
3.288754 13.550000 2.465229
3.288754 13.600000 2.439827
3.288754 13.650000 2.414426
3.288754 13.700000 2.389024
3.266781 11.000000 -0.078034
3.266781 11.050000 0.026709
3.266781 11.100000 0.131452
3.266781 11.150000 0.235866
3.266781 11.200000 0.340280
3.266781 11.250000 0.444694
3.266781 11.300000 0.549108
3.266781 11.350000 0.652814
3.266781 11.400000 0.756519
3.266781 11.450000 0.860225
3.266781 11.500000 0.963931
3.266781 11.550000 1.066000
3.266781 11.600000 1.168069
3.266781 11.650000 1.270138
3.266781 11.700000 1.372208
3.266781 11.750000 1.470381
3.266781 11.800000 1.568554
3.266781 11.850000 1.666726
3.266781 11.900000 1.764899
3.266781 11.950000 1.854127
3.266781 12.000000 1.943354
3.266781 12.050000 2.032581
3.266781 12.100000 2.121808
3.266781 12.150000 2.193273
3.266781 12.200000 2.264738
3.266781 12.250000 2.336203
3.266781 12.300000 2.407668
3.266781 12.350000 2.452781
3.266781 12.400000 2.497894
3.266781 12.450000 2.543007
3.266781 12.500000 2.588119
3.266781 12.550000 2.606999
3.266781 12.600000 2.625879
3.266781 12.650000 2.644759
3.266781 12.700000 2.663639
3.266781 12.750000 2.664434
3.266781 12.800000 2.665230
3.266781 12.850000 2.666025
3.266781 12.900000 2.666821
3.266781 12.950000 2.657187
3.266781 13.000000 2.647553
3.266781 13.050000 2.637919
3.266781 13.100000 2.628285
3.266781 13.150000 2.612172
3.266781 13.200000 2.596059
3.266781 13.250000 2.579946
3.266781 13.300000 2.563832
3.266781 13.350000 2.542751
3.266781 13.400000 2.521670
3.266781 13.450000 2.500589
3.266781 13.500000 2.479508
3.266781 13.550000 2.454014
3.266781 13.600000 2.428520
3.266781 13.650000 2.403026
3.266781 13.700000 2.377532
3.244809 11.000000 -0.086805
3.244809 11.050000 0.018281
3.244809 11.100000 0.123368
3.244809 11.150000 0.228118
3.244809 11.200000 0.332869
3.244809 11.250000 0.437620
3.244809 11.300000 0.542370
3.244809 11.350000 0.646395
3.244809 11.400000 0.750421
3.244809 11.450000 0.854446
3.244809 11.500000 0.958472
3.244809 11.550000 1.060819
3.244809 11.600000 1.163166
3.244809 11.650000 1.265513
3.244809 11.700000 1.367861
3.244809 11.750000 1.466211
3.244809 11.800000 1.564561
3.244809 11.850000 1.662912
3.244809 11.900000 1.761262
3.244809 11.950000 1.850453
3.244809 12.000000 1.939644
3.244809 12.050000 2.028835
3.244809 12.100000 2.118026
3.244809 12.150000 2.189135
3.244809 12.200000 2.260243
3.244809 12.250000 2.331352
3.244809 12.300000 2.402460
3.244809 12.350000 2.447011
3.244809 12.400000 2.491562
3.244809 12.450000 2.536113
3.244809 12.500000 2.580664
3.244809 12.550000 2.599090
3.244809 12.600000 2.617516
3.244809 12.650000 2.635941
3.244809 12.700000 2.654367
3.244809 12.750000 2.654934
3.244809 12.800000 2.655500
3.244809 12.850000 2.656066
3.244809 12.900000 2.656632
3.244809 12.950000 2.646902
3.244809 13.000000 2.637171
3.244809 13.050000 2.627440
3.244809 13.100000 2.617710
3.244809 13.150000 2.601534
3.244809 13.200000 2.585358
3.244809 13.250000 2.569182
3.244809 13.300000 2.553006
3.244809 13.350000 2.531851
3.244809 13.400000 2.510696
3.244809 13.450000 2.489541
3.244809 13.500000 2.468386
3.244809 13.550000 2.442799
3.244809 13.600000 2.417212
3.244809 13.650000 2.391626
3.244809 13.700000 2.366039
3.222836 11.000000 -0.095576
3.222836 11.050000 0.009854
3.222836 11.100000 0.115284
3.222836 11.150000 0.220371
3.222836 11.200000 0.325458
3.222836 11.250000 0.430545
3.222836 11.300000 0.535632
3.222836 11.350000 0.639977
3.222836 11.400000 0.744322
3.222836 11.450000 0.848667
3.222836 11.500000 0.953013
3.222836 11.550000 1.055638
3.222836 11.600000 1.158263
3.222836 11.650000 1.260888
3.222836 11.700000 1.363514
3.222836 11.750000 1.462042
3.222836 11.800000 1.560569
3.222836 11.850000 1.659097
3.222836 11.900000 1.757625
3.222836 11.950000 1.846780
3.222836 12.000000 1.935935
3.222836 12.050000 2.025090
3.222836 12.100000 2.114245
3.222836 12.150000 2.184997
3.222836 12.200000 2.255749
3.222836 12.250000 2.326501
3.222836 12.300000 2.397252
3.222836 12.350000 2.441241
3.222836 12.400000 2.485230
3.222836 12.450000 2.529219
3.222836 12.500000 2.573208
3.222836 12.550000 2.591180
3.222836 12.600000 2.609152
3.222836 12.650000 2.627124
3.222836 12.700000 2.645096
3.222836 12.750000 2.645433
3.222836 12.800000 2.645770
3.222836 12.850000 2.646107
3.222836 12.900000 2.646444
3.222836 12.950000 2.636616
3.222836 13.000000 2.626789
3.222836 13.050000 2.616962
3.222836 13.100000 2.607134
3.222836 13.150000 2.590895
3.222836 13.200000 2.574657
3.222836 13.250000 2.558418
3.222836 13.300000 2.542180
3.222836 13.350000 2.520951
3.222836 13.400000 2.499721
3.222836 13.450000 2.478492
3.222836 13.500000 2.457263
3.222836 13.550000 2.431584
3.222836 13.600000 2.405905
3.222836 13.650000 2.380226
3.222836 13.700000 2.354547
3.222836 13.750000 2.324801
3.201201 11.000000 -0.104094
3.201201 11.050000 0.001680
3.201201 11.100000 0.107455
3.201201 11.150000 0.212880
3.201201 11.200000 0.318304
3.201201 11.250000 0.423729
3.201201 11.300000 0.529153
3.201201 11.350000 0.633817
3.201201 11.400000 0.738482
3.201201 11.450000 0.843146
3.201201 11.500000 0.947810
3.201201 11.550000 1.050710
3.201201 11.600000 1.153609
3.201201 11.650000 1.256509
3.201201 11.700000 1.359409
3.201201 11.750000 1.458103
3.201201 11.800000 1.556797
3.201201 11.850000 1.655491
3.201201 11.900000 1.754185
3.201201 11.950000 1.843280
3.201201 12.000000 1.932375
3.201201 12.050000 2.021470
3.201201 12.100000 2.110565
