0.285592 1.240177 2.182428 -0.019867 2.247874 1.645963 1.411394 -0.137526 -4.385605 29.255589 18.274035 -1.902110 -0.269099 2.076138 0.690224 0.091272 0.187772 0.294363 0.000000 0.236506 0.000000 0.043277 -0.566526 0.000000 0.000000 0.481521 2.326594 0.233352 0.258820 0.182895 0.177809 0.041369 11.759190 -346.352936 1.694720 610.103882 -2.831530 0.244859 8.494880 -0.231450 0.082843 1.098733 0.199813 0.074472 0.310754 0.000000 -0.416877 0.495324 -1.499997 0.000000 0.278172 1.273074 2.582118 4.115129 0.616731 12.806960 -0.498069 0.163593 2.010978 1.000000 0.000000 0.000000 -1.140314 0.306083 -0.310071 1862195443925799343432368146874368.000000 0.000000 770.502441 
0.434558 2.869344 3.354480 -0.178005 2.280207 1.896578 1.558194 -0.146226 -4.552637 28.273666 17.736860 -1.785625 -0.413476 1.256384 0.647046 0.111976 0.197990 0.312064 0.000000 0.245648 0.000000 0.052980 -0.594742 0.000000 0.000000 0.445903 2.291388 0.086786 0.233216 0.166964 0.136215 0.049573 14.899895 -578.579285 1.284409 962.359619 -1.185725 -1.582591 8.409747 -0.350865 0.055058 1.075590 0.141421 0.082847 0.316646 0.000000 -2.656707 0.618378 -1.500000 0.000000 0.271978 1.149084 2.982392 5.190996 0.733258 12.691971 -0.397275 0.216492 2.085733 1.000000 0.000000 0.000000 -1.084510 0.287946 -0.277311 651291241385887220374368983973888.000000 0.000000 801.688232
0.262545 -0.452293 0.900826 0.132855 2.171153 1.081465 1.069644 -0.104339 -4.983147 28.470108 18.926163 -2.134606 -1.285092 -0.183872 0.057664 -0.043671 0.127419 0.312049 0.000000 0.240907 0.000000 0.042690 -0.688761 0.000000 0.000000 0.254327 2.310394 0.090418 0.205430 0.166338 0.042894 -0.002869 13.719899 -281.755859 2.143539 561.596802 -0.315851 -1.308102 8.584532 -0.268483 0.077270 1.046238 0.201619 0.085800 0.260236 0.000000 -1.654965 2.683983 -1.500000 0.000000 0.398798 1.166751 2.714738 4.097495 0.557322 12.705174 -0.394815 0.052416 1.817653 1.000000 0.000000 0.000000 -1.202608 0.401034 -0.263714 -281100413829022012588884492288.000000 0.000000 827.565247
0.232450 2.970154 3.283419 -0.111225 2.255142 1.907460 1.559103 -0.150524 -4.290566 33.302242 20.844110 -2.180463 -0.987339 2.005863 0.682495 0.192474 0.344563 0.366539 0.000000 0.238352 0.000000 0.030253 -1.239429 0.000000 0.000000 0.231093 2.298063 0.105006 0.245559 0.152846 0.031934 0.013481 11.822276 233.163284 3.998657 557.436584 -0.686695 0.183911 8.547554 -0.449411 0.032366 1.059502 0.219412 0.091416 0.259015 0.000000 -2.479337 -2.552504 -1.500000 0.000000 0.335940 1.416536 2.441812 3.753303 0.563340 12.725255 -0.353682 0.401432 1.461783 1.000000 0.000000 0.000000 -1.182238 0.311426 -0.277223 -372205009797981494343743641223168.000000 0.000000 807.234985
0.200847 2.452338 3.415952 -0.289958 2.254323 1.940331 1.655813 -0.182287 -4.016565 34.564934 21.365053 -2.168461 -1.369800 -1.044769 0.134971 0.154398 0.205037 0.293178 0.000000 0.249080 0.000000 0.039378 -0.576352 0.000000 0.000000 0.350829 2.266896 -0.049507 0.194081 0.132845 -0.032395 0.005530 10.269475 -288.650909 3.664589 423.741577 -1.211741 -0.321297 8.431686 -0.322114 0.100688 1.014830 0.103883 0.090238 0.292575 0.000000 -0.512947 3.176465 -1.500000 0.000000 0.418727 1.253927 2.720506 4.573309 0.716042 12.605558 -0.334167 0.242736 2.055977 1.000000 0.000000 0.000000 -1.095935 0.293968 -0.243512 559348544898758790990538444111872.000000 0.000000 794.629578
0.229543 -0.434581 0.364804 0.396199 2.273918 1.538852 1.234795 -0.088031 -3.944607 28.821692 17.564184 -1.835767 0.374558 3.976576 1.115517 0.160211 0.100633 0.233700 0.000000 0.215694 0.000000 0.037564 -0.408593 0.000000 0.000000 0.647878 2.340406 0.275415 0.284293 0.176399 0.077518 0.024916 12.494515 30.040436 3.273635 951.598694 -2.060287 0.780804 8.523028 -0.205140 0.029830 1.163095 0.059080 -0.016030 0.360557 0.000000 -0.216559 -0.269575 -1.500000 0.000000 0.266595 1.153617 2.936384 5.008673 0.729870 12.727985 -0.501331 0.249288 2.086792 1.000000 0.000000 0.000000 -1.129780 0.476531 -0.343279 11718268611353131130139165755179008.000000 0.000000 799.177063
-0.120344 -1.856959 0.125282 0.217358 2.159724 0.996995 1.010262 -0.097263 -4.370777 31.433430 19.756004 -2.089039 -1.006596 -0.884301 -0.220798 0.116494 0.153253 0.271637 0.000000 0.235989 0.000000 0.043331 -0.706923 0.000000 0.000000 0.465241 2.313439 0.147500 0.234878 0.164184 0.081698 0.014427 12.446288 -401.879211 1.436975 740.194214 -3.011843 1.258605 8.664286 -0.180796 0.083815 1.131167 0.088733 0.047941 0.248525 0.000000 -0.415976 -0.273426 -1.500000 0.000000 0.306622 1.150021 2.731128 4.159712 0.565680 12.837585 -0.533428 0.198100 2.127295 1.000000 0.000000 0.000000 -1.167476 0.386909 -0.357622 -71890440858752376858663190528.000000 0.000000 795.191833
0.272743 2.569646 3.163555 -0.181310 2.257436 1.834593 1.542948 -0.159124 -4.628953 28.276413 17.606453 -1.788332 -0.408023 2.760382 0.735627 0.184644 0.203704 0.257540 0.000000 0.250876 0.000000 0.052876 -0.907289 0.000000 0.000000 0.455806 2.347144 0.306331 0.269932 0.208118 0.339962 0.088212 13.868231 -89.958374 1.655656 284.856323 -3.895826 0.629604 8.754925 -0.183775 0.091412 1.091028 0.239098 0.070187 0.209508 0.000000 -2.773489 1.365092 -1.500000 0.000000 -0.111162 0.421196 2.274988 3.188975 0.505113 12.680398 -0.319311 0.571875 0.889975 1.000000 0.000000 0.000000 -1.335329 0.420682 -0.265049 -69544992542438475909667225600.000000 0.000000 805.900391
0.021056 0.863647 2.408573 -0.110475 2.188264 1.582268 1.438039 -0.147214 -4.250673 33.491817 21.259363 -2.259907 -2.124156 -1.105666 0.374381 0.000404 0.185798 0.301670 0.000000 0.220969 0.000000 0.052688 -0.761803 0.000000 0.000000 0.272410 2.304850 0.159445 0.252587 0.124667 -0.064699 -0.005053 10.753456 -345.186859 3.574548 615.938416 -0.512727 0.021953 8.603549 -0.205897 0.092831 1.069997 0.220931 0.101318 0.300655 0.000000 -0.772412 3.887568 -1.500000 0.000000 0.332049 1.218261 2.850351 4.397621 0.576825 12.808806 -0.471292 0.187914 1.948682 1.000000 0.000000 0.000000 -1.245822 0.382716 -0.312407 -782549172667539082222984132296704.000000 0.000000 791.382019
0.202643 2.480716 3.059981 -0.070051 2.233383 1.899775 1.619150 -0.160039 -4.687571 33.042992 21.537537 -2.356824 -1.093499 0.661104 0.508583 0.156403 0.261414 0.311928 0.000000 0.233297 0.000000 0.031018 -0.878262 0.000000 0.000000 0.463636 2.293282 0.140274 0.246188 0.145875 0.085307 0.027946 10.331973 -323.250610 0.611934 883.066467 -3.625215 -0.395320 8.436326 -0.322487 0.040142 1.112590 0.247448 0.069583 0.321202 0.000000 -3.759485 -4.075881 -1.500000 0.000000 -0.038870 1.030900 2.396278 3.577228 0.496790 12.754968 -0.469419 0.161170 2.031889 1.000000 0.000000 0.000000 -1.149395 0.254118 -0.296045 -73204193769553746417822990336.000000 0.000000 803.320374
