# The down-sampled posterior distribution of the model parameters from Trinity.
# Ref: Zhang et al. (2021)
# 
0.294313 0.827211 1.814453 0.140017 2.194005 1.253047 1.059311 -0.046511 -4.616604 31.933397 20.465706 -2.097512 -0.542624 2.275478 0.840552 0.245026 -1.024160 2.323717 0.265692 0.283155 0.194058 0.271774 0.072543 8.423345 -0.503396 0.022972 1.055599 0.217705 0.134151 0.306426 -0.065740 0.664687 -0.122934 0.807992 1.458549 0.216461 8.018153 0.806990 0.440290 -0.523312 -1.191213 -0.075030 -0.054061 0.284932 0.290700 0.050493 0.408669 -0.315335 1005.422485
0.630971 2.264362 2.453183 0.065685 2.259047 1.671343 1.305600 -0.085389 -4.459118 36.204185 23.571123 -2.527016 0.468080 4.599582 0.869167 0.253153 -1.051368 2.316822 0.217763 0.261137 0.210469 0.329426 0.083121 8.558511 -0.545864 0.013169 1.000846 0.271116 0.178615 0.238079 -0.179527 3.867471 -0.305684 0.622648 1.415451 0.056831 8.098895 0.881809 0.145545 -0.950457 -1.405889 -0.294480 -0.072790 0.313800 0.294531 0.047106 0.451566 -0.293723 1032.574341
0.513589 2.540375 2.662514 0.066333 2.266426 1.527956 1.146413 -0.050340 -4.289520 31.809708 19.796791 -1.974026 -0.262803 3.158952 0.931147 0.243615 -1.074533 2.330554 0.230113 0.261031 0.194912 0.231939 0.054652 8.402485 -0.600822 -0.019574 1.089790 0.275685 0.130920 0.333130 -4.698526 -1.813380 -0.149959 0.617646 1.421901 0.129459 7.685165 0.715071 0.422088 -0.590758 -1.300797 -0.263708 0.009338 0.318932 0.359587 0.048016 0.404411 -0.323587 1040.683960
0.534575 1.223997 1.898244 0.115502 2.218433 1.317287 1.063189 -0.048649 -4.565197 31.869978 20.278395 -2.058332 -0.872948 2.242405 0.759838 0.229755 -1.117898 2.341288 0.295753 0.277655 0.185446 0.169065 0.039919 8.468601 -0.427301 0.042251 1.033997 0.282383 0.162969 0.323520 -0.000082 0.758044 0.144016 1.177378 1.545102 0.401490 7.728467 0.719840 0.398383 -0.499569 -1.267680 -0.193576 -0.200404 0.238228 0.299591 0.064813 0.358890 -0.274227 1024.069824
0.538065 1.180598 1.887754 0.137509 2.267619 1.672211 1.295010 -0.075072 -3.836470 35.494663 22.088552 -2.245669 -0.522041 1.873898 0.923546 0.280537 -1.285552 2.291458 0.137720 0.259129 0.150337 0.105003 0.047510 8.581233 -0.518528 -0.017266 1.053219 0.122795 0.093987 0.271422 -1.189959 0.253227 -0.023642 0.710159 1.620871 0.350391 7.962081 0.852865 0.135647 -0.866929 -1.316859 -0.157424 -0.137482 0.247806 0.293304 0.051278 0.383949 -0.300887 1028.418823
0.486357 1.861590 2.612016 -0.005137 2.221478 1.351909 1.125700 -0.057233 -5.261628 24.952938 16.122168 -1.580910 -0.988001 0.666612 0.703176 0.237373 -1.076292 2.292158 0.157853 0.262742 0.138291 0.054056 0.031555 8.312477 -0.575021 0.017636 1.111721 0.243703 0.127295 0.337202 -3.472880 -0.312828 -0.221810 0.750130 1.200681 -0.153578 7.611300 0.691497 0.235196 -0.697981 -1.220451 -0.314283 -0.075446 0.287135 0.298793 0.050784 0.392763 -0.365750 1041.264893
0.635156 1.540966 2.378046 -0.015429 2.231453 1.519886 1.287335 -0.102721 -4.436246 32.572701 20.930391 -2.220500 -0.584356 1.730568 0.659217 0.244548 -1.078785 2.319510 0.219433 0.256990 0.166782 0.136446 0.038667 8.508178 -0.548615 0.018489 1.051945 0.273074 0.155611 0.291279 -0.476675 0.007273 -0.549254 0.419587 1.339213 0.014936 7.678703 0.699716 0.096305 -0.967325 -1.295982 -0.166623 -0.243298 0.296416 0.331798 0.048001 0.335777 -0.241144 1028.403198
0.158994 -0.426795 0.780970 0.307981 2.193923 1.119831 0.956131 -0.034370 -4.498741 31.639090 19.922646 -2.011784 -0.429906 1.883896 0.790943 0.264895 -1.384302 2.318236 0.222934 0.262268 0.172644 0.180570 0.048731 8.610775 -0.559781 -0.020570 1.117125 0.213508 0.096439 0.261027 -2.067399 -1.262269 -0.137771 0.611009 1.461541 0.100352 8.103751 0.769736 0.268315 -0.713436 -1.240636 0.057740 0.050956 0.266342 0.309807 0.043921 0.397184 -0.304581 1018.314453
0.819997 2.949130 3.087648 -0.052979 2.336257 2.056332 1.548919 -0.117229 -3.808850 33.215031 20.670137 -2.133176 -0.011473 2.513793 0.862861 0.254889 -1.008646 2.331737 0.290979 0.281593 0.187079 0.128182 0.024299 8.429321 -0.575453 -0.000191 0.998088 0.264489 0.163120 0.319984 -0.156692 4.260147 -0.124731 0.843438 1.350288 -0.048340 7.767436 0.703211 0.242629 -0.784192 -1.326159 -0.311538 -0.133786 0.322329 0.304450 0.047107 0.361804 -0.227695 1038.076782
0.295993 1.743062 2.395287 0.083096 2.197605 1.380401 1.116541 -0.047412 -4.914529 33.252552 21.523659 -2.193564 -1.064991 2.470742 0.955207 0.245618 -1.125210 2.333773 0.259766 0.256304 0.167072 0.151144 0.034238 8.550643 -0.573538 0.001975 1.069142 0.263630 0.143553 0.266356 0.004799 2.022500 -0.140779 0.642429 1.390085 0.051480 7.860469 0.761108 0.159147 -0.824246 -1.223992 0.025141 -0.059425 0.300475 0.307991 0.047127 0.378366 -0.269133 1016.960083
0.228350 -1.045199 0.340421 0.360602 2.153922 0.799254 0.750207 -0.009698 -5.085302 29.855881 19.624315 -2.066181 -0.797644 0.786058 0.622235 0.258168 -1.417038 2.307777 0.166196 0.256751 0.182414 0.169049 0.044555 8.678873 -0.592267 -0.038322 1.025128 0.236486 0.147736 0.250169 -2.255286 2.916395 -0.303676 0.645024 1.472120 0.218307 8.175029 0.830417 0.245096 -0.768955 -1.469191 -0.249787 -0.072969 0.305516 0.369972 0.045291 0.333207 -0.226260 1018.582153
0.270400 0.570945 1.515006 0.197059 2.216812 1.185040 0.977964 -0.032020 -4.690779 27.797874 17.393459 -1.696095 -0.868488 0.248372 0.481841 0.244600 -1.070896 2.328546 0.151477 0.230571 0.160785 0.024684 0.000728 8.483475 -0.520812 -0.012630 1.058754 0.212201 0.120432 0.313557 -0.152928 0.812903 -0.323364 0.696846 1.496151 0.176274 7.718086 0.749279 0.154859 -0.761050 -1.320076 -0.360660 0.044611 0.255269 0.336617 0.045710 0.348553 -0.333285 1023.391907
0.340154 0.727821 1.678961 0.166479 2.195487 1.225663 1.023589 -0.040375 -4.627847 32.020287 20.509678 -2.099306 -0.602307 2.481576 0.819022 0.235865 -1.149280 2.334382 0.257869 0.263764 0.197136 0.240759 0.053854 8.488573 -0.506134 0.020043 1.078352 0.275880 0.142144 0.290516 -0.287334 0.801526 -0.065916 0.929427 1.422464 0.245085 7.894216 0.710443 0.377378 -0.648322 -1.186953 0.069542 -0.112582 0.271758 0.326390 0.037770 0.412551 -0.304946 1009.583191
