#Average black hole accretion rate (BHAR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR)[Msun]
13.961720 9.800000 -28.701813
13.961720 9.850000 -28.143376
13.961720 9.900000 -27.584939
13.961720 9.950000 -27.026988
13.961720 10.000000 -26.469036
13.961720 10.050000 -25.911084
13.961720 10.100000 -25.353133
13.961720 10.150000 -24.795860
13.961720 10.200000 -24.238587
13.961720 10.250000 -23.681315
13.961720 10.300000 -23.124042
13.884671 8.000000 -42.970063
13.884671 8.050000 -42.970063
13.884671 8.100000 -42.970063
13.884671 8.150000 -42.970063
13.884671 8.200000 -42.970063
13.884671 8.250000 -42.970063
13.884671 8.300000 -42.970063
13.884671 8.350000 -42.861935
13.884671 8.400000 -42.753806
13.884671 8.450000 -42.645677
13.884671 8.500000 -42.537549
13.884671 8.550000 -42.020382
13.884671 8.600000 -41.503215
13.884671 8.650000 -40.986048
13.884671 8.700000 -40.468882
13.884671 8.750000 -39.915865
13.884671 8.800000 -39.362848
13.884671 8.850000 -38.809832
13.884671 8.900000 -38.256815
13.884671 8.950000 -37.703953
13.884671 9.000000 -37.151091
13.884671 9.050000 -36.598229
13.884671 9.100000 -36.045367
13.884671 9.150000 -35.492585
13.884671 9.200000 -34.939804
13.884671 9.250000 -34.387022
13.884671 9.300000 -33.834240
13.884671 9.350000 -33.281615
13.884671 9.400000 -32.728991
13.884671 9.450000 -32.176367
13.884671 9.500000 -31.623742
13.884671 9.550000 -31.071364
13.884671 9.600000 -30.518985
13.884671 9.650000 -29.966606
13.884671 9.700000 -29.414227
13.884671 9.750000 -28.862194
13.884671 9.800000 -28.310161
13.884671 9.850000 -27.758128
13.884671 9.900000 -27.206095
13.884671 9.950000 -26.654559
13.884671 10.000000 -26.103023
13.884671 10.050000 -25.551487
13.884671 10.100000 -24.999952
13.884671 10.150000 -24.449113
13.884671 10.200000 -23.898274
13.884671 10.250000 -23.347436
13.884671 10.300000 -22.796597
13.807623 8.000000 -42.808148
13.807623 8.050000 -42.808148
13.807623 8.100000 -42.808148
13.807623 8.150000 -42.808148
13.807623 8.200000 -42.808148
13.807623 8.250000 -42.808148
13.807623 8.300000 -42.808148
13.807623 8.350000 -42.645955
13.807623 8.400000 -42.483762
13.807623 8.450000 -42.321569
13.807623 8.500000 -42.159376
13.807623 8.550000 -41.603600
13.807623 8.600000 -41.047825
13.807623 8.650000 -40.492050
13.807623 8.700000 -39.936274
13.807623 8.750000 -39.389728
13.807623 8.800000 -38.843183
13.807623 8.850000 -38.296637
13.807623 8.900000 -37.750091
13.807623 8.950000 -37.203618
13.807623 9.000000 -36.657145
13.807623 9.050000 -36.110672
13.807623 9.100000 -35.564200
13.807623 9.150000 -35.017807
13.807623 9.200000 -34.471415
13.807623 9.250000 -33.925022
13.807623 9.300000 -33.378629
13.807623 9.350000 -32.832397
13.807623 9.400000 -32.286164
13.807623 9.450000 -31.739931
13.807623 9.500000 -31.193698
13.807623 9.550000 -30.647716
13.807623 9.600000 -30.101733
13.807623 9.650000 -29.555751
13.807623 9.700000 -29.009768
13.807623 9.750000 -28.464139
13.807623 9.800000 -27.918509
13.807623 9.850000 -27.372880
13.807623 9.900000 -26.827250
13.807623 9.950000 -26.282130
13.807623 10.000000 -25.737010
13.807623 10.050000 -25.191890
13.807623 10.100000 -24.646770
13.807623 10.150000 -24.102366
13.807623 10.200000 -23.557961
13.807623 10.250000 -23.013557
13.807623 10.300000 -22.469152
13.807623 10.350000 -21.925744
13.731758 8.000000 -42.648799
13.731758 8.050000 -42.648799
13.731758 8.100000 -42.648799
13.731758 8.150000 -42.648799
13.731758 8.200000 -42.648799
13.731758 8.250000 -42.648799
13.731758 8.300000 -42.648799
13.731758 8.350000 -42.391273
13.731758 8.400000 -42.133747
13.731758 8.450000 -41.876221
13.731758 8.500000 -41.618695
13.731758 8.550000 -41.072073
13.731758 8.600000 -40.525451
13.731758 8.650000 -39.978830
13.731758 8.700000 -39.432208
13.731758 8.750000 -38.891855
13.731758 8.800000 -38.351502
13.731758 8.850000 -37.811149
13.731758 8.900000 -37.270796
13.731758 8.950000 -36.730513
13.731758 9.000000 -36.190229
13.731758 9.050000 -35.649945
13.731758 9.100000 -35.109661
13.731758 9.150000 -34.569458
13.731758 9.200000 -34.029255
13.731758 9.250000 -33.489052
13.731758 9.300000 -32.948850
13.731758 9.350000 -32.408808
13.731758 9.400000 -31.868766
13.731758 9.450000 -31.328724
13.731758 9.500000 -30.788683
13.731758 9.550000 -30.248894
13.731758 9.600000 -29.709104
13.731758 9.650000 -29.169315
13.731758 9.700000 -28.629526
13.731758 9.750000 -28.090093
13.731758 9.800000 -27.550660
13.731758 9.850000 -27.011227
13.731758 9.900000 -26.471794
13.731758 9.950000 -25.932876
13.731758 10.000000 -25.393958
13.731758 10.050000 -24.855040
13.731758 10.100000 -24.316122
13.731758 10.150000 -23.777927
13.731758 10.200000 -23.239732
13.731758 10.250000 -22.701538
13.731758 10.300000 -22.163343
13.731758 10.350000 -21.626158
13.655894 8.000000 -42.489450
13.655894 8.050000 -42.489450
13.655894 8.100000 -42.489450
13.655894 8.150000 -42.489450
13.655894 8.200000 -42.489450
13.655894 8.250000 -42.489450
13.655894 8.300000 -42.489450
13.655894 8.350000 -42.136591
13.655894 8.400000 -41.783732
13.655894 8.450000 -41.430873
13.655894 8.500000 -41.078014
13.655894 8.550000 -40.540546
13.655894 8.600000 -40.003078
13.655894 8.650000 -39.465610
13.655894 8.700000 -38.928142
13.655894 8.750000 -38.393982
13.655894 8.800000 -37.859822
13.655894 8.850000 -37.325662
13.655894 8.900000 -36.791502
13.655894 8.950000 -36.257407
13.655894 9.000000 -35.723312
13.655894 9.050000 -35.189217
13.655894 9.100000 -34.655122
13.655894 9.150000 -34.121109
13.655894 9.200000 -33.587096
13.655894 9.250000 -33.053083
13.655894 9.300000 -32.519070
13.655894 9.350000 -31.985219
13.655894 9.400000 -31.451369
13.655894 9.450000 -30.917518
13.655894 9.500000 -30.383667
13.655894 9.550000 -29.850072
13.655894 9.600000 -29.316476
13.655894 9.650000 -28.782880
13.655894 9.700000 -28.249284
13.655894 9.750000 -27.716048
13.655894 9.800000 -27.182812
13.655894 9.850000 -26.649575
13.655894 9.900000 -26.116339
13.655894 9.950000 -25.583622
13.655894 10.000000 -25.050906
13.655894 10.050000 -24.518189
13.655894 10.100000 -23.985473
13.655894 10.150000 -23.453488
13.655894 10.200000 -22.921504
13.655894 10.250000 -22.389519
13.655894 10.300000 -21.857534
13.655894 10.350000 -21.326572
13.580029 8.000000 -42.330100
13.580029 8.050000 -42.330100
13.580029 8.100000 -42.330100
13.580029 8.150000 -42.330100
13.580029 8.200000 -42.330100
13.580029 8.250000 -42.330100
13.580029 8.300000 -42.330100
13.580029 8.350000 -41.881908
13.580029 8.400000 -41.433716
13.580029 8.450000 -40.985524
13.580029 8.500000 -40.537333
13.580029 8.550000 -40.009018
13.580029 8.600000 -39.480704
13.580029 8.650000 -38.952390
13.580029 8.700000 -38.424076
13.580029 8.750000 -37.896109
13.580029 8.800000 -37.368142
13.580029 8.850000 -36.840175
13.580029 8.900000 -36.312208
13.580029 8.950000 -35.784302
13.580029 9.000000 -35.256396
13.580029 9.050000 -34.728489
13.580029 9.100000 -34.200583
13.580029 9.150000 -33.672760
13.580029 9.200000 -33.144937
13.580029 9.250000 -32.617113
13.580029 9.300000 -32.089290
13.580029 9.350000 -31.561630
13.580029 9.400000 -31.033971
13.580029 9.450000 -30.506312
