#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(eta_avg)[Msun]
8.067291 11.750000 0.067834
8.067291 11.800000 0.065578
8.067291 11.850000 0.063321
8.067291 11.900000 0.061065
8.067291 11.950000 0.059624
8.020356 11.000000 0.109030
8.020356 11.050000 0.105549
8.020356 11.100000 0.102069
8.020356 11.150000 0.098645
8.020356 11.200000 0.095221
8.020356 11.250000 0.091797
8.020356 11.300000 0.088373
8.020356 11.350000 0.085134
8.020356 11.400000 0.081895
8.020356 11.450000 0.078655
8.020356 11.500000 0.075416
8.020356 11.550000 0.072543
8.020356 11.600000 0.069669
8.020356 11.650000 0.066795
8.020356 11.700000 0.063922
8.020356 11.750000 0.061642
8.020356 11.800000 0.059363
8.020356 11.850000 0.057083
8.020356 11.900000 0.054803
8.020356 11.950000 0.053321
7.974142 11.000000 0.101316
7.974142 11.050000 0.097834
7.974142 11.100000 0.094352
7.974142 11.150000 0.090916
7.974142 11.200000 0.087480
7.974142 11.250000 0.084045
7.974142 11.300000 0.080609
7.974142 11.350000 0.077345
7.974142 11.400000 0.074081
7.974142 11.450000 0.070817
7.974142 11.500000 0.067552
7.974142 11.550000 0.064637
7.974142 11.600000 0.061722
7.974142 11.650000 0.058806
7.974142 11.700000 0.055891
7.974142 11.750000 0.053551
7.974142 11.800000 0.051211
7.974142 11.850000 0.048872
7.974142 11.900000 0.046532
7.974142 11.950000 0.044971
7.927927 11.000000 0.093603
7.927927 11.050000 0.090119
7.927927 11.100000 0.086635
7.927927 11.150000 0.083187
7.927927 11.200000 0.079740
7.927927 11.250000 0.076293
7.927927 11.300000 0.072845
7.927927 11.350000 0.069556
7.927927 11.400000 0.066267
7.927927 11.450000 0.062978
7.927927 11.500000 0.059689
7.927927 11.550000 0.056731
7.927927 11.600000 0.053774
7.927927 11.650000 0.050817
7.927927 11.700000 0.047859
7.927927 11.750000 0.045460
7.927927 11.800000 0.043060
7.927927 11.850000 0.040660
7.927927 11.900000 0.038261
7.927927 11.950000 0.036620
7.881713 11.000000 0.085890
7.881713 11.050000 0.082404
7.881713 11.100000 0.078918
7.881713 11.150000 0.075458
7.881713 11.200000 0.071999
7.881713 11.250000 0.068540
7.881713 11.300000 0.065081
7.881713 11.350000 0.061767
7.881713 11.400000 0.058453
7.881713 11.450000 0.055139
7.881713 11.500000 0.051825
7.881713 11.550000 0.048826
7.881713 11.600000 0.045826
7.881713 11.650000 0.042827
7.881713 11.700000 0.039828
7.881713 11.750000 0.037369
7.881713 11.800000 0.034909
7.881713 11.850000 0.032449
7.881713 11.900000 0.029990
7.881713 11.950000 0.028270
7.881713 12.000000 0.026550
7.836209 11.000000 0.075336
7.836209 11.050000 0.071838
7.836209 11.100000 0.068339
7.836209 11.150000 0.064876
7.836209 11.200000 0.061413
7.836209 11.250000 0.057949
7.836209 11.300000 0.054486
7.836209 11.350000 0.051177
7.836209 11.400000 0.047868
7.836209 11.450000 0.044559
7.836209 11.500000 0.041250
7.836209 11.550000 0.038266
7.836209 11.600000 0.035282
7.836209 11.650000 0.032298
7.836209 11.700000 0.029314
7.836209 11.750000 0.026880
7.836209 11.800000 0.024446
7.836209 11.850000 0.022012
7.836209 11.900000 0.019578
7.836209 11.950000 0.017889
7.836209 12.000000 0.016200
7.790705 11.000000 0.064783
7.790705 11.050000 0.061272
7.790705 11.100000 0.057761
7.790705 11.150000 0.054294
7.790705 11.200000 0.050826
7.790705 11.250000 0.047358
7.790705 11.300000 0.043891
7.790705 11.350000 0.040587
7.790705 11.400000 0.037283
7.790705 11.450000 0.033979
7.790705 11.500000 0.030675
7.790705 11.550000 0.027706
7.790705 11.600000 0.024738
7.790705 11.650000 0.021769
7.790705 11.700000 0.018800
7.790705 11.750000 0.016392
7.790705 11.800000 0.013983
7.790705 11.850000 0.011575
7.790705 11.900000 0.009166
7.790705 11.950000 0.007508
7.790705 12.000000 0.005850
7.745201 11.000000 0.054229
7.745201 11.050000 0.050706
7.745201 11.100000 0.047183
7.745201 11.150000 0.043711
7.745201 11.200000 0.040239
7.745201 11.250000 0.036767
7.745201 11.300000 0.033295
7.745201 11.350000 0.029997
7.745201 11.400000 0.026698
7.745201 11.450000 0.023399
7.745201 11.500000 0.020101
7.745201 11.550000 0.017147
7.745201 11.600000 0.014193
7.745201 11.650000 0.011240
7.745201 11.700000 0.008286
7.745201 11.750000 0.005903
7.745201 11.800000 0.003520
7.745201 11.850000 0.001137
7.745201 11.900000 -0.001246
7.745201 11.950000 -0.002873
7.745201 12.000000 -0.004500
7.745201 12.050000 -0.006128
7.700397 11.000000 0.044471
7.700397 11.050000 0.040962
7.700397 11.100000 0.037453
7.700397 11.150000 0.034006
7.700397 11.200000 0.030559
7.700397 11.250000 0.027112
7.700397 11.300000 0.023665
7.700397 11.350000 0.020403
7.700397 11.400000 0.017140
7.700397 11.450000 0.013878
7.700397 11.500000 0.010616
7.700397 11.550000 0.007710
7.700397 11.600000 0.004804
7.700397 11.650000 0.001898
7.700397 11.700000 -0.001008
7.700397 11.750000 -0.003333
7.700397 11.800000 -0.005657
7.700397 11.850000 -0.007982
7.700397 11.900000 -0.010306
7.700397 11.950000 -0.011869
7.700397 12.000000 -0.013431
7.700397 12.050000 -0.014993
7.655592 11.000000 0.034713
7.655592 11.050000 0.031218
7.655592 11.100000 0.027724
7.655592 11.150000 0.024302
7.655592 11.200000 0.020879
7.655592 11.250000 0.017457
7.655592 11.300000 0.014035
7.655592 11.350000 0.010809
7.655592 11.400000 0.007583
7.655592 11.450000 0.004357
7.655592 11.500000 0.001131
7.655592 11.550000 -0.001728
7.655592 11.600000 -0.004586
7.655592 11.650000 -0.007444
7.655592 11.700000 -0.010302
7.655592 11.750000 -0.012568
7.655592 11.800000 -0.014834
7.655592 11.850000 -0.017101
7.655592 11.900000 -0.019367
7.655592 11.950000 -0.020864
7.655592 12.000000 -0.022362
7.655592 12.050000 -0.023859
7.610788 11.000000 0.024954
7.610788 11.050000 0.021474
7.610788 11.100000 0.017994
7.610788 11.150000 0.014597
7.610788 11.200000 0.011200
7.610788 11.250000 0.007802
7.610788 11.300000 0.004405
7.610788 11.350000 0.001215
7.610788 11.400000 -0.001975
7.610788 11.450000 -0.005165
7.610788 11.500000 -0.008354
7.610788 11.550000 -0.011165
7.610788 11.600000 -0.013975
7.610788 11.650000 -0.016786
7.610788 11.700000 -0.019596
7.610788 11.750000 -0.021804
7.610788 11.800000 -0.024012
7.610788 11.850000 -0.026219
7.610788 11.900000 -0.028427
7.610788 11.950000 -0.029860
7.610788 12.000000 -0.031292
7.610788 12.050000 -0.032725
7.610788 12.100000 -0.034157
7.566672 11.000000 0.015865
7.566672 11.050000 0.012422
7.566672 11.100000 0.008979
7.566672 11.150000 0.005630
7.566672 11.200000 0.002282
7.566672 11.250000 -0.001067
7.566672 11.300000 -0.004415
7.566672 11.350000 -0.007543
7.566672 11.400000 -0.010672
7.566672 11.450000 -0.013800
7.566672 11.500000 -0.016928
7.566672 11.550000 -0.019665
7.566672 11.600000 -0.022403
7.566672 11.650000 -0.025140
7.566672 11.700000 -0.027877
7.566672 11.750000 -0.030002
7.566672 11.800000 -0.032127
7.566672 11.850000 -0.034253
7.566672 11.900000 -0.036378
7.566672 11.950000 -0.037721
7.566672 12.000000 -0.039065
7.566672 12.050000 -0.040409
7.566672 12.100000 -0.041753
7.522556 11.000000 0.006775
7.522556 11.050000 0.003369
7.522556 11.100000 -0.000037
7.522556 11.150000 -0.003336
7.522556 11.200000 -0.006636
7.522556 11.250000 -0.009935
7.522556 11.300000 -0.013235
7.522556 11.350000 -0.016302
7.522556 11.400000 -0.019368
7.522556 11.450000 -0.022435
7.522556 11.500000 -0.025502
7.522556 11.550000 -0.028166
7.522556 11.600000 -0.030830
7.522556 11.650000 -0.033494
7.522556 11.700000 -0.036158
7.522556 11.750000 -0.038201
7.522556 11.800000 -0.040243
7.522556 11.850000 -0.042286
7.522556 11.900000 -0.044328
7.522556 11.950000 -0.045583
7.522556 12.000000 -0.046838
7.522556 12.050000 -0.048093
7.522556 12.100000 -0.049348
7.478440 11.000000 -0.002315
7.478440 11.050000 -0.005684
7.478440 11.100000 -0.009053
