#Average black hole accretion rate (BHAR) to average star formation rate (SFR) ratio as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR/SFR)@log(Mpeak)=12 log10(BHAR/SFR)_16@log(Mpeak)=12 log10(BHAR/SFR)_84@log(Mpeak)=12 log10(BHAR/SFR)@log(Mpeak)=13 log10(BHAR/SFR)_16@log(Mpeak)=13 log10(BHAR/SFR)_84@log(Mpeak)=13 log10(BHAR/SFR)@log(Mpeak)=14 log10(BHAR/SFR)_16@log(Mpeak)=14 log10(BHAR/SFR)_84@log(Mpeak)=14 log10(BHAR/SFR)@log(Mpeak)=15 log10(BHAR/SFR)_16@log(Mpeak)=15 log10(BHAR/SFR)_84@log(Mpeak)=15
2.267538 -3.825429 -3.842383 -3.571317 -3.080163 -3.119151 -2.892463 -2.779576 -2.818685 -2.607835 -2.873147 -2.864051 -2.568655
2.259755 -3.820719 -3.837535 -3.566800 -3.076351 -3.115317 -2.888447 -2.779520 -2.818167 -2.607168 -2.876742 -2.866656 -2.568436
2.251990 -3.816009 -3.832688 -3.562283 -3.072539 -3.111482 -2.884430 -2.779463 -2.817648 -2.606501 -2.880338 -2.869260 -2.568216
2.244244 -3.811317 -3.827857 -3.557784 -3.068761 -3.107681 -2.880453 -2.779436 -2.817159 -2.605854 -2.883954 -2.871875 -2.567955
2.236517 -3.806747 -3.823140 -3.553409 -3.065212 -3.104108 -2.876749 -2.779608 -2.816862 -2.605336 -2.887712 -2.874561 -2.567417
2.228808 -3.802177 -3.818423 -3.549034 -3.061662 -3.100535 -2.873044 -2.779780 -2.816565 -2.604818 -2.891469 -2.877247 -2.566879
2.221117 -3.797606 -3.813707 -3.544660 -3.058113 -3.096962 -2.869339 -2.779952 -2.816268 -2.604301 -2.895227 -2.879933 -2.566340
2.213444 -3.793036 -3.808990 -3.540285 -3.054563 -3.093389 -2.865635 -2.780123 -2.815971 -2.603783 -2.898984 -2.882619 -2.565802
2.205790 -3.788466 -3.804274 -3.535910 -3.051014 -3.089816 -2.861930 -2.780295 -2.815674 -2.603265 -2.902741 -2.885305 -2.565264
2.198154 -3.783895 -3.799557 -3.531535 -3.047464 -3.086243 -2.858225 -2.780467 -2.815377 -2.602747 -2.906499 -2.887990 -2.564725
2.190536 -3.779327 -3.794837 -3.527175 -3.044024 -3.082778 -2.854659 -2.780709 -2.815169 -2.602240 -2.910309 -2.890712 -2.563923
2.182936 -3.774759 -3.790114 -3.522824 -3.040646 -3.079376 -2.851173 -2.780991 -2.815012 -2.601738 -2.914150 -2.893455 -2.562967
2.175355 -3.770191 -3.785392 -3.518473 -3.037267 -3.075974 -2.847687 -2.781274 -2.814856 -2.601236 -2.917991 -2.896197 -2.562012
2.167791 -3.765623 -3.780669 -3.514121 -3.033889 -3.072573 -2.844201 -2.781556 -2.814699 -2.600734 -2.921833 -2.898940 -2.561057
2.160246 -3.761055 -3.775947 -3.509770 -3.030511 -3.069171 -2.840715 -2.781838 -2.814542 -2.600232 -2.925674 -2.901683 -2.560101
2.152718 -3.756487 -3.771225 -3.505418 -3.027133 -3.065769 -2.837229 -2.782121 -2.814386 -2.599730 -2.929515 -2.904425 -2.559146
2.145208 -3.751938 -3.766522 -3.501081 -3.023793 -3.062401 -2.833787 -2.782424 -2.814250 -2.599236 -2.933356 -2.907175 -2.558116
2.137717 -3.747505 -3.761941 -3.496828 -3.020690 -3.059243 -2.830614 -2.782860 -2.814246 -2.598794 -2.937195 -2.909972 -2.556618
2.130243 -3.743071 -3.757360 -3.492575 -3.017586 -3.056085 -2.827441 -2.783295 -2.814243 -2.598352 -2.941035 -2.912769 -2.555119
2.122787 -3.738638 -3.752779 -3.488322 -3.014482 -3.052927 -2.824268 -2.783730 -2.814239 -2.597910 -2.944874 -2.915567 -2.553621
2.115348 -3.734204 -3.748199 -3.484068 -3.011379 -3.049769 -2.821096 -2.784165 -2.814235 -2.597469 -2.948714 -2.918364 -2.552123
2.107928 -3.729771 -3.743618 -3.479815 -3.008275 -3.046611 -2.817923 -2.784600 -2.814231 -2.597027 -2.952553 -2.921161 -2.550625
2.100525 -3.725337 -3.739037 -3.475562 -3.005171 -3.043454 -2.814750 -2.785035 -2.814228 -2.596585 -2.956393 -2.923958 -2.549127
2.093140 -3.720914 -3.734480 -3.471324 -3.002186 -3.040400 -2.811686 -2.785535 -2.814314 -2.596141 -2.960136 -2.926716 -2.547278
2.085772 -3.716496 -3.729936 -3.467094 -2.999265 -3.037404 -2.808683 -2.786069 -2.814451 -2.595697 -2.963825 -2.929454 -2.545235
2.078422 -3.712078 -3.725392 -3.462864 -2.996345 -3.034408 -2.805680 -2.786604 -2.814587 -2.595253 -2.967515 -2.932192 -2.543192
2.071089 -3.707660 -3.720848 -3.458634 -2.993425 -3.031412 -2.802677 -2.787139 -2.814724 -2.594808 -2.971204 -2.934929 -2.541149
2.063774 -3.703242 -3.716304 -3.454405 -2.990504 -3.028416 -2.799674 -2.787673 -2.814860 -2.594364 -2.974894 -2.937667 -2.539106
2.056476 -3.698824 -3.711759 -3.450175 -2.987584 -3.025420 -2.796670 -2.788208 -2.814997 -2.593919 -2.978583 -2.940404 -2.537063
2.049196 -3.694425 -3.707237 -3.445957 -2.984709 -3.022468 -2.793714 -2.788763 -2.815156 -2.593485 -2.982241 -2.943133 -2.534949
2.041933 -3.690136 -3.702838 -3.441812 -2.982098 -3.019770 -2.791030 -2.789433 -2.815444 -2.593110 -2.985717 -2.945809 -2.532420
2.034687 -3.685847 -3.698439 -3.437667 -2.979486 -3.017073 -2.788345 -2.790102 -2.815733 -2.592736 -2.989193 -2.948486 -2.529892
2.027459 -3.681558 -3.694039 -3.433522 -2.976874 -3.014376 -2.785660 -2.790772 -2.816021 -2.592361 -2.992669 -2.951163 -2.527364
2.020247 -3.677269 -3.689640 -3.429376 -2.974263 -3.011678 -2.782975 -2.791442 -2.816310 -2.591986 -2.996145 -2.953839 -2.524836
2.013053 -3.672980 -3.685241 -3.425231 -2.971651 -3.008981 -2.780290 -2.792111 -2.816599 -2.591611 -2.999621 -2.956516 -2.522308
2.005876 -3.668691 -3.680842 -3.421086 -2.969040 -3.006283 -2.777605 -2.792781 -2.816887 -2.591236 -3.003097 -2.959192 -2.519779
1.998717 -3.664417 -3.676477 -3.416962 -2.966550 -3.003701 -2.775064 -2.793513 -2.817221 -2.590879 -3.006329 -2.961808 -2.516933
1.991574 -3.660150 -3.672130 -3.412849 -2.964126 -3.001181 -2.772599 -2.794278 -2.817580 -2.590533 -3.009431 -2.964392 -2.513918
1.984448 -3.655883 -3.667782 -3.408736 -2.961701 -2.998660 -2.770134 -2.795042 -2.817939 -2.590186 -3.012534 -2.966976 -2.510902
1.977339 -3.651616 -3.663435 -3.404624 -2.959276 -2.996140 -2.767670 -2.795807 -2.818297 -2.589840 -3.015636 -2.969560 -2.507887
1.970247 -3.647349 -3.659088 -3.400511 -2.956852 -2.993619 -2.765205 -2.796572 -2.818656 -2.589493 -3.018738 -2.972144 -2.504871
1.963172 -3.643082 -3.654741 -3.396398 -2.954427 -2.991098 -2.762740 -2.797337 -2.819014 -2.589146 -3.021840 -2.974728 -2.501856
1.956114 -3.638830 -3.650413 -3.392294 -2.952040 -2.988618 -2.760311 -2.798128 -2.819395 -2.588812 -3.024858 -2.977305 -2.498738
1.949073 -3.634663 -3.646187 -3.388239 -2.949850 -2.986349 -2.758073 -2.799057 -2.819897 -2.588541 -3.027423 -2.979847 -2.495074
1.942048 -3.630495 -3.641961 -3.384184 -2.947659 -2.984080 -2.755835 -2.799986 -2.820400 -2.588271 -3.029988 -2.982389 -2.491410
1.935041 -3.626328 -3.637735 -3.380128 -2.945469 -2.981811 -2.753597 -2.800915 -2.820902 -2.588000 -3.032553 -2.984931 -2.487747
1.928049 -3.622160 -3.633509 -3.376073 -2.943279 -2.979542 -2.751359 -2.801844 -2.821404 -2.587730 -3.035118 -2.987473 -2.484083
1.921075 -3.617992 -3.629283 -3.372018 -2.941089 -2.977273 -2.749121 -2.802773 -2.821906 -2.587460 -3.037683 -2.990015 -2.480419
1.914117 -3.613825 -3.625057 -3.367962 -2.938898 -2.975004 -2.746883 -2.803702 -2.822408 -2.587189 -3.040248 -2.992557 -2.476756
1.907176 -3.609685 -3.620886 -3.363937 -2.936836 -2.972847 -2.744763 -2.804725 -2.823005 -2.586972 -3.042351 -2.994759 -2.472739
1.900251 -3.605558 -3.616744 -3.359928 -2.934838 -2.970748 -2.742703 -2.805795 -2.823650 -2.586781 -3.044219 -2.996789 -2.468543
1.893343 -3.601432 -3.612602 -3.355919 -2.932840 -2.968649 -2.740643 -2.806865 -2.824295 -2.586591 -3.046088 -2.998819 -2.464346
1.886451 -3.597306 -3.608460 -3.351910 -2.930843 -2.966550 -2.738583 -2.807936 -2.824941 -2.586401 -3.047956 -3.000849 -2.460150
1.879576 -3.593179 -3.604318 -3.347900 -2.928845 -2.964451 -2.736523 -2.809006 -2.825586 -2.586210 -3.049824 -3.002879 -2.455953
1.872717 -3.589053 -3.600176 -3.343891 -2.926847 -2.962352 -2.734463 -2.810076 -2.826232 -2.586020 -3.051692 -3.004909 -2.451757
1.865874 -3.584939 -3.596051 -3.339887 -2.924885 -2.960285 -2.732434 -2.811170 -2.826900 -2.585830 -3.053410 -3.006838 -2.447449
1.859048 -3.580888 -3.592013 -3.335907 -2.923096 -2.958381 -2.730562 -2.812377 -2.827681 -2.585639 -3.054382 -3.008262 -2.442585
1.852237 -3.576837 -3.587975 -3.331927 -2.921307 -2.956476 -2.728691 -2.813585 -2.828463 -2.585448 -3.055354 -3.009687 -2.437722
1.845444 -3.572785 -3.583937 -3.327947 -2.919518 -2.954571 -2.726819 -2.814792 -2.829244 -2.585257 -3.056327 -3.011112 -2.432859
1.838666 -3.568734 -3.579899 -3.323967 -2.917729 -2.952666 -2.724947 -2.816000 -2.830026 -2.585066 -3.057299 -3.012537 -2.427996
1.831904 -3.564682 -3.575861 -3.319987 -2.915940 -2.950761 -2.723075 -2.817208 -2.830807 -2.584875 -3.058271 -3.013961 -2.423132
1.825159 -3.560631 -3.571823 -3.316007 -2.914151 -2.948856 -2.721204 -2.818415 -2.831588 -2.584684 -3.059244 -3.015386 -2.418269
1.818429 -3.556620 -3.567842 -3.312061 -2.912492 -2.947087 -2.719452 -2.819686 -2.832439 -2.584458 -3.059315 -3.016106 -2.412893
1.811716 -3.552630 -3.563889 -3.308130 -2.910897 -2.945383 -2.717760 -2.820988 -2.833323 -2.584214 -3.058949 -3.016482 -2.407269
1.805019 -3.548639 -3.559937 -3.304199 -2.909301 -2.943679 -2.716067 -2.822289 -2.834207 -2.583971 -3.058582 -3.016859 -2.401644
1.798337 -3.544648 -3.555984 -3.300268 -2.907705 -2.941975 -2.714374 -2.823590 -2.835090 -2.583728 -3.058216 -3.017236 -2.396019
1.791672 -3.540658 -3.552031 -3.296337 -2.906109 -2.940271 -2.712681 -2.824892 -2.835974 -2.583484 -3.057850 -3.017613 -2.390395
1.785022 -3.536667 -3.548078 -3.292406 -2.904513 -2.938567 -2.710988 -2.826193 -2.836858 -2.583241 -3.057484 -3.017989 -2.384770
1.778388 -3.532687 -3.544134 -3.288493 -2.902950 -2.936895 -2.709325 -2.827510 -2.837762 -2.583002 -3.056874 -3.018177 -2.379051
1.771770 -3.528753 -3.540226 -3.284665 -2.901540 -2.935368 -2.707801 -2.828898 -2.838755 -2.582782 -3.055143 -3.017489 -2.372894
1.765168 -3.524820 -3.536318 -3.280836 -2.900129 -2.933841 -2.706276 -2.830286 -2.839748 -2.582562 -3.053412 -3.016802 -2.366737
1.758582 -3.520887 -3.532410 -3.277008 -2.898718 -2.932315 -2.704752 -2.831674 -2.840742 -2.582343 -3.051680 -3.016115 -2.360581
1.752011 -3.516953 -3.528503 -3.273179 -2.897307 -2.930788 -2.703227 -2.833062 -2.841735 -2.582123 -3.049949 -3.015427 -2.354424
1.745456 -3.513020 -3.524595 -3.269351 -2.895897 -2.929262 -2.701702 -2.834450 -2.842729 -2.581903 -3.048217 -3.014740 -2.348268
1.738916 -3.509087 -3.520687 -3.265522 -2.894486 -2.927735 -2.700178 -2.835837 -2.843722 -2.581683 -3.046486 -3.014052 -2.342111
1.732392 -3.505200 -3.516826 -3.261721 -2.893200 -2.926328 -2.698758 -2.837285 -2.844785 -2.581413 -3.043823 -3.012814 -2.335719
1.725884 -3.501336 -3.512986 -3.257934 -2.891973 -2.924977 -2.697387 -2.838761 -2.845881 -2.581120 -3.040728 -3.011319 -2.329218
1.719391 -3.497471 -3.509146 -3.254146 -2.890745 -2.923626 -2.696015 -2.840236 -2.846976 -2.580827 -3.037632 -3.009824 -2.322716
1.712914 -3.493607 -3.505306 -3.250359 -2.889518 -2.922275 -2.694644 -2.841712 -2.848072 -2.580534 -3.034537 -3.008329 -2.316215
1.706452 -3.489743 -3.501466 -3.246571 -2.888290 -2.920924 -2.693273 -2.843187 -2.849167 -2.580240 -3.031441 -3.006834 -2.309713
1.700005 -3.485878 -3.497626 -3.242784 -2.887063 -2.919573 -2.691902 -2.844662 -2.850263 -2.579947 -3.028346 -3.005339 -2.303212
1.693574 -3.482026 -3.493797 -3.239012 -2.885867 -2.918255 -2.690555 -2.846152 -2.851376 -2.579647 -3.024997 -3.003578 -2.296611
1.687158 -3.478224 -3.490016 -3.235307 -2.884812 -2.917077 -2.689317 -2.847702 -2.852568 -2.579318 -3.020554 -3.000667 -2.289579
1.680757 -3.474422 -3.486234 -3.231601 -2.883757 -2.915899 -2.688078 -2.849253 -2.853759 -2.578988 -3.016110 -2.997757 -2.282547
1.674372 -3.470620 -3.482453 -3.227896 -2.882702 -2.914722 -2.686840 -2.850803 -2.854951 -2.578658 -3.011667 -2.994846 -2.275515
1.668001 -3.466818 -3.478672 -3.224191 -2.881647 -2.913544 -2.685601 -2.852354 -2.856142 -2.578329 -3.007223 -2.991935 -2.268483
1.661646 -3.463016 -3.474891 -3.220486 -2.880592 -2.912366 -2.684363 -2.853904 -2.857334 -2.577999 -3.002780 -2.989024 -2.261451
1.655306 -3.459214 -3.471109 -3.216780 -2.879537 -2.911189 -2.683124 -2.855454 -2.858525 -2.577670 -2.998336 -2.986113 -2.254419
1.648982 -3.455451 -3.467385 -3.213101 -2.878592 -2.910118 -2.681968 -2.857052 -2.859761 -2.577323 -2.993036 -2.982528 -2.247256
1.642672 -3.451706 -3.463685 -3.209433 -2.877697 -2.909094 -2.680848 -2.858672 -2.861016 -2.576969 -2.987356 -2.978645 -2.240036
1.636377 -3.447961 -3.459986 -3.205764 -2.876801 -2.908070 -2.679728 -2.860291 -2.862271 -2.576615 -2.981676 -2.974761 -2.232815
1.630097 -3.444216 -3.456286 -3.202096 -2.875905 -2.907046 -2.678608 -2.861910 -2.863525 -2.576261 -2.975995 -2.970877 -2.225595
1.623833 -3.440471 -3.452586 -3.198428 -2.875009 -2.906022 -2.677488 -2.863530 -2.864780 -2.575907 -2.970315 -2.966993 -2.218374
1.617583 -3.436726 -3.448887 -3.194760 -2.874114 -2.904998 -2.676368 -2.865149 -2.866035 -2.575553 -2.964635 -2.963110 -2.211153
1.611348 -3.433000 -3.445210 -3.191097 -2.873252 -2.904006 -2.675276 -2.866783 -2.867296 -2.575185 -2.958733 -2.959043 -2.203888
1.605128 -3.429349 -3.441622 -3.187456 -2.872530 -2.903144 -2.674298 -2.868476 -2.868581 -2.574763 -2.951933 -2.954233 -2.196441
1.598922 -3.425698 -3.438034 -3.183815 -2.871807 -2.902282 -2.673321 -2.870170 -2.869866 -2.574340 -2.945132 -2.949423 -2.188994
1.592732 -3.422047 -3.434447 -3.180174 -2.871084 -2.901420 -2.672343 -2.871864 -2.871151 -2.573917 -2.938331 -2.944612 -2.181547
1.586556 -3.418396 -3.430859 -3.176532 -2.870362 -2.900557 -2.671366 -2.873557 -2.872436 -2.573495 -2.931531 -2.939802 -2.174099
1.580395 -3.414745 -3.427272 -3.172891 -2.869639 -2.899695 -2.670388 -2.875251 -2.873721 -2.573072 -2.924730 -2.934992 -2.166652
1.574249 -3.411094 -3.423684 -3.169250 -2.868916 -2.898833 -2.669411 -2.876944 -2.875006 -2.572649 -2.917929 -2.930182 -2.159205
1.568117 -3.407469 -3.420121 -3.165650 -2.868251 -2.898038 -2.668492 -2.878675 -2.876287 -2.572176 -2.910393 -2.924743 -2.151624
1.562000 -3.403854 -3.416567 -3.162068 -2.867609 -2.897271 -2.667599 -2.880422 -2.877566 -2.571680 -2.902545 -2.919038 -2.143985
1.555897 -3.400239 -3.413014 -3.158486 -2.866968 -2.896505 -2.666706 -2.882169 -2.878845 -2.571185 -2.894697 -2.913332 -2.136347
1.549809 -3.396625 -3.409461 -3.154904 -2.866327 -2.895739 -2.665812 -2.883916 -2.880124 -2.570689 -2.886849 -2.907627 -2.128709
1.543736 -3.393010 -3.405908 -3.151321 -2.865685 -2.894972 -2.664919 -2.885663 -2.881403 -2.570194 -2.879001 -2.901921 -2.121070
1.537677 -3.389395 -3.402355 -3.147739 -2.865044 -2.894206 -2.664026 -2.887410 -2.882682 -2.569699 -2.871154 -2.896216 -2.113432
1.531632 -3.385804 -3.398825 -3.144187 -2.864431 -2.893468 -2.663146 -2.889172 -2.883990 -2.569172 -2.863106 -2.890241 -2.105757
1.525602 -3.382303 -3.395383 -3.140752 -2.863929 -2.892838 -2.662317 -2.890990 -2.885409 -2.568528 -2.854298 -2.883240 -2.097942
1.519586 -3.378803 -3.391942 -3.137316 -2.863427 -2.892207 -2.661488 -2.892809 -2.886828 -2.567884 -2.845489 -2.876239 -2.090127
1.513585 -3.375302 -3.388501 -3.133881 -2.862924 -2.891577 -2.660659 -2.894627 -2.888247 -2.567241 -2.836680 -2.869237 -2.082313
1.507597 -3.371802 -3.385059 -3.130445 -2.862422 -2.890947 -2.659830 -2.896445 -2.889666 -2.566597 -2.827872 -2.862236 -2.074498
1.501624 -3.368301 -3.381618 -3.127010 -2.861920 -2.890317 -2.659001 -2.898264 -2.891085 -2.565953 -2.819063 -2.855234 -2.066683
1.495666 -3.364801 -3.378176 -3.123574 -2.861417 -2.889687 -2.658172 -2.900082 -2.892503 -2.565309 -2.810254 -2.848233 -2.058868
1.489721 -3.361348 -3.374781 -3.120221 -2.860988 -2.889122 -2.657391 -2.901891 -2.893885 -2.564511 -2.800821 -2.840545 -2.050969
1.483791 -3.357916 -3.371403 -3.116902 -2.860589 -2.888583 -2.656630 -2.903696 -2.895252 -2.563652 -2.791136 -2.832580 -2.043035
1.477874 -3.354483 -3.368026 -3.113583 -2.860189 -2.888044 -2.655869 -2.905501 -2.896618 -2.562793 -2.781451 -2.824615 -2.035101
1.471972 -3.351050 -3.364648 -3.110264 -2.859790 -2.887506 -2.655107 -2.907306 -2.897985 -2.561934 -2.771765 -2.816650 -2.027167
1.466084 -3.347617 -3.361271 -3.106945 -2.859390 -2.886967 -2.654346 -2.909111 -2.899351 -2.561075 -2.762080 -2.808685 -2.019233
1.460210 -3.344184 -3.357893 -3.103626 -2.858991 -2.886428 -2.653584 -2.910916 -2.900718 -2.560216 -2.752395 -2.800720 -2.011299
1.454350 -3.340771 -3.354527 -3.100335 -2.858615 -2.885908 -2.652843 -2.912713 -2.902097 -2.559313 -2.742553 -2.792529 -2.003311
1.448504 -3.337425 -3.351201 -3.097145 -2.858325 -2.885457 -2.652173 -2.914482 -2.903522 -2.558255 -2.732148 -2.783523 -1.995129
1.442672 -3.334080 -3.347875 -3.093955 -2.858035 -2.885006 -2.651503 -2.916250 -2.904946 -2.557196 -2.721742 -2.774518 -1.986946
1.436853 -3.330735 -3.344549 -3.090765 -2.857745 -2.884554 -2.650834 -2.918019 -2.906371 -2.556137 -2.711337 -2.765512 -1.978764
1.431049 -3.327389 -3.341223 -3.087575 -2.857455 -2.884103 -2.650164 -2.919787 -2.907795 -2.555079 -2.700932 -2.756507 -1.970582
1.425258 -3.324044 -3.337897 -3.084385 -2.857165 -2.883652 -2.649494 -2.921556 -2.909220 -2.554020 -2.690526 -2.747501 -1.962399
1.419481 -3.320699 -3.334571 -3.081195 -2.856874 -2.883201 -2.648824 -2.923324 -2.910644 -2.552961 -2.680121 -2.738496 -1.954217
1.413718 -3.317415 -3.331299 -3.078092 -2.856657 -2.882803 -2.648215 -2.925053 -2.912132 -2.551802 -2.669370 -2.729071 -1.945889
1.407969 -3.314155 -3.328048 -3.075023 -2.856468 -2.882425 -2.647630 -2.926765 -2.913644 -2.550604 -2.658487 -2.719484 -1.937506
1.402233 -3.310895 -3.324796 -3.071953 -2.856278 -2.882048 -2.647045 -2.928478 -2.915156 -2.549406 -2.647603 -2.709898 -1.929122
1.396511 -3.307635 -3.321545 -3.068884 -2.856088 -2.881671 -2.646460 -2.930191 -2.916668 -2.548209 -2.636720 -2.700312 -1.920738
1.390803 -3.304376 -3.318294 -3.065815 -2.855899 -2.881294 -2.645875 -2.931904 -2.918180 -2.547011 -2.625837 -2.690726 -1.912355
1.385108 -3.301116 -3.315043 -3.062745 -2.855709 -2.880916 -2.645290 -2.933617 -2.919692 -2.545813 -2.614953 -2.681139 -1.903971
1.379427 -3.297876 -3.311806 -3.059692 -2.855542 -2.880554 -2.644723 -2.935312 -2.921206 -2.544585 -2.604069 -2.671478 -1.895569
1.373759 -3.294707 -3.308621 -3.056690 -2.855450 -2.880240 -2.644218 -2.936947 -2.922725 -2.543254 -2.593181 -2.661559 -1.887106
1.368105 -3.291538 -3.305436 -3.053689 -2.855358 -2.879927 -2.643713 -2.938582 -2.924244 -2.541923 -2.582294 -2.651641 -1.878642
1.362464 -3.288369 -3.302251 -3.050688 -2.855266 -2.879613 -2.643208 -2.940216 -2.925764 -2.540592 -2.571406 -2.641723 -1.870179
1.356837 -3.285200 -3.299066 -3.047687 -2.855174 -2.879300 -2.642703 -2.941851 -2.927283 -2.539262 -2.560519 -2.631804 -1.861715
1.351223 -3.282031 -3.295880 -3.044685 -2.855082 -2.878986 -2.642198 -2.943486 -2.928802 -2.537931 -2.549631 -2.621886 -1.853252
1.345623 -3.278862 -3.292695 -3.041684 -2.854990 -2.878673 -2.641693 -2.945121 -2.930321 -2.536600 -2.538744 -2.611967 -1.844788
1.340036 -3.275773 -3.289611 -3.038718 -2.854968 -2.878441 -2.641249 -2.946680 -2.931817 -2.535126 -2.527903 -2.602004 -1.836265
1.334462 -3.272714 -3.286565 -3.035766 -2.854971 -2.878239 -2.640828 -2.948211 -2.933303 -2.533600 -2.517079 -2.592023 -1.827721
1.328901 -3.269655 -3.283518 -3.032813 -2.854974 -2.878036 -2.640406 -2.949742 -2.934790 -2.532074 -2.506255 -2.582042 -1.819176
1.323354 -3.266595 -3.280471 -3.029860 -2.854977 -2.877834 -2.639985 -2.951274 -2.936276 -2.530548 -2.495431 -2.572062 -1.810632
1.317820 -3.263536 -3.277424 -3.026907 -2.854980 -2.877632 -2.639563 -2.952805 -2.937762 -2.529022 -2.484607 -2.562081 -1.802087
1.312299 -3.260477 -3.274377 -3.023954 -2.854983 -2.877430 -2.639141 -2.954336 -2.939249 -2.527496 -2.473783 -2.552101 -1.793543
1.306791 -3.257444 -3.271356 -3.021030 -2.855006 -2.877251 -2.638739 -2.955836 -2.940708 -2.525914 -2.462984 -2.541980 -1.784953
1.301296 -3.254497 -3.268414 -3.018197 -2.855090 -2.877149 -2.638399 -2.957234 -2.942079 -2.524154 -2.452263 -2.531407 -1.776217
1.295815 -3.251549 -3.265473 -3.015364 -2.855174 -2.877047 -2.638059 -2.958632 -2.943449 -2.522394 -2.441542 -2.520835 -1.767482
1.290346 -3.248602 -3.262531 -3.012530 -2.855258 -2.876944 -2.637720 -2.960030 -2.944820 -2.520634 -2.430820 -2.510262 -1.758746
1.284891 -3.245655 -3.259590 -3.009697 -2.855342 -2.876842 -2.637380 -2.961428 -2.946190 -2.518874 -2.420099 -2.499690 -1.750011
1.279448 -3.242707 -3.256648 -3.006864 -2.855426 -2.876740 -2.637040 -2.962826 -2.947561 -2.517114 -2.409378 -2.489117 -1.741276
1.274019 -3.239760 -3.253706 -3.004030 -2.855510 -2.876638 -2.636700 -2.964224 -2.948931 -2.515354 -2.398657 -2.478545 -1.732540
1.268602 -3.236917 -3.250863 -3.001301 -2.855663 -2.876593 -2.636408 -2.965516 -2.950176 -2.513415 -2.388055 -2.468155 -1.723843
1.263198 -3.234111 -3.248053 -2.998608 -2.855839 -2.876567 -2.636133 -2.966773 -2.951378 -2.511414 -2.377495 -2.457830 -1.715160
1.257808 -3.231304 -3.245243 -2.995914 -2.856015 -2.876542 -2.635857 -2.968029 -2.952579 -2.509414 -2.366935 -2.447504 -1.706476
1.252430 -3.228498 -3.242433 -2.993221 -2.856192 -2.876517 -2.635582 -2.969285 -2.953780 -2.507413 -2.356375 -2.437179 -1.697793
1.247065 -3.225691 -3.239623 -2.990528 -2.856368 -2.876491 -2.635307 -2.970541 -2.954981 -2.505412 -2.345815 -2.426853 -1.689109
1.241712 -3.222885 -3.236814 -2.987834 -2.856544 -2.876466 -2.635032 -2.971797 -2.956183 -2.503412 -2.335255 -2.416527 -1.680426
1.236372 -3.220110 -3.234033 -2.985174 -2.856740 -2.876461 -2.634772 -2.973010 -2.957352 -2.501360 -2.324741 -2.406120 -1.671717
1.231046 -3.217431 -3.231339 -2.982613 -2.856996 -2.876518 -2.634561 -2.974092 -2.958424 -2.499153 -2.314365 -2.395464 -1.662930
1.225731 -3.214752 -3.228646 -2.980052 -2.857252 -2.876575 -2.634349 -2.975175 -2.959496 -2.496945 -2.303990 -2.384809 -1.654143
1.220430 -3.212074 -3.225953 -2.977491 -2.857508 -2.876631 -2.634137 -2.976257 -2.960567 -2.494738 -2.293615 -2.374153 -1.645357
1.215141 -3.209395 -3.223259 -2.974930 -2.857764 -2.876688 -2.633925 -2.977339 -2.961639 -2.492531 -2.283240 -2.363497 -1.636570
1.209864 -3.206716 -3.220566 -2.972369 -2.858020 -2.876745 -2.633713 -2.978422 -2.962711 -2.490324 -2.272865 -2.352841 -1.627783
1.204601 -3.204037 -3.217873 -2.969808 -2.858276 -2.876802 -2.633501 -2.979504 -2.963783 -2.488116 -2.262489 -2.342186 -1.618997
1.199349 -3.201447 -3.215275 -2.967357 -2.858585 -2.876919 -2.633321 -2.980402 -2.964738 -2.485779 -2.252272 -2.331474 -1.610244
1.194111 -3.198886 -3.212710 -2.964943 -2.858910 -2.877055 -2.633151 -2.981238 -2.965656 -2.483399 -2.242106 -2.320744 -1.601502
1.188884 -3.196325 -3.210144 -2.962529 -2.859236 -2.877192 -2.632981 -2.982075 -2.966573 -2.481019 -2.231940 -2.310013 -1.592760
1.183671 -3.193764 -3.207578 -2.960115 -2.859562 -2.877329 -2.632812 -2.982911 -2.967491 -2.478639 -2.221775 -2.299283 -1.584019
1.178469 -3.191203 -3.205012 -2.957701 -2.859888 -2.877465 -2.632642 -2.983748 -2.968408 -2.476259 -2.211609 -2.288553 -1.575277
1.173280 -3.188642 -3.202446 -2.955287 -2.860214 -2.877602 -2.632472 -2.984585 -2.969326 -2.473879 -2.201443 -2.277823 -1.566535
1.168104 -3.186120 -3.199926 -2.952907 -2.860561 -2.877756 -2.632310 -2.985326 -2.970167 -2.471424 -2.191340 -2.267075 -1.557808
1.162939 -3.183710 -3.197536 -2.950623 -2.860967 -2.877962 -2.632173 -2.985791 -2.970788 -2.468750 -2.181416 -2.256276 -1.549123
1.157787 -3.181300 -3.195147 -2.948340 -2.861374 -2.878167 -2.632035 -2.986256 -2.971410 -2.466076 -2.171492 -2.245476 -1.540438
1.152647 -3.178890 -3.192757 -2.946057 -2.861780 -2.878372 -2.631898 -2.986721 -2.972031 -2.463402 -2.161568 -2.234677 -1.531754
