#Average black hole accretion rate (BHAR) to average star formation rate (SFR) ratio as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR/SFR)@log(Mpeak)=12 log10(BHAR/SFR)_16@log(Mpeak)=12 log10(BHAR/SFR)_84@log(Mpeak)=12 log10(BHAR/SFR)@log(Mpeak)=13 log10(BHAR/SFR)_16@log(Mpeak)=13 log10(BHAR/SFR)_84@log(Mpeak)=13 log10(BHAR/SFR)@log(Mpeak)=14 log10(BHAR/SFR)_16@log(Mpeak)=14 log10(BHAR/SFR)_84@log(Mpeak)=14 log10(BHAR/SFR)@log(Mpeak)=15 log10(BHAR/SFR)_16@log(Mpeak)=15 log10(BHAR/SFR)_84@log(Mpeak)=15
6.564628 -8.293312 -8.829505 -7.868663 -6.913104 -7.335462 -6.569270 -5.772728 -6.104167 -5.512044 -4.806163 -5.065237 -4.618194
6.546609 -8.262813 -8.794718 -7.840138 -6.886466 -7.305302 -6.544082 -5.749442 -6.078053 -5.490298 -4.786061 -5.042956 -4.599359
6.528634 -8.232314 -8.759931 -7.811612 -6.859828 -7.275143 -6.518894 -5.726156 -6.051939 -5.468552 -4.765959 -5.020675 -4.580523
6.510701 -8.201815 -8.725143 -7.783087 -6.833189 -7.244983 -6.493706 -5.702869 -6.025825 -5.446807 -4.745856 -4.998394 -4.561688
6.492811 -8.171316 -8.690356 -7.754562 -6.806551 -7.214824 -6.468518 -5.679583 -5.999710 -5.425061 -4.725754 -4.976113 -4.542852
6.474963 -8.142128 -8.657112 -7.727159 -6.781153 -7.186119 -6.444533 -5.657435 -5.974909 -5.404500 -4.706721 -4.955016 -4.524921
6.457158 -8.113151 -8.624117 -7.699939 -6.755956 -7.157649 -6.420742 -5.635470 -5.950319 -5.384130 -4.687860 -4.934112 -4.507137
6.439396 -8.084174 -8.591122 -7.672718 -6.730760 -7.129179 -6.396952 -5.613505 -5.925730 -5.363760 -4.668999 -4.913207 -4.489352
6.421675 -8.055198 -8.558128 -7.645498 -6.705563 -7.100709 -6.373161 -5.591541 -5.901140 -5.343390 -4.650138 -4.892302 -4.471568
6.403997 -8.026221 -8.525133 -7.618277 -6.680366 -7.072239 -6.349371 -5.569576 -5.876551 -5.323020 -4.631278 -4.871398 -4.453784
6.386361 -7.997245 -8.492138 -7.591057 -6.655169 -7.043769 -6.325580 -5.547612 -5.851962 -5.302650 -4.612417 -4.850493 -4.435999
6.368767 -7.968778 -8.459748 -7.564333 -6.630449 -7.015843 -6.302270 -5.526081 -5.827825 -5.282673 -4.593960 -4.830022 -4.418583
6.351215 -7.941195 -8.428407 -7.538471 -6.606556 -6.988859 -6.279794 -5.505302 -5.804475 -5.263380 -4.576204 -4.810304 -4.401805
6.333705 -7.913612 -8.397067 -7.512609 -6.582663 -6.961875 -6.257318 -5.484523 -5.781125 -5.244086 -4.558448 -4.790586 -4.385027
6.316237 -7.886029 -8.365726 -7.486747 -6.558769 -6.934891 -6.234842 -5.463744 -5.757775 -5.224792 -4.540691 -4.770867 -4.368249
6.298810 -7.858446 -8.334386 -7.460885 -6.534876 -6.907908 -6.212365 -5.442965 -5.734424 -5.205498 -4.522935 -4.751149 -4.351471
6.281424 -7.830863 -8.303045 -7.435024 -6.510983 -6.880924 -6.189889 -5.422187 -5.711074 -5.186204 -4.505179 -4.731431 -4.334693
6.264080 -7.803279 -8.271704 -7.409162 -6.487090 -6.853940 -6.167413 -5.401408 -5.687724 -5.166911 -4.487423 -4.711712 -4.317915
6.246778 -7.776658 -8.241533 -7.384087 -6.464057 -6.827940 -6.145820 -5.381416 -5.665293 -5.148319 -4.470341 -4.692771 -4.301796
6.229516 -7.750180 -8.211536 -7.359130 -6.441152 -6.802086 -6.124358 -5.361541 -5.642998 -5.129832 -4.453360 -4.673946 -4.285776
6.212296 -7.723702 -8.181538 -7.334172 -6.418247 -6.776231 -6.102897 -5.341666 -5.620704 -5.111346 -4.436379 -4.655120 -4.269756
6.195117 -7.697223 -8.151541 -7.309214 -6.395342 -6.750377 -6.081435 -5.321791 -5.598409 -5.092859 -4.419398 -4.636295 -4.253736
6.177978 -7.670745 -8.121543 -7.284257 -6.372437 -6.724523 -6.059973 -5.301916 -5.576114 -5.074372 -4.402417 -4.617469 -4.237716
6.160881 -7.644267 -8.091546 -7.259299 -6.349532 -6.698668 -6.038512 -5.282041 -5.553820 -5.055885 -4.385436 -4.598644 -4.221696
6.143824 -7.618132 -8.061990 -7.234620 -6.326926 -6.673157 -6.017362 -5.262430 -5.531833 -5.037639 -4.368677 -4.580085 -4.205907
6.126807 -7.592569 -8.033168 -7.210403 -6.304818 -6.648216 -5.996731 -5.243259 -5.510359 -5.019794 -4.352289 -4.561969 -4.190503
6.109832 -7.567005 -8.004346 -7.186186 -6.282711 -6.623275 -5.976100 -5.224089 -5.488885 -5.001949 -4.335900 -4.543853 -4.175099
6.092897 -7.541442 -7.975524 -7.161969 -6.260603 -6.598334 -5.955469 -5.204918 -5.467410 -4.984103 -4.319511 -4.525737 -4.159695
6.076002 -7.515879 -7.946701 -7.137752 -6.238495 -6.573392 -5.934837 -5.185747 -5.445936 -4.966258 -4.303123 -4.507622 -4.144292
6.059147 -7.490315 -7.917879 -7.113535 -6.216388 -6.548451 -5.914206 -5.166576 -5.424461 -4.948413 -4.286734 -4.489506 -4.128888
6.042332 -7.464752 -7.889057 -7.089318 -6.194280 -6.523510 -5.893575 -5.147405 -5.402987 -4.930568 -4.270345 -4.471390 -4.113484
6.025558 -7.440320 -7.861546 -7.066157 -6.173269 -6.499728 -5.873993 -5.129266 -5.382628 -4.913630 -4.254906 -4.454340 -4.098957
6.008823 -7.416042 -7.834212 -7.043139 -6.152407 -6.476104 -5.854553 -5.111267 -5.362420 -4.896815 -4.239596 -4.437434 -4.084550
5.992129 -7.391765 -7.806878 -7.020122 -6.131544 -6.452479 -5.835113 -5.093268 -5.342212 -4.880000 -4.224285 -4.420529 -4.070143
5.975474 -7.367487 -7.779544 -6.997104 -6.110682 -6.428855 -5.815673 -5.075269 -5.322004 -4.863185 -4.208975 -4.403623 -4.055736
5.958859 -7.343209 -7.752210 -6.974086 -6.089820 -6.405230 -5.796233 -5.057270 -5.301796 -4.846371 -4.193664 -4.386717 -4.041329
5.942283 -7.318931 -7.724876 -6.951068 -6.068958 -6.381606 -5.776792 -5.039270 -5.281588 -4.829556 -4.178354 -4.369812 -4.026922
5.925747 -7.295113 -7.698028 -6.928458 -6.048536 -6.358463 -5.757763 -5.021673 -5.261843 -4.813101 -4.163421 -4.353348 -4.012848
5.909250 -7.272027 -7.671954 -6.906497 -6.028816 -6.336090 -5.739387 -5.004716 -5.242835 -4.797222 -4.149088 -4.337588 -3.999303
5.892793 -7.248941 -7.645880 -6.884536 -6.009097 -6.313717 -5.721012 -4.987759 -5.223827 -4.781342 -4.134756 -4.321828 -3.985759
5.876374 -7.225855 -7.619807 -6.862575 -5.989377 -6.291343 -5.702636 -4.970801 -5.204819 -4.765463 -4.120423 -4.306068 -3.972214
5.859995 -7.202769 -7.593733 -6.840615 -5.969657 -6.268970 -5.684261 -4.953844 -5.185811 -4.749584 -4.106090 -4.290308 -3.958670
5.843655 -7.179683 -7.567659 -6.818654 -5.949938 -6.246596 -5.665885 -4.936887 -5.166803 -4.733704 -4.091758 -4.274548 -3.945126
5.827354 -7.156597 -7.541585 -6.796693 -5.930218 -6.224223 -5.647510 -4.919930 -5.147794 -4.717825 -4.077425 -4.258788 -3.931581
5.811091 -7.134342 -7.516324 -6.775521 -5.911254 -6.202685 -5.629855 -4.903637 -5.129570 -4.702482 -4.063693 -4.243729 -3.918559
5.794868 -7.112189 -7.491163 -6.754447 -5.892384 -6.181250 -5.612290 -4.887426 -5.111442 -4.687205 -4.050034 -4.228757 -3.905602
5.778683 -7.090037 -7.466002 -6.733373 -5.873513 -6.159816 -5.594725 -4.871215 -5.093314 -4.671929 -4.036376 -4.213785 -3.892644
5.762536 -7.067884 -7.440841 -6.712298 -5.854643 -6.138381 -5.577159 -4.855003 -5.075186 -4.656652 -4.022717 -4.198813 -3.879686
5.746428 -7.045731 -7.415680 -6.691224 -5.835772 -6.116946 -5.559594 -4.838792 -5.057058 -4.641375 -4.009059 -4.183840 -3.866728
5.730358 -7.023579 -7.390519 -6.670150 -5.816902 -6.095511 -5.542028 -4.822581 -5.038931 -4.626099 -3.995400 -4.168868 -3.853771
5.714327 -7.001689 -7.365630 -6.649304 -5.798254 -6.074358 -5.524683 -4.806568 -5.021043 -4.610996 -3.981900 -4.154104 -3.840939
5.698334 -6.980200 -7.341158 -6.628809 -5.779946 -6.053635 -5.507675 -4.790859 -5.003524 -4.596158 -3.968641 -4.139657 -3.828301
5.682379 -6.958712 -7.316685 -6.608314 -5.761638 -6.032912 -5.490668 -4.775149 -4.986005 -4.581321 -3.955383 -4.125211 -3.815663
5.666462 -6.937223 -7.292212 -6.587819 -5.743330 -6.012189 -5.473660 -4.759440 -4.968486 -4.566484 -3.942124 -4.110765 -3.803025
5.650583 -6.915735 -7.267740 -6.567323 -5.725022 -5.991466 -5.456652 -4.743731 -4.950967 -4.551646 -3.928866 -4.096318 -3.790386
5.634741 -6.894246 -7.243267 -6.546828 -5.706714 -5.970743 -5.439644 -4.728021 -4.933448 -4.536809 -3.915607 -4.081872 -3.777748
5.618938 -6.872758 -7.218795 -6.526333 -5.688406 -5.950020 -5.422637 -4.712312 -4.915929 -4.521971 -3.902348 -4.067426 -3.765110
5.603172 -6.851972 -7.195112 -6.506459 -5.670737 -5.930061 -5.406214 -4.697163 -4.899036 -4.507705 -3.889565 -4.053515 -3.752897
5.587443 -6.831263 -7.171516 -6.486655 -5.653139 -5.910185 -5.389856 -4.682076 -4.882211 -4.493502 -3.876834 -4.039664 -3.740731
5.571752 -6.810554 -7.147921 -6.466850 -5.635541 -5.890309 -5.373499 -4.666989 -4.865387 -4.479299 -3.864103 -4.025812 -3.728566
5.556099 -6.789846 -7.124325 -6.447045 -5.617942 -5.870434 -5.357141 -4.651902 -4.848562 -4.465096 -3.851373 -4.011961 -3.716400
5.540482 -6.769137 -7.100729 -6.427240 -5.600344 -5.850558 -5.340783 -4.636815 -4.831737 -4.450894 -3.838642 -3.998110 -3.704234
5.524903 -6.748428 -7.077134 -6.407435 -5.582746 -5.830683 -5.324425 -4.621728 -4.814913 -4.436691 -3.825911 -3.984259 -3.692069
5.509361 -6.728177 -7.054023 -6.388062 -5.565598 -5.811323 -5.308473 -4.607062 -4.798565 -4.422895 -3.813564 -3.970813 -3.680267
5.493856 -6.708595 -7.031623 -6.369321 -5.549113 -5.792721 -5.293114 -4.593012 -4.782915 -4.409696 -3.801779 -3.957964 -3.669001
5.478388 -6.689014 -7.009223 -6.350580 -5.532627 -5.774118 -5.277755 -4.578963 -4.767266 -4.396497 -3.789994 -3.945114 -3.657734
5.462957 -6.669433 -6.986823 -6.331839 -5.516141 -5.755515 -5.262396 -4.564913 -4.751616 -4.383298 -3.778209 -3.932265 -3.646467
5.447563 -6.649852 -6.964423 -6.313098 -5.499656 -5.736913 -5.247038 -4.550864 -4.735967 -4.370099 -3.766425 -3.919415 -3.635201
5.432205 -6.630271 -6.942023 -6.294358 -5.483170 -5.718310 -5.231679 -4.536814 -4.720317 -4.356901 -3.754640 -3.906566 -3.623934
5.416884 -6.610689 -6.919623 -6.275617 -5.466684 -5.699707 -5.216320 -4.522765 -4.704668 -4.343702 -3.742855 -3.893717 -3.612668
5.401599 -6.591784 -6.897976 -6.257554 -5.450807 -5.681741 -5.201517 -4.509239 -4.689624 -4.330955 -3.731568 -3.881435 -3.601851
5.386351 -6.572946 -6.876403 -6.239559 -5.434990 -5.663839 -5.186768 -4.495764 -4.674641 -4.318253 -3.720330 -3.869210 -3.591079
5.371139 -6.554108 -6.854830 -6.221563 -5.419173 -5.645936 -5.172020 -4.482289 -4.659657 -4.305551 -3.709092 -3.856985 -3.580306
5.355963 -6.535269 -6.833257 -6.203567 -5.403356 -5.628033 -5.157271 -4.468814 -4.644674 -4.292849 -3.697854 -3.844760 -3.569534
5.340823 -6.516431 -6.811684 -6.185572 -5.387539 -5.610130 -5.142523 -4.455339 -4.629690 -4.280147 -3.686616 -3.832535 -3.558762
5.325720 -6.497592 -6.790111 -6.167576 -5.371722 -5.592227 -5.127775 -4.441864 -4.614707 -4.267445 -3.675378 -3.820310 -3.547990
5.310652 -6.478977 -6.768745 -6.149808 -5.356092 -5.574539 -5.113204 -4.428544 -4.599899 -4.254799 -3.664277 -3.808256 -3.537359
5.295621 -6.460676 -6.747668 -6.132359 -5.340725 -5.557155 -5.098885 -4.415443 -4.585340 -4.242229 -3.653369 -3.796443 -3.526927
5.280625 -6.442375 -6.726592 -6.114909 -5.325358 -5.539771 -5.084566 -4.402341 -4.570780 -4.229660 -3.642461 -3.784630 -3.516495
5.265665 -6.424074 -6.705516 -6.097460 -5.309991 -5.522386 -5.070247 -4.389239 -4.556221 -4.217091 -3.631554 -3.772817 -3.506063
5.250740 -6.405773 -6.684440 -6.080011 -5.294624 -5.505002 -5.055928 -4.376138 -4.541662 -4.204522 -3.620646 -3.761004 -3.495632
5.235851 -6.387472 -6.663364 -6.062562 -5.279256 -5.487618 -5.041608 -4.363036 -4.527102 -4.191952 -3.609739 -3.749191 -3.485200
5.220998 -6.369171 -6.642288 -6.045113 -5.263889 -5.470234 -5.027289 -4.349934 -4.512543 -4.179383 -3.598831 -3.737378 -3.474768
5.206180 -6.351461 -6.621835 -6.028238 -5.249054 -5.453442 -5.013452 -4.337302 -4.498557 -4.167239 -3.588308 -3.726060 -3.464642
5.191397 -6.333803 -6.601437 -6.011413 -5.234265 -5.436701 -4.999657 -4.324711 -4.484620 -4.155132 -3.577818 -3.714785 -3.454541
5.176649 -6.316144 -6.581039 -5.994588 -5.219476 -5.419961 -4.985862 -4.312120 -4.470684 -4.143025 -3.567329 -3.703510 -3.444441
5.161937 -6.298485 -6.560642 -5.977763 -5.204686 -5.403221 -4.972066 -4.299529 -4.456748 -4.130918 -3.556839 -3.692235 -3.434341
5.147259 -6.280826 -6.540244 -5.960938 -5.189897 -5.386480 -4.958271 -4.286938 -4.442811 -4.118811 -3.546349 -3.680960 -3.424241
5.132617 -6.263168 -6.519846 -5.944113 -5.175108 -5.369740 -4.944476 -4.274347 -4.428875 -4.106704 -3.535860 -3.669685 -3.414141
5.118009 -6.245848 -6.499835 -5.927621 -5.160639 -5.353354 -4.930953 -4.262038 -4.415272 -4.094863 -3.525616 -3.658684 -3.404239
5.103437 -6.228987 -6.480348 -5.911580 -5.146604 -5.337447 -4.917800 -4.250113 -4.402120 -4.083382 -3.515704 -3.648055 -3.394603
5.088898 -6.212126 -6.460862 -5.895539 -5.132569 -5.321540 -4.904646 -4.238187 -4.388968 -4.071901 -3.505792 -3.637425 -3.384967
5.074395 -6.195264 -6.441375 -5.879498 -5.118534 -5.305633 -4.891492 -4.226262 -4.375816 -4.060420 -3.495881 -3.626796 -3.375331
5.059926 -6.178403 -6.421888 -5.863457 -5.104499 -5.289726 -4.878339 -4.214336 -4.362664 -4.048939 -3.485969 -3.616166 -3.365695
5.045492 -6.161542 -6.402401 -5.847416 -5.090464 -5.273819 -4.865185 -4.202411 -4.349512 -4.037458 -3.476058 -3.605537 -3.356059
5.031092 -6.144680 -6.382915 -5.831375 -5.076429 -5.257911 -4.852032 -4.190485 -4.336361 -4.025977 -3.466146 -3.594907 -3.346423
5.016726 -6.128389 -6.364109 -5.815920 -5.062910 -5.242646 -4.839177 -4.179014 -4.323764 -4.014981 -3.456669 -3.584728 -3.337072
5.002394 -6.112141 -6.345354 -5.800510 -5.049429 -5.227428 -4.826345 -4.167577 -4.311208 -4.004022 -3.447225 -3.574582 -3.327742
4.988097 -6.095893 -6.326600 -5.785099 -5.035949 -5.212211 -4.813513 -4.156140 -4.298653 -3.993062 -3.437781 -3.564436 -3.318412
4.973834 -6.079644 -6.307845 -5.769689 -5.022469 -5.196993 -4.800680 -4.144703 -4.286098 -3.982102 -3.428337 -3.554291 -3.309081
4.959604 -6.063396 -6.289091 -5.754278 -5.008989 -5.181776 -4.787848 -4.133265 -4.273543 -3.971143 -3.418893 -3.544145 -3.299751
4.945409 -6.047148 -6.270336 -5.738868 -4.995508 -5.166558 -4.775016 -4.121828 -4.260987 -3.960183 -3.409449 -3.534000 -3.290421
4.931247 -6.031121 -6.251849 -5.723618 -4.982218 -5.151571 -4.762349 -4.110546 -4.248633 -3.949398 -3.400168 -3.524040 -3.281272
4.917119 -6.015383 -6.233710 -5.708579 -4.969174 -5.136883 -4.749897 -4.099466 -4.236540 -3.938839 -3.391098 -3.514321 -3.272358
4.903025 -5.999644 -6.215571 -5.693539 -4.956131 -5.122194 -4.737444 -4.088386 -4.224448 -3.928280 -3.382029 -3.504602 -3.263444
4.888964 -5.983906 -6.197431 -5.678499 -4.943087 -5.107506 -4.724992 -4.077306 -4.212355 -3.917722 -3.372960 -3.494883 -3.254530
4.874937 -5.968167 -6.179292 -5.663459 -4.930043 -5.092818 -4.712539 -4.066226 -4.200262 -3.907163 -3.363890 -3.485164 -3.245616
4.860943 -5.952429 -6.161153 -5.648420 -4.916999 -5.078129 -4.700087 -4.055145 -4.188169 -3.896604 -3.354821 -3.475445 -3.236703
4.846983 -5.936690 -6.143013 -5.633380 -4.903956 -5.063441 -4.687634 -4.044065 -4.176077 -3.886045 -3.345751 -3.465727 -3.227789
4.833055 -5.921469 -6.125498 -5.618867 -4.891358 -5.049298 -4.675645 -4.033352 -4.164364 -3.875867 -3.337018 -3.456410 -3.219251
4.819161 -5.906281 -6.108023 -5.604387 -4.878788 -5.035189 -4.663685 -4.022663 -4.152676 -3.865713 -3.328307 -3.447120 -3.210737
4.805301 -5.891093 -6.090547 -5.589908 -4.866219 -5.021080 -4.651725 -4.011974 -4.140988 -3.855559 -3.319595 -3.437830 -3.202223
4.791473 -5.875905 -6.073072 -5.575428 -4.853649 -5.006972 -4.639765 -4.001284 -4.129300 -3.845405 -3.310883 -3.428539 -3.193710
4.777678 -5.860717 -6.055597 -5.560949 -4.841080 -4.992863 -4.627805 -3.990595 -4.117612 -3.835251 -3.302171 -3.419249 -3.185196
4.763915 -5.845529 -6.038121 -5.546469 -4.828510 -4.978754 -4.615845 -3.979906 -4.105924 -3.825097 -3.293460 -3.409958 -3.176682
4.750186 -5.830592 -6.020959 -5.532205 -4.816161 -4.964934 -4.604073 -3.969403 -4.094446 -3.815105 -3.284925 -3.400857 -3.168334
4.736489 -5.815969 -6.004187 -5.518210 -4.804087 -4.951474 -4.592537 -3.959134 -4.083228 -3.805315 -3.276611 -3.391993 -3.160191
4.722825 -5.801345 -5.987414 -5.504214 -4.792013 -4.938014 -4.581000 -3.948865 -4.072010 -3.795525 -3.268297 -3.383128 -3.152048
4.709194 -5.786722 -5.970642 -5.490218 -4.779939 -4.924553 -4.569464 -3.938596 -4.060792 -3.785736 -3.259982 -3.374263 -3.143904
4.695595 -5.772099 -5.953870 -5.476223 -4.767865 -4.911093 -4.557927 -3.928327 -4.049574 -3.775946 -3.251668 -3.365398 -3.135761
4.682028 -5.757476 -5.937098 -5.462227 -4.755791 -4.897633 -4.546390 -3.918058 -4.038356 -3.766156 -3.243354 -3.356534 -3.127618
4.668494 -5.742853 -5.920326 -5.448232 -4.743717 -4.884173 -4.534854 -3.907789 -4.027138 -3.756366 -3.235040 -3.347669 -3.119475
4.654992 -5.728725 -5.904261 -5.434784 -4.732081 -4.871251 -4.523634 -3.897913 -4.016371 -3.746918 -3.227122 -3.339249 -3.111748
4.641522 -5.714624 -5.888233 -5.421366 -4.720468 -4.858358 -4.512431 -3.888057 -4.005626 -3.737487 -3.219225 -3.330853 -3.104042
4.628084 -5.700523 -5.872206 -5.407948 -4.708854 -4.845464 -4.501228 -3.878201 -3.994882 -3.728057 -3.211327 -3.322456 -3.096336
4.614678 -5.686422 -5.856178 -5.394529 -4.697241 -4.832571 -4.490025 -3.868345 -3.984138 -3.718626 -3.203430 -3.314060 -3.088630
4.601305 -5.672321 -5.840151 -5.381111 -4.685628 -4.819678 -4.478821 -3.858489 -3.973394 -3.709196 -3.195532 -3.305663 -3.080925
4.587962 -5.658220 -5.824123 -5.367693 -4.674015 -4.806784 -4.467618 -3.848633 -3.962650 -3.699765 -3.187635 -3.297267 -3.073219
4.574652 -5.644349 -5.808424 -5.354504 -4.662596 -4.794134 -4.456579 -3.838935 -3.952098 -3.690473 -3.179897 -3.289064 -3.065670
4.561374 -5.630754 -5.793116 -5.341590 -4.651409 -4.781775 -4.445737 -3.829426 -3.941777 -3.681348 -3.172351 -3.281094 -3.058310
4.548127 -5.617159 -5.777809 -5.328677 -4.640223 -4.769416 -4.434895 -3.819916 -3.931456 -3.672222 -3.164804 -3.273125 -3.050949
4.534911 -5.603564 -5.762502 -5.315763 -4.629036 -4.757057 -4.424053 -3.810407 -3.921135 -3.663096 -3.157258 -3.265155 -3.043589
4.521728 -5.589969 -5.747194 -5.302850 -4.617849 -4.744698 -4.413211 -3.800898 -3.910814 -3.653970 -3.149711 -3.257185 -3.036228
4.508575 -5.576374 -5.731887 -5.289936 -4.606663 -4.732338 -4.402369 -3.791389 -3.900493 -3.644844 -3.142165 -3.249215 -3.028868
4.495454 -5.562779 -5.716580 -5.277022 -4.595476 -4.719979 -4.391527 -3.781879 -3.890171 -3.635718 -3.134618 -3.241245 -3.021508
4.482364 -5.549640 -5.701929 -5.264584 -4.584666 -4.708059 -4.381059 -3.772671 -3.880226 -3.626776 -3.127452 -3.233712 -3.014506
4.469305 -5.536519 -5.687306 -5.252165 -4.573872 -4.696158 -4.370608 -3.763475 -3.870296 -3.617841 -3.120302 -3.226198 -3.007519
4.456278 -5.523399 -5.672683 -5.239747 -4.563078 -4.684257 -4.360157 -3.754280 -3.860367 -3.608907 -3.113152 -3.218683 -3.000532
4.443281 -5.510279 -5.658060 -5.227328 -4.552284 -4.672355 -4.349705 -3.745084 -3.850437 -3.599972 -3.106002 -3.211169 -2.993546
4.430316 -5.497159 -5.643437 -5.214909 -4.541490 -4.660454 -4.339254 -3.735888 -3.840507 -3.591038 -3.098851 -3.203654 -2.986559
4.417381 -5.484039 -5.628813 -5.202491 -4.530696 -4.648552 -4.328802 -3.726693 -3.830578 -3.582103 -3.091701 -3.196139 -2.979572
4.404477 -5.471063 -5.614420 -5.190178 -4.520012 -4.636805 -4.318456 -3.717593 -3.820794 -3.573234 -3.084698 -3.188790 -2.972733
4.391604 -5.458253 -5.600290 -5.177986 -4.509454 -4.625235 -4.308231 -3.708605 -3.811178 -3.564439 -3.077863 -3.181630 -2.966064
4.378761 -5.445444 -5.586161 -5.165795 -4.498896 -4.613665 -4.298005 -3.699617 -3.801562 -3.555644 -3.071029 -3.174470 -2.959394
4.365949 -5.432635 -5.572031 -5.153603 -4.488338 -4.602095 -4.287780 -3.690629 -3.791945 -3.546849 -3.064194 -3.167310 -2.952725
4.353168 -5.419825 -5.557902 -5.141412 -4.477780 -4.590525 -4.277554 -3.681640 -3.782329 -3.538054 -3.057359 -3.160150 -2.946055
4.340417 -5.407016 -5.543773 -5.129221 -4.467222 -4.578955 -4.267329 -3.672652 -3.772713 -3.529259 -3.050525 -3.152990 -2.939386
4.327696 -5.394207 -5.529643 -5.117029 -4.456664 -4.567385 -4.257103 -3.663664 -3.763097 -3.520465 -3.043690 -3.145830 -2.932717
4.315006 -5.381978 -5.516345 -5.105256 -4.446616 -4.556415 -4.247292 -3.655118 -3.754067 -3.512109 -3.037347 -3.139161 -2.926407
4.302346 -5.369767 -5.503073 -5.093495 -4.436585 -4.545462 -4.237494 -3.646586 -3.745055 -3.503767 -3.031018 -3.132507 -2.920109
4.289716 -5.357556 -5.489801 -5.081735 -4.426553 -4.534510 -4.227696 -3.638054 -3.736043 -3.495425 -3.024690 -3.125854 -2.913810
4.277116 -5.345345 -5.476529 -5.069974 -4.416521 -4.523558 -4.217898 -3.629522 -3.727031 -3.487084 -3.018362 -3.119200 -2.907512
4.264546 -5.333134 -5.463256 -5.058214 -4.406489 -4.512606 -4.208100 -3.620990 -3.718019 -3.478742 -3.012033 -3.112547 -2.901214
4.252006 -5.320923 -5.449984 -5.046453 -4.396457 -4.501654 -4.198302 -3.612458 -3.709007 -3.470400 -3.005705 -3.105893 -2.894915
4.239496 -5.308923 -5.436994 -5.034848 -4.386588 -4.490903 -4.188635 -3.604050 -3.700147 -3.462166 -2.999551 -3.099390 -2.888775
4.227016 -5.297157 -5.424316 -5.023416 -4.376900 -4.480375 -4.179113 -3.595778 -3.691455 -3.454053 -2.993589 -3.093052 -2.882810
4.214566 -5.285391 -5.411639 -5.011983 -4.367212 -4.469846 -4.169591 -3.587507 -3.682763 -3.445939 -2.987628 -3.086714 -2.876845
4.202145 -5.273626 -5.398961 -5.000550 -4.357524 -4.459318 -4.160069 -3.579235 -3.674071 -3.437825 -2.981667 -3.080376 -2.870879
4.189754 -5.261860 -5.386283 -4.989117 -4.347836 -4.448790 -4.150547 -3.570964 -3.665379 -3.429711 -2.975705 -3.074039 -2.864914
4.177392 -5.250094 -5.373605 -4.977684 -4.338148 -4.438261 -4.141025 -3.562693 -3.656687 -3.421597 -2.969744 -3.067701 -2.858949
4.165060 -5.238328 -5.360927 -4.966251 -4.328460 -4.427733 -4.131503 -3.554421 -3.647995 -3.413483 -2.963782 -3.061363 -2.852984
4.152757 -5.226761 -5.348364 -4.955018 -4.318875 -4.417398 -4.122065 -3.546256 -3.639381 -3.405457 -2.958073 -3.055315 -2.847261
4.140483 -5.215198 -5.335804 -4.943788 -4.309292 -4.407068 -4.112628 -3.538092 -3.630769 -3.397432 -2.952369 -3.049274 -2.841543
4.128239 -5.203635 -5.323243 -4.932559 -4.299708 -4.396738 -4.103192 -3.529929 -3.622156 -3.389407 -2.946665 -3.043232 -2.835825
4.116023 -5.192073 -5.310683 -4.921329 -4.290125 -4.386408 -4.093756 -3.521765 -3.613543 -3.381382 -2.940960 -3.037191 -2.830107
4.103837 -5.180510 -5.298122 -4.910100 -4.280541 -4.376077 -4.084319 -3.513602 -3.604931 -3.373357 -2.935256 -3.031149 -2.824389
4.091680 -5.168947 -5.285562 -4.898871 -4.270958 -4.365747 -4.074883 -3.505438 -3.596318 -3.365332 -2.929552 -3.025108 -2.818671
4.079552 -5.157639 -5.273249 -4.887862 -4.261588 -4.355609 -4.065698 -3.497469 -3.587892 -3.357492 -2.924109 -3.019334 -2.813214
4.067453 -5.146602 -5.261199 -4.877087 -4.252446 -4.345675 -4.056780 -3.489706 -3.579665 -3.349851 -2.918943 -3.013846 -2.808033
4.055383 -5.135564 -5.249149 -4.866312 -4.243303 -4.335741 -4.047863 -3.481942 -3.571438 -3.342209 -2.913777 -3.008358 -2.802853
4.043341 -5.124527 -5.237100 -4.855538 -4.234161 -4.325808 -4.038945 -3.474179 -3.563211 -3.334568 -2.908612 -3.002869 -2.797672
4.031328 -5.113490 -5.225050 -4.844763 -4.225018 -4.315874 -4.030028 -3.466416 -3.554983 -3.326926 -2.903446 -2.997381 -2.792492
4.019344 -5.102453 -5.213000 -4.833989 -4.215876 -4.305940 -4.021110 -3.458653 -3.546756 -3.319284 -2.898280 -2.991892 -2.787311
4.007388 -5.091416 -5.200950 -4.823214 -4.206733 -4.296007 -4.012193 -3.450889 -3.538529 -3.311643 -2.893115 -2.986404 -2.782131
3.995460 -5.080873 -5.189399 -4.812883 -4.197976 -4.286558 -4.003621 -3.443467 -3.530686 -3.304266 -2.888425 -2.981389 -2.777350
3.983561 -5.070335 -5.177853 -4.802556 -4.189223 -4.277114 -3.995052 -3.436048 -3.522847 -3.296892 -2.883740 -2.976380 -2.772574
