#Best-fitting average specific star formation rates from Trinity.
#z: 5.0
#Ref: Zhang et al. (2021)
#log10(Mstar)[Msun] log10(SSFR)[yr^-1]
9.000000 -8.420960
9.100000 -8.410450
9.200000 -8.400930
9.300000 -8.391920
9.400000 -8.382020
9.500000 -8.371800
9.600000 -8.363010
9.700000 -8.356150
9.800000 -8.347180
9.900000 -8.339760
10.000000 -8.335140
10.100000 -8.327030
10.200000 -8.321210
