#Best-fitting galaxy quenched fractions from Trinity.
#z: 2.2
#Ref: Zhang et al. (2021)
#log10(Mstar)[Msun] Quenched_Fraction
10.600000 0.181421
10.700000 0.206985
10.800000 0.232136
10.900000 0.256172
11.000000 0.284348
11.100000 0.314120
11.200000 0.343287
11.300000 0.363536
11.400000 0.392497
11.500000 0.421727
11.600000 0.448152
